phase_step,overall_status,beta_dyn,beta_sigma,beta_z_from_1,beta_lt,beta_lt_sigma,beta_lt_z_from_1,beta_split_mode,beta_dyn_lt_delta,beta_dyn_lt_consistency_status,rss_norm,dof,n_rows,n_range_rows,n_doppler_rows,rms_range,rms_doppler,status_data,status_sigma,status_replay_vs_odf,doppler_bin_minutes,range_bin_minutes
8.7.48.5,watch,399.3573769527737,208.0902758024091,1.9143488344983095,1.0231803869749,277.11074713525426,8.365026334971428e-05,split,398.3341965657988,pass,11643796738.74514,1517,1547,562,985,207964.4987461454,2184.845033306947,pass,watch,pass,80,60
