beta_true,beta_recovered,beta_sigma,beta_error,z_error,fit_status
0.0,3.5083047578154947e-14,122.68717453561317,3.5083047578154947e-14,2.8595529818784093e-16,watch
0.5,0.4999999999998236,122.68717453561317,-1.7641443861293737e-13,-1.4379207874065799e-15,watch
1.0,0.9999999999998276,122.68717453561317,-1.724176357242868e-13,-1.405343601537079e-15,watch
1.5,1.4999999999999898,122.68717453561317,-1.021405182655144e-14,-8.325280833316888e-17,watch
2.0,1.9999999999998788,122.68717453561317,-1.212363542890671e-13,-9.881746380415262e-16,watch
