phase_step,overall_status,beta_dyn,beta_sigma,beta_z_from_1,beta_lt,beta_lt_sigma,beta_lt_z_from_1,beta_split_mode,beta_dyn_lt_delta,beta_dyn_lt_consistency_z,beta_dyn_lt_consistency_status,beta_dyn_lt_template_overlap,beta_dyn_lt_overlap_status,beta_dyn_lt_delta_status,rss_norm,dof,n_rows,n_range_rows,n_doppler_rows,rms_range,rms_doppler,status_data,status_sigma,status_model,doppler_bin_minutes,range_bin_minutes
8.7.48.4,watch,-8.543545063448692,0.6796046586530693,14.042789351037346,1.0421527766285519,0.9835875504310281,0.042856151046319846,split,-9.585697840077243,8.01790637309942,pass,0.0,pass,reject,1301653.4254702153,3052,3082,1101,1981,192070.56060180164,234135.34057338466,pass,watch,watch,120,120
