product,year,filename,url,rel_path,status,bytes,note
data-tnf,2015,150081255sc236dss65_tnf.xml,https://pds-geosciences.wustl.edu/messenger/urn-nasa-pds-mess-rs-raw/data-tnf/2015/150081255sc236dss65_tnf.xml,data-tnf/2015/150081255sc236dss65_tnf.xml,download,369223,ok
data-tnf,2015,150090525sc236dss34_tnf.dat,https://pds-geosciences.wustl.edu/messenger/urn-nasa-pds-mess-rs-raw/data-tnf/2015/150090525sc236dss34_tnf.dat,data-tnf/2015/150090525sc236dss34_tnf.dat,download,2376942,ok
data-tnf,2015,150090525sc236dss34_tnf.xml,https://pds-geosciences.wustl.edu/messenger/urn-nasa-pds-mess-rs-raw/data-tnf/2015/150090525sc236dss34_tnf.xml,data-tnf/2015/150090525sc236dss34_tnf.xml,download,369216,ok
data-tnf,2015,150091615sc236dss25_tnf.dat,https://pds-geosciences.wustl.edu/messenger/urn-nasa-pds-mess-rs-raw/data-tnf/2015/150091615sc236dss25_tnf.dat,data-tnf/2015/150091615sc236dss25_tnf.dat,download,12722496,ok
data-tnf,2015,150091615sc236dss25_tnf.xml,https://pds-geosciences.wustl.edu/messenger/urn-nasa-pds-mess-rs-raw/data-tnf/2015/150091615sc236dss25_tnf.xml,data-tnf/2015/150091615sc236dss25_tnf.xml,download,714047,ok
data-tnf,2015,150092040sc236dss35_tnf.dat,https://pds-geosciences.wustl.edu/messenger/urn-nasa-pds-mess-rs-raw/data-tnf/2015/150092040sc236dss35_tnf.dat,data-tnf/2015/150092040sc236dss35_tnf.dat,download,3806612,ok
data-tnf,2015,150092040sc236dss35_tnf.xml,https://pds-geosciences.wustl.edu/messenger/urn-nasa-pds-mess-rs-raw/data-tnf/2015/150092040sc236dss35_tnf.xml,data-tnf/2015/150092040sc236dss35_tnf.xml,download,369217,ok
data-tnf,2015,150100855sc236dss55_tnf.dat,https://pds-geosciences.wustl.edu/messenger/urn-nasa-pds-mess-rs-raw/data-tnf/2015/150100855sc236dss55_tnf.dat,data-tnf/2015/150100855sc236dss55_tnf.dat,download,15477590,ok
data-tnf,2015,150100855sc236dss55_tnf.xml,https://pds-geosciences.wustl.edu/messenger/urn-nasa-pds-mess-rs-raw/data-tnf/2015/150100855sc236dss55_tnf.xml,data-tnf/2015/150100855sc236dss55_tnf.xml,download,714046,ok
data-tnf,2015,150101610sc236dss25_tnf.dat,https://pds-geosciences.wustl.edu/messenger/urn-nasa-pds-mess-rs-raw/data-tnf/2015/150101610sc236dss25_tnf.dat,data-tnf/2015/150101610sc236dss25_tnf.dat,download,16727806,ok
data-tnf,2015,150101610sc236dss25_tnf.xml,https://pds-geosciences.wustl.edu/messenger/urn-nasa-pds-mess-rs-raw/data-tnf/2015/150101610sc236dss25_tnf.xml,data-tnf/2015/150101610sc236dss25_tnf.xml,download,714048,ok
data-tnf,2015,150111650sc236dss24_tnf.dat,https://pds-geosciences.wustl.edu/messenger/urn-nasa-pds-mess-rs-raw/data-tnf/2015/150111650sc236dss24_tnf.dat,data-tnf/2015/150111650sc236dss24_tnf.dat,download,14240686,ok
data-tnf,2015,150111650sc236dss24_tnf.xml,https://pds-geosciences.wustl.edu/messenger/urn-nasa-pds-mess-rs-raw/data-tnf/2015/150111650sc236dss24_tnf.xml,data-tnf/2015/150111650sc236dss24_tnf.xml,download,714048,ok
data-tnf,2015,150121820sc236dss15_tnf.dat,https://pds-geosciences.wustl.edu/messenger/urn-nasa-pds-mess-rs-raw/data-tnf/2015/150121820sc236dss15_tnf.dat,data-tnf/2015/150121820sc236dss15_tnf.dat,download,11202808,ok
data-tnf,2015,150121820sc236dss15_tnf.xml,https://pds-geosciences.wustl.edu/messenger/urn-nasa-pds-mess-rs-raw/data-tnf/2015/150121820sc236dss15_tnf.xml,data-tnf/2015/150121820sc236dss15_tnf.xml,download,714047,ok
data-tnf,2015,150130730sc236dss45_tnf.dat,https://pds-geosciences.wustl.edu/messenger/urn-nasa-pds-mess-rs-raw/data-tnf/2015/150130730sc236dss45_tnf.dat,data-tnf/2015/150130730sc236dss45_tnf.dat,download,1922296,ok
data-tnf,2015,150130730sc236dss45_tnf.xml,https://pds-geosciences.wustl.edu/messenger/urn-nasa-pds-mess-rs-raw/data-tnf/2015/150130730sc236dss45_tnf.xml,data-tnf/2015/150130730sc236dss45_tnf.xml,download,369216,ok
data-tnf,2015,150130950sc236dss54_tnf.dat,https://pds-geosciences.wustl.edu/messenger/urn-nasa-pds-mess-rs-raw/data-tnf/2015/150130950sc236dss54_tnf.dat,data-tnf/2015/150130950sc236dss54_tnf.dat,download,10473594,ok
data-tnf,2015,150130950sc236dss54_tnf.xml,https://pds-geosciences.wustl.edu/messenger/urn-nasa-pds-mess-rs-raw/data-tnf/2015/150130950sc236dss54_tnf.xml,data-tnf/2015/150130950sc236dss54_tnf.xml,download,714044,ok
data-tnf,2015,150131750sc236dss25_tnf.dat,https://pds-geosciences.wustl.edu/messenger/urn-nasa-pds-mess-rs-raw/data-tnf/2015/150131750sc236dss25_tnf.dat,data-tnf/2015/150131750sc236dss25_tnf.dat,download,14040796,ok
data-tnf,2015,150131750sc236dss25_tnf.xml,https://pds-geosciences.wustl.edu/messenger/urn-nasa-pds-mess-rs-raw/data-tnf/2015/150131750sc236dss25_tnf.xml,data-tnf/2015/150131750sc236dss25_tnf.xml,download,714048,ok
data-tnf,2015,150132335sc236dss35_tnf.dat,https://pds-geosciences.wustl.edu/messenger/urn-nasa-pds-mess-rs-raw/data-tnf/2015/150132335sc236dss35_tnf.dat,data-tnf/2015/150132335sc236dss35_tnf.dat,download,18849796,ok
data-tnf,2015,150132335sc236dss35_tnf.xml,https://pds-geosciences.wustl.edu/messenger/urn-nasa-pds-mess-rs-raw/data-tnf/2015/150132335sc236dss35_tnf.xml,data-tnf/2015/150132335sc236dss35_tnf.xml,download,714048,ok
data-tnf,2015,150141100sc236dss65_tnf.dat,https://pds-geosciences.wustl.edu/messenger/urn-nasa-pds-mess-rs-raw/data-tnf/2015/150141100sc236dss65_tnf.dat,data-tnf/2015/150141100sc236dss65_tnf.dat,download,10022532,ok
data-tnf,2015,150141100sc236dss65_tnf.xml,https://pds-geosciences.wustl.edu/messenger/urn-nasa-pds-mess-rs-raw/data-tnf/2015/150141100sc236dss65_tnf.xml,data-tnf/2015/150141100sc236dss65_tnf.xml,download,714047,ok
data-tnf,2015,150151235sc236dss54_tnf.dat,https://pds-geosciences.wustl.edu/messenger/urn-nasa-pds-mess-rs-raw/data-tnf/2015/150151235sc236dss54_tnf.dat,data-tnf/2015/150151235sc236dss54_tnf.dat,download,10564276,ok
data-tnf,2015,150151235sc236dss54_tnf.xml,https://pds-geosciences.wustl.edu/messenger/urn-nasa-pds-mess-rs-raw/data-tnf/2015/150151235sc236dss54_tnf.xml,data-tnf/2015/150151235sc236dss54_tnf.xml,download,714044,ok
data-tnf,2015,150151645sc236dss25_tnf.dat,https://pds-geosciences.wustl.edu/messenger/urn-nasa-pds-mess-rs-raw/data-tnf/2015/150151645sc236dss25_tnf.dat,data-tnf/2015/150151645sc236dss25_tnf.dat,download,2121976,ok
data-tnf,2015,150151645sc236dss25_tnf.xml,https://pds-geosciences.wustl.edu/messenger/urn-nasa-pds-mess-rs-raw/data-tnf/2015/150151645sc236dss25_tnf.xml,data-tnf/2015/150151645sc236dss25_tnf.xml,download,369217,ok
data-tnf,2015,150160130sc236dss34_tnf.dat,https://pds-geosciences.wustl.edu/messenger/urn-nasa-pds-mess-rs-raw/data-tnf/2015/150160130sc236dss34_tnf.dat,data-tnf/2015/150160130sc236dss34_tnf.dat,download,2027250,ok
data-tnf,2015,150160130sc236dss34_tnf.xml,https://pds-geosciences.wustl.edu/messenger/urn-nasa-pds-mess-rs-raw/data-tnf/2015/150160130sc236dss34_tnf.xml,data-tnf/2015/150160130sc236dss34_tnf.xml,download,369216,ok
data-tnf,2015,150160950sc236dss65_tnf.dat,https://pds-geosciences.wustl.edu/messenger/urn-nasa-pds-mess-rs-raw/data-tnf/2015/150160950sc236dss65_tnf.dat,data-tnf/2015/150160950sc236dss65_tnf.dat,download,1702562,ok
data-tnf,2015,150160950sc236dss65_tnf.xml,https://pds-geosciences.wustl.edu/messenger/urn-nasa-pds-mess-rs-raw/data-tnf/2015/150160950sc236dss65_tnf.xml,data-tnf/2015/150160950sc236dss65_tnf.xml,download,369223,ok
data-tnf,2015,150161245sc236dss55_tnf.dat,https://pds-geosciences.wustl.edu/messenger/urn-nasa-pds-mess-rs-raw/data-tnf/2015/150161245sc236dss55_tnf.dat,data-tnf/2015/150161245sc236dss55_tnf.dat,download,11587682,ok
data-tnf,2015,150161245sc236dss55_tnf.xml,https://pds-geosciences.wustl.edu/messenger/urn-nasa-pds-mess-rs-raw/data-tnf/2015/150161245sc236dss55_tnf.xml,data-tnf/2015/150161245sc236dss55_tnf.xml,download,714044,ok
data-tnf,2015,150162035sc236dss45_tnf.dat,https://pds-geosciences.wustl.edu/messenger/urn-nasa-pds-mess-rs-raw/data-tnf/2015/150162035sc236dss45_tnf.dat,data-tnf/2015/150162035sc236dss45_tnf.dat,download,14569346,ok
data-tnf,2015,150162035sc236dss45_tnf.xml,https://pds-geosciences.wustl.edu/messenger/urn-nasa-pds-mess-rs-raw/data-tnf/2015/150162035sc236dss45_tnf.xml,data-tnf/2015/150162035sc236dss45_tnf.xml,download,714048,ok
data-tnf,2015,150170215sc236dss43_tnf.dat,https://pds-geosciences.wustl.edu/messenger/urn-nasa-pds-mess-rs-raw/data-tnf/2015/150170215sc236dss43_tnf.dat,data-tnf/2015/150170215sc236dss43_tnf.dat,download,1608180,ok
data-tnf,2015,150170215sc236dss43_tnf.xml,https://pds-geosciences.wustl.edu/messenger/urn-nasa-pds-mess-rs-raw/data-tnf/2015/150170215sc236dss43_tnf.xml,data-tnf/2015/150170215sc236dss43_tnf.xml,download,369216,ok
data-tnf,2015,150171015sc236dss54_tnf.dat,https://pds-geosciences.wustl.edu/messenger/urn-nasa-pds-mess-rs-raw/data-tnf/2015/150171015sc236dss54_tnf.dat,data-tnf/2015/150171015sc236dss54_tnf.dat,download,1443120,ok
data-tnf,2015,150171015sc236dss54_tnf.xml,https://pds-geosciences.wustl.edu/messenger/urn-nasa-pds-mess-rs-raw/data-tnf/2015/150171015sc236dss54_tnf.xml,data-tnf/2015/150171015sc236dss54_tnf.xml,download,369212,ok
data-tnf,2015,150171250sc236dss55_tnf.dat,https://pds-geosciences.wustl.edu/messenger/urn-nasa-pds-mess-rs-raw/data-tnf/2015/150171250sc236dss55_tnf.dat,data-tnf/2015/150171250sc236dss55_tnf.dat,download,8501322,ok
data-tnf,2015,150171250sc236dss55_tnf.xml,https://pds-geosciences.wustl.edu/messenger/urn-nasa-pds-mess-rs-raw/data-tnf/2015/150171250sc236dss55_tnf.xml,data-tnf/2015/150171250sc236dss55_tnf.xml,download,714032,ok
data-tnf,2015,150171840sc236dss15_tnf.dat,https://pds-geosciences.wustl.edu/messenger/urn-nasa-pds-mess-rs-raw/data-tnf/2015/150171840sc236dss15_tnf.dat,data-tnf/2015/150171840sc236dss15_tnf.dat,download,1525612,ok
data-tnf,2015,150171840sc236dss15_tnf.xml,https://pds-geosciences.wustl.edu/messenger/urn-nasa-pds-mess-rs-raw/data-tnf/2015/150171840sc236dss15_tnf.xml,data-tnf/2015/150171840sc236dss15_tnf.xml,download,369216,ok
data-tnf,2015,150172105sc236dss45_tnf.dat,https://pds-geosciences.wustl.edu/messenger/urn-nasa-pds-mess-rs-raw/data-tnf/2015/150172105sc236dss45_tnf.dat,data-tnf/2015/150172105sc236dss45_tnf.dat,download,8021230,ok
data-tnf,2015,150172105sc236dss45_tnf.xml,https://pds-geosciences.wustl.edu/messenger/urn-nasa-pds-mess-rs-raw/data-tnf/2015/150172105sc236dss45_tnf.xml,data-tnf/2015/150172105sc236dss45_tnf.xml,download,369219,ok
data-tnf,2015,150180255sc236dss43_tnf.dat,https://pds-geosciences.wustl.edu/messenger/urn-nasa-pds-mess-rs-raw/data-tnf/2015/150180255sc236dss43_tnf.dat,data-tnf/2015/150180255sc236dss43_tnf.dat,download,1813646,ok
data-tnf,2015,150180255sc236dss43_tnf.xml,https://pds-geosciences.wustl.edu/messenger/urn-nasa-pds-mess-rs-raw/data-tnf/2015/150180255sc236dss43_tnf.xml,data-tnf/2015/150180255sc236dss43_tnf.xml,download,369216,ok
data-tnf,2015,150181015sc236dss54_tnf.dat,https://pds-geosciences.wustl.edu/messenger/urn-nasa-pds-mess-rs-raw/data-tnf/2015/150181015sc236dss54_tnf.dat,data-tnf/2015/150181015sc236dss54_tnf.dat,download,1905244,ok
data-tnf,2015,150181015sc236dss54_tnf.xml,https://pds-geosciences.wustl.edu/messenger/urn-nasa-pds-mess-rs-raw/data-tnf/2015/150181015sc236dss54_tnf.xml,data-tnf/2015/150181015sc236dss54_tnf.xml,download,369214,ok
data-tnf,2015,150181845sc236dss15_tnf.dat,https://pds-geosciences.wustl.edu/messenger/urn-nasa-pds-mess-rs-raw/data-tnf/2015/150181845sc236dss15_tnf.dat,data-tnf/2015/150181845sc236dss15_tnf.dat,download,1606694,ok
data-tnf,2015,150181845sc236dss15_tnf.xml,https://pds-geosciences.wustl.edu/messenger/urn-nasa-pds-mess-rs-raw/data-tnf/2015/150181845sc236dss15_tnf.xml,data-tnf/2015/150181845sc236dss15_tnf.xml,download,369216,ok
