epoch_utc,channel,station_id,observable_value,spe_proxy_deg
2011-01-03 16:00:00+00:00,doppler,25,0.0001411437988281,92.76870314392977
2011-01-03 16:30:00+00:00,doppler,25,-2767.423095703125,92.69031742217915
2011-01-03 17:00:00+00:00,doppler,25,-2733.93115234375,92.61203479998062
2011-01-03 17:00:00+00:00,range,25,29290.22805495375,92.61203479998062
2011-01-03 17:30:00+00:00,range,25,263372.46031189384,92.53385512092268
2011-01-03 17:30:00+00:00,doppler,25,0.05345106124877925,92.53385512092268
2011-01-03 18:00:00+00:00,doppler,25,0.04597377777099605,92.45577822866136
2011-01-03 18:00:00+00:00,range,25,848009.4303337869,92.45577822866136
2011-01-03 18:30:00+00:00,doppler,25,0.0460147857666015,92.37780396693206
2011-01-03 18:30:00+00:00,range,25,738904.894050842,92.37780396693206
2011-01-03 19:00:00+00:00,doppler,25,0.045384407043457003,92.2999321795353
2011-01-03 19:00:00+00:00,range,25,978421.1676245454,92.2999321795353
2011-01-03 19:30:00+00:00,range,25,502915.5225598933,92.2221627103485
2011-01-03 19:30:00+00:00,doppler,25,0.0475416183471679,92.2221627103485
2011-01-03 20:00:00+00:00,doppler,25,0.046096324920654255,92.14449540332458
2011-01-03 20:00:00+00:00,range,25,335804.5502742996,92.14449540332458
2011-01-03 20:30:00+00:00,range,25,442859.3935548394,92.06693010249352
2011-01-03 20:30:00+00:00,doppler,25,0.0463485717773437,92.06693010249352
2011-01-03 21:00:00+00:00,range,25,781613.585027178,91.98946665196344
2011-01-03 21:00:00+00:00,doppler,25,0.0466828346252441,91.98946665196344
2011-01-03 21:30:00+00:00,doppler,25,0.04876756668090815,91.91210489592204
2011-01-03 22:00:00+00:00,doppler,25,0.046142578125,91.83484467863533
2011-01-05 17:00:00+00:00,doppler,34,0.00104188919067375,85.55347998140712
2011-01-05 18:30:00+00:00,doppler,34,-2598.30908203125,85.34671314185343
2011-01-05 19:00:00+00:00,doppler,34,0.0353760719299316,85.27796702546519
2011-01-05 19:00:00+00:00,range,34,862110.49483746,85.27796702546519
2011-01-05 19:30:00+00:00,range,34,1018140.9396550718,85.20930875018642
2011-01-05 19:30:00+00:00,doppler,34,0.04579067230224605,85.20930875018642
2011-01-05 20:00:00+00:00,doppler,34,0.0474352836608886,85.14073817188076
2011-01-05 20:00:00+00:00,range,34,59066.75650851369,85.14073817188076
2011-01-05 20:30:00+00:00,doppler,34,0.0465879440307617,85.07225514657034
2011-01-05 20:30:00+00:00,range,34,153712.46702181813,85.07225514657034
2011-01-05 21:00:00+00:00,doppler,34,0.0407371520996093,85.00385953043411
2011-01-05 21:00:00+00:00,range,34,321446.5819195406,85.00385953043411
2011-01-05 21:30:00+00:00,doppler,34,0.0418457984924316,84.93555117981727
2011-01-05 21:30:00+00:00,range,34,625394.9446591091,84.93555117981727
2011-01-05 22:00:00+00:00,doppler,34,0.0397391319274902,84.86732995121812
2011-01-05 22:30:00+00:00,doppler,34,0.0330562591552734,84.79919570129763
2011-01-07 17:30:00+00:00,doppler,45,0.0008707046508789,79.24971558385957
2011-01-07 18:30:00+00:00,doppler,45,-3750.5050048828125,79.12759721034172
2011-01-07 19:00:00+00:00,doppler,45,-0.0016822814941406,79.0666504425075
2011-01-07 19:00:00+00:00,range,45,409434.5140716851,79.0666504425075
2011-01-07 19:30:00+00:00,doppler,45,0.0034132003784179002,79.00577845026771
2011-01-07 19:30:00+00:00,range,45,654682.6866128201,79.00577845026771
2011-01-07 20:00:00+00:00,range,45,837243.0341692909,78.94498110608157
2011-01-07 20:00:00+00:00,doppler,45,0.00396728515624995,78.94498110608157
2011-01-07 20:30:00+00:00,range,45,1028902.6795697,78.88425828258886
2011-01-07 20:30:00+00:00,doppler,45,0.00440931320190425,78.88425828258886
2011-01-07 21:00:00+00:00,range,45,249264.96400570724,78.82360985260796
2011-01-07 21:00:00+00:00,doppler,45,0.001713752746582,78.82360985260796
2011-01-07 21:30:00+00:00,range,45,658974.345293149,78.763035689144
2011-01-07 21:30:00+00:00,doppler,45,0.00024366378784174998,78.763035689144
2011-01-07 22:00:00+00:00,range,45,218441.70346432016,78.70253566537674
2011-01-07 22:00:00+00:00,doppler,34,-0.0785527229309082,78.70253566537674
2011-01-07 22:00:00+00:00,doppler,45,-0.0031957626342773,78.70253566537674
2011-01-07 22:30:00+00:00,doppler,45,-0.004065036773681601,78.64210965466873
2011-01-07 22:30:00+00:00,range,45,27067.58531874411,78.64210965466873
2011-01-07 23:00:00+00:00,doppler,45,-0.005960464477539,78.58175753056327
2011-01-07 23:00:00+00:00,range,45,127978.86004118122,78.58175753056327
2011-01-07 23:30:00+00:00,doppler,45,-0.0074963569641113,78.5214791667844
2011-01-07 23:30:00+00:00,range,45,555833.5214183903,78.5214791667844
2011-01-08 00:00:00+00:00,doppler,45,-0.00081014633178705,78.46127443723704
2011-01-08 00:00:00+00:00,range,45,287781.04416876327,78.46127443723704
2011-01-08 00:30:00+00:00,doppler,45,-0.008992671966552651,78.40114321600691
2011-01-08 00:30:00+00:00,range,45,388590.13719282905,78.40114321600691
2011-01-08 01:00:00+00:00,doppler,45,-0.00567007064819335,78.34108537736057
2011-01-08 01:30:00+00:00,doppler,45,-0.0096521377563476,78.28110079574546
2011-01-10 13:30:00+00:00,doppler,25,-0.0002241134643554,71.5793626362325
2011-01-10 14:30:00+00:00,doppler,25,-3462.97509765625,71.47543616395055
2011-01-10 15:00:00+00:00,range,25,105735.90019352004,71.42356174218237
2011-01-10 15:00:00+00:00,doppler,25,-3422.06103515625,71.42356174218237
2011-01-10 15:30:00+00:00,doppler,25,-0.0388574600219726,71.37174639164473
2011-01-10 15:30:00+00:00,range,25,384228.5703837071,71.37174639164473
2011-01-10 16:00:00+00:00,doppler,25,-0.038732528686523396,71.31999000878766
2011-01-10 16:00:00+00:00,range,25,920912.2525101958,71.31999000878766
2011-01-10 16:30:00+00:00,doppler,25,-0.036824226379394503,71.26829249022289
2011-01-10 16:30:00+00:00,range,25,710857.9308117299,71.26829249022289
2011-01-10 17:00:00+00:00,range,25,838034.4955136672,71.21665373273059
2011-01-10 17:00:00+00:00,doppler,25,-0.04487943649291985,71.21665373273059
2011-01-10 17:30:00+00:00,range,25,280198.76953435794,71.16507363325735
2011-01-10 17:30:00+00:00,doppler,25,-0.039642333984374944,71.16507363325735
2011-01-10 18:00:00+00:00,range,25,102947.53866016991,71.11355208891602
2011-01-10 18:00:00+00:00,doppler,25,-0.0364942550659179,71.11355208891602
2011-01-10 18:30:00+00:00,range,25,313929.3811486089,71.06208899698555
2011-01-10 18:30:00+00:00,doppler,25,-0.037652492523193304,71.06208899698555
2011-01-10 19:00:00+00:00,doppler,25,-0.04024887084960935,71.01068425491074
2011-01-10 19:00:00+00:00,range,25,910316.2530612384,71.01068425491074
2011-01-10 19:30:00+00:00,range,25,831354.9925715775,70.9593377603021
2011-01-10 19:30:00+00:00,doppler,25,-0.043159008026123005,70.9593377603021
2011-01-10 20:00:00+00:00,doppler,25,-0.046466350555419894,70.90804941093562
2011-01-10 20:00:00+00:00,range,25,55384.6053632025,70.90804941093562
2011-01-10 20:30:00+00:00,doppler,25,-0.04490613937377925,70.85681910475249
2011-01-10 20:30:00+00:00,range,25,648483.7716355686,70.85681910475249
2011-01-10 21:00:00+00:00,range,25,473891.40030265023,70.80564673985914
2011-01-10 21:00:00+00:00,doppler,25,-0.04329919815063475,70.80564673985914
2011-01-10 21:30:00+00:00,doppler,25,-0.0423460006713867,70.75453221452672
2011-01-10 22:00:00+00:00,doppler,25,-0.0461387634277343,70.70347542719114
2011-01-12 15:00:00+00:00,doppler,24,-0.0010623931884765,66.70394997027844
2011-01-12 16:00:00+00:00,doppler,24,-4106.179931640625,66.61079420465671
