station_id,observable_value,dtype_id,epoch_utc,t_days,beta_template,station_base,fit_value,residual
45,548392.56591461,37.0,2013-01-31 05:00:00+00:00,758.5,-0.707689909253603,14,525097.2490984871,23295.31681612297
24,202680.595010255,37.0,2013-01-31 18:00:00+00:00,759.0416666666666,-0.6802618481085441,14,489604.31091481104,-286923.71590455604
24,562911.6886327055,37.0,2013-01-31 19:00:00+00:00,759.0833333333334,-0.6781086056076807,14,489618.29046460375,73293.39816810173
24,754236.906536292,37.0,2013-01-31 20:00:00+00:00,759.125,-0.6759492588357129,14,489632.3113732555,264604.59516303655
24,546487.2231471465,37.0,2013-01-31 21:00:00+00:00,759.1666666666666,-0.6737838269175396,14,489646.3735111875,56840.84963595902
24,588780.243360362,37.0,2013-01-31 22:00:00+00:00,759.2083333333334,-0.6716123290319284,14,489660.47674845596,99119.76661190606
55,841945.9187793969,37.0,2013-02-01 10:00:00+00:00,759.7083333333334,-0.6450882628455774,14,522343.5850711334,319602.3337082635
55,125355.72521969001,37.0,2013-02-01 11:00:00+00:00,759.75,-0.6428396768641992,14,522358.2106108407,-397002.4853911507
55,316415.1041913185,37.0,2013-02-01 12:00:00+00:00,759.7916666666666,-0.6405852989814189,14,522372.8753929783,-205957.7712016598
55,461829.565349203,37.0,2013-02-01 13:00:00+00:00,759.8333333333334,-0.638325149163796,14,522387.57928226487,-60558.013933061855
55,876130.293140195,37.0,2013-02-01 14:00:00+00:00,759.875,-0.6360592474290377,14,522402.32214307255,353727.9709971224
25,348130.9165526815,37.0,2013-02-01 18:00:00+00:00,760.0416666666666,-0.6269385234514444,14,534164.1958334586,-186033.2792807771
25,450818.9626874255,37.0,2013-02-01 19:00:00+00:00,760.0833333333334,-0.624644164172989,14,534179.1315054173,-83360.1688179918
25,705021.55107162,37.0,2013-02-01 20:00:00+00:00,760.125,-0.6223441741470841,14,534194.1053279242,170827.44574369572
25,526013.858034298,37.0,2013-02-01 21:00:00+00:00,760.1666666666666,-0.6200385737442555,14,534209.1171629613,-8195.259128663223
25,477871.181885543,37.0,2013-02-01 22:00:00+00:00,760.2083333333334,-0.617727383384741,14,534224.166872173,-56352.98498662998
25,152920.718309787,37.0,2013-02-02 18:00:00+00:00,761.0416666666666,-0.5703615647068415,14,534532.8986374077,-381612.1803276207
25,607907.753733507,37.0,2013-02-02 19:00:00+00:00,761.0833333333334,-0.5679377883912495,14,534548.711161148,73359.04257235897
25,493968.9747078235,37.0,2013-02-02 20:00:00+00:00,761.125,-0.5655088835650035,14,534564.5584325832,-40595.58372475975
25,385183.0560257365,37.0,2013-02-02 21:00:00+00:00,761.1666666666666,-0.5630748717403888,14,534580.4403059589,-149397.38428022235
26,476392.864949971,37.0,2013-02-03 18:00:00+00:00,762.0416666666666,-0.5108194775759635,14,499700.7579441668,-23307.892994195805
26,236287.8904766895,37.0,2013-02-03 19:00:00+00:00,762.0833333333334,-0.5082786439064119,14,499717.3635779308,-263429.4731012413
26,653853.40520564,37.0,2013-02-03 20:00:00+00:00,762.125,-0.5057332101150591,14,499734.0003793454,154119.40482629463
26,363672.75307937403,37.0,2013-02-03 21:00:00+00:00,762.1666666666666,-0.5031831987462987,14,499750.66819566337,-136077.91511628934
26,151968.241920598,37.0,2013-02-03 22:00:00+00:00,762.2083333333334,-0.5006286323850366,14,499767.3668738631,-347799.12495326507
25,828915.222317573,37.0,2013-02-04 18:00:00+00:00,763.0416666666666,-0.44861588798673957,14,535328.5168234652,293586.7054941078
25,379542.74331049796,37.0,2013-02-04 19:00:00+00:00,763.0833333333334,-0.44597095356279476,14,535345.8277811494,-155803.08447065146
25,556159.449022675,37.0,2013-02-04 20:00:00+00:00,763.125,-0.44332197086355585,14,535363.1661675051,20796.282855169964
25,589089.4215353075,37.0,2013-02-04 21:00:00+00:00,763.1666666666666,-0.4406689633505029,14,535380.5318235714,53708.88971173612
25,581967.372463596,37.0,2013-02-04 22:00:00+00:00,763.2083333333334,-0.4380119545207882,14,535397.9245901459,46569.44787345012
15,618760.4173292025,37.0,2013-02-05 18:00:00+00:00,764.0416666666666,-0.3840679937990614,14,513238.46907632705,105521.94825287547
15,83051.82139037,37.0,2013-02-05 19:00:00+00:00,764.0833333333334,-0.38133244606645295,14,513256.3939751344,-430204.57258476445
15,366615.037264927,37.0,2013-02-05 20:00:00+00:00,764.125,-0.37859342254863,14,513274.34242376586,-146659.30515883886
15,575259.6906681065,37.0,2013-02-05 21:00:00+00:00,764.1666666666666,-0.37585094750451903,14,513292.3142578575,61967.37641024904
15,885705.598745224,37.0,2013-02-05 22:00:00+00:00,764.2083333333334,-0.37310504522368787,14,513310.3093128379,372395.28943238605
34,489658.361048214,37.0,2013-02-06 02:00:00+00:00,764.375,-0.3620876505818116,14,538854.435165379,-49196.07411716494
34,805869.3533847674,37.0,2013-02-06 03:00:00+00:00,764.4166666666666,-0.3593249775153285,14,538872.5438490871,266996.80953568034
34,481649.18547355745,37.0,2013-02-06 04:00:00+00:00,764.4583333333334,-0.35655902357926145,14,538890.6747619887,-57241.48928843124
34,630874.823595235,37.0,2013-02-06 05:00:00+00:00,764.5,-0.3537898132710997,14,538908.8277381033,91965.99585713167
15,391050.347249771,37.0,2013-02-06 19:00:00+00:00,765.0833333333334,-0.3146927357753207,14,513693.27591389837,-122642.92866412736
15,530517.341185652,37.0,2013-02-06 20:00:00+00:00,765.125,-0.3118776386778226,14,513711.73979121953,16805.601394432422
15,505979.797993003,37.0,2013-02-06 21:00:00+00:00,765.1666666666666,-0.30905968094214187,14,513730.2230504995,-7750.425057496526
15,434792.065888655,37.0,2013-02-06 22:00:00+00:00,765.2083333333334,-0.3062388875263413,14,513748.7255226376,-78956.65963398258
24,601701.1928451045,37.0,2013-02-07 18:00:00+00:00,766.0416666666666,-0.24926617675067478,14,492422.0778190142,109279.1150260903
24,653554.231268662,37.0,2013-02-07 19:00:00+00:00,766.0833333333334,-0.24639164188031734,14,492440.9444108325,161113.28685782955
24,378348.011595377,37.0,2013-02-07 20:00:00+00:00,766.125,-0.24351482636787639,14,492459.82645490585,-114111.81485952885
24,577038.714818594,37.0,2013-02-07 21:00:00+00:00,766.1666666666666,-0.24063575569272652,14,492478.7237786015,84559.99103999254
55,699937.2319013075,37.0,2013-02-08 10:00:00+00:00,766.7083333333334,-0.20301424558482498,14,525236.4121649225,174700.81973638502
55,451099.281721837,37.0,2013-02-08 11:00:00+00:00,766.75,-0.20010628873864822,14,525255.5052038895,-74156.22348205245
55,472310.7839613775,37.0,2013-02-08 12:00:00+00:00,766.7916666666666,-0.19719646119031936,14,525274.6109176057,-52963.82695622818
55,456517.4049996825,37.0,2013-02-08 13:00:00+00:00,766.8333333333334,-0.19428478871156615,14,525293.7291314579,-68776.32413177536
55,541668.11772323,37.0,2013-02-08 14:00:00+00:00,766.875,-0.1913712970905052,14,525312.8596707209,16355.258052509162
25,473629.449465032,37.0,2013-02-08 18:00:00+00:00,767.0416666666666,-0.17969965550391137,14,537092.0168401595,-63462.56737512752
25,475842.858585614,37.0,2013-02-08 19:00:00+00:00,767.0833333333334,-0.17677745554846308,14,537111.2063818437,-61268.347796229646
25,677888.883871905,37.0,2013-02-08 20:00:00+00:00,767.125,-0.17385359150959706,14,537130.4071983533,140758.47667355172
25,510772.23450295,37.0,2013-02-08 21:00:00+00:00,767.1666666666666,-0.17092808928333145,14,537149.6191142327,-26377.38461128273
