Z,N,A,symbol,parity,is_magic_Z,is_magic_N,is_magic_any,B_obs_MeV,sigma_B_obs_MeV,B_over_A_obs_MeV,r_rms_fm,sigma_r_rms_fm,R_model_fm,sigma_R_model_fm,radius_source,L_fm,R_ref_fm,J_ref_MeV,J_E_MeV,sigma_J_E_from_R_model_MeV,C_required,C_collective,B_pred_collective_MeV,sigma_B_pred_collective_from_R_MeV,ratio_collective,Delta_B_collective_MeV,C_pn_only,B_pred_pn_only_MeV,sigma_B_pred_pn_only_from_R_MeV,ratio_pn_only,Delta_B_pn_only_MeV,C_pairwise_all,B_pred_pairwise_all_MeV,sigma_B_pred_pairwise_all_from_R_MeV,ratio_pairwise_all,Delta_B_pairwise_all_MeV,log10_ratio_collective,z_robust_log10_ratio_collective,is_outlier_robust_abs_z_gt3,r0_from_R_model_fm,d_spacing_fm,J_E_local_spacing_MeV,B_pred_local_spacing_MeV,ratio_local_spacing,Delta_B_local_spacing_MeV,nu_base_from_C_collective,nu_sat_frozen,nu_eff_saturated,C_eff_saturated,B_pred_local_spacing_sat_MeV,ratio_local_spacing_sat,Delta_B_local_spacing_sat_MeV,B_pred_pmodel_local_sat_MeV,B_pred_yukawa_proxy_MeV,B_pred_semf_ref_MeV,ratio_pmodel_local_sat,ratio_yukawa_proxy,ratio_semf_ref,Delta_B_P_minus_Yukawa_MeV,Delta_B_P_minus_SEMF_MeV,Delta_Bfrac_P_minus_Yukawa,Delta_Bfrac_P_minus_SEMF
56,67,123,Ba,eo,False,False,False,1024.6156578,0.012115500000000001,8.3302086,4.8135,0.0055,6.214201778989801,0.00710046946804693,measured_r_rms,1.413816930654131,4.317674363595111,1.11228317099471,0.2908322031714244,0.0014606170955868277,1761.5237353823293,122,70.96305757382756,0.35639057132318597,0.06925822090811655,-953.6526002261725,3752,2182.4048525983685,10.960470685283555,2.12997413809224,1157.7891947983685,7503,4364.2280407903945,21.918020136375937,4.259380585849168,3339.6123829903945,-1.1595286687165542,0.0984101242703398,False,1.249540,2.014249,5.672553,1384.103033,1.350851,359.487375,1.983740,1.500000,1.500000,92.250000,1046.586105,1.021443,21.970447,1046.586491,70.963058,1033.357679,1.021443,0.069258,1.008532,975.623434,13.228812,0.952185,0.012911
57,66,123,La,oe,False,False,False,1016.8409999999999,0.246,8.267,nan,nan,6.101362786546744,0.1947372894571271,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,0.31499541407757153,0.04338705514052009,1614.056831553729,122,76.85888103492745,10.586441454286902,0.0755859382488781,-939.9821189650725,3762,2370.0254955196483,326.44420287727314,2.3307729482973727,1353.1844955196484,7503,4726.821183648039,651.0661494386445,4.648535202306004,3709.9801836480387,-1.121558991654087,0.20915776248872076,False,1.226851,1.977674,5.821216,1420.376741,1.396852,403.535741,1.983740,1.500000,1.500000,92.250000,1074.014380,1.056226,57.173380,1074.013902,76.858881,1025.052738,1.056226,0.075586,1.008076,997.155021,48.961164,0.980640,0.048150
58,65,123,Ce,eo,False,False,False,1007.7389999999999,0.246,8.193,nan,nan,6.101362786546744,0.1947372894571271,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,0.31499541407757153,0.04338705514052009,1599.6090021676184,122,76.85888103492745,10.586441454286902,0.07626863804509645,-930.8801189650725,3770,2375.0654221448895,327.1383957595215,2.356825946147653,1367.3264221448894,7503,4726.821183648039,651.0661494386445,4.690521239773433,3719.0821836480386,-1.117654008885711,0.22054757805574854,False,1.226851,1.977674,5.821216,1420.376741,1.409469,412.637741,1.983740,1.500000,1.500000,92.250000,1074.014380,1.065767,66.275380,1074.014971,76.858881,1014.920400,1.065767,0.076269,1.007126,997.156090,59.094571,0.989498,0.058641
59,64,123,Pr,oe,False,False,False,996.7919999999999,0.369,8.104,nan,nan,6.101362786546744,0.1947372894571271,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,0.31499541407757153,0.04338705514052009,1582.2325587167556,122,76.85888103492745,10.586441454286902,0.07710623784593722,-919.9331189650725,3776,2378.8453671138204,327.6590404212077,2.3865012631660574,1382.0533671138205,7503,4726.821183648039,651.0661494386445,4.74203362752514,3730.0291836480387,-1.1129104863785393,0.23438319518888148,False,1.226851,1.977674,5.821216,1420.376741,1.424948,423.584741,1.983740,1.500000,1.500000,92.250000,1074.014380,1.077471,77.222380,1074.014473,76.858881,1002.960666,1.077471,0.077106,1.006189,997.155592,71.053807,1.000365,0.071282
44,80,124,Ru,ee,False,False,False,1000.06,0.62,8.065,nan,nan,6.117853036435224,0.19526360901524842,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,0.31134276437302305,0.042999847076476194,1606.0434261478733,123,76.59032003576367,10.577962380813144,0.07658572489227014,-923.4696799642363,3520,2191.8530611860824,302.7189234183924,2.191721557892609,1191.7930611860825,7626,4748.599842217348,655.8336676104149,4.748314943320749,3748.539842217348,-1.1158521726423758,0.2258030641131452,False,1.226851,1.977674,5.821216,1432.019173,1.431933,431.959173,1.983871,1.500000,1.500000,93.000000,1082.746204,1.082681,82.686204,1082.745961,76.590320,993.913580,1.082681,0.076586,0.993854,1006.155641,88.832381,1.006095,0.088827
45,79,124,Rh,oo,False,False,False,1010.352,0.372,8.148,nan,nan,6.117853036435224,0.19526360901524842,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,0.31134276437302305,0.042999847076476194,1622.571833385353,123,76.59032003576367,10.577962380813144,0.07580558066472247,-933.7616799642364,3555,2213.6470546921937,305.72891271374573,2.190966172870637,1203.2950546921938,7626,4748.599842217348,655.8336676104149,4.699946001212793,3738.247842217348,-1.120298821245522,0.21283335067641182,False,1.226851,1.977674,5.821216,1432.019173,1.417347,421.667173,1.983871,1.500000,1.500000,93.000000,1082.746204,1.071653,72.394204,1082.746752,76.590320,1006.116509,1.071653,0.075806,0.995808,1006.156432,76.630243,0.995847,0.075845
46,78,124,Pd,ee,False,False,False,1023.248,0.248,8.252,nan,nan,6.117853036435224,0.19526360901524842,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,0.31134276437302305,0.042999847076476194,1643.2821267913519,123,76.59032003576367,10.577962380813144,0.07485020252740651,-946.6576799642364,3588,2234.1956771408136,308.56690262079314,2.183435176165322,1210.9476771408135,7626,4748.599842217348,655.8336676104149,4.640712556699205,3725.351842217348,-1.1258070202185095,0.19676737186675072,False,1.226851,1.977674,5.821216,1432.019173,1.399484,408.771173,1.983871,1.500000,1.500000,93.000000,1082.746204,1.058146,59.498204,1082.745778,76.590320,1020.521217,1.058146,0.074850,0.997335,1006.155458,62.224561,0.983296,0.060811
47,77,124,Ag,oo,False,False,False,1030.3030792,0.25150920000000004,8.3088958,nan,nan,6.117853036435224,0.19526360901524842,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,0.31134276437302305,0.042999847076476194,1654.6122105564384,123,76.59032003576367,10.577962380813144,0.07433766003614567,-953.7127591642363,3619,2253.4989285319407,311.23289313953467,2.18721944447814,1223.1958493319407,7626,4748.599842217348,655.8336676104149,4.6089349222410325,3718.296763017348,-1.1287911135306328,0.18806355049905224,False,1.226851,1.977674,5.821216,1432.019173,1.389901,401.716094,1.983871,1.500000,1.500000,93.000000,1082.746204,1.050901,52.443125,1082.746536,76.590320,1029.095756,1.050901,0.074338,0.998828,1006.156216,53.650780,0.976563,0.052073
48,76,124,Cd,ee,False,False,False,1039.9902196,0.0026040000000000004,8.3870179,nan,nan,6.117853036435224,0.19526360901524842,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,0.31134276437302305,0.042999847076476194,1670.1692452919458,123,76.59032003576367,10.577962380813144,0.07364523107267466,-963.3998995642364,3648,2271.5568088655764,313.7268842699703,2.184209780106644,1231.5665892655763,7626,4748.599842217348,655.8336676104149,4.56600432650583,3708.6096226173477,-1.1328553708292066,0.17620917269677702,False,1.226851,1.977674,5.821216,1432.019173,1.376954,392.028954,1.983871,1.500000,1.500000,93.000000,1082.746204,1.041112,42.755984,1082.746298,76.590320,1039.872075,1.041112,0.073645,0.999886,1006.155977,42.874222,0.967467,0.041226
49,75,124,In,oo,False,False,False,1043.3762132000002,0.030565999999999996,8.4143243,4.6625,0.006,6.019261617230693,0.007745966692414834,measured_r_rms,1.413816930654131,4.317674363595111,1.11228317099471,0.3338289247248628,0.0018289692787078597,1562.7408770224695,123,82.12191548231625,0.4499264425621335,0.07870786629345428,-961.2542977176839,3675,2453.6425967277414,13.44292419850277,2.3516374685239385,1410.2663835277413,7626,5091.558759903607,27.895439438852275,4.879887710194164,4048.182546703607,-1.1039818608160605,0.2604256656569337,False,1.207080,1.945803,5.953931,1464.667028,1.403777,421.290814,1.983871,1.500000,1.500000,93.000000,1107.431168,1.061392,64.054954,1107.431166,82.121915,1044.818225,1.061392,0.078708,1.001382,1025.309250,62.612941,0.982684,0.060010
50,74,124,Sn,ee,True,False,True,1049.9575628,0.0013144,8.4673997,4.6735,0.0023,6.033462556166787,0.002969287232092353,measured_r_rms,1.413816930654131,4.317674363595111,1.11228317099471,0.3304925981255742,0.0006940979632074892,1588.4736432146317,123,81.30117913889126,0.17074809894904236,0.07743282397250356,-968.6563836611087,3700,2445.645226129249,5.13632492773542,2.3292800707175867,1395.6876633292488,7626,5040.673106611258,10.586382134840626,4.800835086295221,3990.7155438112577,-1.1110749017423962,0.23973711650004637,False,1.209928,1.950394,5.934630,1459.918997,1.390455,409.961434,1.983871,1.500000,1.500000,93.000000,1103.841193,1.051320,53.883630,1103.841385,81.301179,1051.966154,1.051320,0.077433,1.001913,1022.540206,51.875231,0.973887,0.049407
51,73,124,Sb,oo,False,False,False,1048.5628107999999,0.001364,8.4561517,nan,nan,6.117853036435224,0.19526360901524842,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,0.31134276437302305,0.042999847076476194,1683.9363730060957,123,76.59032003576367,10.577962380813144,0.07304313985475908,-971.9724907642362,3723,2318.2582235215295,320.1768613314417,2.2108911356038052,1269.6954127215297,7626,4748.599842217348,655.8336676104149,4.528674670995063,3700.037031417348,-1.1364205663570146,0.16581042782881603,False,1.226851,1.977674,5.821216,1432.019173,1.365697,383.456362,1.983871,1.500000,1.500000,93.000000,1082.746204,1.032600,34.183393,1082.745958,76.590320,1053.283914,1.032600,0.073043,1.004502,1006.155638,29.462044,0.959557,0.028098
52,72,124,Te,ee,False,False,False,1050.685542,0.0013516000000000001,8.4732705,4.7183,0.0029,6.091299107470152,0.003743883901333836,measured_r_rms,1.413816930654131,4.317674363595111,1.11228317099471,0.31724557937636616,0.0008400879856821175,1655.949854471436,123,78.04241252658608,0.20666164447780092,0.07427761152783245,-972.6431294734139,3744,2375.5348983702297,6.290578836787696,2.260938028944753,1324.8493563702298,7626,4838.629576648336,12.813021957623656,4.605211914725611,3787.944034648336,-1.1291420698886396,0.18703990239946372,False,1.221526,1.969090,5.856667,1440.740030,1.371238,390.054488,1.983871,1.500000,1.500000,93.000000,1089.340023,1.036790,38.654481,1089.340263,78.042413,1056.803454,1.036790,0.074278,1.005823,1011.297851,32.536809,0.962512,0.030967
53,71,124,I,oo,False,False,False,1046.7436068,0.002294,8.4414807,nan,nan,6.117853036435224,0.19526360901524842,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,0.31134276437302305,0.042999847076476194,1681.014827673794,123,76.59032003576367,10.577962380813144,0.07317008629258119,-970.1532867642363,3763,2343.1656446713714,323.61684909755985,2.2385287375527074,1296.4220378713715,7626,4748.599842217348,655.8336676104149,4.536545350140034,3701.856235417348,-1.135666432784432,0.1680100386373915,False,1.226851,1.977674,5.821216,1432.019173,1.368071,385.275566,1.983871,1.500000,1.500000,93.000000,1082.746204,1.034395,36.002597,1082.746353,76.590320,1054.492825,1.034395,0.073170,1.007403,1006.156033,28.253528,0.961225,0.026992
54,70,124,Xe,ee,False,False,False,1046.2641112,0.001364,8.4376138,4.7661,0.0055,6.1530086421197225,0.00710046946804693,measured_r_rms,1.413816930654131,4.317674363595111,1.11228317099471,0.3036964553626424,0.0015252239254617097,1722.5490991501058,123,74.70932801921003,0.3752050856635806,0.07140580205271792,-971.5547831807899,3780,2295.9452025415767,11.530692876490525,2.1944222094249897,1249.6810913415768,7626,4631.978337191022,23.262715311141996,4.42715972726851,3585.7142259910215,-1.1462664983484245,0.13709241391699076,False,1.233901,1.989038,5.774612,1420.554502,1.357740,374.290391,1.983871,1.500000,1.500000,93.000000,1074.077794,1.026584,27.813683,1074.077996,74.709328,1054.383976,1.026584,0.071406,1.007761,999.368668,19.694021,0.955178,0.018823
55,69,124,Cs,oo,False,False,False,1039.5554136,0.0091512,8.3835114,4.7828,0.0062,6.174568249413611,0.008004165582161995,measured_r_rms,1.413816930654131,4.317674363595111,1.11228317099471,0.29910045269108976,0.001693323581810155,1737.8031431360796,123,73.57871136200808,0.4165576011252981,0.07077901802964366,-965.976702237992,3795,2270.1724359253712,12.852325985939077,2.183791653841445,1230.6170223253712,7626,4561.880104444501,25.826571269768483,4.388299117837907,3522.3246908445008,-1.1500954669494994,0.12592431183690894,False,1.238224,1.996008,5.746216,1413.569103,1.359782,374.013690,1.983871,1.500000,1.500000,93.000000,1068.796151,1.028128,29.240737,1068.796028,73.578711,1048.444957,1.028128,0.070779,1.008551,995.217317,20.351071,0.957349,0.019577
56,68,124,Ba,ee,False,False,False,1036.1217916,0.0124992,8.355820900000001,4.8185,0.0052,6.22065675123348,0.006713171133426189,measured_r_rms,1.413816930654131,4.317674363595111,1.11228317099471,0.289507396042449,0.001374656542786163,1789.4565143477002,123,71.21881942644245,0.3381655095253961,0.06873595363385314,-964.9029721735576,3808,2204.8883282592915,10.469384229859417,2.128020418192787,1168.7665366592914,7626,4415.566804439432,20.966261590574558,4.261629125298895,3379.4450128394324,-1.1628160376077745,0.08882172719084233,False,1.247467,2.010907,5.685981,1398.751232,1.349987,362.629440,1.983871,1.500000,1.500000,93.000000,1057.592395,1.020722,21.470603,1057.592307,71.218819,1044.707718,1.020722,0.068736,1.008287,986.373488,12.884589,0.951986,0.012435
57,67,124,La,oo,False,False,False,1026.5082824,0.056667999999999996,8.2782926,nan,nan,6.117853036435224,0.19526360901524842,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,0.31134276437302305,0.042999847076476194,1648.5179677567996,123,76.59032003576367,10.577962380813144,0.07461247156885449,-949.9179623642365,3819,2378.03603428115,328.43283197012516,2.3166262513939455,1351.52775188115,7626,4748.599842217348,655.8336676104149,4.625973237268979,3722.091559817348,-1.127188573588518,0.19273774126048107,False,1.226851,1.977674,5.821216,1432.019173,1.395039,405.510891,1.983871,1.500000,1.500000,93.000000,1082.746204,1.054786,56.237922,1082.746565,76.590320,1035.140310,1.054786,0.074612,1.008409,1006.156245,47.606255,0.980174,0.046377
58,66,124,Ce,ee,False,False,False,1020.396,0.248,8.229,nan,nan,6.117853036435224,0.19526360901524842,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,0.31134276437302305,0.042999847076476194,1638.7019657496403,123,76.59032003576367,10.577962380813144,0.07505940834319585,-943.8056799642363,3828,2383.6402040398643,329.20682921750176,2.3359952450223878,1363.2442040398644,7626,4748.599842217348,655.8336676104149,4.653683317278143,3728.203842217348,-1.1245948632415874,0.20030291740544995,False,1.226851,1.977674,5.821216,1432.019173,1.403396,411.623173,1.983871,1.500000,1.500000,93.000000,1082.746204,1.061104,62.350204,1082.746277,76.590320,1027.774682,1.061104,0.075059,1.007231,1006.155957,54.971596,0.986045,0.053873
59,65,124,Pr,oo,False,False,False,1007.8720000000001,0.372,8.128,nan,nan,6.117853036435224,0.19526360901524842,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,0.31134276437302305,0.042999847076476194,1618.5890846534303,123,76.59032003576367,10.577962380813144,0.07599211014470454,-931.2816799642364,3835,2387.9990027410868,329.8088270765724,2.36934749922717,1380.1270027410867,7626,4748.599842217348,655.8336676104149,4.711510828971683,3740.7278422173476,-1.1192314958572396,0.21594646027090042,False,1.226851,1.977674,5.821216,1432.019173,1.420834,424.147173,1.983871,1.500000,1.500000,93.000000,1082.746204,1.074289,74.874204,1082.745803,76.590320,1014.578884,1.074289,0.075992,1.006654,1006.155483,68.166919,0.998297,0.067635
60,64,124,Nd,ee,False,False,False,998.696,0.496,8.054,nan,nan,6.117853036435224,0.19526360901524842,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,0.31134276437302305,0.042999847076476194,1603.8529143453159,123,76.59032003576367,10.577962380813144,0.07669032421854464,-922.1056799642364,3840,2391.112430384817,330.23882554733717,2.394234512188711,1392.416430384817,7626,4748.599842217348,655.8336676104149,4.754800101549769,3749.903842217348,-1.1152594261888082,0.22753195081626174,False,1.226851,1.977674,5.821216,1432.019173,1.433889,433.323173,1.983871,1.500000,1.500000,93.000000,1082.746204,1.084160,84.050204,1082.746255,76.590320,1003.584866,1.084160,0.076690,1.004895,1006.155935,79.161389,1.007470,0.079265
44,81,125,Ru,eo,False,False,False,1002.875,0.25,8.023,nan,nan,6.134254865691172,0.19578710645068773,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,0.3077517166681198,0.042617836019126894,1629.3572800464715,124,76.3224257336937,10.56922333274347,0.0761036278037579,-926.5525742663062,3564,2193.654236410358,303.7799351443365,2.1873655604241384,1190.779236410358,7750,4770.151608355856,660.5764582964669,4.756476737734869,3767.2766083558563,-1.1185946402386178,0.21780400189635157,False,1.226851,1.977674,5.821216,1443.661605,1.439523,440.786605,1.984000,1.500000,1.500000,93.750000,1091.478028,1.088349,88.603028,1091.478003,76.322426,995.145200,1.088349,0.076104,0.992292,1015.155578,96.332803,1.012245,0.096057
45,80,125,Rh,oe,False,False,False,1015.5000000000001,0.5,8.124,nan,nan,6.134254865691172,0.19578710645068773,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,0.3077517166681198,0.042617836019126894,1649.8689446712622,124,76.3224257336937,10.56922333274347,0.07515748472052555,-939.1775742663065,3600,2215.8123600104623,306.8484193377136,2.1819914918862255,1200.3123600104623,7750,4770.151608355856,660.5764582964669,4.697342795032847,3754.6516083558563,-1.124027762768892,0.20195700147575232,False,1.226851,1.977674,5.821216,1443.661605,1.421626,428.161605,1.984000,1.500000,1.500000,93.750000,1091.478028,1.074818,75.978028,1091.477679,76.322426,1009.934000,1.074818,0.075157,0.994519,1015.155253,81.543679,0.999661,0.080299
46,79,125,Pd,eo,False,False,False,1026.875,0.375,8.215,nan,nan,6.134254865691172,0.19578710645068773,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,0.3077517166681198,0.042617836019126894,1668.3497514124097,124,76.3224257336937,10.56922333274347,0.07432494289343271,-950.5525742663062,3634,2236.7394767438946,309.74643218701425,2.178200342538181,1209.8644767438946,7750,4770.151608355856,660.5764582964669,4.645308930839543,3743.2766083558563,-1.1288654158072033,0.1878468301505778,False,1.226851,1.977674,5.821216,1443.661605,1.405879,416.786605,1.984000,1.500000,1.500000,93.750000,1091.478028,1.062913,64.603028,1091.478787,76.322426,1022.921600,1.062913,0.074325,0.996150,1015.156361,68.557187,0.988588,0.066763
47,78,125,Ag,oe,False,False,False,1036.6643875,0.43315,8.2933151,nan,nan,6.134254865691172,0.19578710645068773,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,0.3077517166681198,0.042617836019126894,1684.2544352367356,124,76.3224257336937,10.56922333274347,0.07362308057842269,-960.3419617663062,3666,2256.4355866106544,312.47397369223836,2.1766307532298192,1219.7711991106544,7750,4770.151608355856,660.5764582964669,4.601442536151418,3733.4872208558563,-1.1329860145147321,0.17582811916302452,False,1.226851,1.977674,5.821216,1443.661605,1.392603,406.997218,1.984000,1.500000,1.500000,93.750000,1091.478028,1.052875,54.813640,1091.478017,76.322426,1034.108000,1.052875,0.073623,0.997534,1015.155591,57.370017,0.979252,0.055341
48,77,125,Cd,eo,False,False,False,1044.7101875,0.0028875,8.3576815,nan,nan,6.134254865691172,0.19578710645068773,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,0.3077517166681198,0.042617836019126894,1697.3263363249052,124,76.3224257336937,10.56922333274347,0.07305607492574939,-968.3877617663063,3696,2274.9006896107417,315.031043853386,2.177542362302982,1230.1905021107416,7750,4770.151608355856,660.5764582964669,4.566004682859337,3725.4414208558564,-1.136343664780545,0.16603472965670027,False,1.226851,1.977674,5.821216,1443.661605,1.381878,398.951418,1.984000,1.500000,1.500000,93.750000,1091.478028,1.044767,46.767840,1091.478728,76.322426,1043.493200,1.044767,0.073056,0.998835,1015.156303,47.985528,0.971711,0.045932
49,76,125,In,oe,False,False,False,1050.9920625,0.001775,8.4079365,4.667,0.0064,6.025071092250005,0.008262364471909157,measured_r_rms,1.413816930654131,4.317674363595111,1.11228317099471,0.3324600121718028,0.001942900621247956,1580.629284758744,124,82.4500830186071,0.48183935406949313,0.07844976756768522,-968.5419794813929,3724,2476.1621706555875,14.470723827054776,2.3560236646940305,1425.1701081555875,7750,5153.1301886629435,30.114959629343318,4.903110472980326,4102.138126162943,-1.1054083388102665,0.2562650016468371,False,1.205014,1.942473,5.967970,1480.056533,1.408247,429.064471,1.984000,1.500000,1.500000,93.750000,1118.994355,1.064703,68.002292,1118.994402,82.450083,1051.077200,1.064703,0.078450,1.000081,1036.544319,67.917202,0.986253,0.064622
50,75,125,Sn,eo,True,False,True,1055.6910625,0.001325,8.4455285,4.6765,0.0026,6.037335539512995,0.0033565855667130945,measured_r_rms,1.413816930654131,4.317674363595111,1.11228317099471,0.32958849186734424,0.0007824860141155725,1601.5290104924297,124,81.73794598310137,0.194056531500662,0.077426009262157,-973.9531165168987,3750,2471.913689005082,5.868645105866794,2.341512376879748,1416.2226265050817,7750,5108.621623943835,12.128533218791373,4.839125578884812,4052.9305614438354,-1.1111131248264705,0.2396256297397116,False,1.207467,1.946427,5.951303,1475.923025,1.398063,420.231962,1.984000,1.500000,1.500000,93.750000,1115.869223,1.057003,60.178160,1115.868620,81.737946,1056.860000,1.057003,0.077426,1.001107,1034.130674,59.008620,0.979577,0.055896
51,74,125,Sb,oe,False,False,False,1057.27015,0.0025125,8.458161200000001,nan,nan,6.134254865691172,0.19578710645068773,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,0.3077517166681198,0.042617836019126894,1717.7323354140096,124,76.3224257336937,10.56922333274347,0.07218819687068032,-980.9477242663063,3774,2322.909957410968,321.67942627236977,2.197082701531835,1265.6398074109682,7750,4770.151608355856,660.5764582964669,4.511762304417519,3712.881458355856,-1.1415338059341824,0.15089644249561315,False,1.226851,1.977674,5.821216,1443.661605,1.365461,386.391455,1.984000,1.500000,1.500000,93.750000,1091.478028,1.032355,34.207878,1091.478126,76.322426,1060.841600,1.032355,0.072188,1.003378,1015.155700,30.636526,0.960167,0.028977
52,73,125,Te,eo,False,False,False,1057.2545125,0.00135,8.4580361,4.7204,0.003,6.094010195812497,0.003872983346207417,measured_r_rms,1.413816930654131,4.317674363595111,1.11228317099471,0.31663782269376195,0.0008673916597567757,1669.5012988428257,124,78.52618002805296,0.21511313161968038,0.07427367686742596,-978.7283324719469,3796,2403.9143498910407,6.585237480873441,2.2737328821673306,1346.6598373910408,7750,4907.88625175331,13.444570726230024,4.642104804214123,3850.63173925331,-1.1291650761018008,0.18697279928010455,False,1.218802,1.964699,5.874884,1456.971291,1.378071,399.716778,1.984000,1.500000,1.500000,93.750000,1101.540795,1.041888,44.286282,1101.540790,78.526180,1063.022000,1.041888,0.074274,1.005455,1023.014609,38.518790,0.967614,0.036433
53,72,125,I,oe,False,False,False,1056.2863875,0.00135,8.450291100000001,nan,nan,6.134254865691172,0.19578710645068773,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,0.3077517166681198,0.042617836019126894,1716.134029951004,124,76.3224257336937,10.56922333274347,0.07225542867624402,-979.9639617663063,3816,2348.7611016110905,325.2593244979765,2.223602547004413,1292.4747141110904,7750,4770.151608355856,660.5764582964669,4.5159642922652505,3713.865220855856,-1.1411295180445267,0.15207564475393118,False,1.226851,1.977674,5.821216,1443.661605,1.366733,387.375218,1.984000,1.500000,1.500000,93.750000,1091.478028,1.033316,35.191640,1091.477625,76.322426,1063.401200,1.033316,0.072255,1.006736,1015.155199,28.076425,0.961061,0.026580
54,71,125,Xe,eo,False,False,False,1053.867375,0.0014125,8.430939,nan,nan,6.134254865691172,0.19578710645068773,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,0.3077517166681198,0.042617836019126894,1712.2038934660002,124,76.3224257336937,10.56922333274347,0.07242128141000066,-977.5449492663063,3834,2359.8401634111424,326.79356659466504,2.2392192977898593,1305.9727884111423,7750,4770.151608355856,660.5764582964669,4.526330088125041,3716.2842333558565,-1.1401337951173374,0.1549799086570633,False,1.226851,1.977674,5.821216,1443.661605,1.369870,389.794230,1.984000,1.500000,1.500000,93.750000,1091.478028,1.035688,37.610653,1091.477794,76.322426,1061.979200,1.035688,0.072421,1.007697,1015.155368,29.498594,0.963267,0.027991
55,70,125,Cs,oe,False,False,False,1049.9754125,0.0077375000000000005,8.3998033,4.788,0.0062,6.181281420547037,0.008004165582161995,measured_r_rms,1.413816930654131,4.317674363595111,1.11228317099471,0.2976836122418204,0.0016853022989173196,1763.576107856187,124,73.82553583597145,0.41795497013149524,0.07031168059468389,-976.1498766640285,3850,2292.163814262017,12.97682770166336,2.1830642765284916,1242.1884017620168,7750,4614.095989748216,26.122185633218454,4.394480037167743,3564.1205772482163,-1.1529725214036486,0.11753269488166077,False,1.236256,1.992835,5.759125,1428.262988,1.360282,378.287576,1.984000,1.500000,1.500000,93.750000,1079.835928,1.028439,29.860516,1079.835663,73.825536,1058.756000,1.028439,0.070312,1.008363,1006.010127,21.079663,0.958127,0.020076
56,69,125,Ba,eo,False,False,False,1044.7723,0.0109875,8.3581784,4.8177,0.0052,6.219623955674491,0.006713171133426189,measured_r_rms,1.413816930654131,4.317674363595111,1.11228317099471,0.2897189589285236,0.0013756610984884655,1803.0789283930762,124,71.85030181427386,0.3411639524251394,0.06877125457314848,-972.9219981857262,3864,2238.9481145996306,10.631108969118861,2.1430010296019817,1194.1758145996305,7750,4490.643863392116,21.322747026571214,4.29820341082178,3445.871563392116,-1.1625930528831383,0.0894721154354305,False,1.243925,2.005197,5.708990,1415.829543,1.355156,371.057243,1.984000,1.500000,1.500000,93.750000,1070.435642,1.024564,25.663342,1070.436087,71.850302,1053.731600,1.024564,0.068771,1.008575,998.585785,16.704487,0.955793,0.015989
57,68,125,La,oe,False,False,False,1038.080475,0.026,8.3046438,nan,nan,6.134254865691172,0.19578710645068773,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,0.3077517166681198,0.042617836019126894,1686.5551332073778,124,76.3224257336937,10.56922333274347,0.0735226483608544,-961.7580492663062,3876,2385.6913076112646,330.3734648202717,2.2981756858602553,1347.6108326112646,7750,4770.151608355856,660.5764582964669,4.595165522553399,3732.0711333558565,-1.1335788576095704,0.17409895058254377,False,1.226851,1.977674,5.821216,1443.661605,1.390703,405.581130,1.984000,1.500000,1.500000,93.750000,1091.478028,1.051439,53.397553,1091.478297,76.322426,1046.906000,1.051439,0.073523,1.008502,1015.155871,44.572297,0.977916,0.042937
