Z,N,A,symbol,parity,is_magic_Z,is_magic_N,is_magic_any,B_obs_MeV,sigma_B_obs_MeV,B_over_A_obs_MeV,r_rms_fm,sigma_r_rms_fm,R_model_fm,sigma_R_model_fm,radius_source,L_fm,R_ref_fm,J_ref_MeV,J_E_MeV,sigma_J_E_from_R_model_MeV,C_required,C_collective,B_pred_collective_MeV,sigma_B_pred_collective_from_R_MeV,ratio_collective,Delta_B_collective_MeV,C_pn_only,B_pred_pn_only_MeV,sigma_B_pred_pn_only_from_R_MeV,ratio_pn_only,Delta_B_pn_only_MeV,C_pairwise_all,B_pred_pairwise_all_MeV,sigma_B_pred_pairwise_all_from_R_MeV,ratio_pairwise_all,Delta_B_pairwise_all_MeV,log10_ratio_collective,z_robust_log10_ratio_collective,is_outlier_robust_abs_z_gt3,r0_from_R_model_fm,d_spacing_fm,J_E_local_spacing_MeV,B_pred_local_spacing_MeV,ratio_local_spacing,Delta_B_local_spacing_MeV,nu_base_from_C_collective,nu_sat_frozen,nu_eff_saturated,C_eff_saturated,B_pred_local_spacing_sat_MeV,ratio_local_spacing_sat,Delta_B_local_spacing_sat_MeV,B_pred_pmodel_local_sat_MeV,B_pred_yukawa_proxy_MeV,B_pred_semf_ref_MeV,ratio_pmodel_local_sat,ratio_yukawa_proxy,ratio_semf_ref,Delta_B_P_minus_Yukawa_MeV,Delta_B_P_minus_SEMF_MeV,Delta_Bfrac_P_minus_Yukawa,Delta_Bfrac_P_minus_SEMF
14,11,25,Si,eo,False,False,False,187.0027725,0.01,7.4801109,nan,nan,3.5873340075999147,0.11449699443503633,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,1.8644914045919108,0.15099455760298675,50.14846730841596,24,89.49558742041171,7.247738764943364,0.4785789334776398,-97.50718507958828,154,574.2633526143085,46.50632374171992,3.0708814898148558,387.2605801143085,300,1118.6948427551465,90.59673456179205,5.982236668470499,931.6920702551465,-0.32004642247096654,2.5469607386199353,False,1.226851,1.977674,5.821216,279.418375,1.494194,92.415603,1.920000,1.500000,1.500000,18.750000,218.295605,1.167339,31.292833,218.295629,89.495587,188.775279,1.167339,0.478579,1.009479,128.800042,29.520350,0.688760,0.157860
15,10,25,P,oe,False,False,False,169.85,0.4,6.794,nan,nan,3.5873340075999147,0.11449699443503633,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,1.8644914045919108,0.15099455760298675,45.54861437861543,24,89.49558742041171,7.247738764943364,0.5269095520777846,-80.35441257958828,150,559.3474213775733,45.298367280896024,3.293184700486154,389.49742137757323,300,1118.6948427551465,90.59673456179205,6.586369400972308,948.8448427551465,-0.27826392825000534,2.6688293693757825,False,1.226851,1.977674,5.821216,279.418375,1.645089,109.568375,1.920000,1.500000,1.500000,18.750000,218.295605,1.285226,48.445605,218.295636,89.495587,166.798839,1.285226,0.526910,0.982036,128.800049,51.496797,0.758316,0.303190
8,18,26,O,ee,True,False,True,168.93445400000002,0.1649492,6.497479,nan,nan,3.6345411844437763,0.11600370662100355,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,1.803264135309146,0.14795785732725383,46.841294819806976,25,90.1632067654573,7.3978928663626915,0.5337170993281056,-78.77124723454271,144,519.3400709690341,42.6118629102491,3.0742104921298883,350.40561696903404,325,1172.121687950945,96.17260726271499,6.938322291265374,1003.187233950945,-0.27268888296579763,2.6850903214289366,False,1.226851,1.977674,5.821216,291.060808,1.722922,122.126354,1.923077,1.500000,1.500000,19.500000,227.027430,1.343879,58.092976,227.027465,90.163207,150.879098,1.343879,0.533717,0.893122,136.864258,76.148367,0.810162,0.450757
9,17,26,F,oo,False,False,False,184.1384922,0.10702639999999998,7.0822497,nan,nan,3.6345411844437763,0.11600370662100355,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,1.803264135309146,0.14795785732725383,51.056993979540295,25,90.1632067654573,7.3978928663626915,0.48964888160117837,-93.9752854345427,153,551.7988254045987,45.27510434213967,2.9966511553992112,367.6603332045987,325,1172.121687950945,96.17260726271499,6.365435460815319,987.983195750945,-0.3101152331215269,2.5759274259936653,False,1.226851,1.977674,5.821216,291.060808,1.580662,106.922315,1.923077,1.500000,1.500000,19.500000,227.027430,1.232916,42.888938,227.027293,90.163207,175.469321,1.232916,0.489649,0.952920,136.864086,51.557973,0.743267,0.279996
10,16,26,Ne,ee,False,False,False,201.549686,0.0184288,7.751911000000001,2.9251,0.01,3.776287861997105,0.012909944487358056,measured_r_rms,1.413816930654131,4.317674363595111,1.11228317099471,1.6312396965179998,0.01489529052242903,61.77807174206909,25,81.5619848259,0.7447645261214515,0.40467433338447373,-119.98770117410001,160,521.99670288576,4.76649296717729,2.5899157336606318,320.44701688576,325,1060.3058027367,9.68193883957887,5.260766333998158,858.7561167366998,-0.392894340019063,2.3344823758383377,False,1.274698,2.054803,5.512154,275.607687,1.367443,74.058001,1.923077,1.500000,1.500000,19.500000,214.973996,1.066606,13.424310,214.974104,81.561985,201.057549,1.066606,0.404674,0.997558,133.412120,13.916556,0.661932,0.069048
11,15,26,Na,oo,False,False,False,208.1092338,0.0035022,8.0042013,2.9928,0.0331,3.863688186176519,0.042731916253155165,measured_r_rms,1.413816930654131,4.317674363595111,1.11228317099471,1.5334522652615283,0.046347834968314565,67.85644343630977,25,76.67261326307641,2.3173917484157283,0.3684248500802294,-131.43662053692358,165,506.03924753630434,15.294785539543806,2.4316040105295142,297.9300137363043,325,996.7439724199934,30.126092729404466,4.789523051042982,788.6347386199934,-0.4336510845318006,2.2156055892691566,False,1.304200,2.102360,5.329822,266.491097,1.280535,58.381863,1.923077,1.500000,1.500000,19.500000,207.863056,0.998817,-0.246178,207.863041,76.672613,210.103155,0.998817,0.368425,1.009581,131.190427,-2.240114,0.630392,-0.010764
12,14,26,Mg,ee,False,False,False,216.68064859999998,2.86e-05,8.3338711,3.0337,0.0018,3.9164898591298134,0.00232379000772445,measured_r_rms,1.413816930654131,4.317674363595111,1.11228317099471,1.477238816560009,0.0024280320361962206,73.33974918983517,25,73.86194082800046,0.12140160180981104,0.3408792677390964,-142.81870777199953,168,496.35224236416303,0.8158187641619301,2.2907086792067277,279.67159376416305,325,960.2052307640058,1.5782208235275434,4.4314304806082525,743.5245821640058,-0.4673994117376998,2.1171705268448573,False,1.322024,2.131091,5.222604,261.130206,1.205139,44.449558,1.923077,1.500000,1.500000,19.500000,203.681561,0.940008,-12.999088,203.681543,73.861941,220.146766,0.940008,0.340879,1.015996,129.819602,-16.465223,0.599129,-0.075988
13,13,26,Al,oo,False,False,False,211.89389780000002,6.759999999999999e-05,8.1497653,nan,nan,3.6345411844437763,0.11600370662100355,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,1.803264135309146,0.14795785732725383,58.75287309578571,25,90.1632067654573,7.3978928663626915,0.42551110580144935,-121.73069103454272,169,609.5032777344913,50.0097557766118,2.8764550752177973,397.60937993449136,325,1172.121687950945,96.17260726271499,5.531644375418842,960.227790150945,-0.37108910038469617,2.3980825688639205,False,1.226851,1.977674,5.821216,291.060808,1.373616,79.166910,1.923077,1.500000,1.500000,19.500000,227.027430,1.071420,15.133532,227.027360,90.163207,213.647755,1.071420,0.425511,1.008277,136.864153,13.379605,0.645909,0.063143
14,12,26,Si,ee,False,False,False,206.0424158,0.00010660000000000002,7.9247083,nan,nan,3.6345411844437763,0.11600370662100355,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,1.803264135309146,0.14795785732725383,57.13040362904925,25,90.1632067654573,7.3978928663626915,0.43759536799925886,-115.87920903454268,168,605.8967494638731,49.713840061957285,2.9406408729550195,399.85433366387315,325,1172.121687950945,96.17260726271499,5.688739783990365,966.079272150945,-0.3589272837107518,2.4335554139678797,False,1.226851,1.977674,5.821216,291.060808,1.412626,85.018392,1.923077,1.500000,1.500000,19.500000,227.027430,1.101848,20.985014,227.027424,90.163207,208.146750,1.101848,0.437595,1.010213,136.864217,18.880674,0.664253,0.091635
15,11,26,P,oo,False,False,False,187.14800000000002,0.20800000000000002,7.198000000000001,nan,nan,3.6345411844437763,0.11600370662100355,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,1.803264135309146,0.14795785732725383,51.89145514944652,25,90.1632067654573,7.3978928663626915,0.48177488813910535,-96.98479323454272,165,595.0771646520182,48.82609291799376,3.1797142617180953,407.92916465201813,325,1172.121687950945,96.17260726271499,6.26307354580837,984.973687950945,-0.3171558407570209,2.5553918110615057,False,1.226851,1.977674,5.821216,291.060808,1.555244,103.912808,1.923077,1.500000,1.500000,19.500000,227.027430,1.213090,39.879430,227.027367,90.163207,186.103123,1.213090,0.481775,0.994417,136.864161,40.924245,0.731315,0.218673
16,10,26,S,ee,False,False,False,169.65,0.598,6.525,nan,nan,3.6345411844437763,0.11600370662100355,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,1.803264135309146,0.14795785732725383,47.03969781191143,25,90.1632067654573,7.3978928663626915,0.5314659992069396,-79.4867932345427,160,577.0445232989267,47.34651434472123,3.401382394924413,407.39452329892674,325,1172.121687950945,96.17260726271499,6.909057989690215,1002.471687950945,-0.27452451445044695,2.6797362634729063,False,1.226851,1.977674,5.821216,291.060808,1.715655,121.410808,1.923077,1.500000,1.500000,19.500000,227.027430,1.338211,57.377430,227.027496,90.163207,165.057501,1.338211,0.531466,0.972930,136.864289,61.969995,0.806745,0.365281
8,19,27,O,eo,True,False,True,166.99499999999998,0.513,6.184999999999999,nan,nan,3.680552919414704,0.11747226387041265,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,1.7455227725967393,0.14503328350964625,47.835239568822324,26,90.76718417503044,7.541730742501605,0.5435323463279167,-76.22781582496954,152,530.6389228694087,44.090118186932465,3.1775737169939746,363.6439228694087,351,1225.356986362911,101.81336502377167,7.337686675426876,1058.361986362911,-0.26477460537030256,2.7081742036137584,False,1.226851,1.977674,5.821216,302.703240,1.812649,135.708240,1.925926,1.500000,1.500000,20.250000,235.759254,1.411775,68.764254,235.759366,90.767184,145.566889,1.411775,0.543532,0.871684,144.992182,90.192477,0.868243,0.540091
9,18,27,F,oe,False,False,False,185.75098739999999,0.12019860000000002,6.879666199999999,nan,nan,3.680552919414704,0.11747226387041265,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,1.7455227725967393,0.14503328350964625,53.20783845279378,26,90.76718417503044,7.541730742501605,0.48864980717206374,-94.98380322496955,162,565.5493783213435,46.990783857125386,3.044664183149013,379.7983909213435,351,1225.356986362911,101.81336502377167,6.59677239682286,1039.605998962911,-0.3110022682722298,2.57334017596793,False,1.226851,1.977674,5.821216,302.703240,1.629618,116.952252,1.925926,1.500000,1.500000,20.250000,235.759254,1.269222,50.008267,235.759240,90.767184,176.886000,1.269222,0.488650,0.952275,144.992056,58.873240,0.780572,0.316947
10,17,27,Ne,eo,False,False,False,203.0512077,0.09077129999999999,7.5204151,nan,nan,3.680552919414704,0.11747226387041265,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,1.7455227725967393,0.14503328350964625,58.163437019480824,26,90.76718417503044,7.541730742501605,0.4470162241494043,-112.28402352496956,170,593.4777426828914,49.311316393279725,2.922798388669182,390.42653498289144,351,1225.356986362911,101.81336502377167,6.034719026016957,1022.3057786629109,-0.3496767141595795,2.4605369110262227,False,1.226851,1.977674,5.821216,302.703240,1.490773,99.652032,1.925926,1.500000,1.500000,20.250000,235.759254,1.161083,32.708047,235.759305,90.767184,200.708889,1.161083,0.447016,0.988464,144.992121,35.050417,0.714067,0.172619
11,16,27,Na,oe,False,False,False,214.8375609,0.0037260000000000006,7.9569467,3.0136,0.0467,3.8905408707102236,0.06028944075596212,measured_r_rms,1.413816930654131,4.317674363595111,1.11228317099471,1.504602184443025,0.06416079924739576,71.39347633591558,26,78.2393135910373,3.33636156086458,0.36417893250731515,-136.5982473089627,176,529.6199689239448,22.584601335083306,2.465211235434133,314.78240802394487,351,1056.2307334790037,45.040881071671826,4.916415588848754,841.3931725790037,-0.4386851814418714,2.2009224424402922,False,1.296847,2.090507,5.374695,279.484150,1.300909,64.646589,1.925926,1.500000,1.500000,20.250000,217.675155,1.013208,2.837594,217.675135,78.239314,217.035556,1.013208,0.364179,1.010231,139.435822,0.639580,0.649029,0.002977
12,15,27,Mg,eo,False,False,False,223.1240175,4.8599999999999995e-05,8.2638525,nan,nan,3.680552919414704,0.11747226387041265,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,1.7455227725967393,0.14503328350964625,63.91323590928235,26,90.76718417503044,7.541730742501605,0.4068014962801144,-132.35683332496956,180,628.3881981348261,52.211982063472654,2.8163180511700228,405.26418063482606,351,1225.356986362911,101.81336502377167,5.491820199781545,1002.2329688629109,-0.3906174583427001,2.3411234454409326,False,1.226851,1.977674,5.821216,302.703240,1.356659,79.579222,1.925926,1.500000,1.500000,20.250000,235.759254,1.056629,12.635237,235.759307,90.767184,225.866000,1.056629,0.406801,1.012289,144.992123,9.893307,0.649828,0.044340
13,14,27,Al,oe,False,False,False,224.95193909999998,4.8599999999999995e-05,8.3315533,3.061,0.0031,3.951734007580301,0.004002082791080997,measured_r_rms,1.413816930654131,4.317674363595111,1.11228317099471,1.4408688691331049,0.004078658545059267,78.06121150890773,26,74.92518119492145,0.21209024434308185,0.33307195081174323,-150.0267579050785,182,524.4762683644502,1.484631710401573,2.331503655682203,299.5243292644502,351,1011.4899461314396,2.863218298631605,4.4964713359585335,786.5380070314396,-0.4774619392709844,2.0878207602670353,False,1.317245,2.123388,5.251139,273.059227,1.213856,48.107288,1.925926,1.500000,1.500000,20.250000,212.671129,0.945407,-12.280810,212.671138,74.925181,227.200222,0.945407,0.333072,1.009995,137.745957,-14.529084,0.612335,-0.064588
14,13,27,Si,eo,False,False,False,219.357234,0.000108,8.124342,nan,nan,3.680552919414704,0.11747226387041265,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,1.7455227725967393,0.14503328350964625,62.83425156168879,26,90.76718417503044,7.541730742501605,0.4137870564826252,-128.59004982496958,182,635.3702892252131,52.79211519751124,2.8965093953783767,416.0130552252131,351,1225.356986362911,101.81336502377167,5.5861252625154405,1005.9997523629108,-0.38322309846025576,2.362690863351024,False,1.226851,1.977674,5.821216,302.703240,1.379956,83.346006,1.925926,1.500000,1.500000,20.250000,235.759254,1.074773,16.402020,235.759232,90.767184,221.038222,1.074773,0.413787,1.007663,144.992048,14.721010,0.660986,0.067110
15,12,27,P,oe,False,False,False,206.8494138,0.009001799999999999,7.661089400000001,nan,nan,3.680552919414704,0.11747226387041265,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,1.7455227725967393,0.14503328350964625,59.25142228086747,26,90.76718417503044,7.541730742501605,0.4388080319279611,-116.08222962496957,180,628.3881981348261,52.211982063472654,3.037901759501269,421.5387843348261,351,1225.356986362911,101.81336502377167,5.923908431027475,1018.5075725629109,-0.35772543171248555,2.437060902573354,False,1.226851,1.977674,5.821216,302.703240,1.463399,95.853826,1.925926,1.500000,1.500000,20.250000,235.759254,1.139763,28.909840,235.759308,90.767184,207.380000,1.139763,0.438808,1.002565,144.992124,28.379308,0.700955,0.137198
16,11,27,S,eo,False,False,False,187.92,0.40499999999999997,6.96,nan,nan,3.680552919414704,0.11747226387041265,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,1.7455227725967393,0.14503328350964625,53.82914590121316,26,90.76718417503044,7.541730742501605,0.48300970718939146,-97.15281582496955,176,614.4240159540523,51.05171579539548,3.2696041717435733,426.5040159540523,351,1225.356986362911,101.81336502377167,6.520631047056785,1037.4369863629108,-0.31604414101572526,2.5586343490623933,False,1.226851,1.977674,5.821216,302.703240,1.610809,114.783240,1.925926,1.500000,1.500000,20.250000,235.759254,1.254572,47.839254,235.759170,90.767184,186.225556,1.254572,0.483010,0.990983,144.991986,49.533615,0.771562,0.263589
8,20,28,O,ee,True,True,True,167.66400000000002,0.7000000000000001,5.988,nan,nan,3.7254421351664875,0.11890499365672096,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,1.6909723530875846,0.14221435078199476,49.576209715628565,27,91.31250706672957,7.679574942227717,0.544616059897948,-76.35149293327045,160,541.1111529880271,45.50859225023832,3.2273544290248775,373.44715298802714,378,1278.375098934214,107.51404919118804,7.624624838571274,1110.711098934214,-0.26390955612455086,2.7106973264928915,False,1.226851,1.977674,5.821216,314.345672,1.874855,146.681672,1.928571,1.500000,1.500000,21.000000,244.491078,1.458221,76.827078,244.491166,91.312507,143.983494,1.458221,0.544616,0.858762,153.178659,100.507671,0.913605,0.599459
9,19,28,F,oo,False,False,False,185.55198760000002,0.1203468,6.6268567,nan,nan,3.7254421351664875,0.11890499365672096,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,1.6909723530875846,0.14221435078199476,54.86547052682335,27,91.31250706672957,7.679574942227717,0.49211279408967945,-94.23948053327045,171,578.3125447559539,48.63730796744221,3.11671436256797,392.7605571559539,378,1278.375098934214,107.51404919118804,6.889579117255513,1092.823111334214,-0.3079353439065417,2.582285593900654,False,1.226851,1.977674,5.821216,314.345672,1.694111,128.793685,1.928571,1.500000,1.500000,21.000000,244.491078,1.317642,58.939091,244.491092,91.312507,173.254400,1.317642,0.492113,0.933724,153.178585,71.236692,0.825529,0.383918
10,18,28,Ne,ee,False,False,False,206.8736964,0.1260672,7.3883463,2.9642,0.0134,3.826765744942675,0.017299325613059795,measured_r_rms,1.413816930654131,4.317674363595111,1.11228317099471,1.5740265363826293,0.01925963467128767,65.714805823868,27,84.99743296466198,1.0400202722495342,0.41086631332924733,-121.87626343533802,180,566.6495530977465,6.933468481663561,2.7391087555283153,359.7758566977466,378,1189.9640615052679,14.560283811493477,5.752128386609463,983.0903651052679,-0.3862994648100556,2.3537179056149258,False,1.260219,2.031462,5.603910,302.611115,1.462782,95.737419,1.928571,1.500000,1.500000,21.000000,235.364201,1.137719,28.490504,235.364135,84.997433,203.736874,1.137719,0.410866,0.984837,150.366702,31.627261,0.726853,0.152882
11,17,28,Na,oo,False,False,False,218.3794032,0.0102452,7.7992644,3.04,0.0581,3.924623124156849,0.07500677747155031,measured_r_rms,1.413816930654131,4.317674363595111,1.11228317099471,1.4687651011744518,0.07792192518928177,74.34116014377649,27,79.3133154634204,4.2077839602212155,0.3631904579883035,-139.06608773657962,187,549.318147839245,29.142800020791384,2.515430209030102,330.93874463924493,378,1110.3864164878855,58.90897544309702,5.084666411836249,892.0070132878855,-0.4398655701109284,2.197479556764369,False,1.292445,2.083410,5.401741,291.694000,1.335721,73.314597,1.928571,1.500000,1.500000,21.000000,226.873111,1.038894,8.493708,226.873052,79.313315,218.528345,1.038894,0.363190,1.000682,147.559736,8.344707,0.675704,0.038212
12,16,28,Mg,ee,False,False,False,231.6286868,0.0002604,8.2724531,nan,nan,3.7254421351664875,0.11890499365672096,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,1.6909723530875846,0.14221435078199476,68.48979120713119,27,91.31250706672957,7.679574942227717,0.39421933581816415,-140.31617973327042,192,649.3333835856325,54.61031070028599,2.80333749915139,417.70469678563256,378,1278.375098934214,107.51404919118804,5.519070701454299,1046.746412134214,-0.40426207809516507,2.3013256507563136,False,1.226851,1.977674,5.821216,314.345672,1.357110,82.716985,1.928571,1.500000,1.500000,21.000000,244.491078,1.055530,12.862391,244.491028,91.312507,234.531385,1.055530,0.394219,1.012532,153.178521,9.959643,0.661311,0.042998
13,15,28,Al,oo,False,False,False,232.6771132,5.04e-05,8.3098969,nan,nan,3.7254421351664875,0.11890499365672096,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,1.6909723530875846,0.14221435078199476,68.7997981679445,27,91.31250706672957,7.679574942227717,0.3924430117380774,-141.36460613327046,195,659.479217704158,55.46359680497796,2.834310640330559,426.802104504158,378,1278.375098934214,107.51404919118804,5.4942021643330845,1045.697985734214,-0.40622340002599283,2.2956049865729513,False,1.226851,1.977674,5.821216,314.345672,1.350995,81.668559,1.928571,1.500000,1.500000,21.000000,244.491078,1.050774,11.813965,244.491061,91.312507,234.843421,1.050774,0.392443,1.009310,153.178554,9.647639,0.658331,0.041464
14,14,28,Si,ee,False,False,False,236.53684600000003,5.600000000000001e-06,8.4477445,3.1224,0.0024,4.031001066732679,0.0030983866769659332,measured_r_rms,1.413816930654131,4.317674363595111,1.11228317099471,1.362307991006521,0.002985504585311424,86.81474657769506,27,73.56463151435213,0.16121724760681688,0.31100707039254305,-162.9722144856479,196,534.0247324745562,1.1703177974420782,2.2576809554421646,297.4878864745562,378,1029.90484120093,2.2570414664954366,4.354098985495604,793.36799520093,-0.5072297376691033,2.0009958614898125,False,1.327477,2.139882,5.190234,280.272629,1.184901,43.735783,1.928571,1.500000,1.500000,21.000000,217.989823,0.921590,-18.547023,217.989992,73.564632,236.367027,0.921590,0.311007,0.999282,144.425360,-18.377035,0.610583,-0.077692
15,13,28,P,oo,False,False,False,221.4095576,0.001148,7.9074842,nan,nan,3.7254421351664875,0.11890499365672096,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,1.6909723530875846,0.14221435078199476,65.46811874118559,27,91.31250706672957,7.679574942227717,0.412414477751206,-130.09705053327042,195,659.479217704158,55.46359680497796,2.9785490059809328,438.06966010415806,378,1278.375098934214,107.51404919118804,5.773802688516885,1056.965541334214,-0.3846660972752935,2.358482012418359,False,1.226851,1.977674,5.821216,314.345672,1.419748,92.936115,1.928571,1.500000,1.500000,21.000000,244.491078,1.104248,23.081521,244.491061,91.312507,222.199629,1.104248,0.412414,1.003568,153.178554,22.291432,0.691834,0.100680
16,12,28,S,ee,False,False,False,209.4061508,0.1600004,7.4787911000000005,nan,nan,3.7254421351664875,0.11890499365672096,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,1.6909723530875846,0.14221435078199476,61.91885704625525,27,91.31250706672957,7.679574942227717,0.43605456056513103,-118.09364373327044,192,649.3333835856325,54.61031070028599,3.1008324306853767,439.92723278563255,378,1278.375098934214,107.51404919118804,6.104763847911835,1068.968948134214,-0.36045916699314723,2.4290873102420463,False,1.226851,1.977674,5.821216,314.345672,1.501129,104.939521,1.928571,1.500000,1.500000,21.000000,244.491078,1.167545,35.084927,244.491104,91.312507,209.243800,1.167545,0.436055,0.999225,153.178597,35.247304,0.731490,0.168320
17,11,28,Cl,oo,False,False,False,184.43599999999998,0.504,6.586999999999999,nan,nan,3.7254421351664875,0.11890499365672096,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,1.6909723530875846,0.14221435078199476,54.53548653921932,27,91.31250706672957,7.679574942227717,0.4950904761908173,-93.12349293327041,187,632.4236600547566,53.18816719246604,3.428959964728994,447.98766005475665,378,1278.375098934214,107.51404919118804,6.931266666671442,1093.9390989342141,-0.30531542789504973,2.589927205129686,False,1.226851,1.977674,5.821216,314.345672,1.704362,129.909672,1.928571,1.500000,1.500000,21.000000,244.491078,1.325615,60.055078,244.491128,91.312507,180.596968,1.325615,0.495090,0.979185,153.178621,63.894160,0.830525,0.346430
9,20,29,F,oe,False,True,True,186.8769106,0.525364,6.4440314,nan,nan,3.7692748873816537,0.1203040042801588,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,1.6393512574320832,0.13949509049912492,56.99721452397219,28,91.80367041619667,7.811725067950996,0.49125207668216164,-95.07324018380334,180,590.16645267555,50.21823257968497,3.1580490643853247,403.28954207555,406,1331.1532210348516,113.27001348528944,7.123155111891344,1144.2763104348517,-0.30869560070873636,2.5800681232294136,False,1.226851,1.977674,5.821216,325.988104,1.744400,139.111194,1.931034,1.500000,1.500000,21.750000,253.222902,1.355025,66.345992,253.222886,91.803670,173.184923,1.355025,0.491252,0.926733,161.419215,80.037963,0.863773,0.428292
10,19,29,Ne,eo,False,False,False,207.84495169999997,0.14950370000000002,7.1670672999999985,nan,nan,3.7692748873816537,0.1203040042801588,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,1.6393512574320832,0.13949509049912492,63.39243977083136,28,91.80367041619667,7.811725067950996,0.44169304890649735,-116.0412812838033,190,622.9534778241916,53.00813438966747,2.9972028318655175,415.10852612419166,406,1331.1532210348516,113.27001348528944,6.4045492091442116,1123.3082693348517,-0.35487943534723587,2.4453619311891877,False,1.226851,1.977674,5.821216,325.988104,1.568420,118.143153,1.931034,1.500000,1.500000,21.750000,253.222902,1.218326,45.377951,253.222909,91.803670,201.708992,1.218326,0.441693,0.970478,161.419238,51.513916,0.776633,0.247848
11,18,29,Na,oe,False,False,False,222.78241380000003,0.007337000000000001,7.682152200000001,3.0922,0.0723,3.992013034380858,0.09333889864359875,measured_r_rms,1.413816930654131,4.317674363595111,1.11228317099471,1.4003983750742623,0.09245301789620002,79.54251367514833,28,78.42230900415869,5.177369002187201,0.35201301425237846,-144.36010479584132,198,554.5577565294079,36.61139508689521,2.4892348864989624,331.7753427294079,406,1137.123480560301,75.07185053171442,5.104188706659488,914.3410667603009,-0.4534412799493901,2.157882754313978,False,1.299349,2.094541,5.359382,300.125386,1.347168,77.342972,1.931034,1.500000,1.500000,21.750000,233.133112,1.046461,10.350699,233.133108,78.422309,223.232287,1.046461,0.352013,1.002019,154.710799,9.900820,0.694448,0.044442
12,17,29,Mg,eo,False,False,False,235.29241929999998,0.00034510000000000004,8.1135317,nan,nan,3.7692748873816537,0.1203040042801588,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,1.6393512574320832,0.13949509049912492,71.76388166760775,28,91.80367041619667,7.811725067950996,0.3901684154947047,-143.4887488838033,204,668.8553130322899,56.91399692364297,2.842655598604277,433.5628937322899,406,1331.1532210348516,113.27001348528944,5.657442024673218,1095.8608017348517,-0.40874789007104856,2.288241707982623,False,1.226851,1.977674,5.821216,325.988104,1.385459,90.695685,1.931034,1.500000,1.500000,21.750000,253.222902,1.076205,17.930483,253.222878,91.803670,237.754809,1.076205,0.390168,1.010465,161.419208,15.468069,0.686037,0.065740
13,16,29,Al,oe,False,False,False,242.10547630000002,0.00034510000000000004,8.348464700000001,nan,nan,3.7692748873816537,0.1203040042801588,radius_law_r0_median,1.413816930654131,4.317674363595111,1.11228317099471,1.6393512574320832,0.13949509049912492,73.841855185825,28,91.80367041619667,7.811725067950996,0.37918873963197774,-150.30180588380335,208,681.9701230917466,58.02995764763597,2.8168306372661203,439.86464679174657,406,1331.1532210348516,113.27001348528944,5.498236724663677,1089.0477447348517,-0.42114456792760746,2.2520838341058105,False,1.226851,1.977674,5.821216,325.988104,1.346471,83.882628,1.931034,1.500000,1.500000,21.750000,253.222902,1.045919,11.117426,253.222718,91.803670,245.276556,1.045919,0.379189,1.013098,161.419047,7.946162,0.666730,0.032821
14,15,29,Si,eo,False,False,False,245.0104469,5.8e-06,8.4486361,3.1176,0.0052,4.024804293378748,0.006713171133426189,measured_r_rms,1.413816930654131,4.317674363595111,1.11228317099471,1.3682921048116878,0.006497007399583827,89.53148455596758,28,76.62435786945451,0.36383241437669434,0.31273914577498985,-168.3860890305455,210,574.6826840209089,2.728743107825207,2.3455435933124242,329.6722371209089,406,1111.0531891070905,5.275570008462068,4.534717613737353,866.0427422070904,-0.5048177544141728,2.0080309871366904,False,1.310023,2.111746,5.294558,296.495235,1.210133,51.484788,1.931034,1.500000,1.500000,21.750000,230.313263,0.940014,-14.697184,230.313250,76.624358,245.797530,0.940014,0.312739,1.003212,153.688892,-15.484279,0.627275,-0.063198
