lag_ms,corr
-10.009766,-0.2199511
-9.765625,-0.25239231
-9.521484,-0.2826777
-9.277344,-0.31013213
-9.033203,-0.3347418
-8.789062,-0.35737882
-8.544922,-0.37958811
-8.300781,-0.40302511
-8.056641,-0.42881395
-7.8125,-0.45710889
-7.568359,-0.48705792
-7.324219,-0.51720187
-7.080078,-0.54609016
-6.835938,-0.57271451
-6.591797,-0.59651277
-6.347656,-0.61706776
-6.103516,-0.63381047
-5.859375,-0.64593207
-5.615234,-0.65253851
-5.371094,-0.65298412
-5.126953,-0.64724685
-4.882812,-0.63613024
-4.638672,-0.62111746
-4.394531,-0.60389541
-4.150391,-0.58575431
-3.90625,-0.56714556
-3.662109,-0.54762952
-3.417969,-0.52625919
-3.173828,-0.5021962
-2.929688,-0.47521425
-2.685547,-0.44583867
-2.441406,-0.41510157
-2.197266,-0.38406539
-1.953125,-0.35335206
-1.708984,-0.32292555
-1.464844,-0.29225362
-1.220703,-0.26073661
-0.976562,-0.2280999
-0.732422,-0.19447543
-0.488281,-0.16013753
-0.244141,-0.12510718
0,-0.08892285
0.244141,-0.05106095
0.488281,-0.01014442
0.732422,0.03418521
0.976562,0.08121956
1.220703,0.12923711
1.464844,0.17597875
1.708984,0.21935397
1.953125,0.25807601
2.197266,0.29193118
2.441406,0.32156803
2.685547,0.34796889
2.929688,0.3719385
3.173828,0.39388911
3.417969,0.41397702
3.662109,0.4324076
3.90625,0.44963876
4.150391,0.46633166
4.394531,0.48309973
4.638672,0.50021759
4.882812,0.51742474
5.126953,0.53392085
5.371094,0.54864843
5.615234,0.56082697
5.859375,0.57044419
6.103516,0.57833937
6.347656,0.58578133
6.591797,0.59379491
6.835938,0.60261335
7.080078,0.61151472
7.324219,0.61911073
7.568359,0.62395918
7.8125,0.62518801
8.056641,0.62278473
8.300781,0.6174032
8.544922,0.60983711
8.789062,0.60049463
9.033203,0.58919243
9.277344,0.57537838
9.521484,0.55858967
9.765625,0.53881259
10.009766,0.51656705
