lag_ms,corr
-10.009766,-0.47643253
-9.765625,-0.46283436
-9.521484,-0.43492822
-9.277344,-0.39772561
-9.033203,-0.35837439
-8.789062,-0.32119968
-8.544922,-0.28617154
-8.300781,-0.24988099
-8.056641,-0.20811304
-7.8125,-0.15961727
-7.568359,-0.10877511
-7.324219,-0.06398407
-7.080078,-0.03264157
-6.835938,-0.01663131
-6.591797,-0.01043985
-6.347656,-0.0028728
-6.103516,0.01786202
-5.859375,0.05826435
-5.615234,0.11606263
-5.371094,0.18132563
-5.126953,0.24116424
-4.882812,0.28520425
-4.638672,0.3101847
-4.394531,0.32109698
-4.150391,0.3272066
-3.90625,0.33641604
-3.662109,0.35208158
-3.417969,0.37284839
-3.173828,0.39435084
-2.929688,0.41233543
-2.685547,0.42646877
-2.441406,0.44132865
-2.197266,0.46234393
-1.953125,0.49055646
-1.708984,0.52109758
-1.464844,0.54562717
-1.220703,0.55584632
-0.976562,0.54724323
-0.732422,0.5231606
-0.488281,0.49501405
-0.244141,0.47623151
0,0.47516357
0.244141,0.49189443
0.488281,0.52087493
0.732422,0.54837176
0.976562,0.56136684
1.220703,0.55453767
1.464844,0.53185937
1.708984,0.50265187
1.953125,0.4762807
2.197266,0.45777417
2.441406,0.44549724
2.685547,0.43281283
2.929688,0.41356835
3.173828,0.38742742
3.417969,0.36052979
3.662109,0.34137459
3.90625,0.33521821
4.150391,0.33993094
4.394531,0.34552665
4.638672,0.33838946
4.882812,0.3088066
5.126953,0.25730972
5.371094,0.19507214
5.615234,0.13851546
5.859375,0.10147455
6.103516,0.08837786
6.347656,0.09222884
6.591797,0.09851761
6.835938,0.0927589
7.080078,0.06793416
7.324219,0.02735349
7.568359,-0.01858151
7.8125,-0.05908043
8.056641,-0.08931079
8.300781,-0.11255129
8.544922,-0.13690389
8.789062,-0.16913542
9.033203,-0.2095349
9.277344,-0.25089457
9.521484,-0.28235523
9.765625,-0.29626816
10.009766,-0.29393841
