event,quality,available_pair_count,usable_pair_count,pair_names,pair_pruning_applied,dropped_pairs,geometry_mode,pair_tensor_overlap_count,pair_scalar_overlap_count,status,status_reason,scalar_overlap_fraction,tensor_mismatch_max,scalar_mismatch_max,ring_directions_used
GW200129_065458,usable,3,3,H1-L1;H1-V1;L1-V1,0,,relaxed,1,3,reject_tensor_response,at_least_one_pair_outside_tensor_range,1,0.0367621,0.1344912,186
GW200224_222234,usable,3,2,H1-L1;L1-V1,1,H1-V1,relaxed,1,2,reject_tensor_response,at_least_one_pair_outside_tensor_range,1,0.3137487,0.2445366,84
GW200115_042309,usable,3,2,H1-V1;L1-V1,1,H1-L1,relaxed,1,1,reject_tensor_response,at_least_one_pair_outside_tensor_range,0.5,0.6908632,3.6114211,81
GW200311_115853,usable,3,2,H1-V1;L1-V1,1,H1-L1,relaxed,0,1,reject_tensor_response,at_least_one_pair_outside_tensor_range,0.5,3.1549786,14.2776895,37
