event,preprocess,window_start_s,window_end_s,f_lo_hz,f_hi_hz,best_lag_ms,best_corr,abs_best_corr,ratio_median,ratio_p16,ratio_p84,ratio_log_std,ratio_iqr_over_median,ratio_slope_window_fraction,status,status_reason
GW200115_042309,whiten,-2,-0.1,70,800,9.521484,0.0681085,0.0681085,0.964063,0.6317132,1.4168403,0.4061626,0.5326542,0.2138064,reject,low_cross_correlation
