lag_ms,corr
-10.009766,-0.02662371
-9.765625,-0.02065138
-9.521484,-0.012361
-9.277344,-0.00435195
-9.033203,0.00075880118
-8.789062,0.00147336
-8.544922,-0.00199009
-8.300781,-0.00784292
-8.056641,-0.01354562
-7.8125,-0.01693603
-7.568359,-0.01709109
-7.324219,-0.0145568
-7.080078,-0.01091376
-6.835938,-0.00787788
-6.591797,-0.00639669
-6.347656,-0.00622353
-6.103516,-0.00612319
-5.859375,-0.00456303
-5.615234,-0.00054574151
-5.371094,0.00586071
-5.126953,0.0135478
-4.882812,0.02088808
-4.638672,0.02651251
-4.394531,0.02996576
-4.150391,0.03188073
-3.90625,0.03360671
-3.662109,0.03651462
-3.417969,0.04130595
-3.173828,0.04762902
-2.929688,0.05416328
-2.685547,0.05914401
-2.441406,0.06112657
-2.197266,0.05961383
-1.953125,0.05521305
-1.708984,0.04932663
-1.464844,0.04359853
-1.220703,0.03930809
-0.976562,0.03690971
-0.732422,0.03592296
-0.488281,0.03523047
-0.244141,0.03365334
0,0.03051939
0.244141,0.0255573
0.488281,0.01958744
0.732422,0.01402183
0.976562,0.01001324
1.220703,0.00791787
1.464844,0.00720519
1.708984,0.00682867
1.953125,0.00583102
2.197266,0.00385448
2.441406,0.00128726
2.685547,-0.00101808
2.929688,-0.00226711
3.173828,-0.00217985
3.417969,-0.00114528
3.662109,-1.7494267e-05
3.90625,0.00031540424
4.150391,-0.00063996503
4.394531,-0.00276103
4.638672,-0.00539338
4.882812,-0.00768198
5.126953,-0.00895327
5.371094,-0.0089474
5.615234,-0.00782326
5.859375,-0.00599347
6.103516,-0.00391061
6.347656,-0.00191404
6.591797,-0.00018566282
6.835938,0.00120884
7.080078,0.00226124
7.324219,0.0029963
7.568359,0.00347477
7.8125,0.00378042
8.056641,0.00397131
8.300781,0.0040213
8.544922,0.00380056
8.789062,0.00313452
9.033203,0.00194165
9.277344,0.00039013681
9.521484,-0.00103752
9.765625,-0.00167277
10.009766,-0.00096702018
