lag_ms,corr
-10.009766,0.1005037
-9.765625,0.10781159
-9.521484,0.10971768
-9.277344,0.1054194
-9.033203,0.09480095
-8.789062,0.07860792
-8.544922,0.05835316
-8.300781,0.03590267
-8.056641,0.01298251
-7.8125,-0.00910679
-7.568359,-0.02949793
-7.324219,-0.04756655
-7.080078,-0.0626743
-6.835938,-0.07403262
-6.591797,-0.08082645
-6.347656,-0.08251853
-6.103516,-0.07910474
-5.859375,-0.07116762
-5.615234,-0.05972365
-5.371094,-0.04592413
-5.126953,-0.03070752
-4.882812,-0.01457126
-4.638672,0.00238229
-4.394531,0.02013169
-4.150391,0.03833681
-3.90625,0.05607348
-3.662109,0.07183353
-3.417969,0.08381743
-3.173828,0.09043477
-2.929688,0.09079771
-2.685547,0.0849545
-2.441406,0.07376435
-2.197266,0.05855572
-1.953125,0.04077966
-1.708984,0.02176656
-1.464844,0.0026289
-1.220703,-0.01568612
-0.976562,-0.03228619
-0.732422,-0.04629908
-0.488281,-0.05694344
-0.244141,-0.06363966
0,-0.06611402
0.244141,-0.06174459
0.488281,-0.05486289
0.732422,-0.04601276
0.976562,-0.03601137
1.220703,-0.02581208
1.464844,-0.01630001
1.708984,-0.00810065
1.953125,-0.00147162
2.197266,0.00368153
2.441406,0.00766351
2.685547,0.01077071
2.929688,0.0131002
3.173828,0.01449453
3.417969,0.01464826
3.662109,0.01329846
3.90625,0.01039008
4.150391,0.00614826
4.394531,0.00103227
4.638672,-0.00441858
4.882812,-0.00977675
5.126953,-0.01484395
5.371094,-0.01962705
5.615234,-0.02420066
5.859375,-0.02853538
6.103516,-0.03236772
6.347656,-0.03517906
6.591797,-0.03632587
6.835938,-0.03527887
7.080078,-0.03184059
7.324219,-0.02622638
7.568359,-0.01898828
7.8125,-0.01082862
8.056641,-0.00237577
8.300781,0.0059837
8.544922,0.01412638
8.789062,0.0220576
9.033203,0.02971775
9.277344,0.03684673
9.521484,0.04295763
9.765625,0.04742018
10.009766,0.04963811
