lag_ms,corr
-11.962891,0.05617765
-11.71875,0.02792961
-11.474609,-0.01965512
-11.230469,-0.05480002
-10.986328,-0.05660868
-10.742188,-0.02744721
-10.498047,0.0129962
-10.253906,0.04280096
-10.009766,0.04887876
-9.765625,0.02958224
-9.521484,-0.00653188
-9.277344,-0.04243539
-9.033203,-0.05784208
-8.789062,-0.04042798
-8.544922,0.00284079
-8.300781,0.04599296
-8.056641,0.06035316
-7.8125,0.03590368
-7.568359,-0.01032094
-7.324219,-0.04668363
-7.080078,-0.05005274
-6.835938,-0.02082058
-6.591797,0.02050401
-6.347656,0.04929224
-6.103516,0.05163469
-5.859375,0.02918167
-5.615234,-0.00496156
-5.371094,-0.03354396
-5.126953,-0.04219674
-4.882812,-0.02559696
-4.638672,0.00862874
-4.394531,0.04175417
-4.150391,0.05334922
-3.90625,0.0341193
-3.662109,-0.00655953
-3.417969,-0.0449609
-3.173828,-0.05762064
-2.929688,-0.03672513
-2.685547,0.004466
-2.441406,0.04007403
-2.197266,0.04840494
-1.953125,0.02565006
-1.708984,-0.01260691
-1.464844,-0.04233248
-1.220703,-0.04630942
-0.976562,-0.02354077
-0.732422,0.01206032
-0.488281,0.04077622
-0.244141,0.04744589
0,0.02826304
0.244141,-0.00745497
0.488281,-0.04132511
0.732422,-0.05345212
0.976562,-0.03481351
1.220703,0.0051521
1.464844,0.04250498
1.708984,0.05388021
1.953125,0.03248175
2.197266,-0.00746701
2.441406,-0.04128656
2.685547,-0.05044764
2.929688,-0.03267127
3.173828,-5.6869994e-05
3.417969,0.0297846
3.662109,0.04202878
3.90625,0.02985022
4.150391,-0.00232336
4.394531,-0.03797167
4.638672,-0.0546112
4.882812,-0.03771022
5.126953,0.00639757
5.371094,0.05097509
5.615234,0.06630087
5.859375,0.04175056
6.103516,-0.00621449
6.347656,-0.04685599
6.591797,-0.0572565
6.835938,-0.03578584
7.080078,0.00139122
7.324219,0.03325167
7.568359,0.04457601
7.8125,0.03033144
8.056641,-0.00322383
8.300781,-0.03886425
8.544922,-0.05427642
8.789062,-0.03551323
9.033203,0.01009791
9.277344,0.05467566
9.521484,0.06810847
9.765625,0.04087085
10.009766,-0.00853439
10.253906,-0.04798016
10.498047,-0.05497046
10.742188,-0.02962752
10.986328,0.01042726
11.230469,0.0438928
11.474609,0.05586451
11.71875,0.041155
11.962891,0.00529386
