event,pair,event_status,event_is_tensor_reject,tensor_overlap,scalar_overlap,tensor_mismatch,scalar_mismatch,abs_corr,best_lag_ms_apply_to_first,lag_tolerance_ms,abs_lag_over_tolerance,obs_ratio_p16,obs_ratio_median,obs_ratio_p84,obs_ratio_iqr_rel
GW200129_065458,H1-L1,reject_tensor_response,1,1,1,3.073151e-05,0.0200107,0.6529841,-5.3710938,7.0800785,0.7586206,0.8832049,1.1917229,1.5961783,0.5982712
GW200129_065458,H1-V1,reject_tensor_response,1,0,1,0.0236537,0.3930713,0.0611266,-2.4414062,0.4882812,5,0.0727077,0.094238,0.1387859,0.7011839
GW200129_065458,L1-V1,reject_tensor_response,1,0,0,0.028253,1.9119128,0.0531194,-2.4414062,1.7089845,1.4285713,0.0550659,0.082785,0.1125374,0.6942256
GW200224_222234,H1-L1,reject_tensor_response,1,1,1,0.0006065383,0.0207609,0.5302713,-6.3476562,0.610352,10.3999925,0.618294,0.8736617,1.2972604,0.7771502
GW200224_222234,H1-V1,reject_tensor_response,1,0,1,0.0290511,0.284569,0.1097177,-9.5214844,0.4882812,19.5,0.0493059,0.058267,0.0689793,0.3376429
GW200115_042309,H1-V1,reject_tensor_response,1,0,0,0.0663443,9.5740699,0.1059332,-3.6621094,0.4882812,7.5,0.0550378,0.0715125,0.1221826,0.9389247
GW200115_042309,L1-V1,reject_tensor_response,1,1,1,0.0030038,0.1835895,0.0932189,5.859375,0.4882812,12,0.091815,0.1174813,0.1724797,0.6866172
GW200311_115853,H1-L1,reject_tensor_response,1,1,0,0.0012197,0.7263621,0.0453091,8.5449219,1.953125,4.375,5.3994496,8.0332802,11.4350673,0.7513267
GW200311_115853,L1-V1,reject_tensor_response,1,0,0,0.5128466,2.3472152,0.1250047,5.3710938,0.4882812,11,0.0470522,0.0543662,0.0693613,0.4103489
