t_s,env_h1,env_v1,selected,ratio_h1_v1_selected
-0.096240282,1.84217152e-10,2.14730605e-09,0,
-0.095996141,2.22729253e-10,2.25388817e-09,1,0.098820011
-0.095752001,2.5661796e-10,2.36042149e-09,1,0.108717007
-0.09550786,2.83656935e-10,2.46276088e-09,1,0.115178431
-0.09526372,3.03066292e-10,2.54526811e-09,1,0.119070479
-0.095019579,3.13088522e-10,2.6095543e-09,1,0.119977776
-0.094775438,3.13688353e-10,2.6436374e-09,1,0.118657859
-0.094531298,3.04027236e-10,2.6535389e-09,1,0.114574253
-0.094287157,2.84866563e-10,2.63244065e-09,1,0.10821386
-0.094043016,2.56786759e-10,2.58825469e-09,1,0.099212322
-0.093798876,2.2162034e-10,2.52015675e-09,1,0.087939109
-0.093554735,1.82448183e-10,2.43546355e-09,1,0.074913124
-0.093310595,1.44468554e-10,2.33912095e-09,0,
-0.093066454,1.18763187e-10,2.23606173e-09,0,
-0.092822313,1.18940365e-10,2.13554025e-09,0,
-0.092578173,1.46164653e-10,2.03923389e-09,0,
-0.092334032,1.86957637e-10,1.95820549e-09,0,
-0.092089891,2.30233339e-10,1.89064277e-09,1,0.121775167
-0.091845751,2.70548211e-10,1.84637366e-09,1,0.146529501
-0.09160161,3.03921838e-10,1.82019777e-09,1,0.166971877
-0.09135747,3.28673539e-10,1.81811102e-09,1,0.180777486
-0.091113329,3.42958694e-10,1.83244942e-09,1,0.187158615
-0.090869188,3.46351448e-10,1.86447163e-09,1,0.185763861
-0.090625048,3.38501361e-10,1.90625113e-09,1,0.177574379
-0.090380907,3.1981485e-10,1.95510722e-09,1,0.163579187
-0.090136766,2.91303938e-10,2.00537792e-09,1,0.145261367
-0.089892626,2.54060639e-10,2.0519807e-09,1,0.123812392
-0.089648485,2.10220189e-10,2.09329855e-09,1,0.100425326
-0.089404345,1.61495966e-10,2.12373836e-09,0,
-0.089160204,1.11016774e-10,2.14655312e-09,0,
-0.088916063,6.25566371e-11,2.1576757e-09,0,
-0.088671923,3.28181155e-11,2.16505543e-09,0,
-0.088427782,5.5316354e-11,2.16745143e-09,0,
-0.088183641,9.15367655e-11,2.17578895e-09,0,
-0.087939501,1.23379299e-10,2.19070393e-09,0,
-0.08769536,1.47162185e-10,2.22204661e-09,0,
-0.08745122,1.61626629e-10,2.2687228e-09,0,
-0.087207079,1.66294769e-10,2.33461783e-09,0,
-0.086962938,1.61144469e-10,2.41419185e-09,0,
-0.086718798,1.47200463e-10,2.50411995e-09,0,
-0.086474657,1.25793251e-10,2.5963477e-09,0,
-0.086230516,1.00381644e-10,2.68342781e-09,0,
-0.085986376,7.73268323e-11,2.75896719e-09,0,
-0.085742235,7.07586987e-11,2.81498512e-09,0,
-0.085498095,8.96502098e-11,2.84946786e-09,0,
-0.085253954,1.24023725e-10,2.85612775e-09,0,
-0.085009813,1.63042882e-10,2.83787686e-09,1,0.057452416
-0.084765673,2.01613952e-10,2.79129336e-09,1,0.072229582
-0.084521532,2.3667831e-10,2.72319029e-09,1,0.086912145
-0.084277391,2.66662268e-10,2.63350909e-09,1,0.101257394
-0.084033251,2.90095982e-10,2.53103515e-09,1,0.114615549
-0.08378911,3.06593734e-10,2.41893706e-09,1,0.126747297
-0.08354497,3.15562744e-10,2.30576001e-09,1,0.136858451
-0.083300829,3.17464948e-10,2.19709107e-09,1,0.144493304
-0.083056688,3.12457302e-10,2.09927891e-09,1,0.148840299
-0.082812548,3.01605072e-10,2.01891777e-09,1,0.149389478
-0.082568407,2.85638595e-10,1.9588094e-09,1,0.145822557
-0.082324266,2.65910048e-10,1.92479821e-09,1,0.138149571
-0.082080126,2.43436104e-10,1.91557703e-09,1,0.127082388
-0.081835985,2.19488771e-10,1.93464699e-09,1,0.113451587
-0.081591845,1.950157e-10,1.97700881e-09,0,
-0.081347704,1.70866917e-10,2.04298162e-09,0,
-0.081103563,1.47619504e-10,2.12526978e-09,0,
-0.080859423,1.25548591e-10,2.22109625e-09,0,
-0.080615282,1.04855897e-10,2.32278059e-09,0,
-0.080371141,8.55654317e-11,2.42529437e-09,0,
-0.080127001,6.81706267e-11,2.52248376e-09,0,
-0.07988286,5.38168486e-11,2.60855637e-09,0,
-0.07963872,4.54087463e-11,2.680486e-09,0,
-0.079394579,4.62567304e-11,2.73361618e-09,0,
-0.079150438,5.57161197e-11,2.76909968e-09,0,
-0.078906298,6.99363233e-11,2.78519379e-09,0,
-0.078662157,8.56902811e-11,2.78741859e-09,0,
-0.078418016,1.01361419e-10,2.77774077e-09,0,
-0.078173876,1.15849519e-10,2.76478006e-09,0,
-0.077929735,1.28687618e-10,2.75290519e-09,0,
-0.077685595,1.39527961e-10,2.75038639e-09,0,
-0.077441454,1.4838679e-10,2.76018263e-09,0,
-0.077197313,1.55394002e-10,2.78548564e-09,1,0.055787041
-0.076953173,1.60837716e-10,2.8241748e-09,1,0.05695034
-0.076709032,1.65076405e-10,2.8723378e-09,1,0.057471097
-0.076464891,1.6835685e-10,2.92339506e-09,1,0.057589497
-0.076220751,1.70898773e-10,2.96914943e-09,1,0.057558158
-0.07597661,1.72581876e-10,3.0026457e-09,1,0.057476603
-0.07573247,1.73260669e-10,3.01577823e-09,1,0.057451396
-0.075488329,1.72419503e-10,3.00466263e-09,1,0.057383981
-0.075244188,1.69700601e-10,2.96412551e-09,1,0.05725149
-0.075000048,1.6451855e-10,2.89457326e-09,1,0.056836893
-0.074755907,1.56694585e-10,2.79482058e-09,1,0.056066063
-0.074511766,1.46004907e-10,2.66911128e-09,0,
-0.074267626,1.32848674e-10,2.52015785e-09,0,
-0.074023485,1.17796962e-10,2.35478008e-09,0,
-0.073779345,1.0232537e-10,2.17887805e-09,0,
-0.073535204,8.84905341e-11,2.00054485e-09,0,
-0.073291063,7.9461327e-11,1.82802208e-09,0,
-0.073046923,7.78602644e-11,1.66991284e-09,0,
-0.072802782,8.38879443e-11,1.5359843e-09,0,
-0.072558641,9.45418205e-11,1.43445712e-09,0,
-0.072314501,1.06385604e-10,1.37394569e-09,0,
-0.07207036,1.16566168e-10,1.35797343e-09,0,
-0.07182622,1.23337307e-10,1.38764461e-09,0,
-0.071582079,1.25457654e-10,1.45725531e-09,0,
-0.071337938,1.22438964e-10,1.56015045e-09,0,
-0.071093798,1.14166895e-10,1.68639137e-09,0,
-0.070849657,1.01296387e-10,1.82795493e-09,0,
-0.070605516,8.52430782e-11,1.97579963e-09,0,
-0.070361376,6.91917102e-11,2.12284132e-09,0,
-0.070117235,5.93140452e-11,2.26186228e-09,0,
-0.069873095,6.31695299e-11,2.38692533e-09,0,
-0.069628954,8.01343432e-11,2.49300871e-09,0,
-0.069384813,1.03292752e-10,2.57602174e-09,0,
-0.069140673,1.27279138e-10,2.63385895e-09,0,
-0.068896532,1.48986663e-10,2.66534052e-09,0,
-0.068652391,1.66320394e-10,2.67192809e-09,1,0.062247332
-0.068408251,1.77865927e-10,2.65613886e-09,1,0.066964092
-0.06816411,1.82613218e-10,2.62311159e-09,1,0.069617022
-0.06791997,1.80006085e-10,2.57892291e-09,1,0.06979894
-0.067675829,1.69875083e-10,2.5313376e-09,1,0.067108821
-0.067431688,1.52467205e-10,2.4881046e-09,0,
-0.067187548,1.28430599e-10,2.4565944e-09,0,
-0.066943407,9.8816964e-11,2.44220208e-09,0,
-0.066699266,6.52155222e-11,2.44759672e-09,0,
-0.066455126,3.10830095e-11,2.47216017e-09,0,
-0.066210985,2.30958642e-11,2.51230932e-09,0,
-0.065966845,5.5524215e-11,2.56232446e-09,0,
-0.065722704,9.06135928e-11,2.61565704e-09,0,
-0.065478563,1.22663248e-10,2.66569641e-09,0,
-0.065234423,1.49713304e-10,2.70710146e-09,0,
-0.064990282,1.70423336e-10,2.73545784e-09,1,0.062301577
-0.064746141,1.83880681e-10,2.74858986e-09,1,0.066900007
-0.064502001,1.8960835e-10,2.74514982e-09,1,0.06907031
-0.06425786,1.8756767e-10,2.72613956e-09,1,0.0688034
-0.06401372,1.78290738e-10,2.6928749e-09,1,0.066208326
-0.063769579,1.62837051e-10,2.64856034e-09,1,0.061481345
-0.063525438,1.43120397e-10,2.59627115e-09,0,
-0.063281298,1.22051737e-10,2.54005537e-09,0,
-0.063037157,1.04261889e-10,2.48371241e-09,0,
-0.062793016,9.57559743e-11,2.43077953e-09,0,
-0.062548876,1.00364115e-10,2.38480946e-09,0,
-0.062304735,1.15478064e-10,2.34778888e-09,0,
-0.062060595,1.348931e-10,2.32224566e-09,0,
-0.061816454,1.53598053e-10,2.3081091e-09,0,
-0.061572313,1.68260265e-10,2.30637798e-09,0,
-0.061328173,1.76901131e-10,2.3150389e-09,0,
-0.061084032,1.78398022e-10,2.33340011e-09,1,0.076454107
-0.060839891,1.72316856e-10,2.35821072e-09,0,
-0.060595751,1.59005147e-10,2.38736191e-09,0,
-0.06035161,1.39477101e-10,2.4175291e-09,0,
-0.06010747,1.16117742e-10,2.44595332e-09,0,
-0.059863329,9.33935114e-11,2.47061683e-09,0,
-0.059619188,8.02716863e-11,2.48927685e-09,0,
-0.059375048,8.65796996e-11,2.50247439e-09,0,
-0.059130907,1.10504011e-10,2.50970306e-09,0,
-0.058886766,1.42260738e-10,2.51470173e-09,0,
-0.058642626,1.75121233e-10,2.51926839e-09,1,0.069512734
-0.058398485,2.05087229e-10,2.52962084e-09,1,0.081074296
-0.058154345,2.29860609e-10,2.54876267e-09,1,0.090185176
-0.057910204,2.47660815e-10,2.58263014e-09,1,0.095894806
-0.057666063,2.57594819e-10,2.63242747e-09,1,0.097854479
-0.057421923,2.58955774e-10,2.70003825e-09,1,0.095908187
-0.057177782,2.51840407e-10,2.78231418e-09,1,0.090514726
-0.056933641,2.36520999e-10,2.87556624e-09,1,0.082251974
-0.056689501,2.14005497e-10,2.97312009e-09,1,0.071980105
-0.05644536,1.85591636e-10,3.06767488e-09,1,0.060499122
-0.05620122,1.5333595e-10,3.15227737e-09,1,0.048642912
-0.055957079,1.20193185e-10,3.2190626e-09,0,
-0.055712938,9.12256381e-11,3.2636635e-09,0,
-0.055468798,7.52978635e-11,3.27986462e-09,0,
-0.055224657,8.01514139e-11,3.26725044e-09,0,
-0.054980516,9.97566009e-11,3.22246239e-09,0,
-0.054736376,1.23424394e-10,3.14903366e-09,0,
-0.054492235,1.44909164e-10,3.04693862e-09,1,0.047558938
-0.054248095,1.61377625e-10,2.92263703e-09,1,0.055216444
-0.054003954,1.71314894e-10,2.77929573e-09,1,0.061639678
-0.053759813,1.74114189e-10,2.62461383e-09,1,0.066338974
-0.053515673,1.69746334e-10,2.46420004e-09,1,0.068884965
-0.053271532,1.58553282e-10,2.30502048e-09,0,
-0.053027391,1.41502819e-10,2.15382103e-09,0,
-0.052783251,1.19681202e-10,2.01499025e-09,0,
-0.05253911,9.50695627e-11,1.89482017e-09,0,
-0.05229497,7.01599854e-11,1.793929e-09,0,
-0.052050829,5.04675555e-11,1.71687173e-09,0,
-0.051806688,4.53691109e-11,1.66056507e-09,0,
-0.051562548,5.74282889e-11,1.62736325e-09,0,
-0.051318407,7.60069309e-11,1.61182366e-09,0,
-0.051074266,9.41010887e-11,1.61406625e-09,0,
-0.050830126,1.08700051e-10,1.6280042e-09,0,
-0.050585985,1.18691693e-10,1.65142662e-09,0,
-0.050341845,1.23409315e-10,1.67925353e-09,0,
-0.050097704,1.23137722e-10,1.7074724e-09,0,
-0.049853563,1.18125192e-10,1.73386426e-09,0,
-0.049609423,1.09662732e-10,1.75441924e-09,0,
-0.049365282,9.89452257e-11,1.77163654e-09,0,
-0.049121141,8.84575099e-11,1.78397093e-09,0,
-0.048877001,8.0578719e-11,1.79955266e-09,0,
-0.04863286,7.82698498e-11,1.82043462e-09,0,
-0.04838872,8.20793014e-11,1.85828503e-09,0,
-0.048144579,9.08748436e-11,1.91554553e-09,0,
-0.047900438,1.0170026e-10,2.00072227e-09,0,
-0.047656298,1.12671409e-10,2.11018516e-09,0,
-0.047412157,1.21886044e-10,2.24353822e-09,0,
-0.047168016,1.28880828e-10,2.38999186e-09,0,
-0.046923876,1.32922594e-10,2.54213384e-09,0,
-0.046679735,1.3446253e-10,2.68744954e-09,0,
-0.046435595,1.33492075e-10,2.81630205e-09,0,
-0.046191454,1.30934938e-10,2.91962808e-09,0,
-0.045947313,1.27124176e-10,2.98858494e-09,0,
-0.045703173,1.22949638e-10,3.02022806e-09,0,
-0.045459032,1.18563278e-10,3.00808824e-09,0,
-0.045214891,1.14266106e-10,2.95600045e-09,0,
-0.044970751,1.09657925e-10,2.86087522e-09,0,
-0.04472661,1.04345797e-10,2.73236054e-09,0,
-0.04448247,9.76575055e-11,2.57133851e-09,0,
-0.044238329,8.89918183e-11,2.39099526e-09,0,
-0.043994188,7.80122192e-11,2.196182e-09,0,
-0.043750048,6.439175e-11,2.00056731e-09,0,
-0.043505907,4.85320096e-11,1.8121476e-09,0,
-0.043261766,3.08771629e-11,1.64185759e-09,0,
-0.043017626,1.51208177e-11,1.49904523e-09,0,
-0.042773485,1.89151794e-11,1.38901884e-09,0,
-0.042529345,3.73819726e-11,1.32002167e-09,0,
-0.042285204,5.71649535e-11,1.29009957e-09,0,
-0.042041063,7.52959775e-11,1.30493164e-09,0,
-0.041796923,9.08493083e-11,1.35650798e-09,0,
-0.041552782,1.0260283e-10,1.44785289e-09,0,
-0.041308641,1.09929444e-10,1.56738914e-09,0,
-0.041064501,1.12265415e-10,1.71420386e-09,0,
-0.04082036,1.09168685e-10,1.87548117e-09,0,
-0.04057622,1.0084676e-10,2.04537182e-09,0,
-0.040332079,8.71183612e-11,2.21305194e-09,0,
-0.040087938,6.89479131e-11,2.36893246e-09,0,
-0.039843798,4.64807852e-11,2.50741473e-09,0,
-0.039599657,2.1270258e-11,2.61803743e-09,0,
-0.039355516,6.52308909e-12,2.70253534e-09,0,
-0.039111376,3.44048153e-11,2.75307957e-09,0,
-0.038867235,6.21198171e-11,2.77936773e-09,0,
-0.038623095,8.79378357e-11,2.77903832e-09,0,
-0.038378954,1.10802057e-10,2.76841654e-09,0,
-0.038134813,1.29613248e-10,2.75065779e-09,0,
-0.037890673,1.43277525e-10,2.74382622e-09,0,
-0.037646532,1.51440818e-10,2.7513861e-09,1,0.055041646
-0.037402391,1.53185695e-10,2.78406757e-09,1,0.055022262
-0.037158251,1.48989047e-10,2.83789629e-09,1,0.052499821
-0.03691411,1.38358093e-10,2.91007271e-09,0,
-0.03666997,1.2257466e-10,2.98919522e-09,0,
-0.036425829,1.01897371e-10,3.06289925e-09,0,
-0.036181688,7.86960099e-11,3.12063151e-09,0,
-0.035937548,5.56263547e-11,3.14795544e-09,0,
-0.035693407,4.17552572e-11,3.14196964e-09,0,
-0.035449266,4.8299903e-11,3.09056461e-09,0,
-0.035205126,6.96482255e-11,3.00037854e-09,0,
-0.034960985,9.36273431e-11,2.86354454e-09,0,
-0.034716845,1.16222944e-10,2.6944986e-09,0,
-0.034472704,1.34342725e-10,2.49064428e-09,0,
-0.034228563,1.47490565e-10,2.27037634e-09,0,
-0.033984423,1.54001327e-10,2.03694772e-09,0,
-0.033740282,1.54254077e-10,1.80832962e-09,0,
-0.033496141,1.47624461e-10,1.59367018e-09,0,
-0.033252001,1.35288367e-10,1.40722338e-09,0,
-0.03300786,1.18216025e-10,1.26292514e-09,0,
-0.03276372,9.94805665e-11,1.16829124e-09,0,
-0.032519579,8.41968354e-11,1.13602634e-09,0,
-0.032275438,8.09509186e-11,1.15970629e-09,0,
-0.032031298,9.42861819e-11,1.24355768e-09,0,
-0.031787157,1.20099084e-10,1.36880416e-09,0,
-0.031543016,1.50905284e-10,1.53798971e-09,0,
-0.031298876,1.82586822e-10,1.72948439e-09,0,
-0.031054735,2.11771806e-10,1.94562917e-09,0,
-0.030810595,2.36698863e-10,2.16495422e-09,1,0.109332041
-0.030566454,2.558431e-10,2.38526117e-09,1,0.107259995
-0.030322313,2.67944493e-10,2.5891563e-09,1,0.103487183
-0.030078173,2.72783394e-10,2.76822578e-09,1,0.098540876
-0.029834032,2.69331073e-10,2.91384958e-09,1,0.092431358
-0.029589891,2.58551402e-10,3.01297131e-09,1,0.085812766
-0.029345751,2.39737668e-10,3.06852562e-09,1,0.078127967
-0.02910161,2.14782396e-10,3.06674054e-09,1,0.070036051
-0.02885747,1.8355073e-10,3.02236209e-09,1,0.060730887
-0.028613329,1.48513681e-10,2.92608387e-09,1,0.050755101
-0.028369188,1.10782937e-10,2.80312437e-09,0,
-0.028125048,7.42564501e-11,2.6535507e-09,0,
-0.027880907,4.85114834e-11,2.51075029e-09,0,
-0.027636766,5.30459943e-11,2.3847682e-09,0,
-0.027392626,8.13162497e-11,2.3087221e-09,0,
-0.027148485,1.13588004e-10,2.28852571e-09,0,
-0.026904345,1.4355909e-10,2.33509454e-09,0,
-0.026660204,1.69555701e-10,2.43168325e-09,0,
-0.026416063,1.89491825e-10,2.56268461e-09,1,0.073942702
-0.026171923,2.04086952e-10,2.70456192e-09,1,0.075460262
-0.025927782,2.11650138e-10,2.83572439e-09,1,0.074637062
-0.025683641,2.13817452e-10,2.94637674e-09,1,0.072569624
-0.025439501,2.09397838e-10,3.01675202e-09,1,0.069411684
-0.02519536,2.0033623e-10,3.05477769e-09,1,0.06558128
-0.02495122,1.86191623e-10,3.04214226e-09,1,0.061204114
-0.024707079,1.68754763e-10,3.00067539e-09,1,0.056238926
-0.024462938,1.48499556e-10,2.91442564e-09,1,0.050953284
-0.024218798,1.2685247e-10,2.81115778e-09,0,
-0.023974657,1.05361781e-10,2.68055327e-09,0,
-0.023730516,8.55036399e-11,2.54597259e-09,0,
-0.023486376,7.04308244e-11,2.40660314e-09,0,
-0.023242235,6.25402609e-11,2.27240399e-09,0,
-0.022998095,6.37980765e-11,2.15455385e-09,0,
-0.022753954,7.15378987e-11,2.04697061e-09,0,
-0.022509813,8.23504414e-11,1.97317135e-09,0,
-0.022265673,9.31894129e-11,1.91624418e-09,0,
-0.022021532,1.03221836e-10,1.90913728e-09,0,
-0.021777391,1.10789934e-10,1.92975045e-09,0,
-0.021533251,1.17168224e-10,2.01102065e-09,0,
-0.02128911,1.20563505e-10,2.12446737e-09,0,
-0.02104497,1.23715388e-10,2.29176836e-09,0,
-0.020800829,1.24634251e-10,2.47996744e-09,0,
-0.020556688,1.26629996e-10,2.6968383e-09,0,
-0.020312548,1.28178873e-10,2.91540458e-09,0,
-0.020068407,1.31443706e-10,3.13014454e-09,0,
-0.019824266,1.36120334e-10,3.33018971e-09,1,0.040874649
-0.019580126,1.41501526e-10,3.49589864e-09,1,0.040476438
-0.019335985,1.48894159e-10,3.63814517e-09,1,0.040925843
-0.019091845,1.54800132e-10,3.72366797e-09,1,0.041571948
-0.018847704,1.61790694e-10,3.78536845e-09,1,0.042741069
-0.018603563,1.65552701e-10,3.78030301e-09,1,0.0437935
-0.018359423,1.68593971e-10,3.75808922e-09,1,0.04486162
-0.018115282,1.68308153e-10,3.67325917e-09,1,0.045819841
-0.017871141,1.65496571e-10,3.58216459e-09,1,0.046200158
-0.017627001,1.61323254e-10,3.44548379e-09,1,0.046821655
-0.01738286,1.54053728e-10,3.3135859e-09,1,0.046491545
-0.01713872,1.49259895e-10,3.16140234e-09,1,0.047213192
-0.016894579,1.43732957e-10,3.01997622e-09,1,0.047594069
-0.016650438,1.44634006e-10,2.88509586e-09,1,0.050131438
-0.016406298,1.49781018e-10,2.75626648e-09,0,
-0.016162157,1.60495906e-10,2.65685359e-09,1,0.060408261
-0.015918016,1.78062037e-10,2.54514264e-09,1,0.069961516
-0.015673876,1.94956054e-10,2.48186421e-09,1,0.078552264
-0.015429735,2.17472836e-10,2.37710218e-09,1,0.091486533
-0.015185595,2.34268768e-10,2.34119795e-09,1,0.100063631
-0.014941454,2.53031845e-10,2.23061025e-09,1,0.113436153
-0.014697313,2.65536766e-10,2.21438508e-09,1,0.119914449
-0.014453173,2.73697981e-10,2.09207967e-09,1,0.130825793
-0.014209032,2.8090057e-10,2.09293854e-09,1,0.134213483
-0.013964891,2.72445473e-10,1.95695278e-09,1,0.139219237
-0.013720751,2.82801257e-10,2.00682413e-09,1,0.140919801
