t_s,env_h1,env_v1,selected,ratio_h1_v1_selected
-0.119970798,3.19531686e-22,1.65972175e-21,0,
-0.119726658,1.58068414e-22,2.16261813e-21,0,
-0.119482517,1.83086036e-22,1.98073132e-21,0,
-0.119238377,1.4139008e-22,2.0904573e-21,0,
-0.118994236,1.52972257e-22,1.966554e-21,0,
-0.118750095,1.50516149e-22,1.87655576e-21,0,
-0.118505955,1.57918595e-22,1.87164472e-21,0,
-0.118261814,1.78693509e-22,1.71780742e-21,0,
-0.118017673,1.83757706e-22,1.65390732e-21,0,
-0.117773533,2.0953535e-22,1.51120575e-21,0,
-0.117529392,2.18602941e-22,1.39043702e-21,0,
-0.117285252,2.50874727e-22,1.48225503e-21,0,
-0.117041111,2.69442042e-22,1.70383732e-21,0,
-0.11679697,3.01984565e-22,2.11580642e-21,0,
-0.11655283,3.15469949e-22,2.60889975e-21,0,
-0.116308689,3.2695847e-22,3.02277958e-21,0,
-0.116064548,3.1590936e-22,3.40747774e-21,0,
-0.115820408,2.90588784e-22,3.5966547e-21,0,
-0.115576267,2.47340522e-22,3.64723897e-21,0,
-0.115332127,1.88981726e-22,3.51596403e-21,0,
-0.115087986,1.29464841e-22,3.19805523e-21,0,
-0.114843845,8.16091214e-23,2.79386181e-21,0,
-0.114599705,8.64124113e-23,2.28355756e-21,0,
-0.114355564,1.29227261e-22,1.85517306e-21,0,
-0.114111423,1.66998405e-22,1.61323687e-21,0,
-0.113867283,1.96009175e-22,1.64309076e-21,0,
-0.113623142,2.08119205e-22,1.91034818e-21,0,
-0.113379002,2.10159406e-22,2.18773411e-21,0,
-0.113134861,2.05896022e-22,2.40368766e-21,0,
-0.11289072,2.00327065e-22,2.51906926e-21,0,
-0.11264658,1.96663766e-22,2.4858385e-21,0,
-0.112402439,1.89782542e-22,2.38841323e-21,0,
-0.112158298,1.78698692e-22,2.2137141e-21,0,
-0.111914158,1.54488373e-22,2.0525295e-21,0,
-0.111670017,1.22183519e-22,1.95228709e-21,0,
-0.111425877,8.38548738e-23,1.89171717e-21,0,
-0.111181736,7.72926614e-23,1.89219309e-21,0,
-0.110937595,1.20695082e-22,1.86019646e-21,0,
-0.110693455,1.77889246e-22,1.77417466e-21,0,
-0.110449314,2.32220771e-22,1.63871617e-21,0,
-0.110205173,2.71354133e-22,1.45012091e-21,0,
-0.109961033,2.92492125e-22,1.3419526e-21,0,
-0.109716892,2.95136019e-22,1.40100959e-21,0,
-0.109472752,2.8077012e-22,1.64326861e-21,0,
-0.109228611,2.60935052e-22,2.01126723e-21,0,
-0.10898447,2.42384097e-22,2.35764793e-21,0,
-0.10874033,2.38639711e-22,2.63044814e-21,0,
-0.108496189,2.44642525e-22,2.77493083e-21,0,
-0.108252048,2.56816709e-22,2.7471354e-21,0,
-0.108007908,2.60452016e-22,2.5832557e-21,0,
-0.107763767,2.54729925e-22,2.27785485e-21,0,
-0.107519627,2.33511003e-22,1.94390148e-21,0,
-0.107275486,2.09681291e-22,1.71849302e-21,0,
-0.107031345,1.9177278e-22,1.75618092e-21,0,
-0.106787205,2.00428182e-22,2.09622563e-21,0,
-0.106543064,2.30219805e-22,2.5585232e-21,0,
-0.106298923,2.71949139e-22,3.00567154e-21,0,
-0.106054783,3.08723294e-22,3.3590708e-21,0,
-0.105810642,3.38140461e-22,3.53780364e-21,0,
-0.105566502,3.54225386e-22,3.55314095e-21,1,0.099693593
-0.105322361,3.65611227e-22,3.3769461e-21,0,
-0.10507822,3.72661376e-22,3.0516753e-21,0,
-0.10483408,3.85430408e-22,2.62612095e-21,0,
-0.104589939,3.97122904e-22,2.15969467e-21,0,
-0.104345798,4.08274963e-22,1.79188742e-21,0,
-0.104101658,4.05610963e-22,1.62710488e-21,0,
-0.103857517,3.89737218e-22,1.72059253e-21,0,
-0.103613377,3.52080381e-22,1.98460047e-21,0,
-0.103369236,3.01271516e-22,2.26865217e-21,0,
-0.103125095,2.4217924e-22,2.52733672e-21,0,
-0.102880955,2.03936684e-22,2.73175421e-21,0,
-0.102636814,2.0897607e-22,2.88285319e-21,0,
-0.102392673,2.5885873e-22,3.02382771e-21,0,
-0.102148533,3.19241208e-22,3.14513888e-21,0,
-0.101904392,3.75754177e-22,3.26979504e-21,0,
-0.101660252,4.13961508e-22,3.37478411e-21,1,0.122663108
-0.101416111,4.37604818e-22,3.42308513e-21,1,0.127839303
-0.10117197,4.44924629e-22,3.4067038e-21,1,0.130602675
-0.10092783,4.48284291e-22,3.27989203e-21,1,0.136676539
-0.100683689,4.4928804e-22,3.06180065e-21,1,0.146739808
-0.100439548,4.55361818e-22,2.76772924e-21,1,0.164525421
-0.100195408,4.59100883e-22,2.4491768e-21,0,
-0.099951267,4.59363047e-22,2.2196164e-21,0,
-0.099707127,4.47160204e-22,2.15944405e-21,0,
-0.099462986,4.24893165e-22,2.31299359e-21,0,
-0.099218845,3.93749813e-22,2.60601531e-21,0,
-0.098974705,3.68038815e-22,2.90507781e-21,0,
-0.098730564,3.58667506e-22,3.13748348e-21,0,
-0.098486423,3.74269864e-22,3.22253871e-21,0,
-0.098242283,4.03361754e-22,3.13526668e-21,1,0.128653092
-0.097998142,4.33270196e-22,2.87587259e-21,0,
-0.097754002,4.48176936e-22,2.45115164e-21,0,
-0.097509861,4.42949574e-22,1.94554669e-21,0,
-0.09726572,4.15180568e-22,1.48261884e-21,0,
-0.09702158,3.72399107e-22,1.34737531e-21,0,
-0.096777439,3.27715126e-22,1.7048957e-21,0,
-0.096533298,2.994622e-22,2.30260724e-21,0,
-0.096289158,2.98076903e-22,2.93043064e-21,0,
-0.096045017,3.17485324e-22,3.48748313e-21,0,
-0.095800877,3.39823709e-22,3.90766687e-21,1,0.086963326
-0.095556736,3.52716468e-22,4.19063771e-21,1,0.084167731
-0.095312595,3.50839026e-22,4.31813555e-21,1,0.081247803
-0.095068455,3.39454493e-22,4.31925412e-21,1,0.078590998
-0.094824314,3.30837874e-22,4.2256866e-21,1,0.078292099
-0.094580173,3.38660969e-22,4.06465928e-21,1,0.083318415
-0.094336033,3.65540932e-22,3.89348254e-21,1,0.09388534
-0.094091892,4.01298426e-22,3.724348e-21,1,0.107749981
-0.093847752,4.30854033e-22,3.5850575e-21,1,0.120180509
-0.093603611,4.42384968e-22,3.47913735e-21,1,0.127153637
-0.09335947,4.30686432e-22,3.38963268e-21,1,0.127059913
-0.09311533,3.95760653e-22,3.33268742e-21,1,0.118751207
-0.092871189,3.4840874e-22,3.30077694e-21,0,
-0.092627048,3.04857063e-22,3.31603536e-21,0,
-0.092382908,2.88590294e-22,3.40106415e-21,0,
-0.092138767,3.05393286e-22,3.54088705e-21,0,
-0.091894627,3.41108648e-22,3.73072602e-21,1,0.091432243
-0.091650486,3.73484429e-22,3.91942656e-21,1,0.09529058
-0.091406345,3.90340139e-22,4.05763551e-21,1,0.096198916
-0.091162205,3.86781587e-22,4.11204911e-21,1,0.094060547
-0.090918064,3.70942012e-22,4.0338446e-21,1,0.091957437
-0.090673923,3.56852203e-22,3.82799483e-21,1,0.093221704
-0.090429783,3.647671e-22,3.49887036e-21,1,0.104252819
-0.090185642,3.99469234e-22,3.09440676e-21,0,
-0.089941502,4.5173142e-22,2.7186631e-21,0,
-0.089697361,5.02692765e-22,2.49309259e-21,1,0.201634214
-0.08945322,5.40433028e-22,2.54698689e-21,1,0.212185242
-0.08920908,5.56162642e-22,2.86159078e-21,1,0.194354359
-0.088964939,5.53225269e-22,3.29346817e-21,1,0.167976504
-0.088720798,5.37844597e-22,3.72086907e-21,1,0.144548112
-0.088476658,5.26804852e-22,4.03407082e-21,1,0.130588895
-0.088232517,5.29514443e-22,4.18264995e-21,1,0.126597839
-0.087988377,5.51616102e-22,4.14986849e-21,1,0.132923755
-0.087744236,5.81900951e-22,3.93502697e-21,1,0.147877246
-0.087500095,6.10745661e-22,3.60396088e-21,1,0.169465119
-0.087255955,6.24766929e-22,3.23732905e-21,1,0.192988393
-0.087011814,6.23388247e-22,2.98118108e-21,1,0.20910781
-0.086767673,6.07335443e-22,2.98329574e-21,1,0.203578692
-0.086523533,5.90668828e-22,3.26585312e-21,1,0.180862031
-0.086279392,5.82045572e-22,3.74059485e-21,1,0.15560241
-0.086035252,5.90423765e-22,4.25935756e-21,1,0.138618033
-0.085791111,6.07445871e-22,4.7032998e-21,1,0.129153126
-0.08554697,6.24600698e-22,5.01171731e-21,1,0.124628078
-0.08530283,6.26736232e-22,5.12868018e-21,1,0.122202245
-0.085058689,6.10278595e-22,5.05602994e-21,1,0.120703121
-0.084814548,5.73227497e-22,4.80250178e-21,1,0.119360184
-0.084570408,5.29025704e-22,4.40432764e-21,1,0.120114975
-0.084326267,4.92944909e-22,3.93739751e-21,1,0.125195617
-0.084082127,4.85410859e-22,3.47715381e-21,1,0.139600054
-0.083837986,5.07234343e-22,3.14583419e-21,1,0.161240012
-0.083593845,5.48132907e-22,3.03572106e-21,1,0.180561025
-0.083349705,5.86721699e-22,3.16038203e-21,1,0.18564898
-0.083105564,6.12253814e-22,3.46386578e-21,1,0.176754486
-0.082861423,6.17137851e-22,3.83492884e-21,1,0.160925503
-0.082617283,6.07911233e-22,4.19890126e-21,1,0.144778645
-0.082373142,5.93690459e-22,4.51557058e-21,1,0.131476288
-0.082129002,5.89880755e-22,4.74916492e-21,1,0.124207258
-0.081884861,6.01761846e-22,4.90632024e-21,1,0.12265034
-0.08164072,6.2725673e-22,4.9767968e-21,1,0.126036235
-0.08139658,6.52642241e-22,4.96483463e-21,1,0.131452967
-0.081152439,6.65701959e-22,4.88188021e-21,1,0.136361797
-0.080908298,6.55360868e-22,4.72132242e-21,1,0.138808751
-0.080664158,6.18641007e-22,4.51032406e-21,1,0.1371611
-0.080420017,5.59400381e-22,4.26409773e-21,1,0.131188452
-0.080175877,4.89188911e-22,4.02236301e-21,1,0.121617296
-0.079931736,4.25986957e-22,3.84710292e-21,1,0.110729285
-0.079687595,3.86251865e-22,3.77911749e-21,1,0.102206895
-0.079443455,3.76016382e-22,3.85961691e-21,1,0.097423239
-0.079199314,3.82433922e-22,4.06977944e-21,1,0.093969201
-0.078955173,3.86672986e-22,4.3473709e-21,1,0.088944099
-0.078711033,3.74355144e-22,4.63229834e-21,1,0.080814127
-0.078466892,3.4313666e-22,4.84303084e-21,1,0.070851636
-0.078222752,3.00059006e-22,4.9355954e-21,1,0.060794895
-0.077978611,2.64689931e-22,4.88002663e-21,1,0.054239444
-0.07773447,2.56463386e-22,4.66268063e-21,0,
-0.07749033,2.78723497e-22,4.32104919e-21,0,
-0.077246189,3.11573587e-22,3.90103028e-21,0,
-0.077002048,3.34408817e-22,3.50999057e-21,0,
-0.076757908,3.34298457e-22,3.28347008e-21,0,
-0.076513767,3.0985931e-22,3.32140963e-21,0,
-0.076269627,2.68699658e-22,3.63480688e-21,0,
-0.076025486,2.34148928e-22,4.1071252e-21,0,
-0.075781345,2.34563654e-22,4.60492946e-21,0,
-0.075537205,2.77285615e-22,5.03809978e-21,1,0.055037738
-0.075293064,3.3804357e-22,5.33038208e-21,1,0.063418262
-0.075048923,3.93429426e-22,5.46355455e-21,1,0.072009792
-0.074804783,4.29870779e-22,5.43156231e-21,1,0.079143119
-0.074560642,4.44059454e-22,5.2547016e-21,1,0.084507073
-0.074316502,4.38644239e-22,4.98943884e-21,1,0.087914544
-0.074072361,4.24852686e-22,4.68581725e-21,1,0.090667788
-0.07382822,4.126759e-22,4.42678097e-21,1,0.09322257
-0.07358408,4.11189432e-22,4.27223005e-21,1,0.096247025
-0.073339939,4.16445387e-22,4.24933298e-21,1,0.098002531
-0.073095798,4.21298808e-22,4.35971201e-21,1,0.09663455
-0.072851658,4.12815137e-22,4.54872948e-21,1,0.090753943
-0.072607517,3.86736777e-22,4.77113528e-21,1,0.0810576
-0.072363377,3.41086746e-22,4.98655493e-21,1,0.068401281
-0.072119236,2.89106046e-22,5.15560518e-21,1,0.056076064
-0.071875095,2.50009453e-22,5.27354391e-21,1,0.047408243
-0.071630955,2.50402511e-22,5.31781098e-21,1,0.047087516
-0.071386814,2.85982401e-22,5.28281465e-21,1,0.054134476
-0.071142673,3.33623313e-22,5.16434629e-21,1,0.064601267
-0.070898533,3.68269769e-22,4.94558734e-21,1,0.074464314
-0.070654392,3.80142488e-22,4.64211673e-21,1,0.081889903
-0.070410252,3.63560729e-22,4.26205362e-21,1,0.085301773
-0.070166111,3.27448071e-22,3.85288413e-21,1,0.084987781
