event,preprocess,window_start_s,window_end_s,f_lo_hz,f_hi_hz,best_lag_ms,best_corr,abs_best_corr,ratio_median,ratio_p16,ratio_p84,ratio_log_std,ratio_iqr_over_median,ratio_slope_window_fraction,status,status_reason
GW150914,bandpass,-0.12,-0.01,30,350,-5.126953,0.7494812,0.7494812,1.4693133,1.1920785,1.8243826,0.2082671,0.3142411,0.2570884,pass,all_gates_passed
