t_s,env_h1,env_l1,selected,ratio_h1_l1_selected
-1.990283251,3.54938497e-10,3.71356099e-10,0,
-1.99003911,6.91702821e-10,7.51289029e-10,1,0.920688036
-1.98979497,8.23492087e-10,8.58695357e-10,1,0.959003773
-1.989550829,8.22620892e-10,7.84285187e-10,1,1.048879802
-1.989306688,8.24126754e-10,6.78645787e-10,1,1.214369513
-1.989062548,7.21462315e-10,5.32851152e-10,1,1.353965947
-1.988818407,5.95590315e-10,4.57066596e-10,0,
-1.988574266,4.69633825e-10,4.86796205e-10,0,
-1.988330126,3.19039646e-10,5.58373047e-10,0,
-1.988085985,2.22229372e-10,6.58560504e-10,0,
-1.987841845,1.45679788e-10,7.43809552e-10,0,
-1.987597704,1.08226135e-10,7.89868131e-10,0,
-1.987353563,1.29476722e-10,7.94315204e-10,0,
-1.987109423,1.9355401e-10,7.3158951e-10,0,
-1.986865282,3.01634991e-10,6.33775548e-10,0,
-1.986621141,4.26798745e-10,5.23529195e-10,0,
-1.986377001,5.19355616e-10,4.3916361e-10,0,
-1.98613286,5.84976904e-10,4.13848327e-10,0,
-1.98588872,5.95532997e-10,4.15916196e-10,0,
-1.985644579,5.51294551e-10,4.17072936e-10,0,
-1.985400438,4.8295046e-10,4.07275863e-10,0,
-1.985156298,3.92562183e-10,3.7613204e-10,0,
-1.984912157,3.19709425e-10,3.40101858e-10,0,
-1.984668016,2.83111668e-10,2.97071646e-10,0,
-1.984423876,2.69530805e-10,2.61797573e-10,0,
-1.984179735,2.87725426e-10,2.57702556e-10,0,
-1.983935595,3.18684621e-10,2.78838022e-10,0,
-1.983691454,3.4983264e-10,3.07945736e-10,0,
-1.983447313,3.78317086e-10,3.19951175e-10,0,
-1.983203173,3.78949064e-10,2.98464306e-10,0,
-1.982959032,3.6694805e-10,2.53914935e-10,0,
-1.982714891,3.58132666e-10,1.88187154e-10,0,
-1.982470751,3.6560743e-10,1.16506785e-10,0,
-1.98222661,4.0223552e-10,7.50220294e-11,0,
-1.98198247,4.43060618e-10,1.48272028e-10,0,
-1.981738329,4.59517416e-10,2.78785606e-10,0,
-1.981494188,4.52458881e-10,4.25772327e-10,0,
-1.981250048,4.15341037e-10,5.57281404e-10,0,
-1.981005907,3.64078454e-10,6.54850758e-10,0,
-1.980761766,3.26026408e-10,6.97088481e-10,0,
-1.980517626,3.11310582e-10,6.7901969e-10,0,
-1.980273485,3.38595411e-10,6.15452439e-10,0,
-1.980029345,3.86426504e-10,5.28466583e-10,0,
-1.979785204,4.39886324e-10,4.60084225e-10,0,
-1.979541063,4.86538411e-10,4.41265746e-10,0,
-1.979296923,5.07090988e-10,4.62215691e-10,0,
-1.979052782,5.06344328e-10,4.95229661e-10,0,
-1.978808641,4.82836428e-10,5.17243694e-10,0,
-1.978564501,4.42987167e-10,5.19597848e-10,0,
-1.97832036,4.04617609e-10,5.12255161e-10,0,
-1.97807622,3.65731211e-10,4.99644272e-10,0,
-1.977832079,3.27889965e-10,4.88261801e-10,0,
-1.977587938,2.95097214e-10,4.82317837e-10,0,
-1.977343798,2.66877055e-10,4.79685978e-10,0,
-1.977099657,2.64112327e-10,4.86929233e-10,0,
-1.976855516,2.7944312e-10,5.04491997e-10,0,
-1.976611376,2.96283726e-10,5.28158018e-10,0,
-1.976367235,2.98507332e-10,5.5580653e-10,0,
-1.976123095,2.77910275e-10,5.79976653e-10,0,
-1.975878954,2.63493686e-10,5.98608828e-10,0,
-1.975634813,2.88052141e-10,6.14795411e-10,0,
-1.975390673,3.53390984e-10,6.25072575e-10,0,
-1.975146532,4.33167969e-10,6.30233453e-10,0,
-1.974902391,4.92217362e-10,6.32010588e-10,1,0.778811893
-1.974658251,5.14166159e-10,6.31612467e-10,1,0.814053215
-1.97441411,5.02588741e-10,6.36931807e-10,1,0.789077787
-1.97416997,4.59471722e-10,6.43280081e-10,0,
-1.973925829,4.0389025e-10,6.42071793e-10,0,
-1.973681688,3.37811818e-10,6.25156822e-10,0,
-1.973437548,2.59530957e-10,5.91193043e-10,0,
-1.973193407,1.63091387e-10,5.60403011e-10,0,
-1.972949266,4.84872994e-11,5.54129502e-10,0,
-1.972705126,1.13923624e-10,5.746709e-10,0,
-1.972460985,2.60073656e-10,6.00723724e-10,0,
-1.972216845,3.91785143e-10,6.00697571e-10,0,
-1.971972704,4.93705274e-10,5.60004347e-10,0,
-1.971728563,5.56247498e-10,4.86598409e-10,0,
-1.971484423,5.75060425e-10,4.00473801e-10,0,
-1.971240282,5.63586303e-10,3.34369025e-10,0,
-1.970996141,5.28082898e-10,3.14567101e-10,0,
-1.970752001,4.84873168e-10,3.49657657e-10,0,
-1.97050786,4.43754138e-10,4.38840054e-10,0,
