event,preprocess,window_start_s,window_end_s,f_lo_hz,f_hi_hz,best_lag_ms,best_corr,abs_best_corr,ratio_median,ratio_p16,ratio_p84,ratio_log_std,ratio_iqr_over_median,ratio_slope_window_fraction,status,status_reason
GW200224_222234,bandpass,-0.12,-0.01,30,350,3.90625,-0.0819371,0.0819371,0.0597168,0.048684,0.0755362,0.214606,0.3293388,0.4470984,reject,low_cross_correlation
