event,preprocess,window_start_s,window_end_s,f_lo_hz,f_hi_hz,best_lag_ms,best_corr,abs_best_corr,ratio_median,ratio_p16,ratio_p84,ratio_log_std,ratio_iqr_over_median,ratio_slope_window_fraction,status,status_reason
GW200129_065458,bandpass,-0.12,-0.01,30,350,-2.441406,-0.0531194,0.0531194,0.082785,0.0550659,0.1125374,0.3576849,0.4951452,0.4073344,reject,low_cross_correlation
