t_s,env_l1,env_v1,selected,ratio_l1_v1_selected
-0.102099657,2.45042754e-10,2.58539378e-09,1,0.094779664
-0.101855516,2.80125048e-10,2.69338873e-09,1,0.104004686
-0.101611376,3.05052833e-10,2.72717007e-09,1,0.111856916
-0.101367235,3.20639545e-10,2.81898823e-09,1,0.113742775
-0.101123095,3.21958392e-10,2.83963276e-09,1,0.113380292
-0.100878954,3.15448384e-10,2.88782992e-09,1,0.109233713
-0.100634813,2.94100192e-10,2.8855386e-09,1,0.101922113
-0.100390673,2.68067089e-10,2.87736184e-09,1,0.093164191
-0.100146532,2.30375515e-10,2.85232077e-09,1,0.080767744
-0.099902391,1.93588143e-10,2.79160441e-09,0,
-0.099658251,1.53520553e-10,2.75073738e-09,0,
-0.09941411,1.27155252e-10,2.65507294e-09,0,
-0.09916997,1.15724352e-10,2.60880903e-09,0,
-0.098925829,1.30615762e-10,2.50402329e-09,0,
-0.098681688,1.53899001e-10,2.46469222e-09,0,
-0.098437548,1.83437131e-10,2.37844348e-09,0,
-0.098193407,2.04896134e-10,2.35894454e-09,0,
-0.097949266,2.2306828e-10,2.31402434e-09,0,
-0.097705126,2.28104024e-10,2.32361299e-09,0,
-0.097460985,2.27258905e-10,2.33080358e-09,0,
-0.097216845,2.13114064e-10,2.36831375e-09,0,
-0.096972704,1.93385371e-10,2.4216236e-09,0,
-0.096728563,1.63522767e-10,2.47303534e-09,0,
-0.096484423,1.31024428e-10,2.55207473e-09,0,
-0.096240282,9.54240497e-11,2.59673235e-09,0,
-0.095996141,6.88077539e-11,2.67518533e-09,0,
-0.095752001,6.23114424e-11,2.69543879e-09,0,
-0.09550786,8.45151786e-11,2.75019219e-09,0,
-0.09526372,1.12079041e-10,2.73814083e-09,0,
-0.095019579,1.4188329e-10,2.7560593e-09,0,
-0.094775438,1.62841222e-10,2.71591288e-09,0,
-0.094531298,1.79557917e-10,2.69751815e-09,0,
-0.094287157,1.84903457e-10,2.64443294e-09,0,
-0.094043016,1.83928869e-10,2.60365947e-09,0,
-0.093798876,1.72462944e-10,2.55952835e-09,0,
-0.093554735,1.54490831e-10,2.51840919e-09,0,
-0.093310595,1.2914705e-10,2.50431189e-09,0,
-0.093066454,9.86349008e-11,2.48289924e-09,0,
-0.092822313,6.52786073e-11,2.50948913e-09,0,
-0.092578173,3.0601147e-11,2.5159699e-09,0,
-0.092334032,1.67152951e-11,2.57752832e-09,0,
-0.092089891,4.76184592e-11,2.60631422e-09,0,
-0.091845751,7.73843881e-11,2.68365754e-09,0,
-0.09160161,1.06916954e-10,2.72173837e-09,0,
-0.09135747,1.29042973e-10,2.7906703e-09,0,
-0.091113329,1.49234364e-10,2.824203e-09,0,
-0.090869188,1.62071114e-10,2.86297837e-09,0,
-0.090625048,1.7316865e-10,2.87961324e-09,0,
-0.090380907,1.78816719e-10,2.87338458e-09,0,
-0.090136766,1.83993597e-10,2.86251301e-09,0,
-0.089892626,1.86271982e-10,2.80571003e-09,0,
-0.089648485,1.89115731e-10,2.76002136e-09,0,
-0.089404345,1.90574487e-10,2.65766039e-09,0,
-0.089160204,1.92013683e-10,2.57719937e-09,0,
-0.088916063,1.9182385e-10,2.4458383e-09,0,
-0.088671923,1.89584491e-10,2.3434714e-09,0,
-0.088427782,1.84836515e-10,2.21209076e-09,0,
-0.088183641,1.76163846e-10,2.11710562e-09,0,
-0.087939501,1.65070776e-10,2.02519237e-09,0,
-0.08769536,1.49858852e-10,1.97698134e-09,0,
-0.08745122,1.34303271e-10,1.9602149e-09,0,
-0.087207079,1.17195995e-10,1.98252153e-09,0,
-0.086962938,1.04357367e-10,2.04513109e-09,0,
-0.086718798,9.52065151e-11,2.12163357e-09,0,
-0.086474657,9.42579084e-11,2.23066433e-09,0,
-0.086230516,9.72650646e-11,2.31987831e-09,0,
-0.085986376,1.03524282e-10,2.43147483e-09,0,
-0.085742235,1.06922723e-10,2.49663556e-09,0,
-0.085498095,1.07548581e-10,2.57651292e-09,0,
-0.085253954,1.00619271e-10,2.59786776e-09,0,
-0.085009813,8.87870692e-11,2.62664068e-09,0,
-0.084765673,6.8497977e-11,2.60098453e-09,0,
-0.084521532,4.63537099e-11,2.57409088e-09,0,
-0.084277391,3.23866761e-11,2.51064994e-09,0,
-0.084033251,5.35493043e-11,2.43689447e-09,0,
-0.08378911,9.29858638e-11,2.35272295e-09,0,
-0.08354497,1.36346964e-10,2.2514482e-09,0,
-0.083300829,1.81151356e-10,2.16712737e-09,0,
-0.083056688,2.23566507e-10,2.06355508e-09,0,
-0.082812548,2.61629631e-10,1.99898768e-09,0,
-0.082568407,2.93941905e-10,1.91764586e-09,0,
-0.082324266,3.17271982e-10,1.88704633e-09,0,
-0.082080126,3.32759966e-10,1.84416133e-09,1,0.180439727
-0.081835985,3.36369098e-10,1.85067007e-09,1,0.181755302
-0.081591845,3.31608094e-10,1.84888138e-09,0,
-0.081347704,3.14487801e-10,1.88279915e-09,0,
-0.081103563,2.90336809e-10,1.91223694e-09,0,
-0.080859423,2.5618239e-10,1.95582881e-09,0,
-0.080615282,2.18735845e-10,2.00023439e-09,0,
-0.080371141,1.77365355e-10,2.03564895e-09,0,
-0.080127001,1.41684979e-10,2.07893033e-09,0,
-0.07988286,1.16971547e-10,2.09486322e-09,0,
-0.07963872,1.16678568e-10,2.12676891e-09,0,
-0.079394579,1.3468984e-10,2.12298712e-09,0,
-0.079150438,1.63948492e-10,2.14409893e-09,0,
-0.078906298,1.90997901e-10,2.13343681e-09,0,
-0.078662157,2.15222032e-10,2.15702669e-09,0,
-0.078418016,2.29721003e-10,2.1620349e-09,0,
-0.078173876,2.37185533e-10,2.2075852e-09,0,
-0.077929735,2.33395407e-10,2.2483744e-09,0,
-0.077685595,2.21744198e-10,2.32578879e-09,0,
-0.077441454,2.00270222e-10,2.4044154e-09,0,
-0.077197313,1.72176109e-10,2.50192558e-09,0,
-0.076953173,1.37876254e-10,2.59883011e-09,0,
-0.076709032,1.00699371e-10,2.68825727e-09,0,
-0.076464891,6.56277378e-11,2.77377921e-09,0,
-0.076220751,4.93372876e-11,2.82595029e-09,0,
-0.07597661,6.75547061e-11,2.87394569e-09,0,
-0.07573247,1.03632626e-10,2.87077922e-09,0,
-0.075488329,1.39339696e-10,2.86656591e-09,0,
-0.075244188,1.7415383e-10,2.80607434e-09,0,
-0.075000048,2.0239124e-10,2.74910964e-09,0,
-0.074755907,2.26400101e-10,2.64478676e-09,0,
-0.074511766,2.42510786e-10,2.54775985e-09,1,0.095185889
-0.074267626,2.52813101e-10,2.42414942e-09,0,
-0.074023485,2.55388653e-10,2.30943524e-09,0,
-0.073779345,2.51397099e-10,2.19550111e-09,0,
-0.073535204,2.40781923e-10,2.08971024e-09,0,
-0.073291063,2.23523706e-10,2.011663e-09,0,
-0.073046923,2.0140732e-10,1.93923316e-09,0,
-0.072802782,1.73350763e-10,1.91430752e-09,0,
-0.072558641,1.42839009e-10,1.89145344e-09,0,
-0.072314501,1.08334921e-10,1.92383178e-09,0,
-0.07207036,7.54033863e-11,1.95456285e-09,0,
-0.07182622,4.62970998e-11,2.03452203e-09,0,
-0.071582079,4.05454385e-11,2.11005402e-09,0,
-0.071337938,6.08890834e-11,2.21682282e-09,0,
-0.071093798,8.74502978e-11,2.31824694e-09,0,
-0.070849657,1.12017879e-10,2.42573577e-09,0,
-0.070605516,1.31171275e-10,2.52904937e-09,0,
-0.070361376,1.4317991e-10,2.61291243e-09,0,
-0.070117235,1.47914032e-10,2.6956738e-09,0,
-0.069873095,1.43265241e-10,2.74021889e-09,0,
-0.069628954,1.31650573e-10,2.78870101e-09,0,
-0.069384813,1.1065742e-10,2.7922075e-09,0,
-0.069140673,8.54241979e-11,2.80705766e-09,0,
-0.068896532,5.63504569e-11,2.78375081e-09,0,
-0.068652391,4.10909073e-11,2.78112179e-09,0,
-0.068408251,6.04860279e-11,2.75715675e-09,0,
-0.06816411,9.59509467e-11,2.76148685e-09,0,
-0.06791997,1.36004835e-10,2.76246365e-09,0,
-0.067675829,1.72108379e-10,2.79037509e-09,0,
-0.067431688,2.0438073e-10,2.82457376e-09,0,
-0.067187548,2.28600751e-10,2.87056075e-09,1,0.07963627
-0.066943407,2.44598426e-10,2.92219799e-09,1,0.083703578
-0.066699266,2.51102919e-10,2.9609148e-09,1,0.084805858
-0.066455126,2.47476397e-10,3.0003774e-09,1,0.082481756
-0.066210985,2.35617455e-10,3.00250536e-09,1,0.078473617
-0.065966845,2.1530155e-10,3.00206262e-09,1,0.071717875
-0.065722704,1.92015597e-10,2.94865245e-09,0,
-0.065478563,1.68009372e-10,2.89239107e-09,0,
-0.065234423,1.53381607e-10,2.78085042e-09,0,
-0.064990282,1.52297042e-10,2.66781346e-09,0,
-0.064746141,1.68665191e-10,2.51108937e-09,0,
-0.064502001,1.94279238e-10,2.35436035e-09,0,
-0.06425786,2.24102709e-10,2.17657265e-09,0,
-0.06401372,2.49969831e-10,2.00057844e-09,0,
-0.063769579,2.70742083e-10,1.83219447e-09,0,
-0.063525438,2.81167124e-10,1.66983541e-09,0,
-0.063281298,2.83532873e-10,1.54468867e-09,0,
-0.063037157,2.74666637e-10,1.43386398e-09,0,
-0.062793016,2.6009826e-10,1.38491412e-09,0,
-0.062548876,2.3978953e-10,1.35670811e-09,0,
-0.062304735,2.23569678e-10,1.39920152e-09,0,
-0.062060595,2.15347722e-10,1.45536621e-09,0,
-0.061816454,2.25205967e-10,1.57072315e-09,0,
-0.061572313,2.49713407e-10,1.68424826e-09,0,
-0.061328173,2.87340343e-10,1.83554413e-09,0,
-0.061084032,3.27217752e-10,1.97419549e-09,1,0.165747391
-0.060839891,3.670001e-10,2.1257484e-09,1,0.172645126
-0.060595751,3.98163591e-10,2.2617539e-09,1,0.176041961
-0.06035161,4.20923581e-10,2.38476072e-09,1,0.176505583
-0.06010747,4.29464354e-10,2.49502453e-09,1,0.17212831
-0.059863329,4.25514518e-10,2.56992655e-09,1,0.165574583
-0.059619188,4.06064698e-10,2.63793576e-09,1,0.153932747
-0.059375048,3.73577351e-10,2.65739249e-09,1,0.140580419
-0.059130907,3.28155761e-10,2.67729841e-09,1,0.122569737
-0.058886766,2.72552266e-10,2.64845261e-09,1,0.102910003
-0.058642626,2.10216481e-10,2.62861829e-09,0,
-0.058398485,1.45363065e-10,2.57296279e-09,0,
-0.058154345,9.03022882e-11,2.53585641e-09,0,
-0.057910204,7.6382974e-11,2.48448662e-09,0,
-0.057666063,1.13854012e-10,2.45928193e-09,0,
-0.057421923,1.64931813e-10,2.4409383e-09,0,
-0.057177782,2.09713816e-10,2.44783781e-09,0,
-0.056933641,2.45241747e-10,2.47301223e-09,0,
-0.056689501,2.66849889e-10,2.50958819e-09,1,0.106332143
-0.05644536,2.74946284e-10,2.56492031e-09,1,0.107194864
-0.05620122,2.68605232e-10,2.60971653e-09,1,0.102925061
-0.055957079,2.48737662e-10,2.66943164e-09,1,0.093180008
-0.055712938,2.17843703e-10,2.69837548e-09,0,
-0.055468798,1.77601647e-10,2.73947472e-09,0,
-0.055224657,1.35006464e-10,2.73852171e-09,0,
-0.054980516,9.85461795e-11,2.7485343e-09,0,
-0.054736376,9.05046246e-11,2.71706237e-09,0,
-0.054492235,1.17443107e-10,2.69496422e-09,0,
-0.054248095,1.59116088e-10,2.64309804e-09,0,
-0.054003954,2.01797734e-10,2.59688343e-09,0,
-0.053759813,2.38298276e-10,2.54025097e-09,0,
-0.053515673,2.65816284e-10,2.48317339e-09,1,0.107047009
-0.053271532,2.82908881e-10,2.43727751e-09,1,0.116075777
-0.053027391,2.88029068e-10,2.38376715e-09,1,0.120829364
-0.052783251,2.83056326e-10,2.35937738e-09,1,0.119970772
-0.05253911,2.66838681e-10,2.32136024e-09,1,0.114949277
-0.05229497,2.44097695e-10,2.32182772e-09,0,
-0.052050829,2.14380708e-10,2.3060211e-09,0,
-0.051806688,1.84967663e-10,2.32692875e-09,0,
-0.051562548,1.56987585e-10,2.33350021e-09,0,
-0.051318407,1.39738269e-10,2.36455745e-09,0,
-0.051074266,1.33204923e-10,2.38747755e-09,0,
-0.050830126,1.39681036e-10,2.41612982e-09,0,
-0.050585985,1.49791542e-10,2.44553539e-09,0,
-0.050341845,1.61110929e-10,2.4614722e-09,0,
-0.050097704,1.65859586e-10,2.48796434e-09,0,
-0.049853563,1.65482252e-10,2.48758722e-09,0,
-0.049609423,1.54997929e-10,2.50748777e-09,0,
-0.049365282,1.38355554e-10,2.49716471e-09,0,
-0.049121141,1.1207336e-10,2.51646784e-09,0,
-0.048877001,8.12565988e-11,2.51256199e-09,0,
-0.04863286,4.37856371e-11,2.54587892e-09,0,
-0.04838872,1.20812046e-11,2.56862922e-09,0,
-0.048144579,4.29892889e-11,2.63003845e-09,0,
-0.047900438,8.5883816e-11,2.69120099e-09,0,
-0.047656298,1.28843348e-10,2.78105785e-09,0,
-0.047412157,1.70472253e-10,2.87374894e-09,0,
-0.047168016,2.09376067e-10,2.97365665e-09,1,0.070410303
-0.046923876,2.46271397e-10,3.07418448e-09,1,0.080109505
-0.046679735,2.7899468e-10,3.15509276e-09,1,0.088426776
-0.046435595,3.09758568e-10,3.2338382e-09,1,0.095786662
-0.046191454,3.35331189e-10,3.26875756e-09,1,0.102586742
-0.045947313,3.58749107e-10,3.30077847e-09,1,0.108686212
-0.045703173,3.75646115e-10,3.27390283e-09,1,0.114739543
-0.045459032,3.8936103e-10,3.24534087e-09,1,0.119975388
-0.045214891,3.94794413e-10,3.15582728e-09,1,0.125100133
-0.044970751,3.95450935e-10,3.06646465e-09,1,0.128959887
-0.04472661,3.8638641e-10,2.92778999e-09,1,0.131972037
-0.04448247,3.7145664e-10,2.79048748e-09,1,0.133115322
-0.044238329,3.47024557e-10,2.62651069e-09,1,0.132123793
-0.043994188,3.17805415e-10,2.46387177e-09,1,0.128986183
-0.043750048,2.8284259e-10,2.30272442e-09,1,0.122829544
-0.043505907,2.49205186e-10,2.14144885e-09,0,
-0.043261766,2.2060171e-10,2.00853536e-09,0,
-0.043017626,2.08142539e-10,1.87262045e-09,0,
-0.042773485,2.14727838e-10,1.78436517e-09,0,
-0.042529345,2.41750331e-10,1.68945064e-09,0,
-0.042285204,2.78001214e-10,1.6499017e-09,0,
-0.042041063,3.190523e-10,1.6012731e-09,0,
-0.041796923,3.55462169e-10,1.6028453e-09,0,
-0.041552782,3.86199054e-10,1.59662702e-09,1,0.241884328
-0.041308641,4.05879799e-10,1.62357026e-09,1,0.249992137
-0.041064501,4.14901013e-10,1.64816712e-09,1,0.251734795
-0.04082036,4.11358704e-10,1.68111141e-09,1,0.244694493
-0.04057622,3.96045435e-10,1.71968954e-09,1,0.230300543
-0.040332079,3.70570116e-10,1.74187197e-09,1,0.212742454
-0.040087938,3.35944946e-10,1.77900818e-09,0,
-0.039843798,2.97229258e-10,1.78404936e-09,0,
-0.039599657,2.56128157e-10,1.81549989e-09,0,
-0.039355516,2.20877553e-10,1.81404775e-09,0,
-0.039111376,1.9398352e-10,1.85370317e-09,0,
-0.038867235,1.82590424e-10,1.87288188e-09,0,
-0.038623095,1.82296367e-10,1.94676357e-09,0,
-0.038378954,1.90087243e-10,2.0138854e-09,0,
-0.038134813,1.95731936e-10,2.13610929e-09,0,
-0.037890673,1.97087319e-10,2.25356908e-09,0,
-0.037646532,1.87269015e-10,2.40659765e-09,0,
-0.037402391,1.68923642e-10,2.54686896e-09,0,
-0.037158251,1.37732518e-10,2.69029217e-09,0,
-0.03691411,1.00562889e-10,2.81374004e-09,0,
-0.03666997,5.96299837e-11,2.90589085e-09,0,
-0.036425829,5.17770473e-11,2.9780149e-09,0,
-0.036181688,9.40203438e-11,2.9908952e-09,0,
-0.035937548,1.50272015e-10,2.99095237e-09,0,
-0.035693407,2.06932907e-10,2.91674758e-09,0,
-0.035449266,2.5935243e-10,2.84083473e-09,1,0.091294445
-0.035205126,3.02913603e-10,2.69254486e-09,1,0.112500857
-0.034960985,3.37455997e-10,2.55340627e-09,1,0.132159148
-0.034716845,3.57667818e-10,2.36098956e-09,1,0.15149064
-0.034472704,3.66868348e-10,2.18520046e-09,1,0.167887731
-0.034228563,3.59588136e-10,1.98845954e-09,1,0.180837542
-0.033984423,3.41798734e-10,1.81124675e-09,1,0.188709094
-0.033740282,3.09207089e-10,1.65104098e-09,0,
-0.033496141,2.68809913e-10,1.50885695e-09,0,
-0.033252001,2.19007985e-10,1.41793554e-09,0,
-0.03300786,1.65828303e-10,1.33894084e-09,0,
-0.03276372,1.12278668e-10,1.33339128e-09,0,
-0.032519579,6.39656676e-11,1.32934958e-09,0,
-0.032275438,4.4253434e-11,1.40473764e-09,0,
-0.032031298,6.38410799e-11,1.47162334e-09,0,
-0.031787157,9.0644956e-11,1.60693348e-09,0,
-0.031543016,1.11438893e-10,1.72981598e-09,0,
-0.031298876,1.18123776e-10,1.89330287e-09,0,
-0.031054735,1.15787044e-10,2.04735719e-09,0,
-0.030810595,9.97690905e-11,2.20283361e-09,0,
-0.030566454,7.97780343e-11,2.35622087e-09,0,
-0.030322313,6.71147949e-11,2.47165959e-09,0,
-0.030078173,8.20269886e-11,2.59386699e-09,0,
-0.029834032,1.25321666e-10,2.6504602e-09,0,
-0.029589891,1.76329452e-10,2.72322001e-09,0,
-0.029345751,2.30385565e-10,2.7226519e-09,1,0.084618076
-0.02910161,2.80977531e-10,2.74945196e-09,1,0.102194013
-0.02885747,3.23241436e-10,2.71704188e-09,1,0.118968147
-0.028613329,3.57136676e-10,2.72574392e-09,1,0.131023561
-0.028369188,3.75320404e-10,2.70411335e-09,1,0.138796106
-0.028125048,3.82220554e-10,2.73377432e-09,1,0.139814231
-0.027880907,3.69952674e-10,2.7599378e-09,1,0.134043845
-0.027636766,3.45573923e-10,2.82969646e-09,1,0.122124026
-0.027392626,3.02990674e-10,2.90561339e-09,1,0.104277697
-0.027148485,2.49825409e-10,2.99289244e-09,1,0.083472899
-0.026904345,1.83662652e-10,3.08236085e-09,0,
-0.026660204,1.11539622e-10,3.13806516e-09,0,
-0.026416063,4.06868519e-11,3.19250468e-09,0,
-0.026171923,6.20911749e-11,3.17223685e-09,0,
-0.025927782,1.3407074e-10,3.1548511e-09,0,
-0.025683641,2.07192622e-10,3.03850283e-09,1,0.06818905
-0.025439501,2.6756453e-10,2.93491893e-09,1,0.091165902
-0.02519536,3.19960122e-10,2.73196418e-09,1,0.117117247
-0.02495122,3.53507676e-10,2.55200718e-09,1,0.138521427
-0.024707079,3.74720217e-10,2.29761617e-09,1,0.163090869
-0.024462938,3.75316607e-10,2.07248761e-09,1,0.181094741
-0.024218798,3.61979712e-10,1.81832231e-09,1,0.19907346
-0.023974657,3.30972178e-10,1.59512039e-09,0,
-0.023730516,2.88613636e-10,1.39833763e-09,0,
-0.023486376,2.37696093e-10,1.23206255e-09,0,
-0.023242235,1.88295629e-10,1.14352696e-09,0,
-0.022998095,1.57071298e-10,1.07887594e-09,0,
-0.022753954,1.66275452e-10,1.12200001e-09,0,
-0.022509813,2.09061771e-10,1.16421924e-09,0,
-0.022265673,2.6999987e-10,1.32171717e-09,0,
-0.022021532,3.28960799e-10,1.44890714e-09,0,
-0.021777391,3.83456117e-10,1.68372688e-09,1,0.227742468
-0.021533251,4.24813316e-10,1.87295115e-09,1,0.226814948
-0.02128911,4.52326807e-10,2.13558111e-09,1,0.211805023
-0.02104497,4.6424688e-10,2.35499296e-09,1,0.197133023
-0.020800829,4.57483665e-10,2.58697218e-09,1,0.176841355
-0.020556688,4.37144097e-10,2.79257183e-09,1,0.156538175
-0.020312548,3.97095469e-10,2.94044383e-09,1,0.135046099
-0.020068407,3.48583551e-10,3.08636656e-09,1,0.112943017
-0.019824266,2.83207479e-10,3.11649986e-09,1,0.090873573
-0.019580126,2.16660264e-10,3.16991815e-09,1,0.068348851
-0.019335985,1.40647007e-10,3.07918598e-09,0,
-0.019091845,7.89095106e-11,3.03492912e-09,0,
-0.018847704,6.10525876e-11,2.85664038e-09,0,
-0.018603563,1.11774865e-10,2.74914389e-09,0,
-0.018359423,1.678561e-10,2.55392832e-09,0,
-0.018115282,2.18476571e-10,2.45960537e-09,0,
-0.017871141,2.54016298e-10,2.34041264e-09,0,
-0.017627001,2.80278573e-10,2.34204301e-09,1,0.119672684
-0.01738286,2.85918288e-10,2.35445346e-09,1,0.121437222
-0.01713872,2.84214409e-10,2.45644343e-09,1,0.115701589
-0.016894579,2.60799565e-10,2.56391511e-09,1,0.101719267
-0.016650438,2.34961975e-10,2.68348148e-09,1,0.087558635
-0.016406298,1.91679366e-10,2.81197041e-09,0,
-0.016162157,1.56057024e-10,2.86629591e-09,0,
-0.015918016,1.18774231e-10,2.96780948e-09,0,
-0.015673876,1.17099123e-10,2.92164801e-09,0,
-0.015429735,1.35137372e-10,2.97885636e-09,0,
-0.015185595,1.7887754e-10,2.84698741e-09,0,
-0.014941454,2.13770874e-10,2.85682469e-09,0,
-0.014697313,2.54520091e-10,2.68969973e-09,1,0.094627697
-0.014453173,2.72839324e-10,2.64903398e-09,1,0.102995781
-0.014209032,2.92924519e-10,2.50739223e-09,1,0.11682437
-0.013964891,2.84872929e-10,2.40952561e-09,1,0.118227807
-0.013720751,2.78019756e-10,2.33644571e-09,1,0.118992603
-0.01347661,2.43266708e-10,2.18108691e-09,0,
-0.01323247,2.09959117e-10,2.19156085e-09,0,
-0.012988329,1.55128229e-10,1.99909601e-09,0,
-0.012744188,1.04346549e-10,2.09660449e-09,0,
-0.012500048,4.81921113e-11,1.90985106e-09,0,
-0.012255907,6.65508925e-11,2.10446302e-09,0,
-0.012011766,1.08043845e-10,1.96855142e-09,0,
-0.011767626,1.82634775e-10,2.26024124e-09,0,
-0.011523485,2.18190258e-10,2.20216003e-09,0,
-0.011279345,2.84815934e-10,2.54709715e-09,1,0.111819816
-0.011035204,2.95298674e-10,2.61232397e-09,1,0.113040602
-0.010791063,3.43837856e-10,2.91770269e-09,1,0.117845405
-0.010546923,3.33781198e-10,3.32896894e-09,1,0.100265639
-0.010302782,3.5880913e-10,3.45055168e-09,1,0.103986018
-0.010058641,4.45920598e-10,5.99263704e-09,1,0.074411414
