t_s,env_l1,env_v1,selected,ratio_l1_v1_selected
-0.102490187,3.92165501e-10,5.4827672e-09,1,0.071526929
-0.102246046,3.68618783e-10,5.49021646e-09,1,0.067141029
-0.102001905,3.41364032e-10,5.38166187e-09,1,0.06343097
-0.101757765,3.16595252e-10,5.38408859e-09,1,0.058802014
-0.101513624,2.94650322e-10,5.29363937e-09,1,0.055661201
-0.101269484,2.79830624e-10,5.29487446e-09,1,0.052849341
-0.101025343,2.69276822e-10,5.23975508e-09,1,0.051391109
-0.100781202,2.63282871e-10,5.24013982e-09,0,
-0.100537062,2.56306903e-10,5.22523243e-09,0,
-0.100292921,2.4781732e-10,5.21993435e-09,0,
-0.10004878,2.33735851e-10,5.23819009e-09,0,
-0.09980464,2.16022396e-10,5.21986343e-09,0,
-0.099560499,1.94261111e-10,5.25675106e-09,0,
-0.099316359,1.74538333e-10,5.2207208e-09,0,
-0.099072218,1.61185195e-10,5.2602049e-09,0,
-0.098828077,1.62669413e-10,5.20855848e-09,0,
-0.098583937,1.78461688e-10,5.23826988e-09,0,
-0.098339796,2.05927763e-10,5.18064307e-09,0,
-0.098095655,2.36296856e-10,5.19515162e-09,0,
-0.097851515,2.660361e-10,5.14639333e-09,0,
-0.097607374,2.89343553e-10,5.14824653e-09,1,0.05620235
-0.097363234,3.05789341e-10,5.12445083e-09,1,0.059672607
-0.097119093,3.12465759e-10,5.12280707e-09,1,0.060995028
-0.096874952,3.11225166e-10,5.13708362e-09,1,0.060584018
-0.096630812,3.01754478e-10,5.14405497e-09,1,0.058660819
-0.096386671,2.87989501e-10,5.20273354e-09,1,0.055353498
-0.09614253,2.72103335e-10,5.22839777e-09,1,0.05204335
-0.09589839,2.59495682e-10,5.32822631e-09,0,
-0.095654249,2.52768699e-10,5.37628021e-09,0,
-0.095410109,2.54900347e-10,5.50367797e-09,1,0.046314546
-0.095165968,2.63763945e-10,5.56973351e-09,1,0.047356654
-0.094921827,2.77029377e-10,5.703079e-09,1,0.048575406
-0.094677687,2.89502729e-10,5.77613645e-09,1,0.05012048
-0.094433546,2.98312192e-10,5.89076898e-09,1,0.05064062
-0.094189405,2.9997447e-10,5.9567069e-09,1,0.050359112
-0.093945265,2.9359592e-10,6.03094933e-09,1,0.048681543
-0.093701124,2.7854051e-10,6.07639319e-09,1,0.045839777
-0.093456984,2.56203648e-10,6.09661221e-09,1,0.042023937
-0.093212843,2.29200317e-10,6.11206559e-09,1,0.03749965
-0.092968702,2.02116688e-10,6.07540522e-09,0,
-0.092724562,1.8173566e-10,6.05710826e-09,0,
-0.092480421,1.75175687e-10,5.97141797e-09,0,
-0.09223628,1.85279708e-10,5.92171695e-09,0,
-0.09199214,2.07972764e-10,5.8030042e-09,0,
-0.091747999,2.35546265e-10,5.72928139e-09,0,
-0.091503859,2.61690306e-10,5.59763417e-09,1,0.046750162
-0.091259718,2.81731719e-10,5.51022467e-09,1,0.051128899
-0.091015577,2.92788541e-10,5.38548689e-09,1,0.054366216
-0.090771437,2.93469284e-10,5.2954015e-09,1,0.055419647
-0.090527296,2.8291509e-10,5.19383421e-09,1,0.054471336
-0.090283155,2.62138836e-10,5.11120414e-09,0,
-0.090039015,2.31836297e-10,5.04385686e-09,0,
-0.089794874,1.95245523e-10,4.97755616e-09,0,
-0.089550734,1.55290761e-10,4.95024568e-09,0,
-0.089306593,1.19528811e-10,4.90829024e-09,0,
-0.089062452,9.87337284e-11,4.92239673e-09,0,
-0.088818312,1.04891389e-10,4.91210511e-09,0,
-0.088574171,1.31269062e-10,4.96530776e-09,0,
-0.08833003,1.64434249e-10,4.99238537e-09,0,
-0.08808589,1.9620558e-10,5.07894322e-09,0,
-0.087841749,2.23355956e-10,5.14548336e-09,0,
-0.087597609,2.44341835e-10,5.25623538e-09,0,
-0.087353468,2.59662709e-10,5.35846811e-09,0,
-0.087109327,2.6980717e-10,5.48098994e-09,1,0.049225993
-0.086865187,2.76933071e-10,5.60792648e-09,1,0.049382436
-0.086621046,2.82100936e-10,5.72723449e-09,1,0.049256048
-0.086376905,2.87460441e-10,5.8610922e-09,1,0.049045542
-0.086132765,2.92896958e-10,5.96109932e-09,1,0.049134722
-0.085888624,2.98898549e-10,6.07980526e-09,1,0.04916252
-0.085644484,3.03376581e-10,6.14551054e-09,1,0.049365562
-0.085400343,3.05386676e-10,6.22693989e-09,1,0.049042817
-0.085156202,3.02094844e-10,6.24711297e-09,1,0.048357513
-0.084912062,2.92692715e-10,6.27419008e-09,1,0.046650279
-0.084667921,2.75171283e-10,6.2441253e-09,1,0.044068828
-0.08442378,2.49994671e-10,6.20959151e-09,1,0.040259439
-0.08417964,2.16961798e-10,6.13336209e-09,0,
-0.083935499,1.78682077e-10,6.04292244e-09,0,
-0.083691359,1.38530497e-10,5.93440278e-09,0,
-0.083447218,1.05935904e-10,5.80703961e-09,0,
-0.083203077,9.62534138e-11,5.68871106e-09,0,
-0.082958937,1.17353005e-10,5.5531337e-09,0,
-0.082714796,1.53679987e-10,5.45152672e-09,0,
-0.082470655,1.92168825e-10,5.33834112e-09,0,
-0.082226515,2.25012997e-10,5.27582302e-09,0,
-0.081982374,2.49111486e-10,5.20708152e-09,0,
-0.081738234,2.61520436e-10,5.19277065e-09,0,
-0.081494093,2.61885284e-10,5.17404434e-09,0,
-0.081249952,2.49689985e-10,5.19991721e-09,0,
-0.081005812,2.26997029e-10,5.22045814e-09,0,
-0.080761671,1.96748722e-10,5.26623366e-09,0,
-0.08051753,1.66148049e-10,5.30656213e-09,0,
-0.08027339,1.4677814e-10,5.34946591e-09,0,
-0.080029249,1.52818194e-10,5.38995744e-09,0,
-0.079785109,1.84699339e-10,5.41273589e-09,0,
-0.079540968,2.31185996e-10,5.43868108e-09,0,
-0.079296827,2.80613018e-10,5.43314285e-09,1,0.051648378
-0.079052687,3.26297951e-10,5.43656566e-09,1,0.060019132
-0.078808546,3.63039599e-10,5.40379585e-09,1,0.067182331
-0.078564405,3.8806066e-10,5.38409934e-09,1,0.072075316
-0.078320265,3.98997851e-10,5.33330847e-09,1,0.074812446
-0.078076124,3.95040629e-10,5.29772463e-09,1,0.074567981
-0.077831984,3.76042078e-10,5.24461203e-09,1,0.071700647
-0.077587843,3.42893609e-10,5.20762721e-09,1,0.0658445
-0.077343702,2.97598208e-10,5.17158491e-09,1,0.057544875
-0.077099562,2.42866075e-10,5.15151461e-09,0,
-0.076855421,1.83475576e-10,5.15030895e-09,0,
-0.07661128,1.27176182e-10,5.16225063e-09,0,
-0.07636714,9.33145697e-11,5.204558e-09,0,
-0.076122999,1.06330389e-10,5.2524803e-09,0,
-0.075878859,1.48961395e-10,5.33230402e-09,0,
-0.075634718,1.95157048e-10,5.40586307e-09,0,
-0.075390577,2.34450521e-10,5.50358569e-09,0,
-0.075146437,2.62472234e-10,5.58246219e-09,1,0.047017288
-0.074902296,2.77234432e-10,5.67239861e-09,1,0.048874286
-0.074658155,2.77799059e-10,5.73490713e-09,1,0.048440028
-0.074414015,2.64664155e-10,5.79462538e-09,1,0.045674075
-0.074169874,2.38646976e-10,5.82545697e-09,0,
-0.073925734,2.019903e-10,5.84265045e-09,0,
-0.073681593,1.56852739e-10,5.83715786e-09,0,
-0.073437452,1.06740589e-10,5.81257728e-09,0,
-0.073193312,5.54461119e-11,5.7774501e-09,0,
-0.072949171,2.06612339e-11,5.72400344e-09,0,
-0.07270503,5.28916439e-11,5.67488961e-09,0,
-0.07246089,9.20308724e-11,5.6134532e-09,0,
-0.072216749,1.22857562e-10,5.57004583e-09,0,
-0.071972609,1.42675258e-10,5.52283099e-09,0,
-0.071728468,1.49941987e-10,5.50229773e-09,0,
-0.071484327,1.44328388e-10,5.48546483e-09,0,
-0.071240187,1.25869644e-10,5.49625572e-09,0,
-0.070996046,9.58910712e-11,5.51456635e-09,0,
-0.070751905,5.59930694e-11,5.55349277e-09,0,
-0.070507765,1.26259346e-11,5.59950391e-09,0,
-0.070263624,4.73089331e-11,5.65362113e-09,0,
-0.070019484,1.01888318e-10,5.71140914e-09,0,
-0.069775343,1.55981626e-10,5.76326451e-09,0,
-0.069531202,2.06135494e-10,5.81424831e-09,0,
-0.069287062,2.4949558e-10,5.84764287e-09,1,0.042666008
-0.069042921,2.83644999e-10,5.87608456e-09,1,0.048271089
-0.06879878,3.06571603e-10,5.88050232e-09,1,0.052133574
-0.06855464,3.17095966e-10,5.87760039e-09,1,0.053949902
-0.068310499,3.14459677e-10,5.85082151e-09,1,0.053746243
-0.068066359,2.98997465e-10,5.8170249e-09,1,0.05140041
-0.067822218,2.71511767e-10,5.76581211e-09,1,0.047089944
-0.067578077,2.34128176e-10,5.71087269e-09,0,
-0.067333937,1.89978409e-10,5.64936028e-09,0,
-0.067089796,1.45226887e-10,5.58951145e-09,0,
-0.066845655,1.12284922e-10,5.53492057e-09,0,
-0.066601515,1.11391028e-10,5.48719224e-09,0,
-0.066357374,1.44164614e-10,5.45350277e-09,0,
-0.066113234,1.91493725e-10,5.42890345e-09,0,
-0.065869093,2.40260343e-10,5.42106665e-09,0,
-0.065624952,2.84440986e-10,5.42015569e-09,1,0.052478379
-0.065380812,3.20628112e-10,5.43237707e-09,1,0.059021697
-0.065136671,3.46967803e-10,5.44607332e-09,1,0.063709719
-0.06489253,3.62264873e-10,5.46540121e-09,1,0.066283308
-0.06464839,3.66163738e-10,5.4802402e-09,1,0.066815272
-0.064404249,3.58722559e-10,5.49290727e-09,1,0.065306502
-0.064160109,3.40596232e-10,5.49714576e-09,1,0.061958741
-0.063915968,3.12753473e-10,5.49396617e-09,1,0.05692672
-0.063671827,2.76535152e-10,5.48162129e-09,1,0.050447694
-0.063427687,2.33491308e-10,5.46058945e-09,0,
-0.063183546,1.85343559e-10,5.43276254e-09,0,
-0.062939405,1.33947715e-10,5.39902035e-09,0,
-0.062695265,8.13654831e-11,5.36314791e-09,0,
-0.062451124,3.16035172e-11,5.32716045e-09,0,
-0.062206984,3.09337498e-11,5.29482199e-09,0,
-0.061962843,7.56645695e-11,5.26931207e-09,0,
-0.061718702,1.18413832e-10,5.25281337e-09,0,
-0.061474562,1.55698219e-10,5.24873045e-09,0,
-0.061230421,1.86143122e-10,5.25682233e-09,0,
-0.06098628,2.0883257e-10,5.2791227e-09,0,
-0.06074214,2.23080243e-10,5.31318573e-09,0,
-0.060497999,2.28525394e-10,5.35820449e-09,0,
-0.060253859,2.25072302e-10,5.41096273e-09,0,
-0.060009718,2.12992926e-10,5.46714743e-09,0,
-0.059765577,1.92954575e-10,5.52499403e-09,0,
-0.059521437,1.66086567e-10,5.57698363e-09,0,
-0.059277296,1.34278314e-10,5.62484311e-09,0,
-0.059033155,1.0071016e-10,5.65894214e-09,0,
-0.058789015,7.24022617e-11,5.68539443e-09,0,
-0.058544874,6.40581444e-11,5.69414089e-09,0,
-0.058300734,8.2634545e-11,5.69494286e-09,0,
-0.058056593,1.13061254e-10,5.67932427e-09,0,
-0.057812452,1.43824953e-10,5.65840479e-09,0,
-0.057568312,1.6985972e-10,5.62720491e-09,0,
-0.057324171,1.88403231e-10,5.59491335e-09,0,
-0.05708003,1.97719594e-10,5.56136115e-09,0,
-0.05683589,1.96834475e-10,5.53038499e-09,0,
-0.056591749,1.85261928e-10,5.50704735e-09,0,
-0.056347609,1.63322616e-10,5.4873321e-09,0,
-0.056103468,1.31659142e-10,5.4811409e-09,0,
-0.055859327,9.18506226e-11,5.47602739e-09,0,
-0.055615187,4.59568845e-11,5.48573711e-09,0,
-0.055371046,1.41658527e-11,5.49126702e-09,0,
-0.055126905,6.11182932e-11,5.50853854e-09,0,
-0.054882765,1.12769693e-10,5.51604125e-09,0,
-0.054638624,1.61439827e-10,5.52927129e-09,0,
-0.054394484,2.04231566e-10,5.52947369e-09,0,
-0.054150343,2.38810676e-10,5.52833282e-09,0,
-0.053906202,2.63302144e-10,5.51502637e-09,1,0.047742681
-0.053662062,2.76198991e-10,5.49412113e-09,1,0.050271733
-0.053417921,2.76873433e-10,5.46646416e-09,1,0.050649455
-0.05317378,2.64971203e-10,5.42746136e-09,1,0.048820468
-0.05292964,2.4133632e-10,5.39079717e-09,0,
-0.052685499,2.06993434e-10,5.34269851e-09,0,
-0.052441359,1.64421909e-10,5.30772242e-09,0,
-0.052197218,1.16793323e-10,5.26483157e-09,0,
-0.051953077,7.194743e-11,5.2446007e-09,0,
-0.051708937,5.46056381e-11,5.22188819e-09,0,
-0.051464796,8.48208193e-11,5.22664201e-09,0,
-0.051220655,1.28582311e-10,5.23351586e-09,0,
-0.050976515,1.69576843e-10,5.26513806e-09,0,
-0.050732374,2.02233707e-10,5.3006298e-09,0,
-0.050488234,2.24168844e-10,5.3502514e-09,0,
-0.050244093,2.33422469e-10,5.40282253e-09,0,
-0.049999952,2.29664962e-10,5.45370318e-09,0,
-0.049755812,2.12579011e-10,5.50587077e-09,0,
-0.049511671,1.83437908e-10,5.53993926e-09,0,
-0.04926753,1.43607049e-10,5.57476809e-09,0,
-0.04902339,9.6242662e-11,5.57918656e-09,0,
-0.048779249,4.80293136e-11,5.58556809e-09,0,
-0.048535109,4.16309915e-11,5.55674145e-09,0,
-0.048290968,9.01459611e-11,5.53215027e-09,0,
-0.048046827,1.43836158e-10,5.47651459e-09,0,
-0.047802687,1.92668333e-10,5.42727445e-09,0,
-0.047558546,2.33399477e-10,5.35934218e-09,0,
-0.047314405,2.62989542e-10,5.29882572e-09,0,
-0.047070265,2.80147912e-10,5.2373311e-09,1,0.053490587
-0.046826124,2.83320295e-10,5.18250636e-09,1,0.054668586
-0.046581984,2.72663813e-10,5.14551704e-09,1,0.052990557
-0.046337843,2.48306275e-10,5.11238251e-09,0,
-0.046093702,2.11881462e-10,5.11233016e-09,0,
-0.045849562,1.65549529e-10,5.11130995e-09,0,
-0.045605421,1.13543892e-10,5.15124983e-09,0,
-0.04536128,6.71113245e-11,5.18420698e-09,0,
-0.04511714,6.55584788e-11,5.25678408e-09,0,
-0.044872999,1.12901645e-10,5.31698614e-09,0,
-0.044628859,1.69838636e-10,5.40674664e-09,0,
-0.044384718,2.23395152e-10,5.48163961e-09,0,
-0.044140577,2.69591829e-10,5.5697929e-09,1,0.048402487
-0.043896437,3.05253941e-10,5.64513832e-09,1,0.054073775
-0.043652296,3.290429e-10,5.71497369e-09,1,0.057575576
-0.043408155,3.39726685e-10,5.77881984e-09,1,0.058788246
-0.043164015,3.37176383e-10,5.82011313e-09,1,0.05793296
-0.042919874,3.21901222e-10,5.86561555e-09,1,0.054879359
-0.042675734,2.94750585e-10,5.87688091e-09,1,0.050154255
-0.042431593,2.57771817e-10,5.90334417e-09,1,0.043665389
-0.042187452,2.12521862e-10,5.89131389e-09,0,
-0.041943312,1.62125311e-10,5.90305728e-09,0,
-0.041699171,1.08625401e-10,5.87945893e-09,0,
-0.04145503,5.61756491e-11,5.88269561e-09,0,
-0.04121089,1.89488053e-11,5.8593833e-09,0,
-0.040966749,5.028683e-11,5.85836624e-09,0,
-0.040722609,8.97125232e-11,5.84281985e-09,0,
-0.040478468,1.21876687e-10,5.83735197e-09,0,
-0.040234327,1.45158665e-10,5.83060608e-09,0,
-0.039990187,1.58680154e-10,5.81650896e-09,0,
-0.039746046,1.62143295e-10,5.81419147e-09,0,
-0.039501905,1.5627566e-10,5.78640497e-09,0,
-0.039257765,1.41345879e-10,5.78172409e-09,0,
-0.039013624,1.19268486e-10,5.73798878e-09,0,
-0.038769484,9.07048191e-11,5.72483913e-09,0,
-0.038525343,5.82290257e-11,5.6678798e-09,0,
-0.038281202,2.27237961e-11,5.6429985e-09,0,
-0.038037062,1.33941223e-11,5.58046414e-09,0,
-0.037792921,4.88254965e-11,5.54458096e-09,0,
-0.03754878,8.17870655e-11,5.48735716e-09,0,
-0.03730464,1.11398022e-10,5.44556768e-09,0,
-0.037060499,1.36514279e-10,5.40550172e-09,0,
-0.036816359,1.56500357e-10,5.36667419e-09,0,
-0.036572218,1.71288032e-10,5.35418885e-09,0,
-0.036328077,1.80461209e-10,5.32883829e-09,0,
-0.036083937,1.84962045e-10,5.35020101e-09,0,
-0.035839796,1.84594185e-10,5.34676117e-09,0,
-0.035595655,1.81104771e-10,5.40107001e-09,0,
-0.035351515,1.74517732e-10,5.42193008e-09,0,
-0.035107374,1.67134104e-10,5.4991942e-09,0,
-0.034863234,1.5915415e-10,5.53886758e-09,0,
-0.034619093,1.53074527e-10,5.62110826e-09,0,
-0.034374952,1.48881714e-10,5.66786583e-09,0,
-0.034130812,1.48470765e-10,5.733635e-09,0,
-0.033886671,1.50749988e-10,5.7736057e-09,0,
-0.03364253,1.56326608e-10,5.80416538e-09,0,
-0.03339839,1.63054567e-10,5.82568954e-09,0,
-0.033154249,1.70868159e-10,5.81039291e-09,0,
-0.032910109,1.77618988e-10,5.8069939e-09,0,
-0.032665968,1.83265869e-10,5.74615907e-09,0,
-0.032421827,1.86352306e-10,5.71761162e-09,0,
-0.032177687,1.86938816e-10,5.62229438e-09,0,
-0.031933546,1.84653504e-10,5.57394102e-09,0,
-0.031689405,1.79569987e-10,5.46291738e-09,0,
-0.031445265,1.7273409e-10,5.40363685e-09,0,
-0.031201124,1.6425857e-10,5.29855625e-09,0,
-0.030956984,1.56650734e-10,5.23798567e-09,0,
-0.030712843,1.50108098e-10,5.15807171e-09,0,
-0.030468702,1.4744265e-10,5.10398714e-09,0,
-0.030224562,1.48259592e-10,5.06174782e-09,0,
-0.029980421,1.52986373e-10,5.01864667e-09,0,
-0.02973628,1.60225122e-10,5.0176519e-09,0,
-0.02949214,1.67644537e-10,4.98707124e-09,0,
-0.029247999,1.74415491e-10,5.02204258e-09,0,
-0.029003859,1.77472693e-10,5.00406092e-09,0,
-0.028759718,1.77142068e-10,5.06281674e-09,0,
-0.028515577,1.71037773e-10,5.05746551e-09,0,
-0.028271437,1.60061832e-10,5.12409758e-09,0,
-0.028027296,1.43380342e-10,5.13179247e-09,0,
-0.027783155,1.21913366e-10,5.19052311e-09,0,
-0.027539015,9.71543627e-11,5.21163589e-09,0,
-0.027294874,7.06941729e-11,5.25064271e-09,0,
-0.027050734,5.01229089e-11,5.28493437e-09,0,
-0.026806593,4.73648499e-11,5.29915442e-09,0,
-0.026562452,6.5865527e-11,5.34556585e-09,0,
-0.026318312,9.22164397e-11,5.33755897e-09,0,
-0.026074171,1.17252922e-10,5.39421199e-09,0,
-0.02583003,1.39582672e-10,5.37271429e-09,0,
-0.02558589,1.55440126e-10,5.43658176e-09,0,
-0.025341749,1.65437729e-10,5.41318394e-09,0,
-0.025097609,1.6757121e-10,5.47915316e-09,0,
-0.024853468,1.62538765e-10,5.46426405e-09,0,
-0.024609327,1.50325781e-10,5.52410671e-09,0,
-0.024365187,1.3140453e-10,5.5236655e-09,0,
-0.024121046,1.07876349e-10,5.56604372e-09,0,
-0.023876905,8.03725987e-11,5.58005331e-09,0,
-0.023632765,5.40661872e-11,5.59241179e-09,0,
-0.023388624,3.63743362e-11,5.61543355e-09,0,
-0.023144484,4.33900785e-11,5.58753327e-09,0,
-0.022900343,6.44937048e-11,5.61048084e-09,0,
-0.022656202,8.58165778e-11,5.53830316e-09,0,
-0.022412062,1.02746033e-10,5.55072659e-09,0,
-0.022167921,1.13315136e-10,5.43921979e-09,0,
-0.02192378,1.1576943e-10,5.43161353e-09,0,
-0.02167964,1.10871953e-10,5.29521525e-09,0,
-0.021435499,9.68492598e-11,5.26120158e-09,0,
-0.021191359,7.66416076e-11,5.12183087e-09,0,
-0.020947218,4.85042147e-11,5.06009334e-09,0,
-0.020703077,1.70564136e-11,4.94304929e-09,0,
-0.020458937,2.01255978e-11,4.85869354e-09,0,
-0.020214796,5.62755686e-11,4.78746812e-09,0,
-0.019970655,9.32172248e-11,4.69229361e-09,0,
-0.019726515,1.26307372e-10,4.68357349e-09,0,
-0.019482374,1.55454804e-10,4.59477258e-09,0,
-0.019238234,1.77928832e-10,4.65474596e-09,0,
-0.018994093,1.9278085e-10,4.59193924e-09,0,
-0.018749952,1.99846387e-10,4.71450668e-09,0,
-0.018505812,1.97708025e-10,4.69567195e-09,0,
-0.018261671,1.89235222e-10,4.8626837e-09,0,
-0.01801753,1.73528105e-10,4.90003118e-09,0,
-0.01777339,1.57196397e-10,5.08358216e-09,0,
-0.017529249,1.41976471e-10,5.18040022e-09,0,
-0.017285109,1.38388763e-10,5.34723544e-09,0,
-0.017040968,1.47134676e-10,5.49632898e-09,0,
-0.016796827,1.70229374e-10,5.6140155e-09,0,
-0.016552687,1.98387582e-10,5.79803958e-09,0,
-0.016308546,2.29713069e-10,5.84182696e-09,0,
-0.016064405,2.5579464e-10,6.03564413e-09,1,0.04238067
-0.015820265,2.7827637e-10,5.99443322e-09,1,0.046422466
-0.015576124,2.89745792e-10,6.16927216e-09,1,0.04696596
-0.015331984,2.94829998e-10,6.04916608e-09,1,0.048738949
-0.015087843,2.86466807e-10,6.17768377e-09,1,0.046371232
-0.014843702,2.71631146e-10,6.00211814e-09,1,0.045255881
-0.014599562,2.44062015e-10,6.06270681e-09,1,0.040256279
-0.014355421,2.12690513e-10,5.86892781e-09,0,
-0.01411128,1.73334029e-10,5.84727349e-09,0,
-0.01386714,1.38978725e-10,5.6798203e-09,0,
-0.013622999,1.12655655e-10,5.56655125e-09,0,
-0.013378859,1.17310589e-10,5.46940317e-09,0,
-0.013134718,1.42974014e-10,5.25542785e-09,0,
-0.012890577,1.87338807e-10,5.26536457e-09,0,
-0.012646437,2.28107222e-10,4.94099865e-09,0,
-0.012402296,2.72983186e-10,5.08424067e-09,0,
-0.012158155,3.0414532e-10,4.65259671e-09,1,0.06537109
-0.011914015,3.3559143e-10,4.94303315e-09,1,0.067891802
-0.011669874,3.482621e-10,4.46205685e-09,1,0.078049678
-0.011425734,3.60138002e-10,4.89265038e-09,1,0.073607958
-0.011181593,3.50876259e-10,4.57072795e-09,1,0.076765947
-0.010937452,3.40721478e-10,5.08660467e-09,1,0.066984069
-0.010693312,3.10437556e-10,5.52972323e-09,1,0.0561398
-0.010449171,2.78622955e-10,5.99468639e-09,1,0.04647832
-0.01020503,2.43144297e-10,1.05518739e-08,1,0.02304276
