lag_ms,corr
-10.009766,0.00906665
-9.765625,-0.00192299
-9.521484,-0.01187676
-9.277344,-0.01886441
-9.033203,-0.02157964
-8.789062,-0.01975208
-8.544922,-0.01414744
-8.300781,-0.00623238
-8.056641,0.00238805
-7.8125,0.01054096
-7.568359,0.01776292
-7.324219,0.02418699
-7.080078,0.03019571
-6.835938,0.03604658
-6.591797,0.04161659
-6.347656,0.04635942
-6.103516,0.04952014
-5.859375,0.05053445
-5.615234,0.04935541
-5.371094,0.04644959
-5.126953,0.04248336
-4.882812,0.03792857
-4.638672,0.0327803
-4.394531,0.02650205
-4.150391,0.01826473
-3.90625,0.00743427
-3.662109,-0.00590334
-3.417969,-0.02067273
-3.173828,-0.03494036
-2.929688,-0.04636109
-2.685547,-0.05281827
-2.441406,-0.05311944
-2.197266,-0.0474427
-1.953125,-0.03727834
-1.708984,-0.02494569
-1.464844,-0.01290556
-1.220703,-0.00304727
-0.976562,0.00378588
-0.732422,0.00780698
-0.488281,0.00989992
-0.244141,0.01108133
0,0.01202335
0.244141,0.01221775
0.488281,0.01264826
0.732422,0.01233204
0.976562,0.01035839
1.220703,0.00634638
1.464844,0.00061622796
1.708984,-0.00598529
1.953125,-0.01248163
2.197266,-0.0181711
2.441406,-0.02284413
2.685547,-0.0267073
2.929688,-0.03006259
3.173828,-0.03293464
3.417969,-0.03487117
3.662109,-0.0350461
3.90625,-0.032635
4.150391,-0.02729219
4.394531,-0.01949504
4.638672,-0.01055739
4.882812,-0.00225659
5.126953,0.00379767
5.371094,0.00679349
5.615234,0.00705823
5.859375,0.00593877
6.103516,0.00526118
6.347656,0.00658432
6.591797,0.01054819
6.835938,0.01660328
7.080078,0.02323911
7.324219,0.02859815
7.568359,0.031207
7.8125,0.03050551
8.056641,0.02695681
8.300781,0.02174576
8.544922,0.01622688
8.789062,0.01133905
9.033203,0.00724504
9.277344,0.00337332
9.521484,-0.00118036
9.765625,-0.00711162
10.009766,-0.0144916
