event,preprocess,window_start_s,window_end_s,f_lo_hz,f_hi_hz,best_lag_ms,best_corr,abs_best_corr,ratio_median,ratio_p16,ratio_p84,ratio_log_std,ratio_iqr_over_median,ratio_slope_window_fraction,status,status_reason
GW200224_222234,bandpass,-0.12,-0.01,30,350,-9.521484,0.1097177,0.1097177,0.058267,0.0493059,0.0689793,0.1725576,0.2378049,0.065277,reject,low_cross_correlation
