event,quality,available_pair_count,usable_pair_count,pair_names,pair_pruning_applied,dropped_pairs,geometry_mode,pair_tensor_overlap_count,pair_scalar_overlap_count,status,status_reason,scalar_overlap_fraction,tensor_mismatch_max,scalar_mismatch_max,ring_directions_used
GW200129_065458,usable,3,3,H1-L1;H1-V1;L1-V1,0,,relaxed,1,2,reject_tensor_response,at_least_one_pair_outside_tensor_range,0.6666667,0.6268396,1.9119128,42
GW200224_222234,usable,3,3,H1-L1;H1-V1;L1-V1,0,,relaxed_insufficient,0,0,inconclusive_geometry,insufficient_ring_directions,,,,0
GW200115_042309,usable,3,3,H1-L1;H1-V1;L1-V1,0,,relaxed_insufficient,0,0,inconclusive_geometry,insufficient_ring_directions,,,,0
GW200311_115853,usable,3,3,H1-L1;H1-V1;L1-V1,0,,relaxed_insufficient,0,0,inconclusive_geometry,insufficient_ring_directions,,,,0
