lag_ms,corr
-10.009766,-0.0600043
-9.765625,-0.06017376
-9.521484,-0.05634202
-9.277344,-0.04879315
-9.033203,-0.03821905
-8.789062,-0.02558474
-8.544922,-0.01195051
-8.300781,0.00170913
-8.056641,0.01464634
-7.8125,0.02641072
-7.568359,0.03684097
-7.324219,0.04598617
-7.080078,0.05397902
-6.835938,0.06089327
-6.591797,0.06662317
-6.347656,0.0708202
-6.103516,0.07291206
-5.859375,0.0722088
-5.615234,0.06807478
-5.371094,0.0601211
-5.126953,0.04836599
-4.882812,0.03332525
-4.638672,0.01601541
-4.394531,-0.00213593
-4.150391,-0.01946955
-3.90625,-0.03433891
-3.662109,-0.04536313
-3.417969,-0.05162201
-3.173828,-0.0527566
-2.929688,-0.04898329
-2.685547,-0.04104537
-2.441406,-0.03010691
-2.197266,-0.01757727
-1.953125,-0.00487737
-1.708984,0.00679586
-1.464844,0.01663479
-1.220703,0.02428052
-0.976562,0.02978981
-0.732422,0.0335432
-0.488281,0.03611807
-0.244141,0.03813991
0,0.04012918
0.244141,0.04243861
0.488281,0.04450473
0.732422,0.04592061
0.976562,0.04623556
1.220703,0.04505878
1.464844,0.04214387
1.708984,0.03744234
1.953125,0.03112324
2.197266,0.02356165
2.441406,0.01530134
2.685547,0.0069979
2.929688,-0.00065054791
3.173828,-0.00697769
3.417969,-0.01142238
3.662109,-0.01359611
3.90625,-0.01333903
4.150391,-0.01075478
4.394531,-0.00621216
4.638672,-0.00030670546
4.882812,0.0062129
5.126953,0.01253843
5.371094,0.01790101
5.615234,0.02166627
5.859375,0.02341847
6.103516,0.0230192
6.347656,0.02062058
6.591797,0.01662019
6.835938,0.01156332
7.080078,0.00601609
7.324219,0.00044134287
7.568359,-0.00489295
7.8125,-0.00995022
8.056641,-0.01489717
8.300781,-0.02001706
8.544922,-0.02558445
8.789062,-0.03173229
9.033203,-0.03834429
9.277344,-0.04499837
9.521484,-0.05097112
9.765625,-0.05530382
10.009766,-0.05693422
