event,preprocess,window_start_s,window_end_s,f_lo_hz,f_hi_hz,best_lag_ms,best_corr,abs_best_corr,ratio_median,ratio_p16,ratio_p84,ratio_log_std,ratio_iqr_over_median,ratio_slope_window_fraction,status,status_reason
GW200311_115853,whiten,-2,-0.1,70,800,8.544922,0.0453091,0.0453091,8.0332802,5.3994496,11.4350673,0.3843425,0.5196608,0.1356447,reject,low_cross_correlation
