t_s,env_h1,env_l1,selected,ratio_h1_l1_selected
-0.10976553,1.03407736e-21,3.26890288e-21,1,0.316337742
-0.109521389,1.18930131e-21,3.68534141e-21,1,0.322711299
-0.109277248,1.36264256e-21,3.65218209e-21,1,0.373103674
-0.109033108,1.51166319e-21,3.17969658e-21,1,0.475411146
-0.108788967,1.62890494e-21,2.3375567e-21,1,0.696840827
-0.108544827,1.68248018e-21,1.22215653e-21,0,
-0.108300686,1.6729615e-21,3.95027947e-23,0,
-0.108056545,1.58816726e-21,1.16372735e-21,0,
-0.107812405,1.4441733e-21,2.11034944e-21,1,0.684328989
-0.107568264,1.25769692e-21,2.72193324e-21,1,0.462060165
-0.107324123,1.06668187e-21,2.90566907e-21,1,0.367103701
-0.107079983,9.17085654e-22,2.63630608e-21,0,
-0.106835842,8.56472583e-22,1.96368139e-21,0,
-0.106591702,8.9055103e-22,9.62647027e-22,0,
-0.106347561,9.81043506e-22,2.06842836e-22,0,
-0.10610342,1.07519728e-21,1.3974072e-21,0,
-0.10585928,1.14829128e-21,2.42715606e-21,0,
-0.105615139,1.19083272e-21,3.16106466e-21,1,0.376718875
-0.105370998,1.21124467e-21,3.48725716e-21,1,0.347334485
-0.105126858,1.22106036e-21,3.34998026e-21,1,0.364497776
-0.104882717,1.23022188e-21,2.77415883e-21,1,0.443457625
-0.104638577,1.24408988e-21,1.81528604e-21,0,
-0.104394436,1.25667385e-21,6.35664807e-22,0,
-0.104150295,1.26289933e-21,7.38385991e-22,0,
-0.103906155,1.25319066e-21,1.935701e-21,0,
-0.103662014,1.23516e-21,2.91073688e-21,1,0.424346154
-0.103417873,1.21680621e-21,3.51615462e-21,1,0.346061634
-0.103173733,1.22232266e-21,3.6684456e-21,1,0.333199069
-0.102929592,1.25879159e-21,3.36286411e-21,1,0.374321277
-0.102685452,1.3315197e-21,2.63567684e-21,1,0.505190806
-0.102441311,1.417458e-21,1.63277592e-21,0,
-0.10219717,1.49890925e-21,6.89038633e-22,0,
-0.10195303,1.54339871e-21,1.15040726e-21,0,
-0.101708889,1.54101266e-21,2.10885889e-21,1,0.73073294
-0.101464748,1.47528676e-21,2.81630604e-21,1,0.523837515
-0.101220608,1.35790669e-21,3.10557698e-21,1,0.437247796
-0.100976467,1.19310381e-21,2.93516314e-21,1,0.406486371
-0.100732327,1.01074771e-21,2.30648855e-21,0,
-0.100488186,8.33165747e-22,1.32859327e-21,0,
-0.100244045,7.03029248e-22,3.90184235e-22,0,
-0.099999905,6.39013328e-22,1.37012442e-21,0,
-0.099755764,6.41818163e-22,2.56823453e-21,0,
-0.099511623,6.71094847e-22,3.52157916e-21,0,
-0.099267483,7.05852101e-22,4.07520537e-21,0,
-0.099023342,7.27643264e-22,4.16222654e-21,1,0.174820678
-0.098779202,7.44889063e-22,3.75562126e-21,0,
-0.098535061,7.56673873e-22,2.93017721e-21,0,
-0.09829092,7.72555133e-22,1.82447887e-21,0,
-0.09804678,7.81624975e-22,9.23021645e-22,0,
-0.097802639,7.78088051e-22,1.47609238e-21,0,
-0.097558498,7.4459443e-22,2.54792835e-21,0,
-0.097314358,6.79435986e-22,3.38118696e-21,0,
-0.097070217,5.83070717e-22,3.81033224e-21,0,
-0.096826077,4.7745402e-22,3.76174151e-21,0,
-0.096581936,4.00282892e-22,3.27325193e-21,0,
-0.096337795,4.06172917e-22,2.46229013e-21,0,
-0.096093655,4.89314235e-22,1.66976518e-21,0,
-0.095849514,6.0031519e-22,1.63829748e-21,0,
-0.095605373,6.90891053e-22,2.4374685e-21,0,
-0.095361233,7.43437002e-22,3.30130107e-21,0,
-0.095117092,7.47473672e-22,3.88142964e-21,0,
-0.094872952,7.11199136e-22,4.02389669e-21,0,
-0.094628811,6.48925438e-22,3.6948153e-21,0,
-0.09438467,5.89319124e-22,2.93132193e-21,0,
-0.09414053,5.62018177e-22,1.87141286e-21,0,
-0.093896389,5.80898896e-22,9.5367613e-22,0,
-0.093652248,6.26718612e-22,1.45814642e-21,0,
-0.093408108,6.69616837e-22,2.56256051e-21,0,
-0.093163967,6.86321247e-22,3.47949813e-21,0,
-0.092919827,6.67842275e-22,4.00412727e-21,0,
-0.092675686,6.18126795e-22,4.06465491e-21,0,
-0.092431545,5.50271803e-22,3.66047045e-21,0,
-0.092187405,4.89386755e-22,2.87519407e-21,0,
-0.091943264,4.56372895e-22,1.91640662e-21,0,
-0.091699123,4.56615274e-22,1.33507212e-21,0,
-0.091454983,4.67322942e-22,1.83463887e-21,0,
-0.091210842,4.64692114e-22,2.72454208e-21,0,
-0.090966702,4.32541191e-22,3.42582031e-21,0,
-0.090722561,3.75394459e-22,3.74743318e-21,0,
-0.09047842,3.15100017e-22,3.63011489e-21,0,
-0.09023428,3.06170159e-22,3.10132124e-21,0,
-0.089990139,3.79639786e-22,2.30299516e-21,0,
-0.089745998,4.99821913e-22,1.58725263e-21,0,
-0.089501858,6.19653301e-22,1.6813234e-21,0,
-0.089257717,7.11192949e-22,2.48458969e-21,0,
-0.089013577,7.5727082e-22,3.31274813e-21,0,
-0.088769436,7.53383682e-22,3.85382277e-21,1,0.195489966
-0.088525295,6.97002886e-22,3.98554829e-21,0,
-0.088281155,5.98312718e-22,3.66607852e-21,0,
-0.088037014,4.6535219e-22,2.9385738e-21,0,
-0.087792873,3.17204522e-22,1.89591556e-21,0,
-0.087548733,1.68793826e-22,7.49527986e-22,0,
-0.087304592,7.84825812e-23,8.27529258e-22,0,
-0.087060452,1.66247625e-22,1.89141962e-21,0,
-0.086816311,2.9049223e-22,2.74364776e-21,0,
-0.08657217,4.15371059e-22,3.2316003e-21,0,
-0.08632803,5.36966897e-22,3.29190273e-21,0,
-0.086083889,6.53834641e-22,2.9420016e-21,0,
-0.085839748,7.57599497e-22,2.26293745e-21,0,
-0.085595608,8.35305389e-22,1.47937011e-21,0,
-0.085351467,8.73940891e-22,1.17820809e-21,0,
-0.085107327,8.60643796e-22,1.76766862e-21,0,
-0.084863186,7.92322665e-22,2.53179356e-21,0,
-0.084619045,6.68821912e-22,3.0774995e-21,0,
-0.084374905,5.07292812e-22,3.25427264e-21,0,
-0.084130764,3.46989875e-22,3.02185909e-21,0,
-0.083886623,3.09051395e-22,2.40160659e-21,0,
-0.083642483,4.54126615e-22,1.50719219e-21,0,
-0.083398342,6.62129534e-22,7.2434059e-22,0,
-0.083154202,8.61147652e-22,1.26916789e-21,0,
-0.082910061,1.02739678e-21,2.28091925e-21,0,
-0.08266592,1.14992617e-21,3.12223283e-21,1,0.368302505
-0.08242178,1.23090938e-21,3.62551974e-21,1,0.339512531
-0.082177639,1.27465739e-21,3.72252955e-21,1,0.342416996
-0.081933498,1.29379263e-21,3.39857423e-21,1,0.380686882
-0.081689358,1.29394529e-21,2.70792716e-21,1,0.477836075
-0.081445217,1.27911316e-21,1.76305113e-21,0,
-0.081201077,1.24021556e-21,8.16650865e-22,0,
-0.080956936,1.16928393e-21,8.99333613e-22,0,
-0.080712795,1.05594846e-21,1.73755679e-21,0,
-0.080468655,9.02456613e-22,2.40456479e-21,0,
-0.080224514,7.23770139e-22,2.72891096e-21,0,
-0.079980373,5.73227478e-22,2.65546639e-21,0,
-0.079736233,5.49389047e-22,2.20459105e-21,0,
-0.079492092,6.93662359e-22,1.4698123e-21,0,
-0.079247952,9.15033619e-22,7.4959025e-22,0,
-0.079003811,1.13514393e-21,1.05509846e-21,0,
-0.07875967,1.30919685e-21,1.92951141e-21,0,
-0.07851553,1.41706473e-21,2.67623972e-21,1,0.52949843
-0.078271389,1.44827896e-21,3.11711232e-21,1,0.464622
-0.078027248,1.40743809e-21,3.1688828e-21,1,0.444143307
-0.077783108,1.308207e-21,2.8143776e-21,1,0.464829951
-0.077538967,1.17699443e-21,2.09810825e-21,0,
-0.077294827,1.04647053e-21,1.13599007e-21,0,
-0.077050686,9.51968602e-22,5.19758359e-22,0,
-0.076806545,9.1768443e-22,1.42552647e-21,0,
-0.076562405,9.45616485e-22,2.4320682e-21,0,
-0.076318264,1.01639553e-21,3.19568591e-21,1,0.318052387
-0.076074123,1.10852425e-21,3.60219484e-21,1,0.307735783
-0.075829983,1.20743128e-21,3.60172783e-21,1,0.335236679
-0.075585842,1.30632363e-21,3.2057104e-21,1,0.407498953
-0.075341702,1.3978531e-21,2.4857261e-21,1,0.562352023
-0.075097561,1.47096022e-21,1.60171942e-21,0,
-0.07485342,1.51102343e-21,9.69024664e-22,0,
-0.07460928,1.50407429e-21,1.32020605e-21,0,
-0.074365139,1.44220228e-21,2.041759e-21,1,0.706352846
-0.074120998,1.32655036e-21,2.57762354e-21,1,0.514640845
-0.073876858,1.17578553e-21,2.76831597e-21,1,0.424729527
-0.073632717,1.03201458e-21,2.57045762e-21,0,
-0.073388577,9.65039835e-22,2.00404105e-21,0,
-0.073144436,1.02818883e-21,1.15013529e-21,0,
-0.072900295,1.20108411e-21,1.9741225e-22,0,
-0.072656155,1.41536195e-21,9.84863218e-22,0,
-0.072412014,1.61340604e-21,1.93843426e-21,1,0.832324354
-0.072167873,1.75884265e-21,2.65564357e-21,1,0.662303732
-0.071923733,1.8351894e-21,3.03225669e-21,1,0.605222311
-0.071679592,1.84029794e-21,3.01561548e-21,1,0.610256165
-0.071435452,1.78756187e-21,2.60327681e-21,1,0.686658391
-0.071191311,1.69913781e-21,1.85075699e-21,1,0.918077206
-0.07094717,1.60366685e-21,8.65661439e-22,0,
-0.07070303,1.52492938e-21,3.93122186e-22,0,
-0.070458889,1.47787431e-21,1.41769031e-21,0,
-0.070214748,1.46138079e-21,2.33723545e-21,1,0.625260409
-0.069970608,1.46565125e-21,2.97506292e-21,1,0.492645462
-0.069726467,1.47875567e-21,3.24851742e-21,1,0.455209401
-0.069482327,1.49808485e-21,3.12639774e-21,1,0.479172827
-0.069238186,1.5278297e-21,2.63899907e-21,1,0.578942872
-0.068994045,1.57442073e-21,1.88153502e-21,1,0.836774611
-0.068749905,1.63495055e-21,1.08890155e-21,0,
-0.068505764,1.69679836e-21,9.90928152e-22,0,
-0.068261623,1.73934795e-21,1.69715252e-21,1,1.024862486
-0.068017483,1.74276127e-21,2.39499856e-21,1,0.72766694
-0.067773342,1.69235599e-21,2.81608234e-21,1,0.600961116
-0.067529202,1.58597085e-21,2.86580623e-21,1,0.553411751
-0.067285061,1.43783369e-21,2.52530253e-21,1,0.569370866
-0.06704092,1.28337461e-21,1.8333284e-21,0,
-0.06679678,1.17572066e-21,8.79546508e-22,0,
-0.066552639,1.16404462e-21,2.33216764e-22,0,
-0.066308498,1.25269542e-21,1.30893621e-21,0,
-0.066064358,1.39707731e-21,2.24390787e-21,1,0.622609034
-0.065820217,1.5416151e-21,2.90189527e-21,1,0.531244223
-0.065576077,1.64636068e-21,3.19204087e-21,1,0.515770554
-0.065331936,1.69118075e-21,3.07320162e-21,1,0.550299317
-0.065087795,1.67345524e-21,2.55841743e-21,1,0.654097809
-0.064843655,1.60342497e-21,1.71664843e-21,0,
-0.064599514,1.4988201e-21,6.92136999e-22,0,
-0.064355373,1.37928696e-21,6.51527172e-22,0,
-0.064111233,1.26115581e-21,1.6899209e-21,0,
-0.063867092,1.15326737e-21,2.5655445e-21,1,0.449521483
-0.063622952,1.05670937e-21,3.12178145e-21,1,0.338495629
-0.063378811,9.71167744e-22,3.28174413e-21,1,0.295930367
-0.06313467,9.06090399e-22,3.02967507e-21,0,
-0.06289053,8.85592479e-22,2.4215644e-21,0,
-0.062646389,9.34801376e-22,1.63075376e-21,0,
-0.062402248,1.05337114e-21,1.19343036e-21,0,
-0.062158108,1.21237627e-21,1.75447006e-21,0,
-0.061913967,1.37308934e-21,2.66192353e-21,1,0.515825991
-0.061669827,1.50120955e-21,3.41635829e-21,1,0.439418067
-0.061425686,1.57078439e-21,3.82978763e-21,1,0.410149214
-0.061181545,1.56694563e-21,3.81882112e-21,1,0.41032182
-0.060937405,1.4858207e-21,3.37168423e-21,1,0.440676113
-0.060693264,1.33573778e-21,2.54214715e-21,1,0.525436844
-0.060449123,1.13419163e-21,1.46440105e-21,0,
-0.060204983,9.09060003e-22,6.48913551e-22,0,
-0.059960842,6.98231108e-22,1.43623099e-21,0,
-0.059716702,5.54782076e-22,2.49340276e-21,0,
-0.059472561,5.22965653e-22,3.2912795e-21,0,
-0.05922842,5.82649675e-22,3.6957634e-21,0,
-0.05898428,6.72942487e-22,3.65390397e-21,0,
-0.058740139,7.60435692e-22,3.17690927e-21,0,
-0.058495998,8.3703069e-22,2.34761814e-21,0,
-0.058251858,9.06111161e-22,1.35037612e-21,0,
-0.058007717,9.68200609e-22,8.67677918e-22,0,
-0.057763577,1.01908795e-21,1.62938799e-21,0,
-0.057519436,1.04636986e-21,2.52649962e-21,0,
-0.057275295,1.03734678e-21,3.14433624e-21,1,0.329909621
-0.057031155,9.81308184e-22,3.36117316e-21,1,0.29195407
-0.056787014,8.7933576e-22,3.14039155e-21,0,
-0.056542873,7.45912679e-22,2.52538378e-21,0,
-0.056298733,6.19964532e-22,1.65761817e-21,0,
-0.056054592,5.64346489e-22,1.02025039e-21,0,
-0.055810452,6.23813008e-22,1.54150875e-21,0,
-0.055566311,7.59111946e-22,2.51745815e-21,0,
-0.05532217,9.04878652e-22,3.33427453e-21,1,0.271386967
-0.05507803,1.01525595e-21,3.79921076e-21,1,0.26722812
-0.054833889,1.0685779e-21,3.82325118e-21,1,0.279494559
-0.054589748,1.05665598e-21,3.39322174e-21,1,0.311401984
-0.054345608,9.8567481e-22,2.55628441e-21,0,
-0.054101467,8.70537496e-22,1.4227679e-21,0,
-0.053857327,7.37000532e-22,2.97201178e-22,0,
-0.053613186,6.18274293e-22,1.25562995e-21,0,
-0.053369045,5.48805022e-22,2.38135642e-21,0,
-0.053124905,5.40232931e-22,3.21388341e-21,0,
-0.052880764,5.71728825e-22,3.64215423e-21,0,
-0.052636623,6.14464088e-22,3.62325819e-21,0,
-0.052392483,6.5712318e-22,3.17532245e-21,0,
-0.052148342,7.01799225e-22,2.39534351e-21,0,
-0.051904202,7.56410933e-22,1.50269787e-21,0,
-0.051660061,8.21831839e-22,1.12493232e-21,0,
-0.05141592,8.89650383e-22,1.73722661e-21,0,
-0.05117178,9.42491718e-22,2.51592047e-21,0,
-0.050927639,9.61195289e-22,3.03391647e-21,1,0.316816662
-0.050683498,9.30578547e-22,3.15238388e-21,1,0.295198358
-0.050439358,8.41558297e-22,2.82958938e-21,0,
-0.050195217,6.95235149e-22,2.09555865e-21,0,
-0.049951077,4.9754168e-22,1.04520395e-21,0,
-0.049706936,2.64489205e-22,2.71947339e-22,0,
-0.049462795,2.97992672e-23,1.498113e-21,0,
-0.049218655,2.42327014e-22,2.63370612e-21,0,
-0.048974514,4.70867853e-22,3.48745682e-21,0,
-0.048730373,6.61234011e-22,3.94946022e-21,0,
-0.048486233,8.04654965e-22,3.95934481e-21,1,0.203229323
-0.048242092,8.97469295e-22,3.51716444e-21,1,0.255168421
-0.047997952,9.43515506e-22,2.68790211e-21,0,
-0.047753811,9.51152199e-22,1.59281814e-21,0,
-0.04750967,9.29281701e-22,5.47313426e-22,0,
-0.04726553,8.86800559e-22,1.09207085e-21,0,
-0.047021389,8.24397813e-22,2.08473309e-21,0,
-0.046777248,7.41133729e-22,2.79787662e-21,0,
-0.046533108,6.30622006e-22,3.11016084e-21,0,
-0.046288967,4.9784509e-22,2.98009248e-21,0,
-0.046044827,3.63914269e-22,2.4418242e-21,0,
-0.045800686,3.10223824e-22,1.60515047e-21,0,
-0.045556545,4.12463225e-22,8.45945227e-22,0,
-0.045312405,6.00212286e-22,1.25406724e-21,0,
-0.045068264,7.94824383e-22,2.22357578e-21,0,
-0.044824123,9.58619977e-22,3.04424396e-21,1,0.314895912
-0.044579983,1.06608972e-21,3.52662442e-21,1,0.302297493
-0.044335842,1.10573233e-21,3.57954742e-21,1,0.30890283
-0.044091702,1.06962306e-21,3.18990725e-21,1,0.335314782
-0.043847561,9.6413008e-22,2.39531682e-21,0,
-0.04360342,7.97024269e-22,1.30043392e-21,0,
-0.04335928,5.89236936e-22,1.38937381e-22,0,
-0.043115139,3.63941713e-22,1.25614655e-21,0,
-0.042870998,1.78559123e-22,2.3749958e-21,0,
-0.042626858,2.05567867e-22,3.20571899e-21,0,
-0.042382717,3.6470948e-22,3.64071979e-21,0,
-0.042138577,5.09632329e-22,3.63763079e-21,0,
-0.041894436,6.24221289e-22,3.20301345e-21,0,
-0.041650295,7.07221509e-22,2.42450031e-21,0,
-0.041406155,7.69259251e-22,1.47414601e-21,0,
-0.041162014,8.12771807e-22,9.13166786e-22,0,
-0.040917873,8.41896324e-22,1.49765729e-21,0,
-0.040673733,8.46331545e-22,2.32071739e-21,0,
-0.040429592,8.203779e-22,2.88718122e-21,0,
-0.040185452,7.53761704e-22,3.06402509e-21,0,
-0.039941311,6.52560878e-22,2.80116335e-21,0,
-0.03969717,5.327569e-22,2.1289016e-21,0,
-0.03945303,4.47421422e-22,1.13012997e-21,0,
-0.039208889,4.65278973e-22,1.92926213e-22,0,
-0.038964748,5.92178148e-22,1.35656879e-21,0,
-0.038720608,7.54176386e-22,2.49656575e-21,0,
-0.038476467,8.99698037e-22,3.37353347e-21,1,0.266693082
-0.038232327,9.92559141e-22,3.87853118e-21,1,0.25591109
-0.037988186,1.02073284e-21,3.93787864e-21,1,0.259208811
-0.037744045,9.77286331e-22,3.54785563e-21,1,0.275458314
-0.037499905,8.75045737e-22,2.75752683e-21,0,
-0.037255764,7.37572206e-22,1.6717486e-21,0,
-0.037011623,6.17257818e-22,4.99592753e-22,0,
-0.036767483,5.83204725e-22,9.36728344e-22,0,
-0.036523342,6.67961001e-22,2.00790446e-21,0,
-0.036279202,8.1762368e-22,2.81081201e-21,0,
-0.036035061,9.78012956e-22,3.22266949e-21,1,0.303479137
-0.03579092,1.1156747e-21,3.19914582e-21,1,0.348741435
-0.03554678,1.22506015e-21,2.75505332e-21,1,0.444659327
-0.035302639,1.30686363e-21,1.96370372e-21,0,
-0.035058498,1.37263652e-21,9.96983248e-22,0,
-0.034814358,1.42849698e-21,6.39011839e-22,0,
-0.034570217,1.47504259e-21,1.51623978e-21,0,
-0.034326077,1.50222407e-21,2.35552312e-21,1,0.637745417
-0.034081936,1.49375839e-21,2.88728725e-21,1,0.517357043
-0.033837795,1.43708892e-21,3.02021029e-21,1,0.475824126
-0.033593655,1.32235813e-21,2.73895664e-21,1,0.4827963
-0.033349514,1.15761055e-21,2.07882726e-21,0,
-0.033105373,9.60480542e-22,1.16785077e-21,0,
-0.032861233,7.85740183e-22,4.88645635e-22,0,
-0.032617092,7.11283968e-22,1.2731733e-21,0,
-0.032372952,7.92551836e-22,2.19940001e-21,0,
-0.032128811,9.69086381e-22,2.86069773e-21,0,
-0.03188467,1.16175509e-21,3.14181779e-21,1,0.369771632
-0.03164053,1.31701122e-21,2.99867905e-21,1,0.439197126
-0.031396389,1.41616e-21,2.43692086e-21,1,0.581126793
-0.031152248,1.4479534e-21,1.54117034e-21,0,
-0.030908108,1.42483769e-21,4.24217003e-22,0,
-0.030663967,1.35630262e-21,7.7553089e-22,0,
-0.030419827,1.27061989e-21,1.8666672e-21,0,
-0.030175686,1.18105206e-21,2.71071991e-21,1,0.435696826
-0.029931545,1.10821453e-21,3.18695685e-21,1,0.3477344
-0.029687405,1.04811458e-21,3.23329876e-21,1,0.324162613
-0.029443264,1.00430762e-21,2.83509735e-21,0,
-0.029199123,9.65400268e-22,2.07783807e-21,0,
-0.028954983,9.41439036e-22,1.16173212e-21,0,
-0.028710842,9.36368216e-22,9.94714041e-22,0,
-0.028466702,9.70926134e-22,1.92114551e-21,0,
-0.028222561,1.03948971e-21,2.88806975e-21,1,0.359925417
-0.02797842,1.13429833e-21,3.55592017e-21,1,0.318988692
-0.02773428,1.222267e-21,3.80741382e-21,1,0.321022894
-0.027490139,1.28543523e-21,3.57603744e-21,1,0.359457991
-0.027245998,1.29875256e-21,2.89782348e-21,1,0.448182081
-0.027001858,1.25892328e-21,1.84291604e-21,0,
-0.026757717,1.16373866e-21,5.92152961e-22,0,
-0.026513577,1.03219345e-21,8.88552219e-22,0,
-0.026269436,8.92949859e-22,2.13182815e-21,0,
-0.026025295,7.90802804e-22,3.11569646e-21,0,
-0.025781155,7.62196871e-22,3.71151094e-21,0,
-0.025537014,8.07395671e-22,3.82442862e-21,1,0.211115372
-0.025292873,8.84864365e-22,3.46413296e-21,1,0.255436028
-0.025048733,9.55066633e-22,2.67603066e-21,0,
-0.024804592,9.91938113e-22,1.62065777e-21,0,
-0.024560452,9.89576707e-22,7.47300239e-22,0,
-0.024316311,9.56910049e-22,1.35298284e-21,0,
-0.02407217,9.09804139e-22,2.33516531e-21,0,
-0.02382803,8.70277671e-22,3.05297609e-21,0,
-0.023583889,8.44913353e-22,3.32967134e-21,0,
-0.023339748,8.34435977e-22,3.13147352e-21,0,
-0.023095608,8.20685139e-22,2.46611411e-21,0,
-0.022851467,7.9731093e-22,1.44048397e-21,0,
-0.022607327,7.5889416e-22,4.13174859e-22,0,
-0.022363186,7.33292283e-22,1.33501465e-21,0,
-0.022119045,7.52686966e-22,2.54248254e-21,0,
-0.021874905,8.50332017e-22,3.50183601e-21,1,0.242824625
-0.021630764,1.00825552e-21,4.04238589e-21,1,0.249420897
-0.021386623,1.19389006e-21,4.1080747e-21,1,0.290620338
-0.021142483,1.36223296e-21,3.67570446e-21,1,0.370604594
-0.020898342,1.49111102e-21,2.81304514e-21,1,0.530070066
-0.020654202,1.55047892e-21,1.66412655e-21,0,
-0.020410061,1.54340651e-21,6.52002012e-22,0,
-0.02016592,1.45905308e-21,1.34327164e-21,0,
-0.01992178,1.32813467e-21,2.44005969e-21,1,0.544304173
-0.019677639,1.16089371e-21,3.23516115e-21,1,0.358836442
-0.019433498,1.00878407e-21,3.60447874e-21,1,0.279869613
-0.019189358,8.91434795e-22,3.48891681e-21,1,0.255504744
-0.018945217,8.49159648e-22,2.90805813e-21,0,
-0.018701077,8.56513625e-22,1.96820843e-21,0,
-0.018456936,9.03560789e-22,8.34126059e-22,0,
-0.018212795,9.47369533e-22,7.42756299e-22,0,
-0.017968655,1.00072608e-21,1.83294761e-21,0,
-0.017724514,1.04738289e-21,2.73154081e-21,0,
-0.017480373,1.11219672e-21,3.25839883e-21,1,0.341332287
-0.017236233,1.16955242e-21,3.33071893e-21,1,0.351141133
-0.016992092,1.22742845e-21,2.92103364e-21,1,0.420203462
-0.016747952,1.24632461e-21,2.1100014e-21,0,
-0.016503811,1.229609e-21,9.72714608e-22,0,
-0.01625967,1.14793686e-21,4.25858227e-22,0,
-0.01601553,1.01997858e-21,1.68601035e-21,0,
-0.015771389,8.49939298e-22,2.81855683e-21,0,
-0.015527248,6.92704429e-22,3.64770858e-21,0,
-0.015283108,6.03799463e-22,4.07724296e-21,0,
-0.015038967,6.48390669e-22,4.02944217e-21,0,
-0.014794827,7.6544776e-22,3.56453559e-21,0,
-0.014550686,9.05278592e-22,2.69116105e-21,0,
-0.014306545,9.95052205e-22,1.60213943e-21,0,
-0.014062405,1.03976391e-21,5.11766126e-22,0,
-0.013818264,1.01698506e-21,1.03947429e-21,0,
-0.013574123,9.57748714e-22,2.00601361e-21,0,
-0.013329983,8.71093021e-22,2.73497931e-21,0,
-0.013085842,7.90454862e-22,3.03940688e-21,0,
-0.012841702,7.27029049e-22,2.97696367e-21,0,
-0.012597561,6.87118591e-22,2.46497367e-21,0,
-0.01235342,6.52144787e-22,1.66228637e-21,0,
-0.01210928,6.11657089e-22,6.1369596e-22,0,
-0.011865139,5.59955038e-22,5.54683422e-22,0,
-0.011620998,5.28851352e-22,1.61541875e-21,0,
-0.011376858,5.36803124e-22,2.59052274e-21,0,
-0.011132717,6.27436351e-22,3.17614017e-21,0,
-0.010888577,7.14584857e-22,3.52034379e-21,0,
-0.010644436,8.28586822e-22,3.3531756e-21,0,
-0.010400295,8.37406375e-22,2.82699655e-21,0,
-0.010156155,8.67058716e-22,1.9078937e-21,0,
