key,label,a_star_mid,inc_deg_mid,horizon_rg,r_plus_rg,r_minus_rg,orbit_margin_plus_rg,orbit_margin_minus_rg,b_plus_rg,b_minus_rg,ring_coeff_rg,ring_diameter_obs_uas,ring_diameter_obs_sigma_uas,ring_diameter_pred_uas,ring_diameter_residual_uas,z_ring_diameter,ring_asymmetry_pred,ring_asymmetry_target,ring_asymmetry_sigma,z_ring_asymmetry,ring_asymmetry_range_pass,ring_asymmetry_min,ring_asymmetry_max
m87,M87*,0.4995,17.5,1.866313886533051,1.886313886533051,2.5132115909999446,0.020000000000000018,0.6468977044668935,4.666365364297214,5.934155965979527,10.600521330276742,42.0,3.0,40.48454364298322,-1.515456357016781,-0.5051521190055936,0.11959700491911712,,,,,,
sgra,Sgr A*,0.4995,27.5,1.866313886533051,1.886313886533051,2.708058174820736,0.020000000000000018,0.8417442882876849,4.3332608251726645,6.154243259249744,10.487504084422408,51.8,2.3,52.583498567795885,0.7834985677958883,0.34065155121560364,0.17363353753367033,0.16999999999999998,0.07505553499465135,0.048411320150196585,True,0.04,0.3
