candidate_id,gain,sat_mev,blend,sign_blend,holdout_p95_abs_z_qbeta,holdout_p95_abs_z_logft,delta_holdout_p95_abs_z_logft_vs_pre,logft_constraint_pass,delta_n_qbeta_gt3_holdout_vs_pre,delta_top_priority_q_gt3_vs_pre,qfail_constraint_pass,top_priority_constraint_pass,all_constraints_pass,holdout_max_abs_z_qbeta,train_p95_abs_z_qbeta,overfit_gap_qbeta,overfit_guard_pass,hard_fail_count,watch_fail_count,n_qbeta_gt3_holdout,n_logft_gt3_holdout,top_priority_class_after,top_priority_q_gt3_after,n_target_rows,n_changed_rows,mapping_delta_abs_median_mev,mapping_delta_abs_p95_mev,is_pareto_front,norm_holdout_p95_abs_z_qbeta,norm_holdout_p95_abs_z_logft,norm_overfit_gap_qbeta,norm_n_qbeta_gt3_holdout,score_weighted,rank_weighted,rank_constrained
lcand_0042,0.8,12.0,0.4,0.0,6452.299514872841,10.946540702286844,1.2828598320018614,False,1,0,False,True,False,299895.15382350096,3882.9141483821836,2569.385366490658,False,3,3,1245,52,beta_minus|sigma_low|mode_inconsistent,109,2695,2695,0.177913662002535,0.909157632493936,False,0.09794561802836872,0.1783993400095773,0.10577520077037723,1.0,0.16875037026971457,4,
lcand_0043,0.8,12.0,0.4,0.1,6824.733281082606,14.852157452126756,5.188476581841773,False,-1,0,True,True,False,304805.04110593634,3927.1438483746842,2897.5894327079213,False,3,3,1243,109,beta_minus|sigma_low|mode_inconsistent,109,2695,2695,0.21905365856203263,1.3271288141107702,False,0.6992208863655625,0.6339559068420616,0.5893421113178323,0.7142857142857143,0.6584188788949737,39,
lcand_0044,0.8,12.0,0.6,0.0,6600.341356236536,10.134652257660537,0.47097138737555433,False,0,0,True,True,False,299411.0124043477,3885.2222244047935,2715.1191318317424,False,3,3,1244,53,beta_minus|sigma_low|mode_inconsistent,109,2695,2695,0.2668704930038026,1.3637364487409032,False,0.33695159967438504,0.08369954323610065,0.32049535180526784,0.8571428571428571,0.2836942960424999,14,
lcand_0045,0.8,12.0,0.6,0.1,6824.700362811316,14.5230123166506,4.859331446365617,False,-2,0,True,True,False,304202.51723902684,3927.4884853110016,2897.2118775003146,False,3,3,1242,146,beta_minus|sigma_low|mode_inconsistent,109,2695,2695,0.3217533064169551,1.6885872045516306,False,0.6991677415000896,0.5955639607010901,0.588785831782945,0.5714285714285714,0.6396232668133849,36,
lcand_0046,0.8,12.0,0.8,0.0,6540.122637803998,11.023511270031964,1.359830399746981,False,-1,0,True,True,False,298873.1513229194,3877.261936134103,2662.860701669895,False,3,3,1243,57,beta_minus|sigma_low|mode_inconsistent,109,2695,2695,0.3558273240050698,1.818315264987872,False,0.23973155850321834,0.18737729402684003,0.2434992075628137,0.7142857142857143,0.24850651676134872,11,
lcand_0047,0.8,12.0,0.8,0.1,6824.663806424737,12.588877467198994,2.9251965969140112,False,-3,0,True,True,False,303533.1364763442,3927.8713344274297,2896.7924719973075,False,3,3,1241,167,beta_minus|sigma_low|mode_inconsistent,109,2695,2695,0.41604857403181716,2.2081370742679685,False,0.6991087230835444,0.3699637832532251,0.5881678911654101,0.42857142857142855,0.564650210025216,27,
lcand_0048,1.0,3.0,0.4,0.0,6978.35636833167,11.298688130905967,1.6350072606209842,False,-2,-1,True,True,False,297498.86946114205,3887.9867141899313,3090.3696541417385,False,3,3,1242,53,beta_minus|sigma_low|mode_inconsistent,108,2695,2695,0.11992666332609003,1.8998963802905346,False,0.947237504054422,0.21947430559783954,0.8733792262988952,0.5714285714285714,0.6953464423350494,50,
lcand_0049,1.0,3.0,0.4,0.1,6978.339830383482,15.035715061175836,5.372034190890853,False,-2,0,True,True,False,301843.0839805915,3935.149711933247,3043.190118450235,False,3,3,1242,154,beta_minus|sigma_low|mode_inconsistent,109,2695,2695,0.1949666307169564,2.2964080253004036,False,0.9472108043828655,0.6553663215218445,0.8038661865052287,0.5714285714285714,0.8121994243013172,65,
lcand_0050,1.0,3.0,0.6,0.0,6986.24505685975,12.293175211299996,2.629494341015013,False,0,0,True,True,False,295476.3253750604,3852.260249704537,3133.984807155213,False,3,3,1244,62,beta_minus|sigma_low|mode_inconsistent,109,2695,2695,0.17988999498913483,2.8498445704358026,False,0.9599733882354451,0.335472661074509,0.9376406019694168,0.8571428571428571,0.7630150862793292,63,
lcand_0051,1.0,3.0,0.6,0.1,6936.060813605583,13.208307838373614,3.5446269680886306,False,-3,0,True,True,False,299338.6552644734,3927.446692663117,3008.6141209424654,False,3,3,1241,200,beta_minus|sigma_low|mode_inconsistent,109,2695,2695,0.27081319408733995,3.3833129722748083,False,0.8789534940512178,0.44221500280661513,0.7529228557700743,0.42857142857142855,0.700206715747619,52,
lcand_0052,1.0,3.0,0.8,0.0,6989.280114828568,14.6639867855028,5.000305915217817,False,-2,0,True,True,False,293083.98889642366,3816.561448515277,3172.718666313291,False,3,3,1242,129,beta_minus|sigma_low|mode_inconsistent,109,2695,2695,0.2398533266521794,3.79979276058107,False,0.9648733341055313,0.6120074187142127,0.9947100125423287,0.5714285714285714,0.8453086570416473,69,
lcand_0053,1.0,3.0,0.8,0.1,7011.03779747806,11.196785021306578,1.533104151021595,False,-4,0,True,True,False,296376.32696438336,3914.1955174077298,3096.8422800703306,False,3,3,1240,211,beta_minus|sigma_low|mode_inconsistent,109,2695,2695,0.34076734834951594,4.352305782351161,False,1.0,0.20758818524039407,0.882915816626654,0.2857142857142857,0.7031453331831632,53,
lcand_0054,1.0,5.0,0.4,0.0,6681.343762959518,11.856702614137788,2.193021743852805,False,0,0,True,True,False,298000.9755240454,3899.128377368303,2782.215385591215,False,3,3,1244,51,beta_minus|sigma_low|mode_inconsistent,109,2695,2695,0.04837417579409964,1.260726136066302,False,0.46772584265988276,0.28456189060840437,0.4193531402346718,0.8571428571428571,0.42257296728354576,18,
lcand_0055,1.0,5.0,0.4,0.1,6824.058014158815,17.4511959614467,7.787515091161717,False,-1,0,True,True,False,302455.37094025634,3944.118714474742,2879.9392996840734,False,3,3,1243,102,beta_minus|sigma_low|mode_inconsistent,109,2695,2695,0.0894354260466339,1.6245976953337555,False,0.6981307024519681,0.9371113714481942,0.5633368872038698,0.7142857142857143,0.7436738906929035,60,
lcand_0056,1.0,5.0,0.6,0.0,6981.386779032331,10.45747423950656,0.7937933692215768,False,0,0,True,True,False,296488.1944568637,3886.9180984939107,3094.4686805384204,False,3,3,1244,52,beta_minus|sigma_low|mode_inconsistent,109,2695,2695,0.07256126369114924,1.8910892040994531,False,0.9521299471477419,0.12135394794794561,0.8794186198802769,0.8571428571428571,0.6836055274340658,47,
lcand_0057,1.0,5.0,0.6,0.1,6987.187017109931,15.251912616615538,5.588231746330555,False,-2,0,True,True,False,300576.92284963356,3954.897402493073,3032.2896146168578,False,3,3,1242,127,beta_minus|sigma_low|mode_inconsistent,109,2695,2695,0.1281251565301158,2.4001631989068954,False,0.9614941348851236,0.6805839049208617,0.7878056817623426,0.5714285714285714,0.8229800970984612,67,
lcand_0058,1.0,5.0,0.8,0.0,6982.080570622301,11.308030111318113,1.6443492410331295,False,-1,0,True,True,False,294862.40128713596,3869.69508325422,3112.3854873680807,False,3,3,1243,54,beta_minus|sigma_low|mode_inconsistent,109,2695,2695,0.09674835158819928,2.521452272132604,False,0.9532500381874845,0.22056396717923962,0.9058167538990036,0.7142857142857143,0.7120093438322264,55,
lcand_0059,1.0,5.0,0.8,0.1,6981.405906350082,15.392953398054068,5.729272527769085,False,-2,0,True,True,False,298558.1381136335,3960.7254136126808,3020.680492737401,False,3,3,1242,157,beta_minus|sigma_low|mode_inconsistent,109,2695,2695,0.16675506253029404,3.132522078629075,False,0.9521608272240307,0.697035097726234,0.7707011185370303,0.5714285714285714,0.8202945538475187,66,
lcand_0060,1.0,8.0,0.4,0.0,6538.553276202733,9.417072133001572,-0.24660873728341137,True,1,0,False,True,False,299004.6974786397,3878.8670790006386,2659.6861972020947,False,3,3,1245,49,beta_minus|sigma_low|mode_inconsistent,109,2695,2695,0.01971168619022068,0.6980722412096034,False,0.23719790445911318,0.0,0.2388219793501773,1.0,0.2045034528766364,9,
