candidate_id,gain,sat_mev,blend,sign_blend,holdout_p95_abs_z_qbeta,holdout_p95_abs_z_logft,delta_holdout_p95_abs_z_logft_vs_pre,logft_constraint_pass,delta_n_qbeta_gt3_holdout_vs_pre,delta_top_priority_q_gt3_vs_pre,qfail_constraint_pass,top_priority_constraint_pass,all_constraints_pass,holdout_max_abs_z_qbeta,train_p95_abs_z_qbeta,overfit_gap_qbeta,overfit_guard_pass,hard_fail_count,watch_fail_count,n_qbeta_gt3_holdout,n_logft_gt3_holdout,top_priority_class_after,top_priority_q_gt3_after,n_target_rows,n_changed_rows,mapping_delta_abs_median_mev,mapping_delta_abs_p95_mev,is_pareto_front,norm_holdout_p95_abs_z_qbeta,norm_holdout_p95_abs_z_logft,norm_overfit_gap_qbeta,norm_n_qbeta_gt3_holdout,score_weighted,rank_weighted,rank_constrained
lcand_0061,1.0,8.0,0.4,0.1,6824.596802735631,14.29261448522254,4.628933614937557,False,-1,0,True,True,False,303698.3247484167,3928.0670706216415,2896.5297321139897,False,3,3,1243,65,beta_minus|sigma_low|mode_inconsistent,109,2695,2695,0.04045819369886816,1.1195349308914353,False,0.6990005490542215,0.5686900373712296,0.5877807773946456,0.7142857142857143,0.6384276994789834,35,
lcand_0062,1.0,8.0,0.6,0.0,6516.724810939717,9.93206138128118,0.268380510996197,False,0,0,True,True,False,298102.15880097495,3890.1189629572013,2626.6058479825156,False,3,3,1244,49,beta_minus|sigma_low|mode_inconsistent,109,2695,2695,0.02956752928533124,1.0471083618144053,False,0.20195696365511262,0.060069061797094314,0.19008229596870008,0.8571428571428571,0.18977495423481183,6,
lcand_0063,1.0,8.0,0.6,0.1,6824.495801746967,17.990358161992283,8.3266772917073,False,-1,0,True,True,False,302575.86275793327,3928.8606694354066,2895.6351323115605,False,3,3,1243,79,beta_minus|sigma_low|mode_inconsistent,109,2695,2695,0.05842483568664569,1.4318527611014673,False,0.6988374881234704,1.0,0.586462698470082,0.7142857142857143,0.7674836950638637,64,
lcand_0064,1.0,8.0,0.8,0.0,6980.2808786099395,11.940389649646166,2.276708779361183,False,0,0,True,True,False,297171.9464715899,3898.6924957484334,3081.588382861506,False,3,3,1244,51,beta_minus|sigma_low|mode_inconsistent,109,2695,2695,0.0394233723804418,1.3961444824192069,False,0.9503445274743463,0.2943232627620207,0.8604411409405921,0.8571428571428571,0.7308973872373233,58,
lcand_0065,1.0,8.0,0.8,0.1,6994.320812064153,17.896604566071314,8.232923695786331,False,-1,0,True,True,False,301418.97966801975,3948.8495722317352,3045.4712398324177,False,3,3,1243,96,beta_minus|sigma_low|mode_inconsistent,109,2695,2695,0.07608340943384428,1.877599004042041,False,0.9730112819983275,0.9890644502465052,0.8072271284706329,0.7142857142857143,0.9317341233816112,72,
lcand_0066,1.0,12.0,0.4,0.0,6435.681270865243,9.509872616227517,-0.15380825405746634,True,1,0,False,True,False,299767.97697455756,3883.520455659589,2552.160815205654,False,3,3,1245,48,beta_minus|sigma_low|mode_inconsistent,109,2695,2695,0.008897600024127872,0.36495583684861427,False,0.07111631297729633,0.010824377363841429,0.08039701717120867,1.0,0.10132905748317751,2,
lcand_0067,1.0,12.0,0.4,0.1,6824.724632680021,11.415005087378365,1.7513242170933818,False,-1,0,True,True,False,304646.7670833981,3927.234381957142,2897.4902507228794,False,3,3,1243,59,beta_minus|sigma_low|mode_inconsistent,109,2695,2695,0.01926211616363549,1.035632137226596,False,0.6992069239618915,0.2330416770909951,0.589195979288935,0.7142857142857143,0.5381091004822224,25,
lcand_0068,1.0,12.0,0.6,0.0,6585.250981747325,9.488530965109863,-0.17514990517511997,True,1,0,False,True,False,299276.2278786836,3885.8647763290282,2699.3862054182964,False,3,3,1245,49,beta_minus|sigma_low|mode_inconsistent,109,2695,2695,0.013346400036191586,0.5474337552729219,False,0.31258896182162177,0.008335057510813492,0.2973148875675571,1.0,0.2526285275864853,12,
lcand_0069,1.0,12.0,0.6,0.1,6824.691200488743,11.956406116200393,2.2927252459154097,False,-1,0,True,True,False,304034.7749120748,3927.5844279181497,2897.106772570593,False,3,3,1243,61,beta_minus|sigma_low|mode_inconsistent,109,2695,2695,0.028303021607824164,1.0740029132153808,False,0.6991529493988792,0.2961914456851224,0.5886309730490645,0.7142857142857143,0.5569167412591309,26,
lcand_0070,1.0,12.0,0.8,0.0,6529.430468819975,9.431637167038234,-0.23204370324674883,True,1,0,False,True,False,298777.6514710283,3878.28580269908,2651.1446661208956,False,3,3,1245,49,beta_minus|sigma_low|mode_inconsistent,109,2695,2695,0.0177952000482553,0.7299116736972283,False,0.22246959850318437,0.0016988858166414407,0.22623712065575066,1.0,0.19586840920257553,7,
lcand_0071,1.0,12.0,0.8,0.1,6824.657317111977,14.914986624335178,5.251305754050195,False,-1,0,True,True,False,303414.28451909224,3927.9393084344288,2896.7180086775484,False,3,3,1243,65,beta_minus|sigma_low|mode_inconsistent,109,2695,2695,0.0368732177454385,1.1123736892041656,False,0.6990982464199732,0.6412843888262115,0.5880581789430722,0.7142857142857143,0.6603054490397515,41,
