residue,rows_holdout,holdout_p95_abs_z_qbeta,holdout_p95_abs_z_logft,holdout_max_abs_z_qbeta,overfit_gap_qbeta,n_qbeta_gt3_holdout,n_logft_gt3_holdout,top_priority_class,top_priority_q_gt3,hard_fail_count,watch_fail_count,overall_status,delta_holdout_p95_abs_z_qbeta_vs_ref,delta_holdout_p95_abs_z_logft_vs_ref,delta_overfit_gap_qbeta_vs_ref,delta_n_qbeta_gt3_holdout_vs_ref,delta_n_logft_gt3_holdout_vs_ref,delta_top_priority_q_gt3_vs_ref
0,1269,6435.681270865243,9.509872616227517,299767.97697455756,2552.160815205654,1245,48,beta_minus|sigma_low|mode_inconsistent,109,3,3,reject,0.0,0.0,0.0,0,0,0
1,1244,4025.0294879054472,8.766275026626161,7799716.808097851,-334.69490942813263,1226,50,beta_plus|sigma_low|mode_inconsistent,105,2,3,reject,-2410.651782959796,-0.7435975896013556,-2886.855724633787,-19,2,-4
2,1268,3566.779957090724,16.164080799312245,3401547.0304321554,-849.9726989662336,1238,140,beta_plus|sigma_low|mode_inconsistent,93,2,3,reject,-2868.901313774519,6.654208183084728,-3402.133514171888,-7,92,-16
3,1252,7861.573612447654,10.535731259542192,330517.02775706304,3977.7771534270605,1227,50,beta_plus|sigma_low|mode_inconsistent,109,3,3,reject,1425.892341582411,1.0258586433146757,1425.6163382214063,-18,2,0
4,1232,2994.582732920752,9.412619542474436,177389.4380230935,-1653.519885591521,1211,40,beta_minus|sigma_low|mode_inconsistent,112,2,3,reject,-3441.0985379444915,-0.09725307375308034,-4205.680700797175,-34,-8,3
