row_channel,col_channel,covariance,correlation
bell,bell,0.013558146979055236,1.0
bell,interference,0.0014845848712978723,0.06545826434474974
bell,condensed,-0.0036166003763020388,-0.09687219051299423
interference,bell,0.0014845848712978723,0.06545826434474974
interference,interference,0.03793855209480036,1.0
interference,condensed,-0.004078053653003789,-0.06529972091087398
condensed,bell,-0.0036166003763020388,-0.09687219051299423
condensed,interference,-0.004078053653003789,-0.06529972091087398
condensed,condensed,0.10280221403483719,1.0
