key,value
session,17MAY02XA_ALLSKY_BASELINE_INTERCEPT_LINEAR
n_points,8367
n_params,108
nuisance_mode,baseline_intercept_linear
intercept_s,1.6755974694620694e-05
delta_gamma,1.2813986431756224e+01
delta_gamma_sigma,5.7723102494975254e-01
gamma_est,1.3813986431756224e+01
gamma_sigma,5.7723102494975254e-01
beta_est,7.4069932158781118e+00
beta_sigma,2.8861551247487627e-01
delta_beta,6.4069932158781118e+00
chi2,1.4520527151760952e+10
dof,8259
rmse_s,1.8214927427608091e-08
weighted_rmse_s,1.3272793665348512e-08
corr_template_residual,1.1825206075764196e-01
