key,value
session,18MAY08XA_ALLSKY_BASELINE_INTERCEPT_LINEAR
n_points,4462
n_params,96
nuisance_mode,baseline_intercept_linear
intercept_s,2.9882123370738653e-05
delta_gamma,1.6526595378219113e+01
delta_gamma_sigma,1.1474782350155390e+00
gamma_est,1.7526595378219113e+01
gamma_sigma,1.1474782350155390e+00
beta_est,9.2632976891095566e+00
beta_sigma,5.7373911750776951e-01
delta_beta,8.2632976891095566e+00
chi2,5.3567870038622227e+09
dof,4366
rmse_s,1.8722055158377676e-08
weighted_rmse_s,1.5038141984123993e-08
corr_template_residual,2.5305984696094666e-03
