key,value
session,21MAY10XA_ALLSKY_BASELINE_INTERCEPT_LINEAR
n_points,3960
n_params,40
nuisance_mode,baseline_intercept_linear
intercept_s,-8.5011319623469459e-06
delta_gamma,1.5061279991021941e+01
delta_gamma_sigma,9.5592586251726752e-01
gamma_est,1.6061279991021941e+01
gamma_sigma,9.5592586251726752e-01
beta_est,8.5306399955109704e+00
beta_sigma,4.7796293125863376e-01
delta_beta,7.5306399955109704e+00
chi2,2.4828614770968161e+09
dof,3920
rmse_s,1.3181440300385060e-08
weighted_rmse_s,8.6401469162083481e-09
corr_template_residual,-5.8995953021681716e-02
