key,value
session,20MAY04XA_ALLSKY_BASELINE_INTERCEPT_LINEAR
n_points,9994
n_params,122
nuisance_mode,baseline_intercept_linear
intercept_s,-2.2320496983106877e-04
delta_gamma,1.4099416527853904e+01
delta_gamma_sigma,5.5952714252791635e-01
gamma_est,1.5099416527853904e+01
gamma_sigma,5.5952714252791635e-01
beta_est,8.0497082639269522e+00
beta_sigma,2.7976357126395818e-01
delta_beta,7.0497082639269522e+00
chi2,1.7432541991137650e+10
dof,9872
rmse_s,1.4117862469962020e-08
weighted_rmse_s,8.6955173547233483e-09
corr_template_residual,2.0838665698963352e-02
