key,value
session,21MAY17XA_ALLSKY_BASELINE_INTERCEPT_LINEAR
n_points,2872
n_params,54
nuisance_mode,baseline_intercept_linear
intercept_s,-3.0000377857662892e+00
delta_gamma,2.5289781165346120e+01
delta_gamma_sigma,1.5986789723670429e+00
gamma_est,2.6289781165346120e+01
gamma_sigma,1.5986789723670429e+00
beta_est,1.3644890582673060e+01
beta_sigma,7.9933948618352146e-01
delta_beta,1.2644890582673060e+01
chi2,1.0112303462127110e+09
dof,2818
rmse_s,1.7873818674135500e-08
weighted_rmse_s,1.2128927951711579e-08
corr_template_residual,6.0403661852652654e-02
