key,value
session,21MAY18XA_ALLSKY_BASELINE_INTERCEPT_LINEAR
n_points,8271
n_params,122
nuisance_mode,baseline_intercept_linear
intercept_s,6.5528714975060181e-06
delta_gamma,2.2790186070628451e+01
delta_gamma_sigma,7.4402459301391166e-01
gamma_est,2.3790186070628451e+01
gamma_sigma,7.4402459301391166e-01
beta_est,1.2395093035314225e+01
beta_sigma,3.7201229650695583e-01
delta_beta,1.1395093035314225e+01
chi2,5.7882678949617062e+09
dof,8149
rmse_s,1.5206714472241776e-08
weighted_rmse_s,1.1624919746382919e-08
corr_template_residual,1.9677885651501005e-02
