session,group_type,group_label,n_removed,beta_all,beta_all_sigma,beta_drop,beta_drop_sigma,impact_beta_all_minus_drop,sigma_combined,abs_z_impact
22MAY09XA,source,1803+784,501,5.4609783256794806e+00,3.8943244120781795e-01,5.1398654659799812e+00,4.0335319890889870e-01,3.2111285969949943e-01,5.6067051762610287e-01,5.7273006089048817e-01
22MAY09XA,source,2227-088,153,5.4609783256794806e+00,3.8943244120781795e-01,5.2020849746157447e+00,3.8603424237395262e-01,2.5889335106373590e-01,5.4834301541125896e-01,4.7213759232360258e-01
22MAY09XA,source,0202+319,186,5.4609783256794806e+00,3.8943244120781795e-01,5.7108401540349965e+00,4.2217040343844647e-01,-2.4986182835551585e-01,5.7435657548639696e-01,4.3502910738667699e-01
22MAY09XA,source,2229+695,278,5.4609783256794806e+00,3.8943244120781795e-01,5.2940887082583066e+00,3.9763160897444799e-01,1.6688961742117403e-01,5.5656852473050333e-01,2.9985457316685998e-01
22MAY09XA,source,0613+570,304,5.4609783256794806e+00,3.8943244120781795e-01,5.3085407791031258e+00,3.8626375103800659e-01,1.5243754657635478e-01,5.4850461404716711e-01,2.7791479355403625e-01
22MAY09XA,source,0215+015,190,5.4609783256794806e+00,3.8943244120781795e-01,5.3113850792204165e+00,4.1782232146901016e-01,1.4959324645906413e-01,5.7116820515749422e-01,2.6190751709965232e-01
22MAY09XA,source,0814+425,240,5.4609783256794806e+00,3.8943244120781795e-01,5.3372208886914558e+00,3.9796019479190103e-01,1.2375743698802477e-01,5.5680332515520092e-01,2.2226418449194635e-01
22MAY09XA,source,1144+402,159,5.4609783256794806e+00,3.8943244120781795e-01,5.4474169329446376e+00,3.9479175419443435e-01,1.3561392734843025e-02,5.5454319529230478e-01,2.4455070136952434e-02
22MAY09XA,time_quartile,Q4,1218,5.4609783256794806e+00,3.8943244120781795e-01,7.5387902755938878e+00,5.7937181459952991e-01,-2.0778119499144072e+00,6.9808976916828724e-01,2.9764251557359707e+00
22MAY09XA,time_quartile,Q3,1218,5.4609783256794806e+00,3.8943244120781795e-01,4.9833665727788361e+00,4.8648807927859594e-01,4.7761175290064450e-01,6.2315991330095843e-01,7.6643529647257547e-01
22MAY09XA,time_quartile,Q1,1219,5.4609783256794806e+00,3.8943244120781795e-01,5.8378895957590515e+00,4.2136626135107608e-01,-3.7691127007957093e-01,5.7376576446322058e-01,6.5690791159731454e-01
22MAY09XA,time_quartile,Q2,1219,5.4609783256794806e+00,3.8943244120781795e-01,5.7859273898920494e+00,3.6444379068253940e-01,-3.2494906421256875e-01,5.3336376220375081e-01,6.0924473546898872e-01
