key,value
session,22MAY30XA_ALLSKY_BASELINE_INTERCEPT_LINEAR
n_points,5476
n_params,56
nuisance_mode,baseline_intercept_linear
intercept_s,-8.0831503725416128e-05
delta_gamma,2.2725839977282568e+01
delta_gamma_sigma,1.0643516961942521e+00
gamma_est,2.3725839977282568e+01
gamma_sigma,1.0643516961942521e+00
beta_est,1.2362919988641284e+01
beta_sigma,5.3217584809712604e-01
delta_beta,1.1362919988641284e+01
chi2,1.0616721011926891e+09
dof,5420
rmse_s,1.6777612475960749e-08
weighted_rmse_s,1.3873730810280657e-08
corr_template_residual,-3.8153562861030343e-01
