key,value
session,22MAY11XA_ALLSKY_BASELINE_INTERCEPT_LINEAR
n_points,2193
n_params,40
nuisance_mode,baseline_intercept_linear
intercept_s,-1.8673961674232569e-05
delta_gamma,8.0417516457838669e+00
delta_gamma_sigma,1.0239597411112993e+00
gamma_est,9.0417516457838669e+00
gamma_sigma,1.0239597411112993e+00
beta_est,5.0208758228919335e+00
beta_sigma,5.1197987055564964e-01
delta_beta,4.0208758228919335e+00
chi2,1.9657118237868280e+09
dof,2153
rmse_s,1.5600771507165647e-08
weighted_rmse_s,1.0457573504515192e-08
corr_template_residual,-4.4592316938378389e-02
