key,value
session,22MAY23XA_ALLSKY_BASELINE_INTERCEPT_LINEAR
n_points,6983
n_params,88
nuisance_mode,baseline_intercept_linear
intercept_s,-1.0002625962172192e-05
delta_gamma,3.2818555316150658e+01
delta_gamma_sigma,1.1545603187538596e+00
gamma_est,3.3818555316150658e+01
gamma_sigma,1.1545603187538596e+00
beta_est,1.7409277658075329e+01
beta_sigma,5.7728015937692978e-01
delta_beta,1.6409277658075329e+01
chi2,9.8960523652603836e+09
dof,6895
rmse_s,1.5999159966769684e-08
weighted_rmse_s,1.2192076153394807e-08
corr_template_residual,5.0250820409982723e-02
