obs_index,gravity_template_s,obs_minus_base_s,fit_s,obs_minus_base_minus_fit_s,sigma_s,flag
0,-5.4505569880771712e-10,8.9960060445865367e-06,9.0089740882557782e-06,-1.2968043669241510e-08,9.3636021502824085e-12,0
1,1.4810727743161772e-11,1.6201658342665515e-05,1.6194478307276396e-05,7.1800353891186873e-09,1.9272237545917685e-11,0
2,3.3016731121895172e-10,7.4268144156352384e-06,7.4253292931300875e-06,1.4851225051508974e-09,1.6326919922846989e-11,0
3,4.4425957043571410e-10,-1.3818053748719528e-05,-1.3844900289177377e-05,2.6846540457849420e-08,2.2386034116912236e-11,0
4,3.4905008247461823e-10,-1.7504724726370019e-04,-1.7503020617538989e-04,-1.7041088310295249e-08,1.2811429526428240e-11,0
5,4.4050191200840260e-10,-3.8208774162397027e-05,-3.8218232119316022e-05,9.4579569189952024e-09,1.3243421796746129e-11,0
6,8.0458695271736162e-11,1.8893280819793495e-05,1.8870356113327456e-05,2.2924706466039083e-08,3.6894083821758960e-11,0
9,3.3423935426350304e-10,-1.9124887022190168e-04,-1.9121456082369590e-04,-3.4309398205779277e-08,4.3227750932451096e-11,0
10,4.2569118357587148e-10,-5.4410492630405614e-05,-5.4419972988167231e-05,9.4803577616167428e-09,6.9220981266738772e-11,0
11,6.5647967410960127e-11,2.6916228871506909e-06,2.6753295181933990e-06,1.6293368957291898e-08,1.9468786111155563e-11,0
12,1.1409225836991752e-10,-2.1244852845906867e-05,-2.1267467664046484e-05,2.2614818139617045e-08,3.0871225943996870e-11,0
13,1.8882770620956922e-11,-1.8247401713514407e-04,-1.8244658176539878e-04,-2.7435369745292242e-08,1.0608062895270478e-11,0
14,1.1033459997754537e-10,-4.5635576842947140e-05,-4.5641195331648723e-05,5.6184887015827138e-09,1.6462608191947210e-11,0
16,-9.5209487520803558e-11,-1.6122915275540439e-04,-1.6119846187705723e-04,-3.0690878347164633e-08,1.6607591572591439e-11,0
17,-3.7576583540871307e-12,-2.4390737960528625e-05,-2.4376073506972561e-05,-1.4664453556063320e-08,1.7231488785667275e-11,0
19,9.1451829365777620e-11,1.3683842645770793e-04,1.3682438388377158e-04,1.4042573936350403e-08,8.1120170684537899e-12,0
