key,value
session,19MAY07XA_ALLSKY_BASELINE_INTERCEPT_LINEAR
n_points,7716
n_params,120
nuisance_mode,baseline_intercept_linear
intercept_s,3.5257302107314986e-06
delta_gamma,1.6181429030628912e+01
delta_gamma_sigma,7.1345779718473834e-01
gamma_est,1.7181429030628912e+01
gamma_sigma,7.1345779718473834e-01
beta_est,9.0907145153144562e+00
beta_sigma,3.5672889859236917e-01
delta_beta,8.0907145153144562e+00
chi2,8.4500757895166531e+09
dof,7596
rmse_s,1.8208376364902215e-08
weighted_rmse_s,1.3636978163273477e-08
corr_template_residual,6.9955951550889572e-02
