key,value
session,21MAY05XA_ALLSKY_BASELINE_INTERCEPT_LINEAR
n_points,1501
n_params,28
nuisance_mode,baseline_intercept_linear
intercept_s,-1.6601811846341949e-05
delta_gamma,1.4214409068610180e+01
delta_gamma_sigma,1.8137161344356978e+00
gamma_est,1.5214409068610180e+01
gamma_sigma,1.8137161344356978e+00
beta_est,8.1072045343050902e+00
beta_sigma,9.0685806721784890e-01
delta_beta,7.1072045343050902e+00
chi2,9.0670408746069860e+08
dof,1473
rmse_s,1.4532625071939775e-08
weighted_rmse_s,9.1114382909385925e-09
corr_template_residual,-6.6080382915887317e-02
