obs_index,gravity_template_s,obs_minus_base_s,fit_s,obs_minus_base_minus_fit_s,sigma_s,flag
0,7.8421160431957874e-11,-1.9184594003639134e-05,-1.9194864601824085e-05,1.0270598184950488e-08,3.4730858106240981e-11,0
2,9.6914274494100212e-11,-9.9411425260697954e-06,-9.9025430709441099e-06,-3.8599455125685472e-08,5.7571334714484591e-11,0
3,5.2968398867813674e-11,-2.0024626865539183e-05,-2.0022847288881447e-05,-1.7795766577364928e-09,2.3366713751931241e-11,0
4,-3.1984040868108503e-11,-5.5583039560793036e-06,-5.5340121807851602e-06,-2.4291775294143462e-08,2.7412668987869715e-11,0
5,-7.9516975788092457e-11,9.7816847691772272e-06,9.7499372858071200e-06,3.1747483370107266e-08,2.4334441447418649e-11,0
6,-1.0958153564420558e-12,-9.4028423788723069e-06,-9.4396063828790176e-06,3.6764004006710710e-08,2.0797255122850248e-11,0
7,-3.2655937154955043e-12,-8.4480122556061007e-07,-8.4445308108770886e-07,-3.4814447290121136e-10,7.2621280604069379e-11,0
8,1.7397298706351934e-11,-1.5931813881792534e-07,-1.4645004584012809e-07,-1.2868092977797254e-08,2.8914007595649263e-11,0
9,-2.6548576913664239e-11,-1.0243060882980545e-05,-1.0269106184538109e-05,2.6045301557563831e-08,5.4188081937566417e-11,0
10,-1.1150101666328622e-10,4.2239301399060996e-06,4.2170649824560316e-06,6.8651574500680078e-09,3.0776008468632363e-11,0
12,1.8493114059561592e-11,9.2435178467528169e-06,9.2938295994597265e-06,-5.0311752706909592e-08,3.8056682796888198e-11,0
13,-2.5452761561790083e-11,-8.3982355763678306e-07,-8.2536469101408531e-07,-1.4458866622697754e-08,4.7873658939320167e-11,0
14,-1.1040520130644569e-10,1.3626833758314350e-05,1.3659432588015918e-05,-3.2598829701567110e-08,4.1406503295212191e-11,0
16,-4.3945875601084839e-11,-1.0083658279842127e-05,-1.0115098291377098e-05,3.1440011534971407e-08,9.6215837752802353e-11,0
17,-1.2889831537493978e-10,4.3829649088553309e-06,4.3641341552831781e-06,1.8830753572152752e-08,6.6684142645455232e-11,0
19,-8.4952439755426139e-11,1.4466427087899097e-05,1.4488701706887577e-05,-2.2274618988479637e-08,5.2189950818099520e-11,0
21,1.7067344167307661e-10,-1.9180318355053842e-05,-1.9193910000919078e-05,1.3591645865235940e-08,4.6401290883256050e-11,0
23,1.9199626083739169e-10,-9.9396288959175891e-06,-9.9015591890390561e-06,-3.8069706878532953e-08,6.9928803541122414e-11,0
24,2.2017617730379933e-11,-2.0026481090793316e-05,-2.0023167558941841e-05,-3.3135318514753093e-09,2.9033089488312887e-11,0
25,2.7755886460411860e-11,-5.5537131189442590e-06,-5.5333940086605736e-06,-2.0319110283685429e-08,3.1379281882532131e-11,0
26,-1.7269293438179912e-10,9.7754559880616071e-06,9.7489731269462039e-06,2.6482861115403221e-08,3.1278816096369439e-11,0
27,-2.0194926965800402e-12,-9.4047953670439212e-06,-9.4396159408348001e-06,3.4820573790878955e-08,3.1276185159724100e-11,0
29,1.9303326478521733e-11,-1.6434172478202360e-07,-1.4643032279575662e-07,-1.7911401986266985e-08,4.4719308694308480e-11,0
30,-1.5067531652808867e-10,-1.0251095216861489e-05,-1.0270390613458210e-05,1.9295396596720943e-08,7.5368001787472812e-11,0
31,-1.4493704805956680e-10,4.2220315187011838e-06,4.2167189957183451e-06,5.3125229828386686e-09,3.8378456774045704e-11,0
33,2.1322819176357475e-11,9.2406476851363039e-06,9.2938588804599279e-06,-5.3211195323624004e-08,5.8298365425311935e-11,0
34,-1.4865582383531175e-10,-8.4624015234818772e-07,-8.2663956197839780e-07,-1.9600590369789928e-08,9.3420910009809581e-11,0
35,-1.4291755535978102e-10,1.3627290285560343e-05,1.3659096159234044e-05,-3.1805873673701078e-08,5.0905481886697024e-11,0
37,-1.6997864300191452e-10,-1.0086529251327955e-05,-1.0116402443341719e-05,2.9873192013763942e-08,1.1724336188201782e-10,0
40,5.7382688316143867e-12,1.4472833394478177e-05,1.4489640149073815e-05,-1.6806754595637943e-08,5.6662782478005999e-11,0
