threshold_ns,n_sessions,n_valid,beta_weighted_mean,beta_weighted_sigma,chi2,dof,chi2_dof,status,sessions
1.0000000000000000e+01,5,5,1.6575389285318509e+00,4.8846096622180320e-02,6.1910937248813354e+02,4.0000000000000000e+00,1.5477734312203339e+02,reject,18MAY01XA;17MAY01XA;22MAY09XA;20MAY06XA;20MAY04XA
1.2000000000000000e+01,2,2,1.3907263363380620e+00,5.0056409352909510e-02,2.2161147291812938e-01,1.0000000000000000e+00,2.2161147291812938e-01,pass,18MAY01XA;17MAY01XA
1.5000000000000000e+01,2,2,1.3907263363380620e+00,5.0056409352909510e-02,2.2161147291812938e-01,1.0000000000000000e+00,2.2161147291812938e-01,pass,18MAY01XA;17MAY01XA
2.0000000000000000e+01,2,2,1.3907263363380620e+00,5.0056409352909510e-02,2.2161147291812938e-01,1.0000000000000000e+00,2.2161147291812938e-01,pass,18MAY01XA;17MAY01XA
