key,value
session,17MAY08XA_ALLSKY_BASELINE_INTERCEPT_LINEAR
n_points,3872
n_params,66
nuisance_mode,baseline_intercept_linear
intercept_s,9.0140699373904791e-06
delta_gamma,1.6698452821787416e+01
delta_gamma_sigma,9.7215570150112574e-01
gamma_est,1.7698452821787416e+01
gamma_sigma,9.7215570150112574e-01
beta_est,9.3492264108937082e+00
beta_sigma,4.8607785075056287e-01
delta_beta,8.3492264108937082e+00
chi2,6.2037995186273851e+09
dof,3806
rmse_s,2.0373176661992310e-08
weighted_rmse_s,1.6225490480154730e-08
corr_template_residual,7.8810152408456402e-02
