threshold_ns,n_sessions,n_valid,beta_weighted_mean,beta_weighted_sigma,chi2,dof,chi2_dof,status,sessions
1.0000000000000000e+01,5,5,2.6416565743707126e+00,8.2513456495811793e-02,5.3208582721707978e+02,4.0000000000000000e+00,1.3302145680426995e+02,reject,18MAY01XA;17MAY01XA;22MAY09XA;20MAY06XA;20MAY04XA
1.2000000000000000e+01,2,2,1.9575593681439734e+00,8.8787043106116112e-02,7.2438625398972789e+01,1.0000000000000000e+00,7.2438625398972789e+01,reject,18MAY01XA;17MAY01XA
1.5000000000000000e+01,2,2,1.9575593681439734e+00,8.8787043106116112e-02,7.2438625398972789e+01,1.0000000000000000e+00,7.2438625398972789e+01,reject,18MAY01XA;17MAY01XA
2.0000000000000000e+01,2,2,1.9575593681439734e+00,8.8787043106116112e-02,7.2438625398972789e+01,1.0000000000000000e+00,7.2438625398972789e+01,reject,18MAY01XA;17MAY01XA
