policy_id,policy_label,subset_refit_eligible,comparator_excluded,comparator_mode,beta_source,availability_status,cross_consistency_status,beta_minus_1_status,bias_audit_scope,bias_audit_status,promotion_requirement,promotion_status,terminal_status,beta_est,beta_sigma,abs_z_beta_minus_1,channels_used,pair_abs_z_llr_messenger,pair_status_llr_messenger,pair_abs_delta_beta_llr_messenger,pair_sigma_combined_llr_messenger,pair_required_abs_delta_pass,pair_required_abs_delta_watch,pair_required_messenger_beta_min_pass,pair_required_messenger_beta_max_pass,pair_required_messenger_beta_min_watch,pair_required_messenger_beta_max_watch,pair_required_messenger_sigma_pass,pair_required_messenger_sigma_watch,pair_watch_gate_status,pair_pass_gate_status,pair_gap_to_watch_z,pair_gap_to_pass_z,pair_gap_abs_delta_watch,pair_gap_abs_delta_pass,note
policy_A_hard_reject_keep,A: hard reject keep,False,False,hard_reject_ineligible,combined,pass,reject,pass,vlbi_plus_llr,reject,none,not_applicable,reject,1.0006742979447485,0.0009605616286801067,0.7019830114128488,"vlbi,llr",,not_applicable,,,,,,,,,,,not_applicable,not_applicable,,,,,subset_refit_eligible=false (subset_consistency_reject)
policy_B_exclude_comparator_when_ineligible,B: exclude comparator,False,True,excluded_due_to_ineligible,llr_only,pass,pass,pass,llr_only,watch,none,not_applicable,watch,1.0006742979447485,0.0009605616286801067,0.7019830114128488,llr,,not_applicable,,,,,,,,,,,not_applicable,not_applicable,,,,,subset_refit_eligible=false (subset_consistency_reject) / cross comparator excluded in terminal gate
policy_C_exclude_plus_promotion_pass,C: exclude + promotion-pass,False,True,excluded_due_to_ineligible,llr_only,pass,pass,pass,llr_only,watch,required,watch,watch,1.0006742979447485,0.0009605616286801067,0.7019830114128488,llr,,not_applicable,,,,,,,,,,,not_applicable,not_applicable,,,,,subset_refit_eligible=false (subset_consistency_reject) / cross comparator excluded in terminal gate / LLR promotion pass required
policy_D_exclude_plus_messenger_fusion,D: exclude + LLR+MESSENGER,False,True,excluded_due_to_ineligible+llr_messenger_pair,llr_messenger_fused,pass,pass,pass,llr_plus_messenger,watch,none,not_applicable,watch,1.0006743375038871,0.0009605611706232912,0.7020245295253377,"llr,messenger",0.042170581445497804,pass,0.04147847868380339,0.9835880194682897,1.9671760389365793,2.950764058404869,-0.9665017409918308,2.9678503368813276,-1.9500897604601204,3.9514383563496174,0.020716982643188907,0.013792752066616159,pass,pass,-2.957829418554502,-1.9578294185545022,-2.9092855797210655,-1.925697560252776,"subset_refit_eligible=false (subset_consistency_reject) / cross comparator excluded in terminal gate / messenger fusion enabled / abs_z(llr-messenger)=0.042 / abs_delta=0.041, watch<= 2.951"
policy_E_exclude_messenger_only,E: exclude + MESSENGER-only,False,True,excluded_due_to_ineligible,messenger_only,pass,pass,pass,messenger_only,pass,none,not_applicable,pass,1.0421527766285519,0.9835875504310281,0.042856151046319846,messenger,,not_applicable,,,,,,,,,,,not_applicable,not_applicable,,,,,subset_refit_eligible=false (subset_consistency_reject) / cross comparator excluded in terminal gate / messenger-only fallback
