cluster_id,label,obs_offset_kpc,obs_sigma_kpc,pred_offset_kpc,residual_offset_kpc,z_offset,v_pre_km_s,v_post_km_s,chi_pre,chi_post,sign_at_observe,sign_flip_count,first_sign_flip_time_gyr,lag_to_collision_gyr,half_reach_time_gyr,tau_response_gyr,xi_jmu_fit,xi_mode,xi_jmu_derived,retarded_enabled,retarded_weight,retarded_delay_gyr,retarded_delay_steps,retarded_kernel_mode,retarded_kernel_tau_fast_gyr,retarded_kernel_tau_slow_gyr,retarded_kernel_weight_fast,retarded_kernel_weight_slow,retarded_kernel_tau_gyr,retarded_peak_lag_gyr,retarded_peak_corr,retarded_path_kpc,p_wave_speed_km_s,tau_origin_mode,tau_free_gyr,tau_int_gyr,tau_damp_gyr,tau_eff_gyr,tau_eff_harmonic_gyr,tau_reconstruction_rel_error,ad_hoc_parameter_count,lw_delay_gyr,lw_delta_x_lag_kpc,lw_current_term_signed_kpc,lw_lag_term_signed_kpc,lw_delta_x_peak_est_kpc,lw_lag_rel_error,lw_peak_rel_error,lw_beta_eff_vs_cw,lw_doppler_factor_inv
bullet_main,Bullet main halo,190.0,25.0,139.148860161026,-50.85113983897401,-2.03404559355896,1200.0,300.0,0.12,1.0,1,1,0.19740000000000002,-0.02259999999999998,0.23520000000000002,0.05559002731784142,6.546626905256627,derived,6.546626905256627,True,0.1326277603951562,0.032,160,double_exp_derived,0.15464728924098026,0.20927987926195124,0.5750597849642695,0.42494021503573054,0.17786287379245058,0.047,0.8877798902980252,180.0,5500.0,derived_from_pmu_kernel,0.03200047270930238,0.20927987926195124,0.15464728924098026,0.05559002731784142,0.023532647658336684,0.12394358575229716,0,0.032074408947971186,12.264228996210106,139.154119400994,-12.264228996210106,126.8898904047839,0.31756576706444284,0.08809967787056076,0.06797754522936526,1.0
bullet_sub,Bullet sub-halo,140.0,20.0,110.6972508579986,-29.302749142001403,-1.4651374571000702,-3000.0,-1100.0,0.12,0.36666666666666664,-1,1,0.22160000000000002,0.001600000000000018,0.2528,0.05559002731784142,6.546626905256627,derived,6.546626905256627,True,0.1326277603951562,0.032,160,double_exp_derived,0.15464728924098026,0.20927987926195124,0.5750597849642695,0.42494021503573054,0.17786287379245058,0.0504,0.8869625344127677,180.0,5500.0,derived_from_pmu_kernel,0.03200047270930238,0.20927987926195124,0.15464728924098026,0.05559002731784142,0.023532647658336684,0.12394358575229716,0,0.032834833084897264,42.175919600937064,-171.40190983215177,42.175919600937064,129.22599023121472,0.34851521656949874,0.16738210957907726,0.22835663588825594,1.0
