galaxy,radius_kpc,vobs_km_s,evobs_km_s,sigma_used_km_s,vbar_bestfit_baryon_km_s,vpred_baryon_km_s,vbar_bestfit_pmodel_km_s,vpred_pmodel_km_s,resid_baryon_km_s,resid_pmodel_km_s,pull_baryon_sigma,pull_pmodel_sigma,gbar_bestfit_pmodel_m_s2,gpred_pmodel_m_s2
UGC02455,2.01,33.0,3.64,3.64,75.55278020033411,75.55278020033411,58.144365470783136,81.56402663506066,-42.55278020033411,-48.56402663506066,-11.69032423086102,-13.341765559082598,5.4509056919705804e-11,1.0726319104494461e-10
UGC02455,2.52,39.1,3.64,3.64,75.35463124453598,75.35463124453598,58.52622873549942,85.22244087238572,-36.25463124453598,-46.12244087238572,-9.960063528718676,-12.671000239666405,4.405041402099588e-11,9.340214532184911e-11
UGC02455,3.02,43.8,3.64,3.64,75.12046654540957,75.12046654540957,59.00505447840887,88.522813974158,-31.320466545409573,-44.722813974158,-8.60452377621142,-12.286487355537911,3.7361210868629594e-11,8.409166152725557e-11
UGC02455,3.52,53.1,3.64,3.64,72.67298948027388,72.67298948027388,57.87282090930076,89.98846947828093,-19.572989480273883,-36.88846947828093,-5.377194912163154,-10.13419491161564,3.0835862106858e-11,7.455564334571991e-11
UGC02455,4.03,61.0,3.64,3.64,69.91256217590654,69.91256217590654,56.43351264984308,90.92970271095862,-8.912562175906544,-29.929702710958622,-2.4485060922820177,-8.222445799713906,2.561053054421113e-11,6.648994152645736e-11
UGC02487,9.93,377.0,10.3,10.3,344.42730166814584,344.42730166814584,261.197367196532,299.2782390491236,32.572698331854156,77.72176095087639,3.1623978962965196,7.545802034065668,2.2265773987503937e-10,2.9231458563240336e-10
UGC02487,10.05,377.0,19.7,19.7,344.7041462158527,344.7041462158527,261.40946707110663,299.87131157543905,32.29585378414731,77.12868842456095,1.6393834408196606,3.9151618489624846,2.203565764882497e-10,2.899701087073989e-10
UGC02487,10.35,378.0,10.8,10.8,345.67418547875394,345.67418547875394,262.14646570648245,301.5279812415145,32.32581452124606,76.47201875848549,2.99313097418945,7.0807424776375445,2.1517762946206978e-10,2.846848428610065e-10
UGC02487,15.07,367.0,10.7,10.7,330.4419256244582,330.4419256244582,250.5733356652299,305.5085162015177,36.55807437554182,61.49148379848231,3.4166424650039087,5.746867644717973,1.3502242737490904e-10,2.007163932195297e-10
UGC02487,20.09,364.0,6.67,6.67,314.4235567631662,314.4235567631662,238.48733809491853,307.43793553637386,49.576443236833825,56.56206446362614,7.432750110469839,8.480069634726558,9.174875302578834e-11,1.524700098434918e-10
UGC02487,25.12,375.0,6.19,6.19,298.87309721418546,298.87309721418546,227.22788141951239,308.18006083524284,76.12690278581454,66.81993916475716,12.298368786076662,10.794820543579508,6.661208971972873e-11,1.2252900105108068e-10
UGC02487,30.14,383.0,3.82,3.82,285.5210047691763,285.5210047691763,217.54843336691712,308.82107168396465,97.47899523082373,74.17892831603535,25.518061578749666,19.418567621998786,5.088832158900881e-11,1.0254631492113397e-10
UGC02487,35.17,378.0,2.21,3.0,265.5266471893169,265.5266471893169,202.62927367880482,303.29555344021287,112.47335281068308,74.70444655978713,37.49111760356103,24.90148218659571,3.783393051417077e-11,8.47635569787336e-11
UGC02487,40.19,364.0,4.0,4.0,247.89035130799257,247.89035130799257,189.35929820212152,298.0653204845337,116.10964869200743,65.93467951546631,29.027412173001856,16.48366987886658,2.8913769818454004e-11,7.163979712725589e-11
UGC02487,45.21,349.0,3.0,3.0,233.79398352908908,233.79398352908908,178.73670364645307,294.36058931770543,115.20601647091092,54.63941068229457,38.402005490303644,18.213136894098188,2.2900366670584024e-11,6.211182286985194e-11
UGC02487,50.24,338.0,3.08,3.08,221.01316019278124,221.01316019278124,169.32574651954138,291.00126403754285,116.98683980721876,46.99873596245715,37.98274019714895,15.259329857940632,1.8494637439798187e-11,5.4624764163660416e-11
UGC02487,55.26,332.0,2.19,3.0,210.22855626769638,210.22855626769638,161.6364272260433,288.65393209794456,121.77144373230362,43.34606790205544,40.590481244101206,14.448689300685146,1.532205647873954e-11,4.886450796207925e-11
UGC02487,60.28,330.0,1.61,3.0,201.89873205545393,201.89873205545393,155.76152641008622,287.6133942258153,128.10126794454607,42.386605774184716,42.70042264818202,14.128868591394905,1.3043573809766942e-11,4.447279513396855e-11
UGC02487,65.31,329.0,2.2,3.0,193.2535668690231,193.2535668690231,149.53835257752436,285.6881479647839,135.7464331309769,43.31185203521608,45.24881104365897,14.437284011738692,1.1096217341949788e-11,4.049992493977636e-11
UGC02487,70.33,330.0,3.53,3.53,185.8593202225812,185.8593202225812,144.09566522834749,284.1360213367676,144.1406797774188,45.86397866323239,40.83305376130844,12.992628516496428,9.567768749258386e-12,3.720158358085648e-11
UGC02487,75.35,332.0,13.4,13.4,178.8958070207348,178.8958070207348,138.7135848920357,282.2248142132032,153.1041929792652,49.77518578679678,11.425686043228746,3.714566103492297,8.27568953397098e-12,3.4257572835860316e-11
UGC02487,80.38,333.0,15.3,15.3,172.45922909603877,172.45922909603877,133.59661910542494,280.2289530139345,160.54077090396123,52.77104698606553,10.492860843396159,3.4490880383049363,7.196020440915048e-12,3.166120657333516e-11
UGC02885,1.7,305.0,10.0,10.0,317.82507721009046,317.82507721009046,240.89129940203316,245.97261015372507,-12.825077210090456,59.02738984627493,-1.2825077210090456,5.902738984627493,1.1062231989588345e-09,1.1533842929621043e-09
UGC02885,3.41,257.0,10.0,10.0,309.0186604825022,309.0186604825022,234.21659271366747,248.46379332889674,-52.018660482502185,8.536206671103258,-5.201866048250219,0.8536206671103258,5.213512189505231e-10,5.867070387787888e-10
UGC02885,6.82,256.0,10.0,10.0,293.9164503453319,293.9164503453319,222.77007296223607,253.63024126363996,-37.916450345331896,2.3697587363600405,-3.7916450345331896,0.23697587363600406,2.358189896370217e-10,3.0568008803957586e-10
UGC02885,13.67,271.0,10.0,10.0,276.7302689623959,276.7302689623959,209.7440348615426,265.24600289045634,-5.730268962395883,5.753997109543661,-0.5730268962395882,0.5753997109543662,1.0429420472286996e-10,1.6679331345521723e-10
UGC02885,19.49,282.0,10.0,10.0,261.8202558099735,261.8202558099735,198.44318826404697,269.9024295768978,20.179744190026497,12.097570423102184,2.0179744190026496,1.2097570423102184,6.548020156046399e-11,1.2112985673739785e-10
UGC02885,23.36,287.0,10.0,10.0,257.4435513746654,257.4435513746654,196.02763590983793,276.0388087832619,29.55644862533461,10.961191216738086,2.955644862533461,1.0961191216738086,5.3310311608323634e-11,1.057102026800933e-10
UGC02885,27.24,283.0,10.0,10.0,250.54433057325397,250.54433057325397,191.6988586257101,279.51644911198383,32.45566942674603,3.4835508880161683,3.2455669426746026,0.3483550888016168,4.3720126083651535e-11,9.295164768808856e-11
UGC02885,31.22,280.0,10.0,10.0,240.66475156449474,240.66475156449474,184.76075164817877,279.9085687310452,39.335248435505264,0.09143126895480691,3.9335248435505266,0.009143126895480691,3.543529044662688e-11,8.132965745967897e-11
UGC02885,35.1,280.0,10.0,10.0,231.8277653397021,231.8277653397021,178.74817928695103,280.28746195115224,48.1722346602979,-0.28746195115223827,4.81722346602979,-0.028746195115223826,2.95002429022685e-11,7.253534487332496e-11
UGC02885,38.97,281.0,10.0,10.0,225.63854017964212,225.63854017964212,175.39778935437013,282.6704490557125,55.36145982035788,-1.6704490557124814,5.536145982035788,-0.16704490557124813,2.5583931273750914e-11,6.644768678779833e-11
UGC02885,42.85,282.0,10.0,10.0,219.23863199810378,219.23863199810378,171.84894266884504,284.414947002249,62.761368001896216,-2.4149470022489936,6.276136800189621,-0.24149470022489936,2.233532917018907e-11,6.11791531640418e-11
UGC02885,46.73,287.0,10.0,10.0,209.15346258764154,209.15346258764154,164.10619710541096,281.47365856808625,77.84653741235846,5.52634143191375,7.784653741235846,0.5526341431913749,1.8676850256883635e-11,5.494512805645932e-11
UGC02885,50.71,292.0,10.0,10.0,205.9808486301578,205.9808486301578,162.8846512670853,284.9082221818379,86.0191513698422,7.091777818162086,8.601915136984221,0.7091777818162086,1.6955717375483283e-11,5.187591974776542e-11
UGC02885,54.58,298.0,10.0,10.0,204.75911233837672,204.75911233837672,163.5660490126236,289.9395668425715,93.24088766162328,8.06043315742852,9.324088766162328,0.8060433157428519,1.5885549786930617e-11,4.9914979254972973e-11
UGC02885,58.46,298.0,10.0,10.0,200.99865892189425,200.99865892189425,161.75172872151936,292.15081663724277,97.00134107810575,5.8491833627572305,9.700134107810575,0.5849183362757231,1.4504023860093695e-11,4.731565461761518e-11
UGC02885,62.34,298.0,10.0,10.0,194.74763144233614,194.74763144233614,157.2974588745794,291.3002514174023,103.25236855766386,6.699748582597692,10.325236855766386,0.6699748582597692,1.2862520212278351e-11,4.411277469351713e-11
UGC02885,66.21,298.0,10.0,10.0,189.57745023076976,189.57745023076976,153.51108062937996,290.880991395027,108.42254976923024,7.119008604972976,10.842254976923025,0.7119008604972976,1.1534673998187062e-11,4.141489363941922e-11
UGC02885,70.19,298.0,10.0,10.0,186.61011527888832,186.61011527888832,152.12458782327067,292.97027504411193,111.38988472111168,5.029724955888071,11.13898847211117,0.5029724955888071,1.068496346272509e-11,3.962974975330123e-11
UGC02885,74.07,298.0,10.0,10.0,182.11374726362638,182.11374726362638,149.05960605878437,292.9216683480279,115.88625273637362,5.078331651972121,11.588625273637362,0.5078331651972121,9.721360497252605e-12,3.754136920825189e-11
UGC02916,0.37,183.0,47.6,47.6,142.218157559434,142.218157559434,107.80591358362487,110.40764606109762,40.78184244056601,72.59235393890238,0.8567613958102103,1.525049452497949,1.0179651244110131e-09,1.0676921064992936e-09
UGC02916,0.74,196.0,40.7,40.7,220.5783690809232,220.5783690809232,167.2027268988158,170.17464271595136,-24.57836908092321,25.825357284048636,-0.6038911322094155,0.6345296629987379,1.2243467905488736e-09,1.2682574729447647e-09
UGC02916,1.11,205.0,14.1,14.1,252.81278537763862,252.81278537763862,191.64242846092296,195.89657173611462,-47.81278537763862,9.103428263885377,-3.390977686357349,0.6456332102046367,1.0722839538323255e-09,1.1204181809586756e-09
UGC02916,1.48,211.0,7.89,7.89,277.89846252543384,277.89846252543384,210.66249935382422,216.13187138489374,-66.89846252543384,-5.131871384893742,-8.478892588774885,-0.6504272984656201,9.71767128498427e-10,1.0228816014904072e-09
UGC02916,1.84,214.0,1.48,3.0,300.10709739624616,300.10709739624616,227.49943228852237,234.01521949555342,-86.10709739624616,-20.015219495553424,-28.70236579874872,-6.671739831851141,9.115747064064773e-10,9.645391016285236e-10
UGC02916,2.21,214.0,1.5,3.0,318.0030442086993,318.0030442086993,241.0652213945429,248.69980257900875,-104.0030442086993,-34.69980257900875,-34.66768140289977,-11.566600859669583,8.521701137632173e-10,9.070016187049956e-10
UGC02916,2.6,213.0,2.64,3.0,326.4561611518459,326.4561611518459,247.47159738846793,256.65112079067654,-113.45616115184589,-43.65112079067654,-37.81872038394863,-14.55037359689218,7.633554842259868e-10,8.210364481546471e-10
UGC02916,2.96,211.0,4.5,4.5,321.9159570975008,321.9159570975008,244.02775455673063,255.2397660910804,-110.91595709750078,-44.23976609108041,-24.647990466111285,-9.831059131351203,6.51982878758076e-10,7.132707580482657e-10
UGC02916,3.17,210.0,8.68,8.68,322.0744093895073,322.0744093895073,244.14424180717427,256.38761112657585,-112.07440938950731,-46.38761112657585,-12.911798316763516,-5.344194830250674,6.093729390012075e-10,6.720231968973376e-10
UGC02916,3.33,209.0,3.0,3.0,320.5486880179046,320.5486880179046,242.9842751908032,256.1074864787494,-111.54868801790462,-47.10748647874942,-37.18289600596821,-15.702495492916475,5.745946252091967e-10,6.383366336679427e-10
UGC02916,3.7,207.0,1.6,3.0,316.3773242057653,316.3773242057653,239.8107062155482,255.00870009186514,-109.37732420576532,-48.00870009186514,-36.45910806858844,-16.002900030621714,5.03714980257924e-10,5.695839271107063e-10
UGC02916,4.07,206.0,1.73,3.0,310.98043458005515,310.98043458005515,235.70413028964933,253.05647785516874,-104.98043458005515,-47.05647785516874,-34.99347819335171,-15.68549261838958,4.4237383425133244e-10,5.099058137606036e-10
UGC02916,4.44,205.0,3.45,3.45,304.4612977677129,304.4612977677129,230.78675805686942,250.36633552780137,-99.46129776771289,-45.36633552780137,-28.829361671800836,-13.149662471826483,3.887659834582621e-10,4.5752870901839476e-10
UGC02916,4.81,205.0,2.77,3.0,297.3744942216799,297.3744942216799,225.4465782344012,247.2897380784237,-92.37449422167992,-42.28973807842371,-30.791498073893308,-14.09657935947457,3.4244566635244724e-10,4.120183585158553e-10
UGC02916,5.18,206.0,7.48,7.48,290.27559032340275,290.27559032340275,220.10529371553056,244.20153713151126,-84.27559032340275,-38.20153713151126,-11.266790150187534,-5.107157370522895,3.030963250262832e-10,3.7309246803161335e-10
UGC02916,5.55,207.0,5.02,5.02,282.7440283302195,282.7440283302195,214.44691541824514,240.81330885144223,-75.74402833021952,-33.81330885144223,-15.088451858609467,-6.735718894709608,2.6853202025648374e-10,3.3862377100117113e-10
UGC02916,5.92,208.0,7.7,7.7,275.76163953022905,275.76163953022905,209.21532690603712,237.78377928867127,-67.76163953022905,-29.78377928867127,-8.800212926003772,-3.868023284243022,2.3961540891850883e-10,3.0952248166741276e-10
UGC02916,6.28,210.0,1.95,3.0,269.7194733607493,269.7194733607493,204.71139614100622,235.33041248248168,-59.719473360749305,-25.330412482481677,-19.90649112024977,-8.443470827493892,2.1625883119868208e-10,2.857892726280892e-10
UGC02916,6.34,210.0,4.78,4.78,268.82156790778527,268.82156790778527,204.0425073076686,234.99120333056766,-58.821567907785266,-24.991203330567657,-12.30576734472495,-5.228285215599928,2.1281463965385358e-10,2.822691446690982e-10
UGC02916,6.65,212.0,1.96,3.0,264.3540287304129,264.3540287304129,200.7334315603656,233.354472851305,-52.35402873041289,-21.35447285130499,-17.45134291013763,-7.118157617101663,1.963664222378957e-10,2.6537503769630794e-10
UGC02916,7.03,214.0,0.76,3.0,259.38875577094694,259.38875577094694,197.06792320517306,231.66052452368075,-45.38875577094694,-17.66052452368075,-15.129585256982315,-5.886841507893583,1.7903008150429773e-10,2.473991484367042e-10
UGC02916,7.39,215.0,2.22,3.0,255.0460917199085,255.04609171990847,193.87662222557927,230.26934295398007,-40.046091719908475,-15.269342953980072,-13.348697239969491,-5.089780984660024,1.6483745696359885e-10,2.3252907281028357e-10
UGC02916,7.77,216.0,1.76,3.0,250.66281522714922,250.66281522714922,190.66087412366485,228.89829075743324,-34.662815227149224,-12.898290757433244,-11.554271742383074,-4.299430252477748,1.5161829047610125e-10,2.185312426797022e-10
UGC02916,8.14,217.0,1.53,3.0,246.9969616363731,246.9969616363731,187.99135576297112,227.93544566498863,-29.9969616363731,-10.935445664988634,-9.998987212124367,-3.6451485549962115,1.4070217464384698e-10,2.0684678868693387e-10
UGC02916,8.51,218.0,7.7,7.7,243.37368359459077,243.37368359459077,185.35817015281518,226.96866792507336,-25.373683594590773,-8.968667925073362,-3.295283583713087,-1.1647620681913458,1.308408514457372e-10,1.9617863674865716e-10
UGC02916,8.88,218.0,6.86,6.86,239.88596892607117,239.88596892607117,182.8222882243847,226.05278557679415,-21.885968926071172,-8.05278557679415,-3.190374479019121,-1.1738754485122667,1.2198172472281083e-10,1.864902860722212e-10
UGC02916,9.25,218.0,8.37,8.37,236.9856183189182,236.9856183189182,180.72225067766277,225.49016806093417,-18.9856183189182,-7.490168060934167,-2.2682937059639428,-0.8948826835046795,1.1442764900686399e-10,1.7814061307910864e-10
UGC02916,9.52,218.0,3.93,3.93,234.78247915123475,234.78247915123475,179.1074116065552,224.9852169333678,-16.782479151234753,-6.985216933367809,-4.270350929067367,-1.7774088888976614,1.0920427041990282e-10,1.7231396359356996e-10
UGC02916,9.62,218.0,4.05,4.05,233.98988270777858,233.98988270777858,178.52547065783077,224.80814121430885,-15.989882707778577,-6.808141214308847,-3.9481191871058217,-1.6810225220515673,1.0736797349705463e-10,1.702544422348371e-10
UGC02916,9.99,217.0,20.2,20.2,231.1819308285143,231.1819308285143,176.47346113679527,224.22280405372481,-14.18193082851431,-7.222804053724815,-0.7020757835898174,-0.35756455711508983,1.0102823680974182e-10,1.6309608091147753e-10
UGC02916,10.4,217.0,4.2,4.2,228.18439006733126,228.18439006733126,174.2903457062381,223.61865885050386,-11.184390067331265,-6.618658850503863,-2.6629500160312536,-1.575871154881872,9.465918874739605e-11,1.5582322640863829e-10
UGC02916,10.71,216.0,3.16,3.16,226.22939365078088,226.22939365078088,172.89604187372245,223.36691088553678,-10.229393650780878,-7.366910885536782,-3.2371498894876196,-2.3313009131445512,9.04544809797251e-11,1.5097243510818379e-10
UGC02916,11.12,215.0,6.72,6.72,223.6125495673263,223.6125495673263,171.01595388734935,222.97070734840787,-8.612549567326312,-7.9707073484078705,-1.2816293998997488,-1.1861171649416475,8.523499142354591e-11,1.4489062664681547e-10
UGC02916,12.67,212.0,1.82,3.0,215.148628617521,215.14862861752098,165.14243862799165,222.28993948796312,-3.148628617520984,-10.289939487963125,-1.0495428725069946,-3.4299798293210415,6.97573906218445e-11,1.2638992470951877e-10
UGC02916,12.98,211.0,16.6,16.6,213.7053665016393,213.7053665016393,164.16841113807487,222.2843060487709,-2.705366501639304,-11.284306048770901,-0.1629738856409219,-0.6797774728175241,6.729053052126144e-11,1.233651141245247e-10
UGC02916,15.86,209.0,8.38,8.38,202.42499284327513,202.42499284327513,157.19690299621044,223.4519857183687,6.575007156724865,-14.45198571836869,0.7846070592750435,-1.7245806346502015,5.049335672563791e-11,1.0202690408772791e-10
UGC02916,19.05,215.0,13.2,13.2,194.0242830070504,194.0242830070504,153.26210220533972,227.12511777046262,20.9757169929496,-12.125117770462623,1.5890694691628486,-0.9185695280653503,3.995986673610493e-11,8.775761377448798e-11
