galaxy,distance_mpc,r_kpc,vobs_km_s,evobs_km_s,vgas_km_s,vdisk_km_s,vbul_km_s,g_obs_m_s2,g_obs_sigma_m_s2,g_bar_m_s2
UGC06917,18.0,10.47,111.0,6.0,36.86,60.19,0.0,3.813719352936392e-11,4.122939841012315e-12,9.812341923639409e-12
UGC06923,18.0,0.93,40.5,7.35,9.26,50.64,0.0,5.715793795173247e-11,2.0746214515814008e-11,4.7669159213609824e-11
UGC06923,18.0,1.94,53.9,5.9,16.49,55.16,0.0,4.853167216230239e-11,1.0624744555012398e-11,2.99560414611869e-11
UGC06923,18.0,2.87,73.0,4.7,21.98,56.07,0.0,6.017460917578056e-11,7.748511318525168e-12,2.3205366924044335e-11
UGC06923,18.0,3.72,78.4,3.9,25.0,55.82,0.0,5.3547431046578374e-11,5.32742298677693e-12,1.9017243083705328e-11
UGC06923,18.0,4.47,79.3,5.3,28.23,53.8,0.0,4.559196455006263e-11,6.094260078570793e-12,1.627025557196088e-11
UGC06923,18.0,5.16,81.1,5.1,30.82,51.88,0.0,4.1308693702182894e-11,5.195421402740635e-12,1.4417948200985167e-11
UGC06930,18.0,1.74,54.7,8.3,0.0,52.62,0.0,5.572817990892868e-11,1.691202534713375e-11,2.578528276666609e-11
UGC06930,18.0,3.5,85.4,7.0,5.24,59.95,0.0,6.75300625217259e-11,1.1070502052741951e-11,1.689333844435281e-11
UGC06930,18.0,5.24,93.8,6.2,17.89,62.66,0.0,5.4415652922555114e-11,7.1935404716384155e-12,1.4120829278222426e-11
UGC06930,18.0,6.98,98.7,5.2,25.97,65.09,0.0,4.5230182229494666e-11,4.765895594597209e-12,1.296680807109572e-11
UGC06930,18.0,8.72,103.0,5.2,29.85,66.99,0.0,3.942824252490283e-11,3.981104099601839e-12,1.165064818750213e-11
UGC06930,18.0,10.47,107.0,5.2,34.48,67.16,0.0,3.5438091771584084e-11,3.4444500413502284e-12,1.066053325813664e-11
UGC06930,18.0,12.19,109.0,5.2,40.3,63.93,0.0,3.158629921073708e-11,3.013738640290511e-12,9.75055165682388e-12
UGC06930,18.0,13.94,108.0,7.4,42.57,59.68,0.0,2.711653488671383e-11,3.71596959558671e-12,8.353157671945297e-12
UGC06930,18.0,15.68,108.0,7.4,40.84,54.03,0.0,2.410742961229533e-11,3.3036107246478783e-12,6.464044419666927e-12
UGC06930,18.0,16.61,108.0,7.4,39.98,51.7,0.0,2.2757645774882046e-11,3.1186403469282805e-12,5.726180728501544e-12
UGC06973,18.0,1.74,170.0,4.7,2.96,330.95,134.59,5.382673647410469e-10,2.9763018991563766e-11,1.2563205090310903e-09
UGC06973,18.0,2.61,174.0,4.2,15.3,283.41,109.85,3.759303975755464e-10,1.8148364020888445e-11,6.064555935278001e-10
UGC06973,18.0,3.5,170.0,4.2,20.26,251.38,94.86,2.6759577561412043e-10,1.3222379500933009e-11,3.546830478036835e-10
UGC06973,18.0,4.37,170.0,4.3,23.49,223.34,84.89,2.143215594163436e-10,1.0842149476356205e-11,2.2645836217490205e-10
UGC06973,18.0,5.32,171.0,4.8,28.67,203.29,76.94,1.7812711880195991e-10,1.000011895028547e-11,1.5612524567647205e-10
UGC06973,18.0,6.28,174.0,4.9,33.19,186.33,70.82,1.562385888013019e-10,8.799644656625049e-12,1.1338517198908251e-10
UGC06973,18.0,6.81,177.0,10.1,32.98,178.04,68.0,1.4909012387518725e-10,1.701480509762024e-11,9.600321433549193e-11
UGC06973,18.0,7.33,178.0,6.3,32.11,170.62,65.55,1.4008301638029368e-10,9.915988799953374e-12,8.221059485178584e-11
UGC06973,18.0,7.85,180.0,7.7,30.71,164.4,63.34,1.337595528382133e-10,1.1443872853936027e-11,7.127713418637434e-11
UGC06983,18.0,1.74,56.9,6.6,0.0,57.53,0.0,6.030103123734466e-11,1.3988991429401574e-11,3.082186819245798e-11
UGC06983,18.0,2.61,87.4,4.8,0.0,63.17,0.0,9.484879388902696e-11,1.0418174157147127e-11,2.4774260825107374e-11
UGC06983,18.0,3.5,92.1,5.7,0.0,61.1,0.0,7.854176757878793e-11,9.72178230616919e-12,1.7283585215923714e-11
UGC06983,18.0,4.37,93.5,5.2,8.69,59.01,0.0,6.483227172344394e-11,7.211290116832267e-12,1.3471898370703124e-11
UGC06983,18.0,5.24,98.2,4.4,16.6,57.64,0.0,5.964048182278908e-11,5.344564562530997e-12,1.1978172589273035e-11
UGC06983,18.0,6.11,99.7,4.4,18.86,56.44,0.0,5.272281146843377e-11,4.653568113562861e-12,1.0334619201177638e-11
UGC06983,18.0,6.98,102.0,3.5,23.82,56.03,0.0,4.83052546237524e-11,3.3150664937869292e-12,9.922322968931009e-12
UGC06983,18.0,7.85,107.0,4.4,29.74,55.57,0.0,4.726583705076247e-11,3.887283794829063e-12,1.0025691529769194e-11
UGC06983,18.0,8.72,108.0,4.4,30.17,54.32,0.0,4.3349139486329214e-11,3.5321521062934915e-12,8.865910281886272e-12
UGC06983,18.0,9.6,110.0,4.4,31.9,52.55,0.0,4.084732229403835e-11,3.267785783523068e-12,8.09641611208948e-12
UGC06983,18.0,10.47,113.0,4.4,35.89,51.23,0.0,3.952388801042512e-11,3.0779664999269117e-12,8.048859337322526e-12
UGC06983,18.0,11.35,110.0,5.2,38.26,49.57,0.0,3.45492770064113e-11,3.2664770987879772e-12,7.687699679757501e-12
UGC06983,18.0,12.19,108.0,5.7,39.33,47.76,0.0,3.1009392643214994e-11,3.2732136678949164e-12,7.1444898912951975e-12
UGC06983,18.0,13.12,109.0,8.6,40.63,45.68,0.0,2.9347331355097946e-11,4.630955039520043e-12,6.654782431090014e-12
UGC06983,18.0,13.94,108.0,9.8,40.95,43.38,0.0,2.711653488671383e-11,4.921148923885102e-12,6.085910805855821e-12
UGC06983,18.0,14.86,108.0,9.8,40.63,41.42,0.0,2.543771846034931e-11,4.616474831693023e-12,5.470952525891326e-12
UGC06983,18.0,15.68,109.0,12.3,40.09,39.99,0.0,2.4555930317530933e-11,5.541980603773036e-12,4.974447708026727e-12
UGC07089,18.0,0.87,20.9,4.7,4.05,19.26,0.0,1.6271319556576932e-11,7.31820114027862e-12,7.519960138731695e-12
UGC07089,18.0,1.74,36.4,3.9,8.89,32.89,0.0,2.4677603030702335e-11,5.288057792293357e-12,1.1545893642975698e-11
UGC07089,18.0,2.61,43.4,3.9,12.07,42.35,0.0,2.3387748039945704e-11,4.203327988746002e-12,1.2943823345904271e-11
UGC07089,18.0,3.5,51.2,4.7,13.47,46.88,0.0,2.427288131577439e-11,4.456349304067954e-12,1.1854845641679617e-11
UGC07089,18.0,4.37,59.7,3.9,14.33,50.13,0.0,2.6431187775093288e-11,3.453321015841334e-12,1.0841091588105314e-11
UGC07089,18.0,5.24,64.5,4.4,18.1,50.81,0.0,2.5729870303265115e-11,3.510431917344698e-12,1.0009542965054817e-11
UGC07089,18.0,6.11,67.9,3.9,21.23,49.78,0.0,2.4453880922826832e-11,2.8091350691907112e-12,8.962463172317154e-12
UGC07089,18.0,6.55,72.8,7.3,22.41,49.26,0.0,2.622230795323485e-11,5.258869452159736e-12,8.487783531201023e-12
UGC07089,18.0,6.98,70.3,6.1,23.49,48.73,0.0,2.2945878106833957e-11,3.982072729777728e-12,8.074492369328441e-12
UGC07089,18.0,7.85,73.7,6.1,25.32,47.5,0.0,2.2424087208512185e-11,3.711992726510837e-12,7.304045243614653e-12
UGC07089,18.0,8.72,77.6,6.1,26.4,46.22,0.0,2.237981088761984e-11,3.5184754230536347e-12,6.559992127375304e-12
UGC07089,18.0,9.16,79.1,7.3,26.4,45.5,0.0,2.2136397670293012e-11,4.085858482759519e-12,6.128062440564676e-12
UGC07125,19.8,1.44,26.1,3.3,9.09,27.58,0.0,1.533091152612775e-11,3.8767822249978214e-12,1.0419022145540224e-11
UGC07125,19.8,2.88,43.0,3.47,16.12,37.24,0.0,2.0806253146467468e-11,3.3580324845694007e-12,1.0726790402602297e-11
UGC07125,19.8,4.33,48.5,2.35,15.32,39.71,0.0,1.7605365089135123e-11,1.7060869261636098e-12,7.657702872216964e-12
UGC07125,19.8,5.76,52.5,2.0,18.34,39.12,0.0,1.5507635271755264e-11,1.1815341159432581e-12,6.1976685636745785e-12
UGC07125,19.8,7.2,56.4,2.05,17.63,37.66,0.0,1.4317762900765207e-11,1.0408302817932154e-12,4.5909000943492245e-12
UGC07125,19.8,8.64,58.5,2.21,22.27,36.69,0.0,1.283652421678354e-11,9.69870718601423e-13,4.384920476249387e-12
UGC07125,19.8,10.08,61.5,2.1,25.8,36.12,0.0,1.2160156217758879e-11,8.304496929201186e-13,4.237342069372004e-12
UGC07125,19.8,11.47,64.6,2.01,29.52,34.86,0.0,1.179101176943125e-11,7.337440760543904e-13,4.178938839072059e-12
UGC07125,19.8,13.0,65.6,2.12,36.98,33.7,0.0,1.072787689463331e-11,6.933871651409335e-13,4.8246862352517e-12
UGC07125,19.8,14.42,65.4,2.65,38.39,31.99,0.0,9.612573887406286e-12,7.790006361353717e-13,4.462189336677237e-12
UGC07125,19.8,15.84,65.5,3.05,37.89,29.33,0.0,8.777622062208767e-12,8.174579325110455e-13,3.817279041648333e-12
UGC07125,19.8,17.26,65.1,3.22,39.0,27.53,0.0,7.957389940010492e-12,7.871826607322208e-13,3.5673928559272893e-12
UGC07125,19.8,18.68,64.9,3.48,34.46,26.15,0.0,7.307384783154478e-12,7.836579058667976e-13,2.65334961536252e-12
UGC07151,6.87,0.5,24.2,2.18,-0.51,24.79,0.0,3.795859966140396e-11,6.838822087757078e-12,1.9932876451165963e-11
UGC07151,6.87,1.0,42.0,2.91,-5.39,39.13,0.0,5.71673466657986e-11,7.921760895117806e-12,2.575222229199785e-11
UGC07151,6.87,1.5,59.4,2.4,-5.79,45.87,0.0,7.623090675802614e-11,6.160073273375849e-12,2.3453574810956792e-11
UGC07151,6.87,2.0,63.9,2.01,7.68,49.56,0.0,6.616391201226063e-11,4.162424511569448e-12,2.0855698076173115e-11
UGC07151,6.87,2.49,66.0,2.0,15.55,48.96,0.0,5.6694114798472505e-11,3.436006957483182e-12,1.8746324242288967e-11
UGC07151,6.87,3.0,67.2,2.07,19.33,48.14,0.0,4.878280248814814e-11,3.0053690818591267e-12,1.6553670515152268e-11
UGC07151,6.87,3.49,68.7,2.38,19.89,46.88,0.0,4.382657193294463e-11,3.0366009083088272e-12,1.3877586143104048e-11
UGC07151,6.87,4.0,71.3,2.91,25.08,45.84,0.0,4.118779316488856e-11,3.362033046558926e-12,1.3608511871711728e-11
UGC07151,6.87,4.49,72.5,3.21,25.36,46.88,0.0,3.793841011167471e-11,3.359511626440712e-12,1.2573334413626633e-11
UGC07151,6.87,5.01,74.0,3.41,26.06,48.01,0.0,3.5422170437120445e-11,3.264583815961641e-12,1.184795044988165e-11
UGC07151,6.87,5.5,76.2,3.17,28.3,47.84,0.0,3.421343726800243e-11,2.8466298199361605e-12,1.146188684289996e-11
UGC07232,2.83,0.21,16.4,3.3,3.43,15.55,0.0,4.150666655661698e-11,1.6703902394736102e-11,2.047341482525332e-11
UGC07232,2.83,0.41,26.2,3.3,6.87,25.1,0.0,5.425854964502903e-11,1.366818426172487e-11,2.862966868579023e-11
UGC07232,2.83,0.62,35.2,3.3,10.25,25.64,0.0,6.476540598053462e-11,1.2143513621350241e-11,2.2673291649648403e-11
UGC07232,2.83,0.82,44.0,3.3,12.77,24.3,0.0,7.651400858980843e-11,1.1477101288471265e-11,1.811350193050773e-11
UGC07261,13.1,0.95,46.8,5.66,3.86,27.74,0.0,7.471667822013292e-11,1.8072495672049242e-11,1.3633562754484473e-11
UGC07261,13.1,1.9,63.0,5.66,4.52,51.06,0.0,6.769817368318256e-11,1.2164179779263914e-11,2.2582981584978326e-11
UGC07261,13.1,2.86,66.8,5.66,4.73,51.26,0.0,5.056340900884694e-11,8.568529790121966e-12,1.5140634155962316e-11
UGC07261,13.1,3.81,69.6,5.66,12.72,49.4,0.0,4.120433963977642e-11,6.701625355205016e-12,1.1755083929604887e-11
UGC07261,13.1,4.76,73.4,5.66,18.24,44.13,0.0,3.668044720302287e-11,5.656984500520693e-12,8.89461866813153e-12
UGC07261,13.1,5.72,74.7,5.66,23.64,39.21,0.0,3.161510507908323e-11,4.7909369410337645e-12,7.521563462903129e-12
UGC07261,13.1,6.67,76.1,5.66,29.52,35.32,0.0,2.8137981152658325e-11,4.1855709152180315e-12,7.2646979958595034e-12
UGC07323,8.0,0.58,23.9,3.87,1.43,21.96,0.0,3.191664720557786e-11,1.0336186166157851e-11,1.3587006283848997e-11
UGC07323,8.0,1.17,34.7,3.87,3.24,34.79,0.0,3.3352050723308254e-11,7.439333504276826e-12,1.7053414109909926e-11
UGC07323,8.0,1.75,42.8,3.87,-0.61,43.08,0.0,3.3923366477575805e-11,6.134739638701792e-12,1.719122856179619e-11
UGC07323,8.0,2.33,51.3,3.87,-3.66,48.67,0.0,3.6603976172694596e-11,5.522705176932869e-12,1.665983167102848e-11
UGC07323,8.0,2.91,57.7,3.87,9.71,52.39,0.0,3.7077299245890825e-11,4.973627316519844e-12,1.633352928930439e-11
UGC07323,8.0,3.5,67.3,3.87,13.91,55.75,0.0,4.193836922253562e-11,4.823224038371853e-12,1.6180927192523655e-11
UGC07323,8.0,4.07,75.4,3.87,18.68,58.69,0.0,4.5268670233851414e-11,4.646943071750795e-12,1.6492146247292017e-11
UGC07323,8.0,4.65,79.5,3.87,24.75,61.08,0.0,4.4048463019593004e-11,4.288491871341508e-12,1.7269838935328428e-11
UGC07323,8.0,5.23,82.8,3.87,27.13,61.82,0.0,4.2482340886700295e-11,3.9711753437567665e-12,1.6401522638342622e-11
UGC07323,8.0,5.82,85.6,3.87,28.72,60.87,0.0,4.0801299887118667e-11,3.689276415026851e-12,1.490879222798861e-11
UGC07399,8.43,0.61,47.3,2.77,2.98,31.89,0.0,1.1886169010624563e-10,1.39216440420423e-11,2.7486401249399246e-11
UGC07399,8.43,1.22,70.4,3.27,8.37,39.0,0.0,1.3165426789485724e-10,1.2230382273187023e-11,2.2062718034632092e-11
UGC07399,8.43,1.84,83.7,2.5,14.43,37.15,0.0,1.233907340231929e-10,7.37101159039384e-12,1.5821451907145184e-11
UGC07399,8.43,2.45,89.1,2.45,17.93,36.43,0.0,1.0501196339115844e-10,5.775068693789858e-12,1.3030014117530406e-11
UGC07399,8.43,3.07,91.7,2.48,20.44,35.9,0.0,8.876663374337404e-11,4.801335914581627e-12,1.1212870436992832e-11
UGC07399,8.43,3.68,95.1,3.01,21.54,34.58,0.0,7.964576168893405e-11,5.041719089036625e-12,9.351231652536782e-12
UGC07399,8.43,4.3,96.9,3.62,21.34,33.94,0.0,7.076663633479002e-11,5.287414314384724e-12,7.773027213802764e-12
UGC07399,8.43,4.91,100.0,3.9,23.04,32.94,0.0,6.600365151617851e-11,5.148284818261925e-12,7.084590380382053e-12
UGC07399,8.43,5.52,103.0,4.82,25.45,31.6,0.0,6.22851947132523e-11,5.829410456657789e-12,6.7339078466578295e-12
UGC07399,8.43,6.13,106.0,4.97,25.55,31.05,0.0,5.940195121728692e-11,5.570333916036152e-12,5.999690912803056e-12
UGC07524,4.74,0.35,14.4,2.82,-0.61,15.45,0.0,1.9200228384548103e-11,7.520089450614675e-12,1.108562723265426e-11
UGC07524,4.74,0.69,24.4,3.97,-1.22,17.95,0.0,2.7962758808168078e-11,9.099356759707153e-12,7.636480730405913e-12
UGC07524,4.74,1.03,29.2,3.26,-2.04,20.19,0.0,2.6827359741280035e-11,5.990218681957049e-12,6.543846042193085e-12
UGC07524,4.74,1.38,32.9,3.73,-1.72,21.43,0.0,2.541921674411214e-11,5.763749450184699e-12,5.461907259430193e-12
UGC07524,4.74,1.72,37.8,3.41,3.47,22.82,0.0,2.6921831860056317e-11,4.857325219195346e-12,5.132812184712179e-12
UGC07524,4.74,2.07,42.0,3.12,3.53,25.15,0.0,2.761707568396068e-11,4.103108387331301e-12,5.146453795660021e-12
UGC07524,4.74,2.41,45.1,2.92,4.13,26.82,0.0,2.735177378640138e-11,3.5417817940706e-12,5.0657427906323e-12
UGC07524,4.74,2.76,47.6,2.79,6.88,28.98,0.0,2.6604449575548787e-11,3.118756904024417e-12,5.486481994846418e-12
UGC07524,4.74,3.1,52.3,2.78,9.39,30.06,0.0,2.8595068331046056e-11,3.0399346065127357e-12,5.644955586969363e-12
UGC07524,4.74,3.45,57.3,2.78,11.99,30.89,0.0,3.0841791980405184e-11,2.992676499320294e-12,5.8320514569396075e-12
UGC07524,4.74,3.79,61.4,2.93,14.78,31.14,0.0,3.2236433482938465e-11,3.076636811238101e-12,6.013810661908974e-12
UGC07524,4.74,4.14,64.5,3.42,16.87,32.08,0.0,3.2566309272731696e-11,3.4535434949687566e-12,6.2558007271263006e-12
UGC07524,4.74,4.48,66.4,4.53,18.27,32.77,0.0,3.1893897892831753e-11,4.351787875136381e-12,6.298753670069986e-12
UGC07524,4.74,4.82,66.9,5.46,19.32,33.02,0.0,3.009224936852716e-11,4.911918731006228e-12,6.175113985555284e-12
UGC07524,4.74,5.17,69.4,4.77,19.78,33.86,0.0,3.019102463928097e-11,4.1501783149674424e-12,6.045891279045202e-12
UGC07524,4.74,5.51,70.2,4.44,19.55,34.37,0.0,2.898491827505156e-11,3.666468294621907e-12,5.721951380174729e-12
UGC07524,4.74,5.86,70.9,4.24,19.78,34.15,0.0,2.779996883954237e-11,3.325017429609581e-12,5.3885402289936184e-12
UGC07524,4.74,6.2,72.3,4.38,20.48,34.36,0.0,2.7323376083741348e-11,3.31055013130808e-12,5.277949877391878e-12
UGC07524,4.74,6.55,73.9,3.51,21.53,34.78,0.0,2.7020727119551852e-11,2.566786256823464e-12,5.286008381137647e-12
UGC07524,4.74,6.89,75.0,3.22,22.81,35.14,0.0,2.645774093341735e-11,2.27183802148277e-12,5.351311637443632e-12
UGC07524,4.74,7.25,75.5,3.23,24.09,35.58,0.0,2.548034778573137e-11,2.180172803918207e-12,5.423483477240659e-12
UGC07524,4.74,7.58,77.1,2.98,25.37,36.1,0.0,2.5414935113411582e-11,1.964630522385642e-12,5.537721799921596e-12
UGC07524,4.74,7.94,77.0,2.79,26.77,36.68,0.0,2.419972343465446e-11,1.7536942437061283e-12,5.67072743726917e-12
UGC07524,4.74,8.27,77.0,2.82,28.28,37.11,0.0,2.3234075462050353e-11,1.7018205922852468e-12,5.832362105594403e-12
UGC07524,4.74,8.63,78.2,2.93,29.91,37.49,0.0,2.2964244660465538e-11,1.7208500474466503e-12,5.9984764893918486e-12
UGC07524,4.74,8.97,79.6,3.14,31.07,37.76,0.0,2.2891968899226095e-11,1.8060498076273854e-12,6.063377740683808e-12
UGC07524,4.74,9.3,80.3,3.39,32.12,37.98,0.0,2.2469716697283134e-11,1.897194012547692e-12,6.108466825194024e-12
UGC07524,4.74,9.66,81.2,3.66,33.05,38.12,0.0,2.2119962524010408e-11,1.9940655871398546e-12,6.102024072420171e-12
UGC07524,4.74,9.99,82.3,3.9,33.75,38.33,0.0,2.197271066406469e-11,2.0824683253913073e-12,6.078186825909407e-12
UGC07524,4.74,10.35,83.8,4.1,34.21,38.96,0.0,2.1988577887309844e-11,2.151626953173517e-12,6.0408905620985064e-12
UGC07524,4.74,10.69,79.0,2.78,34.56,38.32,0.0,1.8920209116391284e-11,1.33159952768526e-12,5.846756308103827e-12
UGC07559,4.97,0.36,9.31,3.23,2.82,9.53,0.0,7.802725271383576e-12,5.4141359025926856e-12,4.803811641825729e-12
UGC07559,4.97,0.72,15.9,3.23,5.91,14.9,0.0,1.1379186280061526e-11,4.6232417213331736e-12,6.568569001727965e-12
UGC07559,4.97,1.08,21.4,3.23,7.85,16.55,0.0,1.3742104475869827e-11,4.148317519351359e-12,5.958645337289843e-12
UGC07559,4.97,1.45,26.1,3.23,9.57,17.31,0.0,1.5225181101809628e-11,3.768378157765908e-12,5.395404694970853e-12
UGC07559,4.97,1.8,29.7,3.23,11.59,16.91,0.0,1.5881438907922114e-11,3.454346644618749e-12,4.9926392479910824e-12
UGC07559,4.97,2.17,31.1,3.23,14.33,15.67,0.0,1.4444765606191173e-11,3.0004239812217033e-12,4.9003472675719115e-12
UGC07559,4.97,2.53,32.1,3.23,16.45,15.47,0.0,1.3198938291052841e-11,2.656234933339606e-12,4.999035912242933e-12
UGC07577,2.59,0.19,3.74,3.17,-1.81,3.43,0.0,2.385827599422737e-12,4.044424326294158e-12,1.562149429544247e-12
UGC07577,2.59,0.38,5.4,3.17,-1.88,6.16,0.0,2.486871686320992e-12,2.9197715724583497e-12,1.9194965164047954e-12
UGC07577,2.59,0.57,7.31,3.17,1.42,8.66,0.0,3.038150985766282e-12,2.6350037277371036e-12,2.2466105438414487e-12
UGC07577,2.59,0.75,8.85,3.17,4.71,10.45,0.0,3.3843458119667506e-12,2.4244918020191185e-12,3.317924960169826e-12
UGC07577,2.59,0.94,10.7,3.17,5.82,11.68,0.0,3.947200221792398e-12,2.3388083557162434e-12,3.5194725177864135e-12
UGC07577,2.59,1.13,12.4,3.17,6.52,12.49,0.0,4.409754190663413e-12,2.254664642645648e-12,3.456174960368325e-12
UGC07577,2.59,1.32,14.1,3.17,7.99,13.06,0.0,4.881055534351774e-12,2.194744119701436e-12,3.661145190322679e-12
UGC07577,2.59,1.51,15.9,3.17,8.69,12.91,0.0,5.4258371666518536e-12,2.1635099142498585e-12,3.4092601075836476e-12
UGC07577,2.59,1.69,17.8,3.17,9.12,11.87,0.0,6.07579000039972e-12,2.1640735169963047e-12,2.9459038500912326e-12
UGC07603,4.7,0.34,19.6,2.89,4.29,19.73,0.0,3.661699328920433e-11,1.0798276592428623e-11,2.030639418387755e-11
UGC07603,4.7,0.68,32.5,2.89,6.17,28.0,0.0,5.033931065405309e-11,8.952652787090058e-12,2.0496446825795877e-11
UGC07603,4.7,1.02,41.9,2.89,5.94,31.57,0.0,5.577984831707277e-11,7.694690292904071e-12,1.695423375838342e-11
UGC07603,4.7,1.37,50.6,2.89,8.81,31.98,0.0,6.056614351475747e-11,6.9184250892351434e-12,1.3932424781120961e-11
UGC07603,4.7,1.71,57.0,2.89,15.21,31.44,0.0,6.157480649944294e-11,6.243901430996144e-12,1.3751155283838617e-11
UGC07603,4.7,2.05,60.5,2.89,17.87,29.65,0.0,5.786371899604263e-11,5.528137120613659e-12,1.1997177596671431e-11
UGC07603,4.7,2.39,60.5,2.89,17.46,27.89,0.0,4.963206022673112e-11,4.741707572074477e-12,9.407448701252641e-12
UGC07603,4.7,2.74,60.0,2.89,15.96,26.14,0.0,4.2579581905108445e-11,4.10183305685878e-12,7.05367913115672e-12
UGC07603,4.7,3.08,61.5,2.89,15.55,24.58,0.0,3.9796874894483607e-11,3.740259136424638e-12,5.7228237541603855e-12
UGC07603,4.7,3.42,61.5,2.89,16.29,23.19,0.0,3.584046043128933e-11,3.368420508826867e-12,5.062553517722587e-12
UGC07603,4.7,3.76,63.0,2.89,16.96,21.99,0.0,3.420918351011885e-11,3.1385568363251896e-12,4.563134890168786e-12
UGC07603,4.7,4.11,64.0,2.89,17.21,20.84,0.0,3.229740138580077e-11,2.9168590626551327e-12,4.047716773789716e-12
UGC07608,8.21,0.6,14.6,6.69,4.56,9.68,0.0,1.151340855563268e-11,1.0551329210572964e-11,3.653697781310103e-12
UGC07608,8.21,1.19,31.5,6.69,6.39,13.08,0.0,2.7022380251690518e-11,1.1478077706908544e-11,3.4416340751035172e-12
UGC07608,8.21,1.79,44.8,6.69,9.63,14.81,0.0,3.633728304517552e-11,1.0852518909474296e-11,3.6645238549777775e-12
UGC07608,8.21,2.38,50.6,6.69,13.15,16.52,0.0,3.4863704460175524e-11,9.218900507453529e-12,4.212709423428286e-12
UGC07608,8.21,2.99,55.6,6.69,14.93,16.97,0.0,3.350640623483857e-11,8.063232291765107e-12,3.97667843369044e-12
UGC07608,8.21,3.59,61.4,6.69,18.09,16.51,0.0,3.4032335069731696e-11,7.416166827899187e-12,4.184470296343609e-12
UGC07608,8.21,4.18,66.0,6.69,21.26,16.39,0.0,3.377233154263076e-11,6.846572667278781e-12,4.54564767044411e-12
UGC07608,8.21,4.78,69.3,6.69,24.12,16.26,0.0,3.2560272237999305e-11,6.286528752444888e-12,4.840613715234042e-12
UGC07690,8.11,0.59,45.3,4.31,4.24,45.76,0.0,1.1271814867925234e-10,2.14487956206436e-11,5.849696700125635e-11
UGC07690,8.11,1.18,59.8,4.31,11.75,48.85,0.0,9.821318957817482e-11,1.4157152076318845e-11,3.6561036937427656e-11
UGC07690,8.11,1.77,60.7,4.31,15.81,45.2,0.0,6.746112363934953e-11,9.580146388322785e-12,2.328007577346606e-11
UGC07690,8.11,2.36,58.8,4.31,19.15,42.05,0.0,4.747796587498528e-11,6.960205201400904e-12,1.7176456371801425e-11
UGC07690,8.11,2.95,57.9,4.31,20.97,38.14,0.0,3.682854541602097e-11,5.482937158654589e-12,1.2821079843651993e-11
UGC07690,8.11,3.54,56.9,4.31,21.99,34.5,0.0,2.9639489930220255e-11,4.490200407706478e-12,9.875085683367864e-12
UGC07690,8.11,4.13,55.9,4.31,22.39,31.16,0.0,2.4520144143943455e-11,3.781102728457828e-12,7.743225343962299e-12
UGC07866,4.57,0.33,12.2,4.07,3.43,9.04,0.0,1.461689664972422e-11,9.752585141701242e-12,5.168129656136737e-12
UGC07866,4.57,0.66,19.4,4.07,3.44,13.22,0.0,1.8480298384473957e-11,7.754104579877218e-12,4.871863505821715e-12
UGC07866,4.57,1.0,23.9,4.07,5.29,17.22,0.0,1.8511655379235158e-11,6.304806476442436e-12,5.711818404397773e-12
UGC07866,4.57,1.33,26.0,4.07,8.85,17.5,0.0,1.6471930824544293e-11,5.156981419684252e-12,5.639626049576502e-12
UGC07866,4.57,1.67,28.2,4.07,11.12,17.11,0.0,1.5432319294237947e-11,4.454577271457337e-12,5.240174190894265e-12
UGC07866,4.57,2.0,30.6,4.07,13.66,16.29,0.0,1.5172680477320628e-11,4.036131342659802e-12,5.173541978512333e-12
UGC07866,4.57,2.32,33.1,4.07,14.34,16.35,0.0,1.530444050563854e-11,3.7636902028972124e-12,4.7395957088522055e-12
UGC08286,6.5,0.47,22.2,2.81,-3.85,16.14,0.0,3.398267372361194e-11,8.602821005707166e-12,1.0003134155575741e-11
UGC08286,6.5,0.95,43.4,3.47,-1.38,24.37,0.0,6.425476040448241e-11,1.0274839566984054e-11,1.0194906598646567e-11
UGC08286,6.5,1.42,60.2,3.04,-0.63,30.01,0.0,8.270925194449266e-11,8.353359664825837e-12,1.0285981277293963e-11
UGC08286,6.5,1.9,69.6,2.05,8.67,34.64,0.0,8.262554422502535e-11,4.86730935808339e-12,1.1515575329294452e-11
UGC08286,6.5,2.37,72.5,2.0,11.4,38.52,0.0,7.187487822844702e-11,3.965510522948801e-12,1.1921899896853903e-11
