key,label,A,Z,N,in_domain,magic_any,A_bin,radii_used,R_sharp_fm,rho_fm3,B_over_A_obs_MeV,sigma_B_over_A_obs_MeV,sigma_set_MeV,B_over_A_pred_mean_MeV,B_over_A_residual_mean_MeV,C3_inf_eq19,C_surf_eq19_MeV_fm,x_eq19_fm5,C3_eff_eq19,E3_vol_eq19_MeV,E3_surf_equiv_eq19_MeV,B_over_A_pred_eq19_MeV,residual_eq19_MeV,sigma_total_eq19_MeV,sigma_final_eq19_MeV,z_final_eq19,pass_3sigma_eq19
Z56_N75,Ba-131,131,56,75,1,0,100<=A<200,published,6.23240480072,0.129186081724,8.3985511,3.2e-06,0,19.4349037162,11.0363526162,1551.70342727,195.655721197,1.60236571514,1865.21544688,25.8964463243,5.23221579934,19.4349037162,11.0363526162,0.556134581754,0.556134581754,19.8447515733,0
Z50_N82,Sn-132,132,50,82,1,1,100<=A<200,published,6.07968015743,0.140230707434,8.3548726,1.5e-05,0,19.9858749428,11.6310023428,1551.70342727,195.655721197,1.3940609671,1824.45943118,30.5137068299,5.36365170894,19.9858749428,11.6310023428,0.655060610465,0.655060610465,17.7556124685,0
Z52_N80,Te-132,132,52,80,1,0,100<=A<200,published,6.1322236315,0.136656838288,8.4084859,2.64e-05,0,19.8961562341,11.4876703341,1551.70342727,195.655721197,1.45535193609,1836.45135992,28.9782034088,5.31769368272,19.8961562341,11.4876703341,0.621745269948,0.621745269948,18.4764901148,0
Z54_N78,Xe-132,132,54,78,1,0,100<=A<200,published,6.1785703322,0.13360457742,8.4276229,3e-07,0,19.7519129802,11.3242900802,1551.70342727,195.655721197,1.51118654944,1847.37572146,27.6981903052,5.27780459118,19.7519129802,11.3242900802,0.594592629353,0.594592629353,19.0454599017,0
Z55_N77,Cs-132,132,55,77,1,0,100<=A<200,published,6.19703155282,0.132414089828,8.4055878,7.9e-06,0,19.6727634066,11.2671756066,1551.70342727,195.655721197,1.53389857103,1851.81945842,27.2067783636,5.26208178678,19.6727634066,11.2671756066,0.584061253857,0.584061253857,19.2910855364,0
Z56_N76,Ba-132,132,56,76,1,0,100<=A<200,published,6.23589048573,0.129954069308,8.4093747,8e-06,0,19.4956507664,11.0862760664,1551.70342727,195.655721197,1.58259760253,1861.34770255,26.205260783,5.22929113987,19.4956507664,11.0862760664,0.562697032287,0.562697032287,19.702034008,0
Z60_N72,Nd-132,132,60,72,1,0,100<=A<200,published,6.34833610221,0.123170183037,8.2568104,0.0001834,0,18.7869398095,10.5301294095,1551.70342727,195.655721197,1.73052414966,1890.29037782,23.540728198,5.13666673301,18.7869398095,10.5301294095,0.50523902179,0.50523902179,20.8418767263,0
Z54_N79,Xe-133,133,54,79,1,0,100<=A<200,published,6.17495554775,0.13485328338,8.4126477,1.8e-05,0,19.8190666114,11.4064189114,1551.70342727,195.655721197,1.48419807513,1842.09527205,28.2183599792,5.28089418848,19.8190666114,11.4064189114,0.605701110419,0.605701110419,18.8317615986,0
Z55_N78,Cs-133,133,55,78,1,0,100<=A<200,published,6.20206643117,0.13309256363,8.4099786,3e-07,0,19.7154713237,11.3054927237,1551.70342727,195.655721197,1.5170669769,1848.52626074,27.4863011462,5.25780999415,19.7154713237,11.3054927237,0.590029432635,0.590029432635,19.1608962169,0
Z56_N77,Ba-133,133,56,77,1,0,100<=A<200,published,6.23369579517,0.131076916733,8.4002059,7.5e-06,0,19.5757751804,11.1755692804,1551.70342727,195.655721197,1.55614732512,1856.17255445,26.6600619083,5.23113221077,19.5757751804,11.1755692804,0.572404033366,0.572404033366,19.5239177731,0
Z52_N82,Te-134,134,52,82,1,1,100<=A<200,published,6.14113149319,0.138124589214,8.3836442,2.05e-05,0,19.9428193503,11.5591751503,1551.70342727,195.655721197,1.42251991194,1830.02758655,29.604021996,5.30998023774,19.9428193503,11.5591751503,0.635231269578,0.635231269578,18.1967980859,0
Z54_N80,Xe-134,134,54,80,1,0,100<=A<200,published,6.18373431,0.135289385681,8.4136994,3e-07,0,19.8388130291,11.4251136291,1551.70342727,195.655721197,1.47255145334,1839.81654387,28.4011659112,5.27339714669,19.8388130291,11.4251136291,0.609588091696,0.609588091696,18.7423504243,0
Z55_N79,Cs-134,134,55,79,1,0,100<=A<200,published,6.20077543672,0.134177031232,8.398647,3e-07,0,19.7779717337,11.3793247337,1551.70342727,195.655721197,1.49295387039,1843.80839349,27.9360549621,5.25890466426,19.7779717337,11.3793247337,0.599636347912,0.599636347912,18.9770429583,0
Z56_N78,Ba-134,134,56,78,1,0,100<=A<200,published,6.23834337518,0.131767516806,8.4081731,1.9e-06,0,19.6242973034,11.2161242034,1551.70342727,195.655721197,1.53873116719,1852.76498351,26.9417277121,5.22723500536,19.6242973034,11.2161242034,0.57841538406,0.57841538406,19.3911235981,0
Z60_N74,Nd-134,134,60,74,1,0,100<=A<200,published,6.34239752775,0.125387952734,8.2855391,8.82e-05,0,19.0155440272,10.7300049272,1551.70342727,195.655721197,1.67141258313,1878.72486164,24.3960964906,5.14147634606,19.0155440272,10.7300049272,0.52355358613,0.52355358613,20.4945686773,0
Z55_N80,Cs-135,135,55,80,1,0,100<=A<200,published,6.20542301674,0.134874852441,8.4013393,2.7e-06,0,19.8151899808,11.4138506808,1551.70342727,195.655721197,1.47643860486,1840.5770873,28.2273874527,5.2549659835,19.8151899808,11.4138506808,0.605874857812,0.605874857812,18.8386273728,0
Z56_N79,Ba-135,135,56,79,1,0,100<=A<200,published,6.23472859072,0.132981890119,8.3975345,1.8e-06,0,19.70089631,11.30336181,1551.70342727,195.655721197,1.51163240776,1847.46295619,27.4406075242,5.230265663,19.70089631,11.30336181,0.589067816269,0.589067816269,19.1885577481,0
Z57_N78,La-135,135,57,78,1,0,100<=A<200,published,6.25977388303,0.131392090281,8.3827972,6.99e-05,0,19.5849077081,11.2021105081,1551.70342727,195.655721197,1.54223892527,1853.45129645,26.7884239182,5.20933942273,19.5849077081,11.2021105081,0.575456513519,0.575456513519,19.4664761715,0
Z60_N75,Nd-135,135,60,75,1,0,100<=A<200,published,6.33697535106,0.126648224471,8.2881536,0.0001417,0,19.1334591351,10.8453055351,1551.70342727,195.655721197,1.63971556979,1872.52315963,24.888970367,5.14587560463,19.1334591351,10.8453055351,0.534107934985,0.534107934985,20.3054566777,0
Z52_N84,Te-136,136,52,84,1,0,100<=A<200,published,6.17288995663,0.138033561704,8.3194301,1.68e-05,0,19.9125923978,11.5931622978,1551.70342727,195.655721197,1.41706844083,1828.96097504,29.5650152927,5.28266129727,19.9125923978,11.5931622978,0.6351073616,0.6351073616,18.2538622582,0
Z54_N82,Xe-136,136,54,82,1,1,100<=A<200,published,6.19212577392,0.136751151426,8.3961889,3e-07,0,19.9011686996,11.5049797996,1551.70342727,195.655721197,1.4392856555,1833.3079002,29.0182155797,5.26625072824,19.9011686996,11.5049797996,0.622770587639,0.622770587639,18.4738650603,0
Z55_N81,Cs-136,136,55,81,1,0,100<=A<200,published,6.20439022118,0.135941790278,8.3897723,1.38e-05,0,19.8683800862,11.4786077862,1551.70342727,195.655721197,1.45359585156,1836.10777193,28.675743659,5.25584073595,19.8683800862,11.4786077862,0.61552804571,0.61552804571,18.6483911922,0
Z56_N80,Ba-136,136,56,80,1,0,100<=A<200,published,6.23989256852,0.133634613345,8.4027566,1.8e-06,0,19.7403859564,11.3376293564,1551.70342727,195.655721197,1.49566287639,1844.33842601,27.7106454815,5.22593722699,19.7403859564,11.3376293564,0.59481596206,0.59481596206,19.060734882,0
Z58_N78,Ce-136,136,58,78,1,0,100<=A<200,published,6.29217784369,0.130330881208,8.3737624,2.4e-06,0,19.4965190419,11.1227566419,1551.70342727,195.655721197,1.55938408366,1856.80584478,26.357449476,5.18251194996,19.4965190419,11.1227566419,0.56547285194,0.56547285194,19.6698331382,0
Z60_N76,Nd-136,136,60,76,1,0,100<=A<200,published,6.34020283719,0.127391614773,8.3085127,8.69e-05,0,19.2077175842,10.8992048842,1551.70342727,195.655721197,1.61980938999,1868.62840167,25.1820107272,5.1432560919,19.2077175842,10.8992048842,0.540382934145,0.540382934145,20.1694098676,0
Z54_N83,Xe-137,137,54,83,1,0,100<=A<200,published,6.20890870175,0.136642606048,8.3642865,8e-07,0,19.8883505517,11.5240640517,1551.70342727,195.655721197,1.43767659695,1832.99307869,28.9721678049,5.2520158425,19.8883505517,11.5240640517,0.621809076441,0.621809076441,18.5331229284,0
Z55_N82,Cs-137,137,55,82,1,1,100<=A<200,published,6.21329808288,0.136353217294,8.3889581,2.2e-06,0,19.8851308227,11.4961727227,1551.70342727,195.655721197,1.44276560659,1833.98877254,28.849580253,5.2483055587,19.8851308227,11.4961727227,0.619207973541,0.619207973541,18.5659313413,0
Z56_N81,Ba-137,137,56,81,1,0,100<=A<200,published,6.23731057962,0.134784467914,8.3918288,1.8e-06,0,19.8041805511,11.4123517511,1551.70342727,195.655721197,1.47086116945,1839.48583016,28.1895677382,5.2281005491,19.8041805511,11.4123517511,0.605063523408,0.605063523408,18.8614109256,0
Z57_N80,La-137,137,57,80,1,0,100<=A<200,published,6.26080667859,0.133272663202,8.3818807,1.2e-05,0,19.7087496554,11.3268689554,1551.70342727,195.655721197,1.49877452632,1844.94723812,27.5607398715,5.20848007937,19.7087496554,11.3268689554,0.59174586067,0.59174586067,19.1414418051,0
Z60_N77,Nd-137,137,60,77,1,0,100<=A<200,published,6.3362007544,0.128571636349,8.3095892,8.56e-05,0,19.3095676752,10.9999784752,1551.70342727,195.655721197,1.59121725,1863.0341859,25.6506905804,5.14650468478,19.3095676752,10.9999784752,0.55042028912,0.55042028912,19.9846893231,0
Z63_N74,Eu-137,137,63,74,1,0,100<=A<200,published,6.4242465758,0.12335744134,8.1505738,3.2e-05,0,18.7174405499,10.5668667499,1551.70342727,195.655721197,1.70488795479,1885.27450962,23.6123615698,5.07597061873,18.7174405499,10.5668667499,0.50993112198,0.50993112198,20.7221451965,0
Z54_N84,Xe-138,138,54,84,1,0,100<=A<200,published,6.23279209905,0.136063787112,8.3446913,2.03e-05,0,19.851229045,11.506537745,1551.70342727,195.655721197,1.4443784477,1834.30433413,28.7272351051,5.23189067564,19.851229045,11.506537745,0.617119784005,0.617119784005,18.6455499292,0
Z55_N83,Cs-138,138,55,83,1,0,100<=A<200,published,6.22969371237,0.136266905252,8.3601437,6.64e-05,0,19.8756837153,11.5155400153,1551.70342727,195.655721197,1.44079193647,1833.60261269,28.8130680518,5.2344927972,19.8756837153,11.5155400153,0.618424164893,0.618424164893,18.6207795055,0
Z56_N82,Ba-138,138,56,82,1,1,100<=A<200,published,6.24557294409,0.13523017876,8.3934222,1.8e-06,0,19.8265485436,11.4331263436,1551.70342727,195.655721197,1.45924838178,1837.21372181,28.3763128507,5.2211842145,19.8265485436,11.4331263436,0.609036430772,0.609036430772,18.7724834936,0
Z57_N81,La-138,138,57,81,1,0,100<=A<200,published,6.25783739136,0.134436641815,8.3750835,3e-06,0,19.7769734803,11.4018899803,1551.70342727,195.655721197,1.47363241141,1840.0280395,28.0442629265,5.21095145605,19.7769734803,11.4018899803,0.602026121645,0.602026121645,18.9391947798,0
Z58_N80,Ce-138,138,58,80,1,0,100<=A<200,published,6.2919196448,0.13226379344,8.3770408,3.6e-06,0,19.6338507137,11.2568099137,1551.70342727,195.655721197,1.51420136413,1847.9655872,27.1450514,5.18272462255,19.6338507137,11.2568099137,0.58235579284,0.58235579284,19.3297809555,0
Z60_N78,Nd-138,138,60,78,1,0,100<=A<200,published,6.34175203052,0.129170311591,8.3254946,8.41e-05,0,19.3663835487,11.0408889487,1551.70342727,195.655721197,1.575121569,1859.88497382,25.8901241963,5.14199967284,19.3663835487,11.0408889487,0.555547775457,0.555547775457,19.873878425,0
Z62_N76,Sm-138,138,62,76,1,0,100<=A<200,published,6.40320336628,0.125486957951,8.2379286,8.56e-05,0,18.9871744494,10.7492458494,1551.70342727,195.655721197,1.65292927601,1875.10849685,24.4346375836,5.09265206817,18.9871744494,10.7492458494,0.524535256575,0.524535256575,20.4928948334,0
Z63_N75,Eu-138,138,63,75,1,0,100<=A<200,published,6.42644126636,0.124130598382,8.1616211,0.0002025,0,18.809582438,10.647961338,1551.70342727,195.655721197,1.68314103801,1881.01960093,23.9092755528,5.07423712668,18.809582438,10.647961338,0.516074521002,0.516074521002,20.6326042164,0
Z54_N85,Xe-139,139,54,85,1,0,100<=A<200,published,6.24957502689,0.135948597754,8.3115904,1.54e-05,0,19.835609194,11.524018794,1551.70342727,195.655721197,1.44294174728,1834.02323548,28.6786156872,5.21784068932,19.835609194,11.524018794,0.616614256216,0.616614256216,18.6891864368,0
Z55_N84,Cs-139,139,55,84,1,0,100<=A<200,published,6.25125331967,0.135839131561,8.3423397,2.25e-05,0,19.8478824806,11.5055427806,1551.70342727,195.655721197,1.44488026288,1834.40251714,28.6324500771,5.21643983993,19.8478824806,11.5055427806,0.614892903349,0.614892903349,18.7114580733,0
Z56_N83,Ba-139,139,56,83,1,0,100<=A<200,published,6.26300136915,0.135076149172,8.3670194,1.8e-06,0,19.8157446276,11.4487252276,1551.70342727,195.655721197,1.45850828657,1837.06891795,28.3117074112,5.20665491578,19.8157446276,11.4487252276,0.607697753578,0.607697753578,18.8395055933,0
Z57_N82,La-139,139,57,82,1,1,100<=A<200,published,6.26777804861,0.134767559493,8.3779987,4.4e-06,0,19.7960383018,11.4180396018,1551.70342727,195.655721197,1.46407866826,1838.15879499,28.1824955406,5.20268691924,19.7960383018,11.4180396018,0.60494114955,0.60494114955,18.8746287309,0
Z60_N79,Nd-139,139,60,79,1,0,100<=A<200,published,6.33568435662,0.130480494265,8.3236642,0.000198,0,19.4676105281,11.1439463281,1551.70342727,195.655721197,1.5451264632,1854.01625976,26.4179981654,5.146924157,19.4676105281,11.1439463281,0.566842043532,0.566842043532,19.659703184,0
Z62_N77,Sm-139,139,62,77,1,0,100<=A<200,published,6.39765209016,0.126725593458,8.2430786,7.83e-05,0,19.1039719751,10.8608933751,1551.70342727,195.655721197,1.62218157057,1869.09253237,24.9193888367,5.09707098896,19.1039719751,10.8608933751,0.534903679675,0.534903679675,20.3043908423,0
Z63_N76,Eu-139,139,63,76,1,0,100<=A<200,published,6.42398837691,0.125173371939,8.1872187,9.46e-05,0,18.9195349955,10.7323162955,1551.70342727,195.655721197,1.65584659816,1875.67928762,24.3126681498,5.07617463684,18.9195349955,10.7323162955,0.524465469351,0.524465469351,20.4633420552,0
Z54_N86,Xe-140,140,54,86,1,0,100<=A<200,published,6.26984363973,0.135602999276,8.2908875,1.66e-05,0,19.8072892856,11.5164017856,1551.70342727,195.655721197,1.44561767158,1834.54679537,28.5329917055,5.20097290139,19.8072892856,11.5164017856,0.61434471786,0.61434471786,18.7458302331,0
Z55_N85,Cs-140,140,55,85,1,0,100<=A<200,published,6.26829444639,0.135703565956,8.3143227,5.86e-05,0,19.8334232402,11.5191005402,1551.70342727,195.655721197,1.44383259133,1834.19753421,28.5753290032,5.20225830887,19.8334232402,11.5191005402,0.614108041475,0.614108041475,18.7574494425,0
Z56_N84,Ba-140,140,56,84,1,0,100<=A<200,published,6.28507737423,0.134619365942,8.35315,5.64e-05,0,19.7874296869,11.4342796869,1551.70342727,195.655721197,1.46326518492,1837.99963232,28.1205493596,5.1883668131,19.7874296869,11.4342796869,0.603788063087,0.603788063087,18.9375716181,0
Z58_N82,Ce-140,140,58,82,1,1,100<=A<200,published,6.29630902593,0.133900229259,8.3763045,9.4e-06,0,19.7380757043,11.3617712043,1551.70342727,195.655721197,1.47638652648,1840.56689787,27.820911873,5.17911156075,19.7380757043,11.3617712043,0.596844120423,0.596844120423,19.0364130525,0
Z60_N80,Nd-140,140,60,80,1,0,100<=A<200,published,6.33891184274,0.131218566971,8.337864,2.33e-05,0,19.5267204058,11.1888564058,1551.70342727,195.655721197,1.52701553932,1850.47275389,26.7177142356,5.14430357689,19.5267204058,11.1888564058,0.573273764966,0.573273764966,19.5174750521,0
Z62_N78,Sm-140,140,62,78,1,0,100<=A<200,published,6.39881398516,0.127567771961,8.2638211,8.93e-05,0,19.1862364835,10.9224153835,1551.70342727,195.655721197,1.60054291574,1864.85880575,25.2517022724,5.09614546412,19.1862364835,10.9224153835,0.542011715617,0.542011715617,20.1516223152,0
Z63_N77,Eu-140,140,63,77,1,0,100<=A<200,published,6.41559691299,0.126569253057,8.197733,0.0003681,0,19.051528129,10.853795129,1551.70342727,195.655721197,1.6216429771,1868.98715347,24.8579410429,5.08281416499,19.051528129,10.853795129,0.53579958691,0.53579958691,20.2571920438,0
Z54_N87,Xe-141,141,54,87,1,0,100<=A<200,published,6.28636836867,0.135497419621,8.2553647,2.05e-05,0,19.789931216,11.534566516,1551.70342727,195.655721197,1.44406543874,1834.24309214,28.4885777815,5.18730130877,19.789931216,11.534566516,0.614261665959,0.614261665959,18.777936432,0
Z55_N86,Cs-141,141,55,86,1,0,100<=A<200,published,6.28572287145,0.135539167655,8.2943554,6.52e-05,0,19.8163210086,11.5219656086,1551.70342727,195.655721197,1.44332419294,1834.09806316,28.5061356854,5.18783400623,19.8163210086,11.5219656086,0.613208755516,0.613208755516,18.7896299668,0
Z56_N85,Ba-141,141,56,85,1,0,100<=A<200,published,6.30095660594,0.134558469063,8.3260774,3.77e-05,0,19.7789488544,11.4528714544,1551.70342727,195.655721197,1.46089898158,1837.5366711,28.0951136976,5.17529145264,19.7789488544,11.4528714544,0.603450310945,0.603450310945,18.9789801192,0
Z59_N82,Pr-141,141,59,82,1,1,100<=A<200,published,6.31541574377,0.133636369008,8.3539852,1.06e-05,0,19.7087575606,11.3547723606,1551.70342727,195.655721197,1.47773809781,1840.83134053,27.7113735997,5.1634426282,19.7087575606,11.3547723606,0.594894671185,0.594894671185,19.0870298737,0
Z60_N81,Nd-141,141,60,81,1,0,100<=A<200,published,6.33323146716,0.132511759489,8.3355074,2.26e-05,0,19.616413439,11.280906039,1551.70342727,195.655721197,1.49869944868,1844.93254875,27.2469290279,5.14891758422,19.616413439,11.280906039,0.584610353471,0.584610353471,19.2964527091,0
Z62_N79,Sm-141,141,62,79,1,0,100<=A<200,published,6.39261721181,0.128852961319,8.265846,6.05e-05,0,19.2958907154,11.0300447154,1551.70342727,195.655721197,1.5702949781,1858.9406237,25.7630648917,5.10108548436,19.2958907154,11.0300447154,0.552951677244,0.552951677244,19.947574389,0
Z63_N78,Eu-141,141,63,78,1,0,100<=A<200,published,6.41585511188,0.127457929707,8.2176853,8.96e-05,0,19.1398506207,10.9221653207,1551.70342727,195.655721197,1.59904424934,1864.5655831,25.2082350285,5.08260961284,19.1398506207,10.9221653207,0.543161827853,0.543161827853,20.1084920931,0
Z54_N88,Xe-142,142,54,88,1,0,100<=A<200,published,6.30534598707,0.135229975249,8.2331695,1.9e-05,0,19.7633042699,11.5301347699,1551.70342727,195.655721197,1.44541943645,1834.50800954,28.3762274424,5.17168874366,19.7633042699,11.5301347699,0.612923789129,0.612923789129,18.8116940057,0
Z55_N87,Cs-142,142,55,87,1,0,100<=A<200,published,6.30328039595,0.135362963803,8.2648777,4.98e-05,0,19.7974780114,11.5326003114,1551.70342727,195.655721197,1.4430534362,1834.04508805,28.4320666754,5.17338351109,19.7974780114,11.5326003114,0.612485692463,0.612485692463,18.8291750377,0
Z56_N86,Ba-142,142,56,86,1,0,100<=A<200,published,6.3198051249,0.134303915669,8.3109718,4.17e-05,0,19.7587941135,11.4478223135,1551.70342727,195.655721197,1.46206847572,1837.76548932,27.9889153745,5.15985639142,19.7587941135,11.4478223135,0.60153666417,0.60153666417,19.0309635229,0
Z58_N84,Ce-142,142,58,84,1,0,100<=A<200,published,6.33400606383,0.133402605116,8.34707,1.72e-05,0,19.7125945599,11.3655245599,1551.70342727,195.655721197,1.4785691942,1840.9939493,27.6145099562,5.14828791409,19.7125945599,11.3655245599,0.592432111638,0.592432111638,19.184518085,0
Z60_N82,Nd-142,142,60,82,1,1,100<=A<200,published,6.34175203052,0.132914378593,8.346031,8.8e-06,0,19.6485741088,11.3025431088,1551.70342727,195.655721197,1.48763217418,1842.76717318,27.4127527984,5.14199967284,19.6485741088,11.3025431088,0.588152150372,0.588152150372,19.2170395052,0
Z62_N80,Sm-142,142,62,80,1,0,100<=A<200,published,6.39274631125,0.129758950471,8.2859407,1.31e-05,0,19.3741587493,11.0882180493,1551.70342727,195.655721197,1.54841236571,1854.65916539,26.1266283633,5.10098246959,19.3741587493,11.0882180493,0.560729994951,0.560729994951,19.7746119329,0
Z63_N79,Eu-142,142,63,79,1,0,100<=A<200,published,6.40423616184,0.129061800489,8.226396,0.0002117,0,19.2743039639,11.0479079639,1551.70342727,195.655721197,1.56237748608,1857.39152109,25.8466438354,5.09183078858,19.2743039639,11.0479079639,0.556601385817,0.556601385817,19.8488689489,0
Z54_N89,Xe-143,143,54,89,1,0,100<=A<200,published,6.318385031,0.135340932879,8.1968855,3.26e-05,0,19.7549843894,11.5580988894,1551.70342727,195.655721197,1.44007241286,1833.46183378,28.422812538,5.16101609924,19.7549843894,11.5580988894,0.614755056361,0.614755056361,18.8011448947,0
Z55_N88,Cs-143,143,55,88,1,0,100<=A<200,published,6.32135431823,0.135150304092,8.2436707,5.3e-05,0,19.7756624001,11.5319917001,1551.70342727,195.655721197,1.44345936178,1834.12450971,28.3428014082,5.15859184987,19.7756624001,11.5319917001,0.611400299759,0.611400299759,18.8616062253,0
Z56_N87,Ba-143,143,56,87,1,0,100<=A<200,published,6.33710445051,0.134145105697,8.2819878,4.72e-05,0,19.7426323065,11.4606445065,1551.70342727,195.655721197,1.46153163528,1837.66045342,27.922762562,5.1457707729,19.7426323065,11.4606445065,0.600511162245,0.600511162245,19.0848151159,0
Z60_N83,Nd-143,143,60,83,1,0,100<=A<200,published,6.3586640578,0.132785234716,8.3304893,8.8e-06,0,19.647618233,11.317128933,1551.70342727,195.655721197,1.48656292609,1842.55796867,27.3595084565,5.12832358649,19.647618233,11.317128933,0.587020343185,0.587020343185,19.2789382249,0
Z62_N81,Sm-143,143,62,81,1,0,100<=A<200,published,6.3877114329,0.130981983456,8.2881825,1.92e-05,0,19.4689779095,11.1807954095,1551.70342727,195.655721197,1.5208288267,1849.26228817,26.6214584597,5.10500313121,19.4689779095,11.1807954095,0.571318476302,0.571318476302,19.5701624807,0
Z63_N80,Eu-143,143,63,80,1,0,100<=A<200,published,6.40798004575,0.129743012047,8.2458177,7.68e-05,0,19.33931087,11.09349317,1551.70342727,195.655721197,1.54511086624,1854.01320813,26.1202104367,5.08885586931,19.33931087,11.09349317,0.56235824943,0.56235824943,19.7267367931,0
Z54_N90,Xe-144,144,54,90,1,0,100<=A<200,published,6.33645895329,0.135124470474,8.1728845,3.69e-05,0,19.7290648375,11.5561803375,1551.70342727,195.655721197,1.44056916175,1833.55902554,28.3319671427,5.14629497431,19.7290648375,11.5561803375,0.61405905723,0.61405905723,18.8193304886,0
Z55_N89,Cs-144,144,55,89,1,0,100<=A<200,published,6.33297326827,0.135347711885,8.2118894,0.0001398,0,19.7738976248,11.5620082248,1551.70342727,195.655721197,1.43661123438,1832.78463441,28.4256599137,5.14912750849,19.7738976248,11.5620082248,0.613530460025,0.613530460025,18.8450435278,0
Z56_N88,Ba-144,144,56,88,1,0,100<=A<200,published,6.3563402678,0.133860508157,8.2654549,4.96e-05,0,19.7184263471,11.4529714471,1551.70342727,195.655721197,1.46331112082,1838.00861994,27.8044083407,5.1301984306,19.7184263471,11.4529714471,0.598559888211,0.598559888211,19.1342114175,0
Z58_N86,Ce-144,144,58,86,1,0,100<=A<200,published,6.3649899306,0.13331552276,8.3147612,1.97e-05,0,19.7050714726,11.3903102726,1551.70342727,195.655721197,1.47329457172,1839.96193923,27.5784694051,5.12322677989,19.7050714726,11.3903102726,0.591690357081,0.591690357081,19.2504578387,0
Z60_N84,Nd-144,144,60,84,1,0,100<=A<200,published,6.3802236651,0.132362868974,8.3269237,8.7e-06,0,19.62763708,11.30071338,1551.70342727,195.655721197,1.49100981421,1843.42802778,27.1857340036,5.11099431272,19.62763708,11.30071338,0.58330689563,0.58330689563,19.3735295514,0
Z62_N82,Sm-144,144,62,82,1,1,100<=A<200,published,6.39352090792,0.131538720654,8.30368,1.01e-05,0,19.5170568051,11.2133768051,1551.70342727,195.655721197,1.50661203635,1846.4806918,26.8482477379,5.10036446832,19.5170568051,11.2133768051,0.576170922988,0.576170922988,19.4618929171,0
Z63_N81,Eu-144,144,63,81,1,0,100<=A<200,published,6.40488165907,0.130840005372,8.2541744,7.49e-05,0,19.4283565563,11.1741821563,1551.70342727,195.655721197,1.52004530819,1849.10898829,26.5637770127,5.09131762334,19.4283565563,11.1741821563,0.571705788614,0.571705788614,19.5453367428,0
Z55_N90,Cs-145,145,55,90,1,0,100<=A<200,published,6.35014349444,0.135185084057,8.1887342,6.25e-05,0,19.752717955,11.563983755,1551.70342727,195.655721197,1.43617598239,1832.69947487,28.3573909201,5.13520472329,19.752717955,11.563983755,0.613620533048,0.613620533048,18.8454967398,0
Z56_N89,Ba-145,145,56,89,1,0,100<=A<200,published,6.37041210729,0.133898838137,8.2347991,5.85e-05,0,19.7109220625,11.4761229625,1551.70342727,195.655721197,1.45924295183,1837.21265941,27.8203337994,5.11886614508,19.7109220625,11.4761229625,0.599304809258,0.599304809258,19.1490586846,0
Z60_N85,Nd-145,145,60,85,1,0,100<=A<200,published,6.39494100181,0.13236396452,8.3091883,8.8e-06,0,19.6315370768,11.3223487768,1551.70342727,195.655721197,1.48755377509,1842.75183395,27.1861840293,5.09923185483,19.6315370768,11.3223487768,0.583326351592,0.583326351592,19.4099730723,0
Z62_N83,Sm-145,145,62,83,1,0,100<=A<200,published,6.40991653742,0.131438401552,8.2930139,1.02e-05,0,19.521981219,11.228967319,1551.70342727,195.655721197,1.50505315024,1846.17568682,26.8073112744,5.08731848158,19.521981219,11.228967319,0.575293082368,0.575293082368,19.5186899741,0
Z63_N82,Eu-145,145,63,82,1,1,100<=A<200,published,6.41146573076,0.13134314675,8.2692744,2.11e-05,0,19.4755086974,11.2062342974,1551.70342727,195.655721197,1.50687278831,1846.53170942,26.7684702689,5.08608924006,19.4755086974,11.2062342974,0.576016002968,0.576016002968,19.454727368,0
Z64_N81,Gd-145,145,64,81,1,0,100<=A<200,published,6.42734496248,0.130372070909,8.2289485,0.000136,0,19.3631196603,11.1341711603,1551.70342727,195.655721197,1.52562575497,1850.20083463,26.3741120967,5.07352367993,19.3631196603,11.1341711603,0.567143304059,0.567143304059,19.6320243589,0
Z54_N92,Xe-146,146,54,92,1,0,100<=A<200,published,6.36653912394,0.135068479111,8.1104154,0.0001659,0,19.693829596,11.583414196,1551.70342727,195.655721197,1.43495181526,1832.45995956,28.3084922417,5.12198012631,19.693829596,11.583414196,0.615830595566,0.615830595566,18.8094165496,0
Z55_N91,Cs-146,146,55,91,1,0,100<=A<200,published,6.36214974281,0.135348231797,8.1554365,1.98e-05,0,19.7472271995,11.5917906995,1551.70342727,195.655721197,1.43001202673,1831.49346168,28.4258782973,5.1255138883,19.7472271995,11.5917906995,0.615057762135,0.615057762135,18.8466700416,0
Z56_N90,Ba-146,146,56,90,1,0,100<=A<200,published,6.3877114329,0.133729857235,8.2155293,1.21e-05,0,19.690999167,11.475469867,1551.70342727,195.655721197,1.45897113329,1837.15947655,27.7501593489,5.10500313121,19.690999167,11.475469867,0.598467950847,0.598467950847,19.174744196,0
Z58_N88,Ce-146,146,58,88,1,0,100<=A<200,published,6.40204147128,0.132833861301,8.2785081,0.0001004,0,19.669876279,11.391368179,1551.70342727,195.655721197,1.47540982832,1840.37580129,27.3795504903,5.09357632444,19.669876279,11.391368179,0.587464543516,0.587464543516,19.390733117,0
