Z,N_parent,A_parent,symbol,N_chain_min,N_chain_max,n_chain_isotopes,distance_proton_edge,distance_neutron_edge,edge_class,S_n_obs_MeV,S_n_pred_before_MeV,S_n_pred_after_MeV,resid_before_MeV,resid_after_MeV,abs_resid_before_MeV,abs_resid_after_MeV
82,122,204,Pb,96,138,43,26,16,interior,8.39465939999991,-0.12868414981073784,-0.39186964703312555,-8.523343549810647,-8.786529047033035,8.523343549810647,8.786529047033035
82,123,205,Pb,96,138,43,27,15,interior,6.731666099999984,0.16922447918075534,0.14502814002422326,-6.562441620819229,-6.586637959975761,6.562441620819229,6.586637959975761
82,124,206,Pb,96,138,43,28,14,interior,8.086655500000006,-0.12013123180180685,-0.5998004557450685,-8.206786731801813,-8.686455955745075,8.206786731801813,8.686455955745075
82,125,207,Pb,96,138,43,29,13,interior,6.73777280000013,0.072185416037712,-0.5350783794891782,-6.665587383962418,-7.272851179489308,6.665587383962418,7.272851179489308
82,126,208,Pb,96,138,43,30,12,interior,7.367879199999834,-0.09375279666335246,1.5957021590762466,-7.461631996663186,-5.772177040923587,7.461631996663186,5.772177040923587
82,127,209,Pb,96,138,43,31,11,interior,3.937375200000133,-0.2063352622266308,-1.3555733217937842,-4.143710462226764,-5.292948521793917,4.143710462226764,5.292948521793917
82,128,210,Pb,96,138,43,32,10,interior,5.185176800000136,-0.3236375676115415,-0.4871552454899586,-5.508814367611677,-5.672332045490094,5.508814367611677,5.672332045490094
82,129,211,Pb,96,138,43,33,9,interior,3.83589089999964,-0.17274530155442136,0.08221090040182588,-4.0086362015540615,-3.7536799995978143,4.0086362015540615,3.7536799995978143
82,130,212,Pb,96,138,43,34,8,interior,5.1272367000001395,-0.31246229839425155,-0.3811682784908612,-5.439698998394391,-5.508404978491001,5.439698998394391,5.508404978491001
82,131,213,Pb,96,138,43,35,7,interior,3.7259879999999157,-7.10903731143253,-6.992915123403122,-10.835025311432446,-10.718903123403038,10.835025311432446,10.718903123403038
82,132,214,Pb,96,138,43,36,6,interior,5.050745400000096,6.662010487492296,6.630436373270356,1.6112650874921997,1.5796909732702602,1.6112650874921997,1.5796909732702602
82,133,215,Pb,96,138,43,37,5,interior,3.5460544999998547,-7.041300994828639,-6.963285773178711,-10.587355494828493,-10.509340273178566,10.587355494828493,10.509340273178566
82,134,216,Pb,96,138,43,38,4,interior,5.0013085000002775,-0.18842040682762473,-0.15992473201205115,-5.189728906827902,-5.161233232012329,5.189728906827902,5.161233232012329
82,135,217,Pb,96,138,43,39,3,interior,3.1829999999999927,-0.18760834820433558,-0.06389529552570394,-3.3706083482043283,-3.2468952955256967,3.3706083482043283,3.2468952955256967
82,136,218,Pb,96,138,43,40,2,neutron_rich_edge,4.666999999999916,-0.18679968326866003,-0.30350737646876524,-4.853799683268576,-4.970507376468682,4.853799683268576,4.970507376468682
82,137,219,Pb,96,138,43,41,1,neutron_rich_edge,3.1059999999999945,-0.1859944221601495,0.14696047955968794,-3.291994422160144,-2.9590395204403066,3.291994422160144,2.9590395204403066
82,138,220,Pb,96,138,43,42,0,neutron_rich_edge,4.604000000000042,-0.18519257402123657,1.6469964831707173,-4.789192574021278,-2.9570035168293245,4.789192574021278,2.9570035168293245
