q_b,eta_baryon,eta10,tnuc_mev,li7h_pred,li7h_obs,li7h_sigma,z,z_abs,status,be7_prod,destruction_scale,lambda_be7,lambda_li7,survival_factor
0.575,5.4e-10,5.4,0.072,1.1766208157200453e-10,1.6e-10,3e-11,-1.4112639475998485,1.4112639475998485,pass,3.21864548297861e-10,1.3883994843378162,1.1107195874702531,0.6247797679520173,0.3655639684278533
0.575,5.4e-10,5.4,0.074,1.1473762665415447e-10,1.6e-10,3e-11,-1.5087457781948508,1.5087457781948508,pass,3.188117239863118e-10,1.4228922335811147,1.1383137868648918,0.6403015051115016,0.359891490875915
0.575,5.4e-10,5.4,0.076,1.1194607035087118e-10,1.6e-10,3e-11,-1.6017976549709605,1.6017976549709605,pass,3.158681278564875e-10,1.4572878305881816,1.1658302644705454,0.6557795237646817,0.35440761659160847
0.575,5.4e-10,5.4,0.078,1.0927862368656868e-10,1.6e-10,3e-11,-1.6907125437810437,1.6907125437810437,pass,3.130271280227652e-10,1.4915890955624398,1.1932712764499518,0.6712150930030979,0.34910272594208286
0.575,5.4e-10,5.4,0.08,1.0672725984452265e-10,1.6e-10,3e-11,-1.7757580051825779,1.7757580051825779,pass,3.102826523094514e-10,1.5257986966888326,1.220638957351066,0.6866094135099747,0.3439678597889556
0.575,5.4e-10,5.4,0.08199999999999999,1.0428463258348891e-10,1.6e-10,3e-11,-1.8571789138837027,1.8571789138837027,pass,3.076291284096315e-10,1.5599191619213706,1.2479353295370965,0.7019636228646168,0.33899466257507976
0.575,5.4e-10,5.4,0.08399999999999999,1.0194400501401449e-10,1.6e-10,3e-11,-1.9351998328661835,1.9351998328661835,pass,3.050614317247984e-10,1.5939528895915822,1.2751623116732658,0.717278800316212,0.33417533130172966
0.575,5.4e-10,5.4,0.086,9.969918721735192e-11,1.6e-10,3e-11,-2.0100270927549357,2.0100270927549357,watch,3.025748397424588e-10,1.6279021579810662,1.302321726384853,0.7325559710914799,0.32950256968561037
0.575,5.4e-10,5.4,0.088,9.754448144073464e-11,1.6e-10,3e-11,-2.081850618642178,2.081850618642178,watch,3.001649920012331e-10,1.661769133981035,1.329415307184828,0.7477961102914658,0.3249695468828488
0.575,5.4e-10,5.4,0.09,9.547463380754871e-11,1.6e-10,3e-11,-2.150845539748376,2.150845539748376,watch,2.9782785484933655e-10,1.6955558809446936,1.3564447047557548,0.7630001464251122,0.3205698602497972
0.575,5.4875e-10,5.4875,0.05,1.671812610421367e-10,1.6e-10,3e-11,0.23937536807122342,0.23937536807122342,pass,3.773264910157897e-10,1.0055922711131486,0.804473816890519,0.4525165220009169,0.44306791339265067
0.575,5.4875e-10,5.4875,0.052000000000000005,1.6169641874748722e-10,1.6e-10,3e-11,0.05654729158290774,0.05654729158290774,pass,3.722139596928739e-10,1.0415446060021443,0.8332356848017155,0.46869507270096494,0.43441793231212583
0.575,5.4875e-10,5.4875,0.054,1.5654374214675173e-10,1.6e-10,3e-11,-0.11520859510827547,0.11520859510827547,pass,3.6735981084734e-10,1.0773529024390331,0.8618823219512266,0.48480880609756494,0.4261319216864608
0.575,5.4875e-10,5.4875,0.056,1.516937788776092e-10,1.6e-10,3e-11,-0.2768740374130262,0.2768740374130262,pass,3.6274211813235115e-10,1.1130230432193091,0.8904184345754473,0.5008603694486892,0.41818628522828927
0.575,5.4875e-10,5.4875,0.058,1.4712051141207193e-10,1.6e-10,3e-11,-0.42931628626426854,0.42931628626426854,pass,3.583415159971701e-10,1.1485604695513125,0.91884837564105,0.5168522112980907,0.4105594937909281
0.575,5.4875e-10,5.4875,0.06,1.42800862350411e-10,1.6e-10,3e-11,-0.5733045883196327,0.5733045883196327,pass,3.541408243449238e-10,1.1839702282800928,0.9471761826240743,0.5327866027260417,0.40323185731144834
0.575,5.4875e-10,5.4875,0.062,1.3871428410002627e-10,1.6e-10,3e-11,-0.7095238633324574,0.7095238633324574,pass,3.5012473865558407e-10,1.2192570126555133,0.9754056101244107,0.548665655694981,0.3961853270713293
0.575,5.4875e-10,5.4875,0.064,1.3484241639358034e-10,1.6e-10,3e-11,-0.8385861202139885,0.8385861202139885,pass,3.462795724483303e-10,1.2544251977069507,1.0035401581655605,0.5644913389681279,0.38940332356365226
0.575,5.4875e-10,5.4875,0.066,1.311687987475531e-10,1.6e-10,3e-11,-0.9610400417482299,0.9610400417482299,pass,3.4259304191066484e-10,1.289478871084383,1.0315830968675064,0.5802654919879724,0.38287058609251295
0.575,5.4875e-10,5.4875,0.068,1.2767862772104533e-10,1.6e-10,3e-11,-1.0773790759651551,1.0773790759651551,pass,3.3905408474237846e-10,1.3244218600666677,1.0595374880533341,0.5959898370300005,0.37657304090012267
0.575,5.4875e-10,5.4875,0.07,1.2435855094095326e-10,1.6e-10,3e-11,-1.1880483019682244,1.1880483019682244,pass,3.35652706948281e-10,1.3592577553120728,1.0874062042496584,0.6116659898904327,0.3704976851568041
0.575,5.4875e-10,5.4875,0.072,1.2119649148185817e-10,1.6e-10,3e-11,-1.2934502839380606,1.2934502839380606,pass,3.3237985260476714e-10,1.3939899318258457,1.1151919454606767,0.6272954693216306,0.36463248458676256
0.575,5.4875e-10,5.4875,0.074,1.1818149744855903e-10,1.6e-10,3e-11,-1.393950085048032,1.393950085048032,pass,3.292272926224172e-10,1.4286215675391678,1.1428972540313342,0.6428797053926255,0.35896628285947885
0.575,5.4875e-10,5.4875,0.076,1.1530361259467465e-10,1.6e-10,3e-11,-1.4898795801775113,1.4898795801775113,pass,3.2618752930293055e-10,1.4631556598287931,1.1705245278630345,0.658420046922957,0.353488721169325
0.575,5.4875e-10,5.4875,0.078,1.1255376458733585e-10,1.6e-10,3e-11,-1.581541180422138,1.581541180422138,pass,3.2325371409719714e-10,1.4975950402538094,1.1980760322030475,0.6739177681142142,0.34819016666732794
0.575,5.4875e-10,5.4875,0.08,1.0992366814410108e-10,1.6e-10,3e-11,-1.669211061863297,1.669211061863297,pass,3.204195764517413e-10,1.5319423877427163,1.225553910194173,0.6893740744842224,0.34306164860890387
0.575,5.4875e-10,5.4875,0.08199999999999999,1.0740574076014552e-10,1.6e-10,3e-11,-1.7531419746618155,1.7531419746618155,pass,3.176793620125631e-10,1.5662002404284343,1.2529601923427476,0.7047901081927954,0.3380948012477374
0.575,5.4875e-10,5.4875,0.08399999999999999,1.049930291388917e-10,1.6e-10,3e-11,-1.8335656953702761,1.8335656953702761,pass,3.1502777876068914e-10,1.600371006299472,1.2802968050395778,0.7201669528347624,0.3332818126450038
0.575,5.4875e-10,5.4875,0.086,1.026791447584321e-10,1.6e-10,3e-11,-1.9106951747189296,1.9106951747189296,pass,3.124599498992969e-10,1.6344569728110239,1.3075655782488191,0.7355056377649608,0.3286153786798106
0.575,5.4875e-10,5.4875,0.088,1.0045820726532409e-10,1.6e-10,3e-11,-1.9847264244891967,1.9847264244891967,pass,3.099713725108755e-10,1.6684603155793771,1.3347682524635018,0.7508071420107197,0.3240886616450345
0.575,5.4875e-10,5.4875,0.09,9.832479459895629e-11,1.6e-10,3e-11,-2.05584018003479,2.05584018003479,watch,3.075578811643678e-10,1.7023831062659143,1.3619064850127316,0.7660723978196614,0.3196952528958563
0.575,5.575e-10,5.575,0.05,1.721753037193209e-10,1.6e-10,3e-11,0.4058434573106967,0.4058434573106967,pass,3.8945561867620465e-10,1.0095771473060633,0.8076617178448506,0.4543097162877285,0.4420922319841232
0.575,5.575e-10,5.575,0.052000000000000005,1.6652092274547506e-10,1.6e-10,3e-11,0.2173640915158356,0.2173640915158356,pass,3.841787454728219e-10,1.0456719510738424,0.8365375608590739,0.4705523779832291,0.4334464743501936
0.575,5.575e-10,5.575,0.054,1.6120922526971645e-10,1.6e-10,3e-11,0.04030750899054853,0.04030750899054853,pass,3.7916856042937456e-10,1.0816221456060917,0.8652977164848734,0.4867299655227413,0.42516506402102905
0.575,5.575e-10,5.575,0.056,1.5620981092719065e-10,1.6e-10,3e-11,-0.12633963576031118,0.12633963576031118,pass,3.74402432378489e-10,1.117433637010151,0.8939469096081208,0.502845136654568,0.4172243485033661
0.575,5.575e-10,5.575,0.058,1.5149582592875863e-10,1.6e-10,3e-11,-0.2834724690413786,0.2834724690413786,pass,3.69860373265462e-10,1.1531118880563211,0.922489510445057,0.5189003496253445,0.4096027497923512
0.575,5.575e-10,5.575,0.06,1.4704345215651402e-10,1.6e-10,3e-11,-0.43188492811619916,0.43188492811619916,pass,3.655246507406815e-10,1.1886619655888633,0.9509295724710907,0.5348978845149885,0.40228053527594454
0.575,5.575e-10,5.575,0.062,1.4283148341728992e-10,1.6e-10,3e-11,-0.5722838860903358,0.5722838860903358,pass,3.6137946832163685e-10,1.2240885814556561,0.979270865164525,0.5508398616550453,0.3952396191201607
0.575,5.575e-10,5.575,0.064,1.3884097176383627e-10,1.6e-10,3e-11,-0.7053009412054575,0.7053009412054575,pass,3.5741069957675647e-10,1.259396128023073,1.0075169024184585,0.5667282576103828,0.38846338939559133
0.575,5.575e-10,5.575,0.066,1.3505493056028133e-10,1.6e-10,3e-11,-0.8315023146572886,0.8315023146572886,pass,3.5360566583144453e-10,1.294588709139286,1.0356709673114288,0.5825649191126787,0.38193655704786933
0.575,5.575e-10,5.575,0.068,1.3145808381802477e-10,1.6e-10,3e-11,-0.9513972060658406,0.9513972060658406,pass,3.499529491888012e-10,1.3296701672495712,1.063736133799657,0.5983515752623071,0.37564502348886486
0.575,5.575e-10,5.575,0.07,1.2803665350387521e-10,1.6e-10,3e-11,-1.0654448832041592,1.0654448832041592,pass,3.464422343975191e-10,1.3646441072409534,1.0917152857927628,0.614089848258429,0.3695757641285785
0.575,5.575e-10,5.575,0.072,1.247781781978994e-10,1.6e-10,3e-11,-1.1740607267366865,1.1740607267366865,pass,3.430641744321058e-10,1.3995139174928661,1.119611133994293,0.6297812628717898,0.3637167256081228
0.575,5.575e-10,5.575,0.074,1.2167135777951596e-10,1.6e-10,3e-11,-1.2776214073494676,1.2776214073494676,pass,3.3981027567976893e-10,1.4342827885297282,1.1474262308237826,0.6454272548383777,0.35805673485335343
0.575,5.575e-10,5.575,0.076,1.187059198383196e-10,1.6e-10,3e-11,-1.3764693387226794,1.3764693387226794,pass,3.366727994293395e-10,1.4689537296060458,1.1751629836848367,0.6610291783227206,0.35258541836324814
0.575,5.575e-10,5.575,0.078,1.1587250430828492e-10,1.6e-10,3e-11,-1.470916523057169,1.470916523057169,pass,3.336446769856843e-10,1.5035295835015698,1.202823666801256,0.6765883125757064,0.3472931303898988
0.575,5.575e-10,5.575,0.08,1.131625634603934e-10,1.6e-10,3e-11,-1.5612478846535531,1.5612478846535531,pass,3.3071943622892465e-10,1.538013039760631,1.230410431808505,0.692105867892284,0.3421708888680557
0.575,5.575e-10,5.575,0.08199999999999999,1.1056827489683414e-10,1.6e-10,3e-11,-1.6477241701055283,1.6477241701055283,pass,3.2789113783184505e-10,1.57240664657405,1.2579253172592402,0.7075829909583226,0.3372103181194782
0.575,5.575e-10,5.575,0.08399999999999999,1.0808246559804713e-10,1.6e-10,3e-11,-1.7305844800650951,1.7305844800650951,pass,3.251543196639767e-10,1.6067128214725088,1.2853702571780072,0.723020769662629,0.33240359749715914
0.575,5.575e-10,5.575,0.086,1.0569854540355782e-10,1.6e-10,3e-11,-1.8100484865480724,1.8100484865480724,pass,3.225039481642818e-10,1.6409338609757353,1.3127470887805883,0.7384202374390809,0.32774341525182055
0.575,5.575e-10,5.575,0.088,1.0341044857530706e-10,1.6e-10,3e-11,-1.8863183808230977,1.8863183808230977,pass,3.199353756693527e-10,1.6750719493213664,1.3400575594570932,0.7537823771946149,0.32322292700192007
0.575,5.575e-10,5.575,0.09,1.0121258231075335e-10,1.6e-10,3e-11,-1.9595805896415548,1.9595805896415548,pass,3.1744430285070853e-10,1.7091291663801886,1.367303333104151,0.7691081248710849,0.3188357182719792
0.575,5.6625e-10,5.6625,0.05,1.7723659674231136e-10,1.6e-10,3e-11,0.5745532247437125,0.5745532247437125,pass,4.0177661954254696e-10,1.0135153887058657,0.8108123109646925,0.45608192491763955,0.4411321817185595
0.575,5.6625e-10,5.6625,0.052000000000000005,1.7141023023128854e-10,1.6e-10,3e-11,0.3803410077096182,0.3803410077096182,pass,3.963328047001363e-10,1.0497509940467544,0.8398007952374036,0.4723879473210395,0.4324906447271676
0.575,5.6625e-10,5.6625,0.054,1.6593722449258574e-10,1.6e-10,3e-11,0.19790748308619174,0.19790748308619174,pass,3.911641150895429e-10,1.0858414260485383,0.8686731408388306,0.4886286417218422,0.42421382251436945
0.575,5.6625e-10,5.6625,0.056,1.607862162807859e-10,1.6e-10,3e-11,0.02620720935953025,0.02620720935953025,pass,3.862472035731532e-10,1.1217926138575849,0.897434091086068,0.5048066762359132,0.41627800743503335
0.575,5.6625e-10,5.6625,0.058,1.5592950246287865e-10,1.6e-10,3e-11,-0.13568325123737812,0.13568325123737812,pass,3.815614497447776e-10,1.1576100415538182,0.9260880332430546,0.5209245186992182,0.4086615735608989
0.575,5.6625e-10,5.6625,0.06,1.5134251265108954e-10,1.6e-10,3e-11,-0.2885829116303482,0.2885829116303482,pass,3.770885602658635e-10,1.193298795746662,0.9546390365973297,0.5369844580859979,0.4013447465613559
0.575,5.6625e-10,5.6625,0.062,1.4700337181242022e-10,1.6e-10,3e-11,-0.4332209395859924,0.4332209395859924,pass,3.7281223890896043e-10,1.2288636066643568,0.9830908853314855,0.5529886229989606,0.3943094042261793
0.575,5.6625e-10,5.6625,0.064,1.4289253521091873e-10,1.6e-10,3e-11,-0.5702488263027086,0.5702488263027086,pass,3.687179123320729e-10,1.2643088838073795,1.0114471070459037,0.5689389977133208,0.3875389028624885
0.575,5.6625e-10,5.6625,0.066,1.3899248192772998e-10,1.6e-10,3e-11,-0.7002506024090003,0.7002506024090003,pass,3.6479250075210085e-10,1.2996387470325306,1.0397109976260246,0.5848374361646388,0.3810179256458564
0.575,5.6625e-10,5.6625,0.068,1.352874561458717e-10,1.6e-10,3e-11,-0.823751461804276,0.823751461804276,pass,3.6102422505019556e-10,1.3348570537740116,1.0678856430192094,0.6006856741983052,0.3747323496839078
0.575,5.6625e-10,5.6625,0.07,1.3176324763287642e-10,1.6e-10,3e-11,-0.9412250789041191,0.9412250789041191,pass,3.574024436369145e-10,1.3699674229810865,1.0959739383848692,0.6164853403414889,0.3686691290973232
0.575,5.6625e-10,5.6625,0.072,1.2840700458440827e-10,1.6e-10,3e-11,-1.0530998471863906,1.0530998471863906,pass,3.539175137798769e-10,1.4049732562508574,1.123978605000686,0.6322379653128859,0.3628161918663129
0.575,5.6625e-10,5.6625,0.074,1.252070733352014e-10,1.6e-10,3e-11,-1.1597642221599527,1.1597642221599527,pass,3.5056067315836683e-10,1.4398777565536032,1.1519022052428827,0.6479449904491215,0.35716234855196877
0.575,5.6625e-10,5.6625,0.076,1.221528604946104e-10,1.6e-10,3e-11,-1.2615713168463194,1.2615713168463194,pass,3.473239382357142e-10,1.474683944882576,1.1797471559060608,0.6636077751971592,0.3516972112982042
0.575,5.6625e-10,5.6625,0.078,1.192347138922185e-10,1.6e-10,3e-11,-1.358842870259383,1.358842870259383,pass,3.4420001668822665e-10,1.509394675106876,1.207515740085501,0.6792276037980942,0.34641112176418126
0.575,5.6625e-10,5.6625,0.08,1.1644381937596375e-10,1.6e-10,3e-11,-1.4518726874678747,1.4518726874678747,pass,3.411822316410012e-10,1.5440126472624294,1.2352101178099435,0.6948056912680932,0.3412950868393647
0.575,5.6625e-10,5.6625,0.08199999999999999,1.137721110298033e-10,1.6e-10,3e-11,-1.5409296323398898,1.5409296323398898,pass,3.3826445586747715e-10,1.5785404194802481,1.2628323355841986,0.7103431887661117,0.33634072116159947
0.575,5.6625e-10,5.6625,0.08399999999999999,1.1121219279927334e-10,1.6e-10,3e-11,-1.6262602400242216,1.6262602400242216,pass,3.354410544346608e-10,1.6129804187215167,1.2903843349772135,0.7258411884246825,0.33154019559921194
0.575,5.6625e-10,5.6625,0.086,1.0875726985365125e-10,1.6e-10,3e-11,-1.7080910048782916,1.7080910048782916,pass,3.327068345374133e-10,1.6473349504644155,1.3178679603715324,0.741300727708987,0.326886190976102
0.575,5.6625e-10,5.6625,0.088,1.0640108828984668e-10,1.6e-10,3e-11,-1.7866303903384437,1.7866303903384437,pass,3.3005700147666445e-10,1.6816062074670348,1.345284965973628,0.7567227933601657,0.32237185641816907
0.575,5.6625e-10,5.6625,0.09,1.041378820087924e-10,1.6e-10,3e-11,-1.8620705997069198,1.8620705997069198,pass,3.274871199083585e-10,1.7157962777134923,1.372637022170794,0.7721083249710715,0.31799077178343244
0.575,5.75e-10,5.75,0.05,1.8236496672257193e-10,1.6e-10,3e-11,0.745498890752398,0.745498890752398,pass,4.142894936148168e-10,1.0174082492283372,0.8139265993826698,0.45783371215275176,0.4401872833688722
0.575,5.75e-10,5.75,0.052000000000000005,1.763641720536726e-10,1.6e-10,3e-11,0.545472401789087,0.545472401789087,pass,4.0867613737481706e-10,1.053783033667157,0.8430264269337256,0.47420236515022063,0.43154996322166056
0.575,5.75e-10,5.75,0.054,1.7072757473553443e-10,1.6e-10,3e-11,0.3575858245178145,0.3575858245178145,pass,4.033464748278452e-10,1.0900120871635368,0.8720096697308295,0.4905054392235916,0.4232777162820221
0.575,5.75e-10,5.75,0.056,1.654228337714341e-10,1.6e-10,3e-11,0.18076112571447042,0.18076112571447042,pass,3.982764317163439e-10,1.1261013616373914,0.9008810893099132,0.5067456127368262,0.41534678077373594
0.575,5.75e-10,5.75,0.058,1.604213836089391e-10,1.6e-10,3e-11,0.014046120297970087,0.014046120297970087,pass,3.934447454351171e-10,1.1620563622327134,0.9296450897861708,0.522925363004721,0.4077354837501424
0.575,5.75e-10,5.75,0.06,1.5569789004570274e-10,1.6e-10,3e-11,-0.1434036651432418,0.1434036651432418,pass,3.888325529204699e-10,1.1978821950963319,0.9583057560770656,0.5390469877933494,0.40042400996592614
0.575,5.75e-10,5.75,0.062,1.512297989763879e-10,1.6e-10,3e-11,-0.2923400341204032,0.2923400341204032,pass,3.844230504175549e-10,1.233583608625051,0.9868668869000408,0.5551126238812729,0.393394201549892
0.575,5.75e-10,5.75,0.064,1.469969597740532e-10,1.6e-10,3e-11,-0.4334346741982264,0.4334346741982264,pass,3.802012107142797e-10,1.2691650292560128,1.0153320234048102,0.5711242631652058,0.38662938368315997
0.575,5.75e-10,5.75,0.066,1.429813091124566e-10,1.6e-10,3e-11,-0.5672896962514461,0.5672896962514461,pass,3.761535466726339e-10,1.3046305926701756,1.0437044741361405,0.587083766701579,0.3801142123402418
0.575,5.75e-10,5.75,0.068,1.391666040715004e-10,1.6e-10,3e-11,-0.6944465309499861,0.6944465309499861,pass,3.7226791232656163e-10,1.3399841711179472,1.0719873368943578,0.6029928770030762,0.3738345408331094
0.575,5.75e-10,5.75,0.07,1.3553819568591722e-10,1.6e-10,3e-11,-0.8153934771360924,0.8153934771360924,pass,3.685333346664674e-10,1.3752293974487901,1.1001835179590322,0.6188532288519556,0.3677773024483197
0.575,5.75e-10,5.75,0.072,1.3208283588246584e-10,1.6e-10,3e-11,-0.9305721372511385,0.9305721372511385,pass,3.649398706480805e-10,1.4103696863251662,1.128295749060133,0.6346663588463248,0.361930406913078
0.575,5.75e-10,5.75,0.074,1.2878851213700378e-10,1.6e-10,3e-11,-1.0403829287665405,1.0403829287665405,pass,3.6147848505821097e-10,1.4454082530197985,1.1563266024158387,0.6504337138589094,0.3562826487896346
0.575,5.75e-10,5.75,0.076,1.2564430526727647e-10,1.6e-10,3e-11,-1.1451898244241174,1.1451898244241174,pass,3.5814094572205473e-10,1.4803481301294188,1.184278504103535,0.6661566585582385,0.3508236261954427
0.575,5.75e-10,5.75,0.078,1.2264026663183355e-10,1.6e-10,3e-11,-1.2453244456055481,1.2453244456055481,pass,3.5491973320482416e-10,1.5151921824846921,1.2121537459877538,0.6818364821181114,0.34554366849210344
0.575,5.75e-10,5.75,0.08,1.1976731168345139e-10,1.6e-10,3e-11,-1.3410896105516201,1.3410896105516201,pass,3.51807962687971e-10,1.5499431204922434,1.2399544963937947,0.6974744042215095,0.3404337717895163
0.575,5.75e-10,5.75,0.08199999999999999,1.1701712736672502e-10,1.6e-10,3e-11,-1.4327624211091656,1.4327624211091656,pass,3.4879931611945953e-10,1.5846035121087347,1.2676828096869879,0.7130715804489306,0.3354855412808438
0.575,5.75e-10,5.75,0.08399999999999999,1.1438209128426019e-10,1.6e-10,3e-11,-1.5205969571913267,1.5205969571913267,pass,3.458879830727416e-10,1.6191757936171836,1.2953406348937468,0.7286291071277327,0.33069113956527707
0.575,5.75e-10,5.75,0.086,1.1185520090708972e-10,1.6e-10,3e-11,-1.6048266364303423,1.6048266364303423,pass,3.4306860901869144e-10,1.653662279350994,1.3229298234807954,0.7441480257079474,0.3260432402341874
0.575,5.75e-10,5.75,0.088,1.0943001139016402e-10,1.6e-10,3e-11,-1.6856662869945322,1.6856662869945322,pass,3.4033624993281094e-10,1.688065170490527,1.3504521363924216,0.7596293267207371,0.3215349860961554
0.575,5.75e-10,5.75,0.09,1.0710058078659301e-10,1.6e-10,3e-11,-1.7633139737802326,1.7633139737802326,pass,3.3768633233731787e-10,1.7223865630397397,1.3779092504317918,0.7750739533678829,0.3171599515008185
0.575,5.8375e-10,5.8374999999999995,0.05,1.8756024313399043e-10,1.6e-10,3e-11,0.9186747711330145,0.9186747711330145,pass,4.26994240893014e-10,1.0212569306085841,0.8170055444868674,0.45956561877386287,0.4392570793032892
0.575,5.8375e-10,5.8374999999999995,0.052000000000000005,1.81382581864683e-10,1.6e-10,3e-11,0.712752728822767,0.712752728822767,pass,4.212087434968642e-10,1.0577693146350684,0.8462154517080548,0.47599619158578077,0.43062397128523366
0.575,5.8375e-10,5.8374999999999995,0.054,1.7558011366463343e-10,1.6e-10,3e-11,0.5193371221544479,0.5193371221544479,pass,4.1571563964428127e-10,1.0941354164438846,0.8753083331551077,0.49236093739974807,0.42235628617406235
0.575,5.8375e-10,5.8374999999999995,0.056,1.7011950492233805e-10,1.6e-10,3e-11,0.33731683074460195,0.33731683074460195,pass,4.1049011680806104e-10,1.1303612104700422,0.9042889683760338,0.5086625447115191,0.41443020905149675
0.575,5.8375e-10,5.8374999999999995,0.058,1.6497131459753446e-10,1.6e-10,3e-11,0.16571048658448237,0.16571048658448237,pass,4.055102603364803e-10,1.1664522226825522,0.9331617781460418,0.5249035002071485,0.4068240208290813
0.575,5.8375e-10,5.8374999999999995,0.06,1.6010943313555244e-10,1.6e-10,3e-11,0.0036477711850818203,0.0036477711850818203,pass,4.0075662870450074e-10,1.2024135785439234,0.9619308628351387,0.5410861103447655,0.39951786612520307
0.575,5.8375e-10,5.8374999999999995,0.062,1.5551061713292837e-10,1.6e-10,3e-11,-0.14964609556905414,0.14964609556905414,pass,3.962119028474202e-10,1.2382500444133335,0.9906000355306669,0.5572125199860001,0.39249355210011183
0.575,5.8375e-10,5.8374999999999995,0.064,1.511541009759037e-10,1.6e-10,3e-11,-0.2948633008032093,0.2948633008032093,pass,3.9186059472337684e-10,1.2739660634723788,1.0191728507779032,0.5732847285625705,0.38573437342585254
0.575,5.8375e-10,5.8374999999999995,0.066,1.4702127081262965e-10,1.6e-10,3e-11,-0.43262430624567805,0.43262430624567805,pass,3.876888035930437e-10,1.3095657870465907,1.0476526296372726,0.5893046041709659,0.37922495942636925
0.575,5.8375e-10,5.8374999999999995,0.068,1.4309538935106108e-10,1.6e-10,3e-11,-0.5634870216312969,0.5634870216312969,pass,3.836840110178993e-10,1.345053102034439,1.0760424816275511,0.6052738959154975,0.37295114010988983
0.575,5.8375e-10,5.8374999999999995,0.07,1.3936136236522546e-10,1.6e-10,3e-11,-0.6879545878258175,0.6879545878258175,pass,3.798349074861777e-10,1.3804316550278335,1.104345324022267,0.621194244762525,0.36689982836897855
0.575,5.8375e-10,5.8374999999999995,0.072,1.3580553963381188e-10,1.6e-10,3e-11,-0.8064820122062705,0.8064820122062705,pass,3.7613124503671657e-10,1.4157048736063205,1.1325638988850564,0.6370671931228442,0.36105891607211477
0.575,5.8375e-10,5.8374999999999995,0.074,1.324155444646749e-10,1.6e-10,3e-11,-0.9194818511775033,0.9194818511775033,pass,3.725637113793014e-10,1.4508759852054494,1.1607007881643596,0.6528941933424522,0.3554171821363049
0.575,5.8375e-10,5.8374999999999995,0.076,1.2918012707738333e-10,1.6e-10,3e-11,-1.0273290974205553,1.0273290974205553,pass,3.69123821888361e-10,1.4859480338937472,1.1887584271149978,0.6686766152521862,0.34996421096997904
0.575,5.8375e-10,5.8374999999999995,0.078,1.2608903799735832e-10,1.6e-10,3e-11,-1.1303654000880556,1.1303654000880556,pass,3.6580382653547676e-10,1.5209238953390427,1.2167391162712342,0.6844157529025693,0.3446903199224184
0.575,5.8375e-10,5.8374999999999995,0.08,1.2313291831440087e-10,1.6e-10,3e-11,-1.2289027228533043,1.2289027228533043,pass,3.6259662936983416e-10,1.5558062902009662,1.244645032160773,0.7001128305904348,0.3395864945804838
0.575,5.8375e-10,5.8374999999999995,0.08199999999999999,1.203032042166869e-10,1.6e-10,3e-11,-1.3232265261104366,1.3232265261104366,pass,3.5949571858779203e-10,1.5905977961503202,1.2724782369202563,0.7157690082676441,0.33464433092353446
0.575,5.8375e-10,5.8374999999999995,0.08399999999999999,1.1759204365971808e-10,1.6e-10,3e-11,-1.4135985446760637,1.4135985446760637,pass,3.5649510557821897e-10,1.625300858686164,1.3002406869489311,0.7313853864087738,0.3298559834895604
0.575,5.8375e-10,5.8374999999999995,0.086,1.1499222339193107e-10,1.6e-10,3e-11,-1.5002592202689642,1.5002592202689642,pass,3.535892716081162e-10,1.659917800896629,1.3279342407173034,0.7469630104034831,0.32521411882478496
0.575,5.8375e-10,5.8374999999999995,0.088,1.1249710485283613e-10,1.6e-10,3e-11,-1.5834298382387952,1.5834298382387952,pass,3.5077312103779203e-10,1.6944508322887657,1.3555606658310126,0.7625028745299446,0.3207118735894127
0.575,5.8375e-10,5.8374999999999995,0.09,1.1010056769968483e-10,1.6e-10,3e-11,-1.6633144100105053,1.6633144100105053,pass,3.480419401375865e-10,1.728902056795355,1.383121645436284,0.7780059255579098,0.3163428167770825
0.575,5.925e-10,5.925,0.05,1.9282225822430373e-10,1.6e-10,3e-11,1.094075274143458,1.094075274143458,pass,4.3989086137713885e-10,1.025062585318043,0.8200500682544345,0.4612781633931194,0.4383411322086736
0.575,5.925e-10,5.925,0.052000000000000005,1.8646529603274702e-10,1.6e-10,3e-11,0.8821765344249011,0.8821765344249011,pass,4.3393062306627787e-10,1.0617110306255422,0.8493688245004338,0.477769963781494,0.42971223075967746
0.575,5.925e-10,5.925,0.054,1.8049468160651046e-10,1.6e-10,3e-11,0.6831560535503489,0.6831560535503489,pass,4.282716095388513e-10,1.0982126486031751,0.8785701188825401,0.4941956918714288,0.4214490934873343
0.575,5.925e-10,5.925,0.056,1.7487607386308787e-10,1.6e-10,3e-11,0.4958691287695961,0.4958691287695961,pass,4.2288825884830473e-10,1.134573435949336,0.9076587487594688,0.5105580461772012,0.4135278532900061
0.575,5.925e-10,5.925,0.058,1.6957914321309566e-10,1.6e-10,3e-11,0.3193047737698556,0.3193047737698556,pass,4.177579944488675e-10,1.1707989392252398,0.9366391513801919,0.5268595226513579,0.40592674578691207
0.575,5.925e-10,5.925,0.06,1.6457699321870808e-10,1.6e-10,3e-11,0.1525664406236031,0.1525664406236031,pass,4.1286078761795606e-10,1.2068943029931336,0.9655154423945069,0.5431024363469101,0.39862587621423784
0.575,5.925e-10,5.925,0.062,1.598456809592294e-10,1.6e-10,3e-11,-0.005143968025686054,0.005143968025686054,pass,4.0817879619855657e-10,1.2428643113737556,0.9942914490990046,0.5592889401181901,0.39160701743427473
