candidate_id,gain,sat_mev,blend,sign_blend,top_class_gain_boost,top_class_sign_blend_scale,top_priority_class_targeted,effective_top_class_gain,effective_top_class_sign_blend,sigma_low_mode_inconsistent_sat_scale,sigma_low_mode_inconsistent_targeted,effective_sigma_low_mode_sat_mev,sigma_low_mode_inconsistent_zref,sigma_low_mode_inconsistent_min_blend_scale,sigma_low_mode_inconsistent_sign_blend_scale,effective_sigma_low_mode_sign_blend,all_constraints_pass,logft_constraint_pass,holdout_p95_abs_z_qbeta,holdout_p95_abs_z_logft,overfit_gap_qbeta,n_qbeta_gt3_holdout,top_priority_q_gt3_after,residue_n,residue_reference,residue_all_qfail_nonregression,residue_all_logft_count_nonregression,residue_all_top_priority_nonregression,residue_all_logft_nonworsening,residue_all_overfit_nonworsening,residue_max_pos_delta_n_qbeta_gt3,residue_max_pos_delta_n_logft_gt3,residue_max_pos_delta_top_priority_q_gt3,residue_max_pos_delta_overfit_gap_qbeta,residue_holdout_p95_abs_z_qbeta_spread,residue_holdout_p95_abs_z_logft_spread,residue_overfit_gap_qbeta_spread,delta_holdout_p95_abs_z_qbeta_vs_pre,delta_overfit_gap_qbeta_vs_pre,delta_n_logft_gt3_holdout_vs_pre,qbeta_nonworsening_pass,overfit_nonworsening_pass,qbeta_overfit_guard_pass,prelocal_logft_count_guard_pass,logft_count_max_delta_effective,residue_logft_count_guard_pass,residue_logft_count_max_delta_effective,residue_logft_nonworsening_guard_pass,class_key_threshold_guard_applied,logft_rootcause_guard_pass,residue_top_priority_guard_pass_strict,residue_top_priority_max_delta_effective_strict,residue_overfit_guard_pass_strict,residue_overfit_max_delta_effective_strict,residue_dual_guard_pass_strict,prelocal_logft_count_refrozen_pass,refrozen_logft_count_max_delta_effective,residue_logft_count_refrozen_pass,refrozen_residue_logft_count_max_delta_effective,residue_logft_nonworsening_refrozen_pass,logft_rootcause_refrozen_guard_pass,residue_top_priority_guard_pass,residue_top_priority_max_delta_effective,residue_overfit_guard_pass,residue_overfit_max_delta_effective,residue_dual_guard_pass,residue_dual_retune_cost,norm_residue_max_pos_delta_top_priority_q_gt3,norm_residue_max_pos_delta_n_logft_gt3,norm_residue_max_pos_delta_n_qbeta_gt3,norm_residue_holdout_p95_abs_z_logft_spread,norm_residue_holdout_p95_abs_z_qbeta_spread,norm_delta_holdout_p95_abs_z_qbeta_vs_pre,norm_delta_overfit_gap_qbeta_vs_pre,residue_weight_multiplier_top_class,residue_weight_multiplier_logft_class,residue_weight_top_priority_effective,residue_weight_logft_effective,residue_weight_sum_effective,residue_class_key,residue_class_count,residue_reweight_score_global,residue_reweight_score_class,residue_reweight_score,rank_residue_reweight
lcand_0000,1.0,8.0,0.8,0.01,1.2,1.0,beta_minus|sigma_low|mode_inconsistent,1.2,0.01,1.0,True,8.0,5.0,1.0,1.0,0.01,False,False,6912.325724506914,10.044649762433085,3037.795997848355,1244,109,5,0,True,False,False,False,False,0,94,2,883.6960539000984,4824.035537122962,4.940871562561982,5656.615558756004,350.73506616593295,376.3894091635766,-4,False,False,False,True,6,True,160,False,True,False,True,6,True,1500.0,True,True,6,True,160,True,True,True,6,True,1500.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.2,0.36332179930795844,0.18685121107266434,1.0,beta_minus|sigma_low|mode_inconsistent,1,0.0,0.0,0.0,1
