dataset,eq_label,lambda_pi_pm_fm,R1_fm,R2_fm,Rb_fm,R3_fm,L3_total_fm,Lb_fm,Lt_fm,tail_factor,barrier_len_fraction,barrier_height_factor,V1_t_MeV,V2_t_MeV,V3_mean_t_MeV,V3_barrier_t_MeV,V3_tail_t_MeV,V1_s_MeV,V2_s_MeV,Vb_s_MeV,Vt_s_MeV,v2s_pred_fm3,v2s_obs_fm3,v2s_within_envelope,v2t_fit_fm3,v2t_obs_fm3,v2t_within_envelope
eq18 (GWU/SAID),18,1.41381693065,1.06036269799,2.89832470784,3.60523317317,4.3121416385,1.41381693065,0.706908465327,0.706908465327,0.632120558829,0.5,3,97.5454373418,7.568,4.78388838921,14.3516651676,5.26227722814,86.9552123552,0.446147844731,0.846057674794,0.310221147424,0.00258377767466,-0.005,0,-0.0124681219347,0.163,0
