T_K,alpha_obs_1e-8_per_K,alpha_pred_1e-8_per_K,sigma_fit_1e-8_per_K,Cv_debye_J_per_molK,Cv_einstein1_J_per_molK,Cv_einstein2_J_per_molK,alpha_debye_1e-8_per_K,alpha_einstein1_1e-8_per_K,alpha_einstein2_1e-8_per_K,residual_1e-8_per_K,z
204.0,147.014897362076,146.05241130166144,0.5,16.325063304960533,15.372005493303378,7.47131285545492,-525.8302612390205,585.0044081574264,86.87826438325557,-0.9624860604145459,-1.9249721208290917
205.0,148.59365413668067,147.63044650490312,0.5,16.38676122091954,15.441389426082786,7.550844778568002,-527.8175510069425,587.6449163558482,87.80308115599748,-0.9632076317775607,-1.9264152635551215
206.0,150.1560185292327,149.20003530528774,0.5,16.44789095188977,15.510128522911977,7.630186866137428,-529.7865395373442,590.2608843683079,88.72569047432408,-0.9559832239449716,-1.9119664478899432
207.0,151.7029755123632,150.76116160805913,0.5,16.508457806810778,15.578228719356105,7.709333014015233,-531.7373978311593,592.8525380815177,89.64602135770075,-0.9418139043040615,-1.883627808608123
208.0,153.23590932033562,152.3138116966745,0.5,16.568467073418788,15.645695936773048,7.788277310338119,-533.6702962063627,595.4201028415109,90.56400506152626,-0.9220976236611367,-1.8441952473222734
209.0,154.7564685204667,153.85797415563528,0.5,16.62792401682776,15.712536080113257,7.86701403216125,-535.5854042522662,597.9638033699117,91.47957503798982,-0.8984943648314309,-1.7969887296628617
210.0,156.26641225659642,155.39363979534644,0.5,16.686833878190907,15.778755035840948,7.9455376420921,-537.4828907864057,600.4838636848236,92.39266689692855,-0.872772461249969,-1.745544922499938
211.0,157.76745740535785,156.9208015789287,0.5,16.745201873440326,15.844358669971742,8.023842784927814,-539.3629238139453,602.9805070261482,93.30321836672582,-0.8466558264291462,-1.6933116528582923
212.0,159.2611447135789,158.43945455095167,0.5,16.803033192101186,15.90935282622168,8.101924284299429,-541.2256704894818,605.4539557851439,94.21116925528958,-0.8216901626272005,-1.643380325254401
213.0,160.74873761551171,159.94959576804587,0.5,16.860332996177412,15.973743324263154,8.179777139326053,-543.0712970811527,607.9044314380523,95.11646141114623,-0.7991418474658591,-1.5982836949317183
214.0,162.2311613993941,161.45122423133924,0.5,16.917106419106208,16.03753595808311,8.257396521281839,-544.8999689369617,610.3321544836175,96.01903868468338,-0.7799371680548726,-1.5598743361097451
215.0,163.7089839478392,162.9443408206893,0.5,16.97335856477813,16.10073649443916,8.334777770278508,-546.711850453215,612.7373443843308,96.91884688957349,-0.7646431271499169,-1.5292862542998338
216.0,165.18243357833472,164.42894823065419,0.5,17.029094506620712,16.163350671409635,8.41191639196596,-548.5071050450047,615.1202195112512,97.8158337644076,-0.7534853476805266,-1.506970695361053
217.0,166.65144540931266,165.90505090817624,0.5,17.08431928674207,16.22538419703322,8.488808054253244,-550.2858951186246,617.4809970922347,98.70994893456611,-0.7463945011364117,-1.4927890022728234
218.0,168.11572558622947,167.37265499192614,0.5,17.139037915132867,16.286842748034665,8.565448584052206,-552.0483820458655,619.8198931634386,99.60114387435311,-0.7430705943033356,-1.486141188606671
219.0,169.5748225874366,168.8317682532747,0.5,17.193255368923634,16.347731968632583,8.641833964045707,-553.7947261400934,622.1371225239518,100.48937186941633,-0.7430543341619047,-1.4861086683238094
220.0,171.02819630382405,170.28240003885318,0.5,17.246976591695194,16.408057469425884,8.717960329482406,-555.5250866340381,624.432898693415,101.37458797947617,-0.7457962649708477,-1.4915925299416954
221.0,172.47527805825632,171.72456121466513,0.5,17.30020649284002,16.4678248263554,8.793823964999742,-557.2396216592226,626.7074338725052,102.25674900138252,-0.7507168435911837,-1.5014336871823675
222.0,173.91551756778549,173.1582641117059,0.5,17.352949946972373,16.52703957973733,8.869421301476843,-558.9384882269643,628.9609389061507,103.13581343251958,-0.757253456079578,-1.514506912159156
223.0,175.3484155119761,174.5835224730629,0.5,17.405211793384986,16.58570723336538,8.9447489129187,-560.6218422108736,631.1936232493623,104.01174143457435,-0.7648930389131782,-1.5297860778263563
224.0,176.77354248515132,176.0003514024622,0.5,17.45699683555016,16.64383325367855,9.019803513373017,-562.2898383307854,633.4056949355627,104.88449479768495,-0.7731910826891215,-1.546382165378243
225.0,178.19054650594055,177.40876731421454,0.5,17.508309840663713,16.70142306899159,9.094581953881013,-563.9426301380686,635.5973605472993,105.75403690498379,-0.7817791917260032,-1.5635583834520064
226.0,179.59915193420113,178.80878788453467,0.5,17.5591555392296,16.758482068785263,9.169081219463179,-565.5803700022477,637.7688251892351,106.62033269754724,-0.790364049666479,-1.580728099332958
227.0,180.99915272464804,180.20043200421202,0.5,17.609538624683257,16.81501560305387,9.243298426141106,-567.20320909887,639.9202924633173,107.48334863976469,-0.7987207204360292,-1.5974414408720583
228.0,182.3904026109114,181.58371973257357,0.5,17.659463753052467,16.87102898170724,9.317230817996235,-568.8112973985825,642.0519644460192,108.34305268513694,-0.8066828783378341,-1.6133657566756683
229.0,183.77280425365674,182.95867225273545,0.5,17.7089355426534,16.926527474024777,9.390875764266365,-570.4047836573412,644.1640416675629,109.1994142425138,-0.8141320009212902,-1.6282640018425805
230.0,185.14629876309638,184.32531182809305,0.5,17.75795857382074,16.98151630815917,9.464230756480639,-571.9838154077185,646.2567230930327,110.05240414277883,-0.8209869350033289,-1.6419738700066577
231.0,186.51085643326024,185.6836617600263,0.5,17.806537388670137,17.036000670687415,9.53729340563364,-573.5485389512515,648.3302061052887,110.90199460598917,-0.8271946732339258,-1.6543893464678516
232.0,187.86646906602422,187.03374634679508,0.5,17.85467649089136,17.08998570620701,9.610061439399173,-575.0990993517804,650.3846864895988,111.7481592089767,-0.8327227192291271,-1.6654454384582542
233.0,189.21314393805832,188.37559084357815,0.5,17.90238034557115,17.143476516975035,9.682532699384167,-576.6356404297411,652.4203584199037,112.59087285341565,-0.8375530944801682,-1.6751061889603365
234.0,190.55089926504044,189.7092214236554,0.5,17.94965337904378,17.196478162588352,9.754705138423187,-578.1583047573534,654.4374144466462,113.43011173436258,-0.8416778413850429,-1.6833556827700857
235.0,191.87976092011905,191.03466514068072,0.5,17.996499978768455,17.248995659702654,9.826576817913782,-579.6672336546704,656.4360454860799,114.26585330927115,-0.8450957794383368,-1.6901915588766736
236.0,193.19976013784583,192.35194989202543,0.5,18.042924493232245,17.301033981788738,9.89814590519304,-581.1625671864535,658.416440810993,115.09807626748605,-0.8478102458204144,-1.6956204916408288
237.0,194.51093195280367,193.66110438317065,0.5,18.088931231877165,17.35259805892405,9.96941067095552,-582.6444441598227,660.3787880427752,115.92676050021807,-0.849827569633032,-1.699655139266064
238.0,195.81331416185233,194.9621580931245,0.5,18.134524465050074,17.40369277761784,10.040369486712725,-584.1130021226427,662.3232731447649,116.75188707100223,-0.8511560687278731,-1.7023121374557462
239.0,197.10694664501014,196.2551412408192,0.5,18.179708423974915,17.454322980668262,10.111020822294192,-585.5683773626299,664.2500804168093,117.57343818663985,-0.8518054041909556,-1.7036108083819113
240.0,198.39187092339478,197.54008475249597,0.5,18.2244873007453,17.504493467049826,10.181363243390306,-587.0107049071121,666.1593924909823,118.39139716862582,-0.8517861708988066,-1.7035723417976132
241.0,199.66812986896076,198.81702023002046,0.5,18.268865248337136,17.554208991829647,10.251395409136776,-588.4401185234365,668.0513903283968,119.20574842506018,-0.8511096389403089,-1.7022192778806178
242.0,200.93576750878654,200.08597992012275,0.5,18.312846380640128,17.603474266111114,10.321116069740789,-589.8567507199832,669.9262532170613,120.01647742304453,-0.849787588663769,-1.699575177327538
243.0,202.19482888694844,201.3469966845443,0.5,18.356434772506642,17.652293957003486,10.390524064148714,-591.26073274774,671.7841587707227,120.82357066156159,-0.8478322024041265,-1.695664404808253
244.0,203.44535996095092,202.60010397104784,0.5,18.39963445981794,17.700672687616137,10.459618317755272,-592.6521946024357,673.6252829286467,121.62701564483672,-0.8452559899030994,-1.6905119798061987
245.0,204.68740751882626,203.8453357852842,0.5,18.442449439566246,17.748615037076128,10.528397840153966,-594.0312650271827,675.4497999562875,122.42680085617947,-0.8420717335420679,-1.6841434670841358
246.0,205.9210191087768,205.08272666349768,0.5,18.484883669951785,17.79612554056792,10.596861722928644,-595.3980715156039,677.2578824467982,123.22291573230328,-0.8382924452790878,-1.6765848905581755
247.0,207.14624297672322,206.31231164603017,0.5,18.526941070494487,17.843208689394004,10.665009137485907,-596.7527403154292,679.0497013233391,124.0153506381202,-0.8339313306930624,-1.6678626613861247
248.0,208.36312800916946,207.534126251624,0.5,18.56862552215895,17.88986893105533,10.732839332928146,-598.0953964325217,680.8254258421377,124.80409684200806,-0.829001757545437,-1.658003515090874
249.0,209.57172367995594,208.7482064524881,0.5,18.609940867492416,17.93611066935047,10.800351633966924,-599.4261636353218,682.5852235962632,125.58914649154677,-0.8235172274678262,-1.6470344549356524
250.0,210.77208000010972,209.95458865011798,0.5,18.6508909107747,17.981938264492495,10.867545438876387,-600.7451644596757,684.3292605200737,126.37049258972002,-0.8174913499917291,-1.6349826999834582
251.0,211.9642474703438,211.15330965184035,0.5,18.691479418179643,18.0273560332425,10.934420217486368,-602.0525202140365,686.0577008942983,127.1481289715786,-0.8109378185034669,-1.6218756370069338
252.0,213.14827703593286,212.3444066480732,0.5,18.731710117947276,18.072368249058957,11.000975509214863,-603.3483509850091,687.7707073517206,127.92205028136168,-0.803870387859643,-1.607740775719286
253.0,214.32422004379038,213.52791719028062,0.5,18.771586700565862,18.116979142261798,11.067210921139509,-604.6327756432142,689.4684408834235,128.69225195007135,-0.7963028535097287,-1.5926057070194575
254.0,215.49212820161281,214.70387916959228,0.5,18.81111281896393,18.161192900210615,11.133126126107603,-605.9059118494736,691.1510608455703,129.4587301734954,-0.7882490320205315,-1.576498064041063
255.0,216.6520535389865,215.87233079609302,0.5,18.85029208871069,18.205013667495894,11.198720860884368,-607.1678760612651,692.818724966683,130.22148189067516,-0.7797227428934893,-1.5594454857869786
256.0,217.80404837036156,217.03331057874115,0.5,18.88912808822524,18.24844554614265,11.263994924338984,-608.4187835394622,694.4715893553914,130.9805047628119,-0.7707377916204114,-1.541475583240823
257.0,218.9481652598093,218.1868573059192,0.5,18.9276243589933,18.291492595825677,11.328948175667925,-609.6587483553134,696.1098085086251,131.73579715260757,-0.7613079538900835,-1.522615907780167
258.0,220.08445698748176,219.33301002658203,0.5,18.96578440579152,18.334158834095604,11.393580532655246,-610.887883397669,697.7335353202161,132.487358104035,-0.7514469608997423,-1.5028939217994846
259.0,221.2129765176993,220.471808032003,0.5,19.00361169691845,18.37644823661517,11.457891969969285,-612.1063003804195,699.3429210898912,133.2351873225313,-0.7411684856962879,-1.4823369713925758
260.0,222.33377696859355,221.60329083809276,0.5,19.041109664431954,18.418364737405014,11.521882517495323,-613.3141098501424,700.9381155326253,133.9792851556099,-0.7304861305007747,-1.4609722610015494
261.0,223.446911583237,222.7274981682797,0.5,19.078281704392424,18.459912229098315,11.585552258703775,-614.5114211939374,702.5192667883317,134.71965257388536,-0.7194134149573116,-1.4388268299146232
262.0,224.55243370219443,223.84446993692504,0.5,19.11513117711192,18.501094563203715,11.64890132905341,-615.6983426474502,704.0865214318696,135.45629115250554,-0.7079637652693984,-1.4159275305387968
263.0,225.65039673743382,224.95424623328856,0.5,19.151661407407683,18.54191555037595,11.711929914429062,-616.8749813030386,705.640024483342,136.18920305298505,-0.6961505041452638,-1.3923010082905276
264.0,226.74085414753603,226.05686730598742,0.5,19.187875684861087,18.582378960693593,11.774638249613409,-618.0414431181127,707.1799194186656,136.91839100543464,-0.6839868415486043,-1.3679736830972087
265.0,227.82385941414725,227.15237354797904,0.5,19.223777264080287,18.622488523943442,11.837026616792299,-619.197832923596,708.7063481803942,137.64385829118078,-0.6714858661682,-1.3429717323364
266.0,228.89946601961975,228.24080548201147,0.5,19.259369364967455,18.662247929911008,11.8990953440931,-620.3442544325318,710.219451188774,138.36560872576928,-0.6586605376082709,-1.3173210752165418
267.0,229.96772742578705,229.32220374656958,0.5,19.294655172989035,18.70166082867663,11.960844804155577,-621.4808102487889,711.7193673530114,139.08364664234702,-0.6455236792174537,-1.2910473584349074
268.0,231.02869705382648,230.39660908227086,0.5,19.32963783944974,18.74073083091679,12.022275412734826,-622.6076018758866,713.2062340827409,139.7979768754165,-0.6320879715556366,-1.2641759431112731
269.0,232.08242826515897,231.4640623187138,0.5,19.364320481769447,18.779461508210122,12.083387627335675,-623.7247297259139,714.6801872996712,140.50860474495653,-0.6183659464452045,-1.236731892890409
270.0,233.128974343342,232.52460436177162,0.5,19.398706183762545,18.817856393347782,12.144181945878158,-624.8322931285271,716.141361449395,141.21553604090371,-0.6043699815703996,-1.2087399631407991
271.0,234.16838847691133,233.57827618130204,0.5,19.43279799592012,18.85591898064775,12.20465890539341,-625.9303903400388,717.5898895133525,141.9187770079883,-0.5901122956092952,-1.1802245912185905
272.0,235.20072374313054,234.62511879927607,0.5,19.46659893569398,18.893652726272627,12.264819080749614,-627.0191185525667,719.0259030209238,142.6183343309189,-0.5756049438544673,-1.1512098877089345
273.0,236.22603309260796,235.66517327831323,0.5,19.50011198778265,18.931061048550685,12.324663083407392,-628.098573903245,720.449532061648,143.31421511991022,-0.5608598142947455,-1.121719628589491
274.0,237.24436933474325,236.69848071060204,0.5,19.533340104419068,18.968147328299715,12.384191560204163,-629.1688514834917,721.860905297547,144.00642689654683,-0.545888624141194,-1.091777248282388
275.0,238.25578512396697,237.72508220721,0.5,19.566286205659576,19.004914909153428,12.443405192166965,-630.2300453483167,723.260149975548,144.6949775799787,-0.5307029167569542,-1.0614058335139085
276.0,239.2603329467382,238.7450188877519,0.5,19.5989531796744,19.041367097890053,12.502304693353265,-631.2822485256779,724.647391939988,145.3798754734419,-0.5153140589862969,-1.0306281179725938
277.0,240.25806510926708,239.75833187043438,0.5,19.631343883038618,19.07750716476281,12.560890809719176,-632.3255530258539,726.0227556451908,146.0611292510975,-0.4997332388326928,-0.9994664776653857
278.0,241.2490337259306,240.76506226243959,0.5,19.663461141024353,19.1133383438321,12.61916431801467,-633.3600498508548,727.3863641681089,146.73874794518545,-0.48397146349098547,-0.9679429269819709
279.0,242.23329070835004,241.76525115064933,0.5,19.695307747893462,19.14886383329899,12.677126024705224,-634.3858290038503,728.7383392210149,147.41274093348468,-0.46803955770071715,-0.9360791154014343
280.0,243.21088775510202,242.75893959270877,0.5,19.726886467190436,19.18408679583983,12.734776764919483,-635.4029794986037,730.0788011642358,148.08311792707664,-0.4519481623932476,-0.9038963247864952
