T_K,alpha_obs_1e-8_per_K,alpha_pred_1e-8_per_K,sigma_fit_1e-8_per_K,Cp_proxy_J_per_molK,Cp_proxy_kind,B_GPa,gamma_model_dimensionless,residual_1e-8_per_K,z
38.0,-14.009313478001562,-4.789278965611965,0.03,0.5227596024808275,debye_scaled,98.0,-0.10826783078146097,9.220034512389597,307.33448374631996
39.0,-15.29447420902185,-5.1320177081969325,0.03,0.56506580775583,debye_scaled,98.0,-0.10732982899089677,10.162456500824916,338.74855002749723
40.0,-16.602307452314196,-5.487387896628775,0.03,0.6095730932195759,debye_scaled,98.0,-0.10638274498034622,11.11491955568542,370.49731852284737
41.0,-17.92497397171395,-5.855186584155372,0.03,0.6563295728946331,debye_scaled,98.0,-0.1054265721172742,12.069787387558577,402.32624625195257
42.0,-19.25393178381967,-6.23516686219583,0.03,0.7053813110650979,debye_scaled,98.0,-0.1044613060461069,13.018764921623843,433.95883072079477
43.0,-20.57982681768017,-6.627036022222396,0.03,0.7567720536196636,debye_scaled,98.0,-0.10348694473384838,13.952790795457776,465.0930265152592
44.0,-21.892734715054942,-7.030453878727121,0.03,0.8105429588980233,debye_scaled,98.0,-0.10250348851515066,14.862280836327823,495.40936121092744
45.0,-23.183094549565123,-7.44503129917427,0.03,0.8667323327887032,debye_scaled,98.0,-0.10151094013677962,15.738063250390852,524.6021083463618
46.0,-24.44350210782511,-7.870328982367358,0.03,0.9253753726816076,debye_scaled,98.0,-0.10050930480141858,16.573173125457753,552.439104181925
47.0,-25.671034412641923,-8.305856520999669,0.03,0.9865039245960447,debye_scaled,98.0,-0.09949859021075019,17.365177891642254,578.8392630547419
48.0,-26.869114083595484,-8.751071777638655,0.03,1.0501462574094755,debye_scaled,98.0,-0.09847880660775586,18.118042305956827,603.9347435318942
49.0,-28.047550735151784,-9.205380596349281,0.03,1.1163268576306542,debye_scaled,98.0,-0.09744996681817229,18.842170138802505,628.0723379600836
50.0,-29.219839113498725,-9.668136864890798,0.5,1.1850662476192235,debye_scaled,98.0,-0.0964120862910436,19.551702248607928,39.103404497215855
51.0,-30.398143944106238,-10.138642935205285,0.5,1.2563808295779852,debye_scaled,98.0,-0.09536518313830625,20.259501008900955,40.51900201780191
52.0,-31.587983876191615,-10.616150402979612,0.5,1.3302827570559146,debye_scaled,98.0,-0.09430927817334454,20.971833473212,41.943666946424
53.0,-32.785282943173925,-11.099861240601966,0.5,1.4067798351203051,debye_scaled,98.0,-0.09324439494845355,21.68542170257196,43.37084340514392
54.0,-33.97744650673043,-11.588929271980515,0.5,1.4858754498002433,debye_scaled,98.0,-0.09217055979114588,22.388517234749916,44.77703446949983
55.0,-35.147901529178526,-12.082461972555576,0.5,1.5675685268852066,debye_scaled,98.0,-0.09108780183923874,23.06543955662295,46.1308791132459
56.0,-36.28160563772687,-12.5795225734679,0.5,1.6518535196904403,debye_scaled,98.0,-0.08999615307465755,23.702083064258968,47.404166128517936
57.0,-37.3687325204642,-13.079132445274883,0.5,1.738720424982138,debye_scaled,98.0,-0.08889564835589246,24.289600075189316,48.57920015037863
58.0,-38.40518380186532,-13.580273733826138,0.5,1.828154825893707,debye_scaled,98.0,-0.08778632544904393,24.824910068039184,49.64982013607837
59.0,-39.39057708632551,-14.081892218893516,0.5,1.9201379603612148,debye_scaled,98.0,-0.08666822505739398,25.30868486743199,50.61736973486398
60.0,-40.325512945819106,-14.582900364851008,0.5,2.0146468133607507,debye_scaled,98.0,-0.08554139084944018,25.7426125809681,51.4852251619362
61.0,-41.20970843881951,-15.082180532057816,0.5,2.1116542310409554,debye_scaled,98.0,-0.08440586948532959,26.1275279067617,52.2550558135234
62.0,-42.04154377632751,-15.57858831754591,0.5,2.211129054707086,debye_scaled,98.0,-0.08326171064163043,26.462955458781597,52.92591091756319
63.0,-42.81861843428044,-16.07095599407652,0.5,2.313036272524396,debye_scaled,98.0,-0.08210896703438043,26.74766244020392,53.49532488040784
64.0,-43.538579731641384,-16.558096017534083,0.5,2.417337186763687,debye_scaled,98.0,-0.08094769444035094,26.980483714107304,53.96096742821461
65.0,-44.19969727735163,-17.038804573899558,0.5,2.52398959440591,debye_scaled,98.0,-0.07977795171646752,27.160892703452078,54.321785406904155
66.0,-44.80103857773052,-17.511865138610155,0.5,2.6329479789497436,debye_scaled,98.0,-0.07859980081732815,27.28917343912037,54.57834687824074
67.0,-45.34235992474759,-17.976052022911293,0.5,2.7441637113222064,debye_scaled,98.0,-0.07741330681076194,27.366307901836297,54.732615803672594
68.0,-45.82389059404059,-18.43013388376749,0.5,2.8575852578714,debye_scaled,98.0,-0.07621853789137238,27.393756710273106,54.78751342054621
69.0,-46.24613360616911,-18.872877175975844,0.5,2.973158393519043,debye_scaled,98.0,-0.07501556539201044,27.373256430193265,54.74651286038653
70.0,-46.60972930414598,-19.303049527262743,0.5,3.090826418263428,debye_scaled,98.0,-0.073804463793125,27.30667977688324,54.61335955376648
71.0,-46.91537870663838,-19.719423019300134,0.5,3.210530375347096,debye_scaled,98.0,-0.07258531072993903,27.195955687338248,54.391911374676496
72.0,-47.163806689398015,-20.120777359719554,0.5,3.3322092695349883,debye_scaled,98.0,-0.07135818699740272,27.043029329678458,54.086058659356915
73.0,-47.355746534351695,-20.505902932292763,0.5,3.4558002840840856,debye_scaled,98.0,-0.07012317655287607,26.84984360205893,53.69968720411786
74.0,-47.49193419122941,-20.873603714467897,0.5,3.581238995122773,debye_scaled,98.0,-0.06888036651649593,26.618330476761518,53.236660953523035
75.0,-47.57310637523066,-21.22270005337863,0.5,3.7084595822948745,debye_scaled,98.0,-0.0676298471691849,26.350406321852024,52.70081264370405
76.0,-47.60000000070899,-21.55203129326092,0.5,3.8373950346569936,debye_scaled,98.0,-0.06637171194826146,26.04796870744807,52.09593741489614
77.0,-47.57335202910934,-21.86045824891669,0.5,3.9679773509483747,debye_scaled,98.0,-0.06510605744061379,25.71289378019265,51.4257875603853
78.0,-47.49389943201553,-22.146865521436723,0.5,4.100137733476867,debye_scaled,98.0,-0.06383298337340199,25.34703391057881,50.69406782115762
79.0,-47.362379183002,-22.410163653842886,0.5,4.233806774983587,debye_scaled,98.0,-0.06255259260225639,24.95221552915911,49.90443105831822
80.0,-47.17952825599982,-22.649291125622685,0.5,4.368914637960309,debye_scaled,98.0,-0.061264991096942736,24.530237130377134,49.06047426075427
81.0,-46.94608362499685,-22.86321618631422,0.5,4.505391225998208,debye_scaled,98.0,-0.05997028792446757,24.08286743868263,48.16573487736526
82.0,-46.66278226398362,-23.050938529355253,0.5,4.643166346843243,debye_scaled,98.0,-0.058668595229600835,23.61184373462837,47.22368746925674
83.0,-46.33036114693441,-23.21149080834174,0.5,4.782169866922238,debye_scaled,98.0,-0.05736002821279559,23.118870338592664,46.23774067718533
84.0,-45.94955724778184,-23.343939998655582,0.5,4.922331857185,debye_scaled,98.0,-0.056044705105488375,22.605617249126258,45.211234498252516
85.0,-45.521107540370274,-23.447388608121493,0.5,5.063582730181009,debye_scaled,98.0,-0.05472274714276693,22.073718932248777,44.147437864497554
86.0,-45.04574899837457,-23.520975740949055,0.5,5.205853368355258,debye_scaled,98.0,-0.053394278533395644,21.524773257425515,43.04954651485103
87.0,-44.5242185951673,-23.563878019712348,0.5,5.349075243606323,debye_scaled,98.0,-0.05205942642719299,20.960340575454946,41.92068115090989
88.0,-43.95725330361309,-23.575310370525624,0.5,5.493180528201634,debye_scaled,98.0,-0.05071832087975835,20.381942933087466,40.76388586617493
89.0,-43.34559009576302,-23.554526676895236,0.5,5.638102197189976,debye_scaled,98.0,-0.04937109481455011,19.791063418867786,39.58212683773557
90.0,-42.689965942416706,-23.50082030797341,0.5,5.783774122490252,debye_scaled,98.0,-0.04801788398232003,19.189145634443296,38.37829126888659
91.0,-41.99111781251263,-23.413524527117794,0.5,5.930131158869135,debye_scaled,98.0,-0.046658826917913385,18.577593285394833,37.15518657078967
92.0,-41.24978267230061,-23.292012786773558,0.5,6.0771092220478,debye_scaled,98.0,-0.045294064894448184,17.957769885527053,35.91553977105411
93.0,-40.46669748424253,-23.135698915755466,0.5,6.224645359201204,debye_scaled,98.0,-0.04392374187489025,17.330998568487065,34.66199713697413
94.0,-39.642599205578875,-22.944037205018468,0.5,6.372677812131954,debye_scaled,98.0,-0.042548004461046014,16.698562000560404,33.39712400112081
95.0,-38.77822478649051,-22.71652239797314,0.5,6.521146073415333,debye_scaled,98.0,-0.0411670018399977,16.06170238851737,32.12340477703474
96.0,-37.87431116777472,-22.45268959133251,0.5,6.669990935822504,debye_scaled,98.0,-0.03978088572801068,15.421621576442208,30.843243152884416
97.0,-36.93159527794545,-22.152114052378053,0.5,6.819154535336982,debye_scaled,98.0,-0.03838981031194624,14.779481225567395,29.55896245113479
98.0,-35.95081402965632,-21.814410958401922,0.5,6.968580388083185,debye_scaled,98.0,-0.03699393218821712,14.1364030712544,28.2728061425088
99.0,-34.93270431533442,-21.439235063935357,0.5,7.118213421488638,debye_scaled,98.0,-0.03559341029932754,13.49346925139906,26.98693850279812
100.0,-33.87800300190036,-21.026280301201062,0.5,7.268,janaf_interp,98.0,-0.03418840586804317,12.851722700699302,25.703445401398604
101.0,-32.78744692443848,-20.391635809558316,0.5,7.35168,janaf_interp,98.0,-0.03277908232924043,12.395811114880162,24.791622229760325
102.0,-31.661772878667538,-19.734419379787735,0.5,7.43536,janaf_interp,98.0,-0.031365605259488824,11.927353498879803,23.854706997759607
103.0,-30.501717612048825,-19.05464944463422,0.5,7.5190399999999995,janaf_interp,98.0,-0.029948142304423404,11.447068167414606,22.894136334829213
104.0,-29.308017813354557,-18.352350468188952,0.5,7.60272,janaf_interp,98.0,-0.028526863103968726,10.955667345165606,21.911334690331213
105.0,-28.081410100504645,-17.627552966505693,0.5,7.6864,janaf_interp,98.0,-0.027101939215479123,10.45385713399895,20.9077142679979
106.0,-26.82263100646448,-16.880293523626683,0.5,7.77008,janaf_interp,98.0,-0.02567354403486388,9.942337482837795,19.88467496567559
107.0,-25.53241696298056,-16.110614802966357,0.5,7.853759999999999,janaf_interp,98.0,-0.02424185271576952,9.421802160014202,18.843604320028405
108.0,-24.21150428191423,-15.31856555400723,0.5,7.93744,janaf_interp,98.0,-0.022807042086894793,8.892938727906998,17.785877455813996
109.0,-22.86062913391679,-14.504200614269115,0.5,8.02112,janaf_interp,98.0,-0.021369290567517362,8.356428519647677,16.712857039295354
110.0,-21.48052752417128,-13.667580906519333,0.5,8.1048,janaf_interp,98.0,-0.01992877808131443,7.812946617651946,15.625893235303892
111.0,-20.07193526490828,-12.808773431198597,0.5,8.18848,janaf_interp,98.0,-0.018485685968562607,7.263161833709683,14.526323667419366
112.0,-18.635587944384035,-11.92785125404389,0.5,8.27216,janaf_interp,98.0,-0.01704019689680536,6.707736690340145,13.41547338068029
113.0,-17.172220891989664,-11.024893488896966,0.5,8.35584,janaf_interp,98.0,-0.015592494770079115,6.1473274030926985,12.294654806185397
114.0,-15.682569139140362,-10.099985275693907,0.5,8.43952,janaf_interp,98.0,-0.014142764636791894,5.582583863446455,11.16516772689291
115.0,-14.167367375572635,-9.153217753638426,0.5,8.5232,janaf_interp,98.0,-0.012691192596350634,5.014149621934208,10.028299243868416
116.0,-12.62734990065664,-8.184688029568763,0.5,8.60688,janaf_interp,98.0,-0.011237965704635994,4.442661871087878,8.885323742175755
117.0,-11.063250569308558,-7.194499141535067,0.5,8.69056,janaf_interp,98.0,-0.009783271878425278,3.868751427773491,7.737502855546982
118.0,-9.475802732065834,-6.182760017611593,0.5,8.774239999999999,janaf_interp,98.0,-0.00832729979886638,3.2930427144542405,6.586085428908481
119.0,-7.865739168864852,-5.149585429974865,0.5,8.85792,janaf_interp,98.0,-0.006870238814107197,2.7161537388899872,5.4323074777799745
120.0,-6.233792016037186,-4.095095944286407,0.5,8.9416,janaf_interp,98.0,-0.005412278841186758,2.138696071750779,4.277392143501558
121.0,-4.580692686016328,-3.0194178644255136,0.5,9.025279999999999,janaf_interp,98.0,-0.003953610267295556,1.561274821590815,3.12254964318163
122.0,-2.907171779221993,-1.9226831726246525,0.5,9.10896,janaf_interp,98.0,-0.0024944238505138815,0.9844886065973407,1.9689772131946814
123.0,-1.2139589875638004,-0.8050294650669862,0.5,9.192639999999999,janaf_interp,98.0,-0.001034910620137894,0.40892952249681414,0.8178590449936283
124.0,0.4982170110198722,0.33340011698765154,0.5,9.276319999999998,janaf_interp,98.0,0.0004247382232960415,-0.1648168940322207,-0.3296337880644414
125.0,2.2286286675985836,1.4924569604752815,0.5,9.36,janaf_interp,98.0,0.0018843314081776281,-0.7361717071233022,-1.4723434142466043
126.0,3.976549687500006,2.671987058119171,0.5,9.44368,janaf_interp,98.0,0.0033436776920680567,-1.3045626293808352,-2.6091252587616705
127.0,5.74125516643895,3.8718310902540165,0.5,9.52736,janaf_interp,98.0,0.004802585961912939,-1.8694240761849343,-3.7388481523698687
128.0,7.522021738219501,5.091824510790593,0.5,9.61104,janaf_interp,98.0,0.006260865334111193,-2.4301972274289088,-4.8603944548578175
129.0,9.318127734732666,6.331797637222404,0.5,9.69472,janaf_interp,98.0,0.007718325254328587,-2.986330097510262,-5.972660195020524
130.0,11.128853359002111,7.591575744570012,0.5,9.7784,janaf_interp,98.0,0.00917477559694515,-3.5372776144321,-7.0745552288642
131.0,12.953480872060279,8.870979163153036,0.5,9.862079999999999,janaf_interp,98.0,0.01063002676402633,-4.082501708907243,-8.165003417814486
132.0,14.791294794467797,10.169823380074268,0.5,9.94576,janaf_interp,98.0,0.012083889783708739,-4.621471414393531,-9.242942828787061
133.0,16.64158212332076,11.487919144295176,0.5,10.02944,janaf_interp,98.0,0.013536176407892323,-5.153662979025584,-10.307325958051168
134.0,18.503632565621775,12.825072575177119,0.5,10.113119999999999,janaf_interp,98.0,0.014986699209132323,-5.678559990444658,-11.357119980889316
135.0,20.376738788923472,14.181085274357638,0.5,10.1968,janaf_interp,98.0,0.01643527167662561,-6.195653514565834,-12.391307029131667
136.0,22.26019669018624,15.555754440827052,0.5,10.280479999999999,janaf_interp,98.0,0.017881708311188023,-6.70444224935919,-13.40888449871838
137.0,24.153305683825135,16.948872989066064,0.5,10.364159999999998,janaf_interp,98.0,0.01932582471912092,-7.204432694759071,-14.408865389518143
138.0,26.055369009955758,18.36022967010137,0.5,10.44784,janaf_interp,98.0,0.020767437704867508,-7.695139339854388,-15.390278679708777
139.0,27.965694063883113,19.78960919533255,0.5,10.53152,janaf_interp,98.0,0.02220636536236158,-8.176084868550566,-16.352169737101132
140.0,29.883592747913255,21.236792362980236,0.5,10.6152,janaf_interp,98.0,0.023642427164973806,-8.646800384933016,-17.293600769866032
141.0,31.80838184660322,22.70155618700258,0.5,10.698879999999999,janaf_interp,98.0,0.02507544405396341,-9.10682565960064,-18.21365131920128
142.0,33.73938342660163,24.183674028324127,0.5,10.78256,janaf_interp,98.0,0.026505238525345594,-9.555709398277498,-19.111418796554997
143.0,35.67592526226912,25.68291572821908,0.5,10.86624,janaf_interp,98.0,0.027931634715088232,-9.99300953405004,-19.98601906810008
144.0,37.61734128830585,27.199047743688737,0.5,10.949919999999999,janaf_interp,98.0,0.029354458482554233,-10.418293544617114,-20.83658708923423
145.0,39.562972080651484,28.731833284671044,0.5,11.0336,janaf_interp,98.0,0.03077353749210926,-10.831138795980442,-21.662277591960883
146.0,41.512165366962165,30.28103245291882,0.5,11.11728,janaf_interp,98.0,0.0321887012928177,-11.231132914043348,-22.462265828086696
147.0,43.464276568008046,31.846402382382337,0.5,11.200959999999998,janaf_interp,98.0,0.03359978139615333,-11.617874185625709,-23.235748371251418
148.0,45.418669371375756,33.427697380930596,0.5,11.28464,janaf_interp,98.0,0.0350066113516545,-11.990971990445162,-23.981943980890325
149.0,47.37471633890064,35.024669073245676,0.5,11.368319999999999,janaf_interp,98.0,0.03640902682045746,-12.350047265654961,-24.700094531309922
150.0,49.33179954929422,36.637066544724256,0.5,11.451999999999998,janaf_interp,98.0,0.037806865646645066,-12.694733004569965,-25.38946600913993
151.0,51.289311277475726,38.26463648622021,0.5,11.53568,janaf_interp,98.0,0.03919996792635181,-13.024674791255517,-26.049349582511034
152.0,53.24665471215816,39.90712333946316,0.5,11.61936,janaf_interp,98.0,0.040588176074570236,-13.339531372695,-26.67906274539
153.0,55.203244713283254,41.56426944298818,0.5,11.70304,janaf_interp,98.0,0.041971334889607456,-13.63897527029508,-27.27795054059016
154.0,57.15850861094442,43.235815178413276,0.5,11.786719999999999,janaf_interp,98.0,0.04334929161514462,-13.922693432531148,-27.845386865062295
155.0,59.11188704748257,44.921499116902346,0.5,11.8704,janaf_interp,98.0,0.044721895999856154,-14.190387930580219,-28.380775861160437
156.0,61.06283486448858,46.62105816565297,0.5,11.95408,janaf_interp,98.0,0.04608900035454951,-14.441776698835618,-28.883553397671236
157.0,63.01082203649547,48.33422771425052,0.5,12.037759999999999,janaf_interp,98.0,0.0474504596067905,-14.676594322244952,-29.353188644489904
158.0,64.95533465319981,50.06074178073212,0.5,12.12144,janaf_interp,98.0,0.04880613135298296,-14.894592872467694,-29.789185744935388
159.0,66.89587595210833,51.80033315720624,0.5,12.205119999999999,janaf_interp,98.0,0.05015587590787596,-15.09554279490209,-30.19108558980418
160.0,68.83196740356846,53.55273355487683,0.5,12.288799999999998,janaf_interp,98.0,0.05149955635147555,-15.279233848691625,-30.55846769738325
161.0,70.76314985019738,55.31767374832326,0.5,12.37248,janaf_interp,98.0,0.052837038573342036,-15.445476101874121,-30.890952203748242
162.0,72.68898470276429,57.09488371889109,0.5,12.456159999999999,janaf_interp,98.0,0.05416819131425816,-15.594100983873197,-31.188201967746394
163.0,74.60905519456449,58.884092797051686,0.5,12.539839999999998,janaf_interp,98.0,0.0554928862052571,-15.724962397512801,-31.449924795025602
164.0,76.52296769619488,60.68502980359206,0.5,12.62352,janaf_interp,98.0,0.05681099780400317,-15.837937892602818,-31.675875785205637
165.0,78.4303530922744,62.49742318950097,0.5,12.7072,janaf_interp,98.0,0.058122403628522536,-15.932929902773438,-31.865859805546876
166.0,80.33086822087914,64.32100117441989,0.5,12.790879999999998,janaf_interp,98.0,0.05942698418828406,-16.00986704645925,-32.0197340929185
167.0,82.22419737500137,66.15549188353324,0.5,12.874559999999999,janaf_interp,98.0,0.06072462301263519,-16.06870549146813,-32.13741098293626
168.0,84.11005386284715,68.0006234827747,0.5,12.95824,janaf_interp,98.0,0.06201520667660081,-16.10943038007246,-32.21886076014492
169.0,85.98818161983992,69.85612431223254,0.5,13.041919999999998,janaf_interp,98.0,0.06329862482405657,-16.132057307607386,-32.26411461521477
170.0,87.85835685941744,71.72172301764049,0.5,13.125599999999999,janaf_interp,98.0,0.06457477018829223,-16.13663384177695,-32.2732676835539
171.0,89.72038974190255,73.59714867984505,0.5,13.20928,janaf_interp,98.0,0.06584353860998318,-16.123241062057495,-32.24648212411499
172.0,91.57412603112664,75.48213094214624,0.5,13.292959999999997,janaf_interp,98.0,0.06710482905259244,-16.091995088980404,-32.18399017796081
173.0,93.41944869805428,77.37640013541214,0.5,13.376639999999998,janaf_interp,98.0,0.0683585436152278,-16.043048562642134,-32.08609712528427
174.0,95.25627942130959,79.27968740087334,0.5,13.46032,janaf_interp,98.0,0.06960458754298256,-15.976592020436245,-31.95318404087249
175.0,97.08457992918034,81.19172481050818,0.5,13.543999999999999,janaf_interp,98.0,0.07084286923479079,-15.892855118672163,-31.785710237344325
176.0,98.90435312991718,83.1122454849351,0.5,13.627679999999998,janaf_interp,98.0,0.07207330024883121,-15.792107644982078,-31.584215289964156
177.0,100.71564399005533,85.04098370873261,0.5,13.711359999999999,janaf_interp,98.0,0.0732957953055163,-15.67466028132271,-31.34932056264542
178.0,102.51854014485055,86.9776750431134,0.5,13.79504,janaf_interp,98.0,0.07451027228810594,-15.540865101737143,-31.081730203474287
179.0,104.31317225665215,88.92205643588389,0.5,13.878719999999998,janaf_interp,98.0,0.07571665224098748,-15.391115820768269,-30.782231641536537
180.0,106.09971416450212,90.87386632862577,0.5,13.962399999999999,janaf_interp,98.0,0.07691485936566608,-15.22584783587636,-30.45169567175272
181.0,107.87838287057245,92.83284476104058,0.5,14.04608,janaf_interp,98.0,0.07810482101451202,-15.045538109531874,-30.091076219063748
182.0,109.64943835696987,94.79873347240469,0.5,14.129759999999997,janaf_interp,98.0,0.07928646768231305,-14.850704884565184,-29.70140976913037
183.0,111.41318308730922,96.77127600008625,0.5,14.213439999999999,janaf_interp,98.0,0.08045973299568224,-14.641907087222977,-29.283814174445954
184.0,113.16996079560849,98.75021777508034,0.5,14.29712,janaf_interp,98.0,0.08162455370037365,-14.419743020528143,-28.839486041056286
185.0,114.92015379677153,100.73530621452524,0.5,14.380799999999997,janaf_interp,98.0,0.08278086964655941,-14.18484758224629,-28.36969516449258
186.0,116.66417760359774,102.72629081116537,0.5,14.464479999999998,janaf_interp,98.0,0.08392862377212368,-13.937886792432362,-27.875773584864724
187.0,118.40247119292495,104.7229232197333,0.5,14.54816,janaf_interp,98.0,0.08506776208403029,-13.679547973191642,-27.359095946383285
188.0,120.1354809717221,106.72495734022691,0.5,14.631839999999999,janaf_interp,98.0,0.08619823363782213,-13.41052363149519,-26.82104726299038
189.0,121.86363653632174,108.73214939806279,0.5,14.715519999999998,janaf_interp,98.0,0.08731999051531131,-13.131487138258949,-26.262974276517898
190.0,123.58731688045648,110.74425802109165,0.5,14.799199999999999,janaf_interp,98.0,0.08843298780052047,-12.843058859364824,-25.686117718729648
191.0,125.30680692054233,112.76104431346586,0.5,14.882879999999998,janaf_interp,98.0,0.08953718355393624,-12.545762607076465,-25.09152521415293
192.0,127.02224607687698,114.7822719263538,0.5,14.966559999999998,janaf_interp,98.0,0.09063253878513641,-12.239974150523196,-24.47994830104639
193.0,128.73357300378984,116.80770712549993,0.5,15.050239999999999,janaf_interp,98.0,0.09171901742385385,-11.925865878289924,-23.85173175657985
194.0,130.44047302300353,118.83711885563368,0.5,15.133919999999998,janaf_interp,98.0,0.09279658628953935,-11.60335416736987,-23.20670833473974
195.0,132.1423368325509,120.8702788017342,0.5,15.217599999999997,janaf_interp,98.0,0.09386521505948728,-11.2720580308167,-22.5441160616334
196.0,133.83824001134406,122.90696144716222,0.5,15.301279999999998,janaf_interp,98.0,0.09492487623558736,-10.931278564181852,-21.862557128363704
197.0,135.5269521622708,124.94694412867354,0.5,15.38496,janaf_interp,98.0,0.09597554510976637,-10.580008033597263,-21.160016067194526
198.0,137.20698192505446,126.99000708833319,0.5,15.468639999999997,janaf_interp,98.0,0.09701719972818343,-10.216974836721272,-20.433949673442545
199.0,138.87665962715084,129.03593352235183,0.5,15.552319999999998,janaf_interp,98.0,0.09804982085424267,-9.840726104799009,-19.681452209598017
200.0,140.53425357267417,131.08450962687013,0.5,15.636,janaf_interp,98.0,0.09907339193048695,-9.44974394580403,-18.89948789160806
201.0,142.1781098594132,132.86467472023676,0.5,15.6877,janaf_interp,98.0,0.10008789903943524,-9.313435139176438,-18.626870278352875
202.0,143.8068003740621,134.64162940478266,0.5,15.7394,janaf_interp,98.0,0.10109333086342762,-9.165170969279455,-18.33034193855891
203.0,145.4192604402082,136.41524286862392,0.5,15.7911,janaf_interp,98.0,0.10208967864353899,-9.004017571584292,-18.008035143168584
204.0,147.014897362076,138.18538752060905,0.5,15.842799999999999,janaf_interp,98.0,0.1030769361376248,-8.829509841466928,-17.659019682933856
205.0,148.59365413668067,139.9519389878565,0.5,15.894499999999999,janaf_interp,98.0,0.10405509957755851,-8.641715148824163,-17.283430297648327
206.0,150.1560185292327,141.71477611116254,0.5,15.9462,janaf_interp,98.0,0.10502416762572289,-8.441242418070173,-16.882484836140346
207.0,151.7029755123632,143.47378093833657,0.5,15.9979,janaf_interp,98.0,0.10598414133081352,-8.229194574026607,-16.458389148053215
208.0,153.23590932033562,145.2288387155229,0.5,16.049599999999998,janaf_interp,98.0,0.1069350240830142,-8.007070604812727,-16.014141209625453
209.0,154.7564685204667,146.97983787656884,0.5,16.1013,janaf_interp,98.0,0.107876821568602,-7.776630643897893,-15.553261287795786
210.0,156.26641225659642,148.7266700305,0.5,16.153,janaf_interp,98.0,0.10880954172403907,-7.53974222609642,-15.07948445219284
211.0,157.76745740535785,150.46922994716257,0.5,16.2047,janaf_interp,98.0,0.10973319468960673,-7.298227458195256,-14.596454916390512
212.0,159.2611447135789,152.20741554109517,0.5,16.2564,janaf_interp,98.0,0.11064779276263707,-7.053729172483708,-14.107458344967416
213.0,160.74873761551171,153.9411278536916,0.5,16.3081,janaf_interp,98.0,0.11155335035039589,-6.80760976182011,-13.61521952364022
214.0,162.2311613993941,155.6702710337163,0.5,16.3598,janaf_interp,98.0,0.11244988392266883,-6.560890365677818,-13.121780731355637
215.0,163.7089839478392,157.39475231623493,0.5,16.4115,janaf_interp,98.0,0.1133374119641026,-6.314231631604266,-12.628463263208532
216.0,165.18243357833472,159.1144820000223,0.5,16.4632,janaf_interp,98.0,0.11421595492635112,-6.067951578312433,-12.135903156624867
217.0,166.65144540931266,160.82937342350874,0.5,16.5149,janaf_interp,98.0,0.11508553518007486,-5.82207198580391,-11.64414397160782
218.0,168.11572558622947,162.53934293932878,0.5,16.5666,janaf_interp,98.0,0.11594617696684151,-5.576382646900703,-11.152765293801407
219.0,169.5748225874366,164.24430988753124,0.5,16.618299999999998,janaf_interp,98.0,0.11679790635097309,-5.33051269990537,-10.66102539981074
220.0,171.02819630382405,165.9441965675145,0.5,16.669999999999998,janaf_interp,98.0,0.11764075117138484,-5.083999736309543,-10.167999472619085
221.0,172.47527805825632,167.6389282087456,0.5,16.7217,janaf_interp,98.0,0.11847474099345859,-4.836349849510725,-9.67269969902145
222.0,173.91551756778549,169.32843294032548,0.5,16.7734,janaf_interp,98.0,0.11929990706099267,-4.58708462746,-9.17416925492
223.0,175.3484155119761,171.01264175945852,0.5,16.8251,janaf_interp,98.0,0.12011628224826854,-4.335773752517565,-8.67154750503513
224.0,176.77354248515132,172.69148849888677,0.5,16.8768,janaf_interp,98.0,0.12092390101227317,-4.082053986264563,-8.164107972529125
225.0,178.19054650594055,174.3649097933463,0.5,16.9285,janaf_interp,98.0,0.1217227993451145,-3.82563671259425,-7.6512734251885
226.0,179.59915193420113,176.03284504510398,0.5,16.9802,janaf_interp,98.0,0.12251301472666612,-3.566306889097151,-7.132613778194302
227.0,180.99915272464804,177.69523638863168,0.5,17.0319,janaf_interp,98.0,0.12329458607747568,-3.303916336016372,-6.607832672032744
228.0,182.3904026109114,179.35202865447252,0.5,17.0836,janaf_interp,98.0,0.12406755371196998,-3.0383739564388796,-6.076747912877759
229.0,183.77280425365674,181.003169332356,0.5,17.1353,janaf_interp,98.0,0.12483195929198873,-2.769634921300735,-5.53926984260147
230.0,185.14629876309638,182.64860853361483,0.5,17.187,janaf_interp,98.0,0.1255878457806769,-2.4976902294815364,-4.995380458963073
231.0,186.51085643326024,184.28829895295652,0.5,17.2387,janaf_interp,98.0,0.1263352573967646,-2.222557480303699,-4.445114960607398
232.0,187.86646906602422,185.9221958296423,0.5,17.290399999999998,janaf_interp,98.0,0.12707423956926195,-1.944273236381905,-3.88854647276381
233.0,189.21314393805832,187.55025690812369,0.5,17.3421,janaf_interp,98.0,0.12780483889259478,-1.6628870299346408,-3.3257740598692815
234.0,190.55089926504044,189.1724423981865,0.5,17.3938,janaf_interp,98.0,0.12852710308220583,-1.3784568668539503,-2.7569137337079006
235.0,191.87976092011905,190.78871493465078,0.5,17.4455,janaf_interp,98.0,0.1292410809306446,-1.0910459854682615,-2.182091970936523
236.0,193.19976013784583,192.39903953667496,0.5,17.4972,janaf_interp,98.0,0.12994682226416818,-0.8007206011708807,-1.6014412023417615
237.0,194.51093195280367,194.00338356670858,0.5,17.5489,janaf_interp,98.0,0.1306443778998728,-0.5075483860950826,-1.0150967721901651
