Z,N,A,symbol,parity,is_magic_any,A13,I_asym,radius_rms_obs_fm,sigma_radius_rms_obs_fm,weight,radius_source_merge,n_iaea_measurements,J_from_obs_radius_MeV,J_stored_MeV,J_rel_diff,B_obs_MeV,C_required,radius_pred_a13_fm,radius_pred_a13_i_fm,resid_radius_a13_fm,resid_radius_a13_i_fm,A_band,neutron_skin_proxy_fm,B_pred_from_radius_a13_MeV,B_pred_from_radius_a13_i_MeV,resid_B_from_radius_a13_MeV,resid_B_from_radius_a13_i_MeV
36,46,82,Kr,ee,False,4.344481485768611,0.12195121951219512,4.1919,0.0025,160000.0,main,1,0.5130361131086453,0.5130361131086453,0.0,714.2753828,696.1258326163273,4.139113214823289,4.146766640193896,0.052786785176711426,0.04513335980610478,A_41_100,0.2129028830022862,749.5474454339906,744.3274572934665,35.27206263399057,30.052074493466534
37,45,82,Rb,oo,False,4.344481485768611,0.0975609756097561,4.216,0.0042,56689.34240362813,main,1,0.5018693753159417,0.5018693753159417,0.0,709.0890549999999,706.4478227562773,4.139113214823289,4.189347216794353,0.07688678517671121,0.026652783205647346,A_41_100,0.17032230640182897,760.6615586857804,726.5581359670621,51.572503685780475,17.469080967062155
38,44,82,Sr,ee,False,4.344481485768611,0.07317073170731707,4.2478,0.003,111111.11111111111,main,1,0.48750592191457565,0.48750592191457565,0.0,708.128958,726.2772883034676,4.139113214823289,4.23192779339481,0.10868678517671082,0.01587220660518973,A_41_100,0.1277417298013717,782.0127635237851,718.4668466346569,73.8838055237851,10.337888634656906
36,47,83,Kr,eo,False,4.362070671454838,0.13253012048192772,4.1871,0.0023,189035.91682419658,main,1,0.5152896904988323,0.5152896904988323,0.0,721.7455484999999,700.3298938518501,4.155870940952478,4.145948632754068,0.031229059047522156,0.0411513672459316,A_41_100,0.23137156682899054,742.6231746320013,749.3821570674078,20.87762613200141,27.636608567407848
37,46,83,Rb,oe,False,4.362070671454838,0.10843373493975904,4.205799999999999,0.0028,127551.02040816327,main,1,0.5065655702995683,0.5065655702995681,4.3833339244457655e-16,720.0432019,710.7107589982749,4.155870940952478,4.188016190359339,0.04992905904752121,0.017783809640659953,A_41_100,0.18930400922371954,753.6309455384585,731.8313491291652,33.587743638458505,11.788147229165247
38,45,83,Sr,eo,False,4.362070671454838,0.08433734939759036,4.2455,0.0027,137174.2112482853,main,1,0.4885308539296307,0.4885308539296307,0.0,716.9878308000001,733.8204179252074,4.155870940952478,4.23008374796461,0.08962905904752194,0.015416252035389988,A_41_100,0.1472364516184485,778.1362085975446,727.1522402181133,61.148377797544526,10.164409418113223
36,48,84,Kr,ee,False,4.379519139887889,0.14285714285714285,4.1884,0.0022,206611.57024793388,main,1,0.5146783709834793,0.5146783709834793,0.0,732.2655732,711.3817235031088,4.1724946016830495,4.145429146689592,0.015905398316950148,0.04297085331040762,A_41_100,0.24940052008839236,742.9783473793949,761.5692449879068,10.712774179394955,29.303671787906865
37,47,84,Rb,oo,False,4.379519139887889,0.11904761904761904,4.1999,0.0023,189035.91682419658,main,1,0.5093020313575044,0.5093020313575044,0.0,728.8028496,715.4917953669195,4.1724946016830495,4.186995900037657,0.02740539831695088,0.012904099962343096,A_41_100,0.20783376674032697,747.270971578323,737.441186816644,18.468121978323097,8.638337216644004
38,46,84,Sr,ee,False,4.379519139887889,0.09523809523809523,4.2394,0.0024,173611.11111111115,main,1,0.4912595999605029,0.4912595999605029,0.0,728.9111088,741.879760577304,4.1724946016830495,4.228562653385723,0.0669053983169503,0.010837346614277266,A_41_100,0.16626701339226158,774.8309806915325,736.1601298912838,45.91987189153258,7.249021091283794
36,49,85,Kr,eo,False,4.396829672158179,0.15294117647058825,4.1846,0.0022,206611.57024793388,main,1,0.5164673465304612,0.5164673465304612,0.0,739.3778805,715.8031243088391,4.1889868466403115,4.1451954529110235,-0.004386846640311859,0.039404547088976116,A_41_100,0.2670052626828672,736.4220429906421,766.4661131345346,-2.9558375093578206,27.08823263453462
37,48,85,Rb,oe,False,4.396829672158179,0.12941176470588237,4.2036,0.0024,173611.11111111115,main,1,0.5075842222990694,0.5075842222990694,0.0,739.2825359999999,728.2363236700584,4.1889868466403115,4.186273185631464,0.014613153359688269,0.017326814368535892,A_41_100,0.22592752996242607,749.2133843016205,751.0721750510171,9.930848301620586,11.789639051017161
38,47,85,Sr,eo,False,4.396829672158179,0.10588235294117647,4.2304,0.0021,226757.3696145125,main,1,0.4953134765700974,0.4953134765700974,0.0,737.4361405000001,744.4135637157827,4.1889868466403115,4.227350918351905,0.04141315335968887,0.003049081648095253,A_41_100,0.18484979724198494,765.8566144857938,739.4921702286757,28.420473985793706,2.0560297286756395
36,50,86,Kr,ee,True,4.414004962442103,0.16279069767441862,4.1835,0.0021,226757.3696145125,main,1,0.5169863674706451,0.5169863674706451,0.0,749.234537,724.6173053514242,4.205350242644067,4.145235456966981,-0.02185024264406632,0.038264543033019294,A_41_100,0.28420059265886577,734.4339165725125,775.8758004296859,-14.800620427487502,26.641263429685864
37,49,86,Rb,oo,False,4.414004962442103,0.13953488372093023,4.2025,0.0023,189035.91682419658,main,1,0.5080943161937757,0.5080943161937757,0.0,747.9335204,736.0183892657,4.205350242644067,4.185835541632533,-0.0028502426440670803,0.016664458367467105,A_41_100,0.24360050799331348,745.9894544412534,759.4016836372257,-1.9440659587465916,11.468163237225667
38,48,86,Sr,ee,False,4.414004962442103,0.11627906976744186,4.2307,0.002,250000.0,main,1,0.49517780991658816,0.49517780991658816,0.0,748.9272675999999,756.2205460359335,4.205350242644067,4.226435626298085,0.025349757355932923,0.004264373701914792,A_41_100,0.20300042332776125,766.465295979124,751.8492118364924,17.538028379124057,2.921944236492436
39,47,86,Y,oo,False,4.414004962442103,0.09302325581395349,4.2513,0.0023,189035.91682419658,main,1,0.48595036705851624,0.48595036705851624,0.0,742.9049198,764.3835360150498,4.205350242644067,4.267035710963637,0.045949757355932874,-0.015735710963637572,A_41_100,0.162400338662209,774.7388724684366,732.3066636273738,31.83395266843661,-10.59825617262618
36,51,87,Kr,eo,False,4.431047621693634,0.1724137931034483,4.1984,0.0027,137174.2112482853,main,1,0.5100000954878828,0.5100000954878828,0.0,754.7497079999999,739.9505555758589,4.221587277225711,4.145537661262671,-0.0231872772257109,0.05286233873732904,A_41_100,0.3010006276928874,738.9374324565891,792.07510102485,-15.812275543410806,37.32539302485009
37,50,87,Rb,oe,True,4.431047621693634,0.14942528735632185,4.1989,0.0021,226757.3696145125,main,1,0.5097673011994729,0.5097673011994729,0.0,757.8556341,743.3348827168592,4.221587277225711,4.185671078288389,-0.022687277225711178,0.01322892171161083,A_41_100,0.26086721066716906,742.317125855451,767.0658081547633,-15.538508244549007,9.210174054763343
38,49,87,Sr,eo,False,4.431047621693634,0.12643678160919541,4.2249,0.0019,277008.3102493075,main,1,0.49780729622625297,0.49780729622625297,0.0,757.3555581,760.6915003469361,4.221587277225711,4.225804495314108,0.0033127227742886234,-0.0009044953141081891,A_41_100,0.22073379364145077,759.6499792076842,756.7303019080902,2.2944211076841157,-0.625256191909898
39,48,87,Y,oe,False,4.431047621693634,0.10344827586206896,4.2498,0.0022,206611.57024793388,main,1,0.4866164247207715,0.4866164247207715,0.0,754.7115237,775.468608702497,4.221587277225711,4.265937912339826,0.028212722774288324,-0.01613791233982642,A_41_100,0.18060037661573242,774.4068550896046,743.6716632016248,19.695331389604576,-11.03986049837522
40,47,87,Zr,eo,False,4.431047621693634,0.08045977011494253,4.2789,0.003,111111.11111111111,main,1,0.4738563361117783,0.4738563361117783,0.0,750.2579415,791.6512709909414,4.221587277225711,4.306071329365544,0.05731272277428889,-0.027171329365543784,A_41_100,0.1404669595900141,790.5673604526,731.8724090818891,40.309418952600026,-18.38553241811087
36,52,88,Kr,ee,False,4.4479601811386305,0.18181818181818182,4.2171,0.0043,54083.28826392644,main,1,0.5013655308600415,0.5013655308600415,0.0,761.8027911999999,759.7279273399637,4.23770036195736,4.14609112990903,-0.020600361957360036,0.0710088700909699,A_41_100,0.31741884374886303,747.6066500573562,812.8347556727975,-14.196141142643683,51.031964472797654
37,51,88,Rb,oo,False,4.4479601811386305,0.1590909090909091,4.217,0.0038,69252.07756232687,main,1,0.5014113139918976,0.5014113139918976,0.0,763.9381552000001,761.7879113237806,4.23770036195736,4.185768485377638,-0.02070036195736069,0.031231514622361622,A_41_100,0.27774148828025513,749.6337674896524,786.0380313918098,-14.304387710347669,22.0998761918097
38,50,88,Sr,ee,True,4.4479601811386305,0.13636363636363635,4.224,0.0018,308641.97530864197,main,1,0.49821656954274085,0.49821656954274085,0.0,768.4684303999999,771.2192622430181,4.23770036195736,4.225445840846246,-0.01370036195736013,-0.0014458408462454386,A_41_100,0.23806413281164726,758.9146434618362,767.454539878014,-9.553786938163626,-1.0138905219858998
39,49,88,Y,oo,False,4.4479601811386305,0.11363636363636363,4.2441,0.0021,226757.3696145125,main,1,0.48915578030637624,0.48915578030637624,0.0,764.0634848,781.0022037575013,4.23770036195736,4.265123196314854,0.006399638042640099,-0.02102319631485372,A_41_100,0.1983867773430394,768.5415004854522,749.5357630496815,4.478015685452192,-14.527721750318506
40,48,88,Zr,ee,False,4.4479601811386305,0.09090909090909091,4.2787,0.0025,160000.0,main,1,0.4739428822196548,0.4739428822196548,0.0,762.6109832000001,804.5389136644512,4.23770036195736,4.304800551783462,0.0409996380426394,-0.026100551783462045,A_41_100,0.15870942187443152,791.7026878180229,744.6504624853437,29.091704618022845,-17.960520714656354
36,53,89,Kr,eo,False,4.464745095584537,0.19101123595505617,4.2286,0.0054,34293.55281207133,main,1,0.49612825740417466,0.49612825740417466,0.0,766.7186062000001,772.7020127936262,4.2536918356050935,4.1468854559927255,-0.025091835605093316,0.08171454400727463,A_41_100,0.33346811112942354,749.3512445709689,826.1163446551022,-17.367361629031166,59.39773845510217
37,52,89,Rb,oe,False,4.464745095584537,0.16853932584269662,4.2391,0.0074,18261.504747991232,main,1,0.4913941931199627,0.4913941931199627,0.0,771.1128655000001,784.6173970881159,4.2536918356050935,4.18611699847854,-0.014591835605093806,0.05298300152145963,A_41_100,0.294236568643609,760.9065503716307,809.336650300071,-10.206315128369397,38.223784800070916
38,51,89,Sr,eo,False,4.464745095584537,0.14606741573033707,4.2407,0.0023,189035.91682419658,main,1,0.4906767888037925,0.4906767888037925,0.0,774.8271470000001,789.5494189657207,4.2536918356050935,4.2253485409643545,-0.012991835605093094,0.015351459035645831,A_41_100,0.25500502615779447,765.6895283774373,785.7650274547934,-9.13761862256274,10.937880454793344
39,50,89,Y,oe,True,4.464745095584537,0.12359550561797752,4.243,0.0021,226757.3696145125,main,1,0.48964735464248194,0.48964735464248194,0.0,775.5469790000001,791.9444184133997,4.2536918356050935,4.264580083450169,-0.010691835605093125,-0.021580083450168708,A_41_100,0.21577348367197993,768.0121518301399,760.4141372860574,-7.534827169860137,-15.13284171394264
40,49,89,Zr,eo,False,4.464745095584537,0.10112359550561797,4.2706,0.001,1000000.0,main,1,0.47746131536468633,0.47746131536468633,0.0,771.9313985000001,808.3706194190797,4.2536918356050935,4.3038116259359835,0.0169081643949065,-0.03321162593598359,A_41_100,0.1765419411861654,783.9419591340932,748.8728809989285,12.010560634093054,-23.058517501071606
36,54,90,Kr,ee,False,4.481404746557164,0.2,4.2423,0.006900000000000001,21003.99075824406,main,1,0.48996043185236604,0.48996043185236604,0.0,773.2133909999999,789.0569735159585,4.269563967117456,4.147910731076054,-0.027263967117455934,0.09438926892394583,A_41_100,0.3491607281237494,754.2015205382771,842.8124537907192,-19.011870461722765,69.59906279071936
37,53,90,Rb,oo,False,4.481404746557164,0.17777777777777778,4.2554,0.0102,9611.687812379852,main,1,0.48413445730536564,0.48413445730536564,0.0,776.837358,802.2950507631533,4.269563967117456,4.186706367534248,-0.014163967117456266,0.06869363246575144,A_41_100,0.310365091665555,766.8548248292828,827.1259825901084,-9.982533170717147,50.288624590108384
38,52,90,Sr,ee,False,4.481404746557164,0.15555555555555556,4.2611,0.0037,73046.01899196493,main,1,0.4816211689260025,0.4816211689260025,0.0,782.640387,812.506215980144,4.269563967117456,4.225502003992443,-0.008463967117456228,0.03559799600755653,A_41_100,0.2715694552073606,776.6149265603478,808.498486349099,-6.025460439652193,25.858099349099007
39,51,90,Y,oo,False,4.481404746557164,0.13333333333333333,4.2573,0.0026,147928.99408284025,main,1,0.4832952406233829,0.4832952406233829,0.0,782.404002,809.4472449085251,4.269563967117456,4.264297640450637,-0.012263967117456254,-0.0069976404506375545,A_41_100,0.23277381874916622,773.6910811208767,777.4205863754753,-8.712920879123317,-4.983415624524696
40,50,90,Zr,ee,True,4.481404746557164,0.1111111111111111,4.2694,0.001,1000000.0,main,1,0.4779847815038856,0.4779847815038856,0.0,783.8972910000001,820.0023529343556,4.269563967117456,4.3030932769088315,-0.00016396711745603199,-0.03369327690883139,A_41_100,0.19397818229097186,783.7799324836054,760.1469452939176,-0.1173585163946882,-23.7503457060825
41,49,90,Nb,oo,False,4.481404746557164,0.08888888888888889,4.2891,0.004,62500.0,main,1,0.4694633771759949,0.4694633771759949,0.0,777.0039300000001,827.5447753496571,4.269563967117456,4.341888913367026,0.01953603288254424,-0.05278891336702607,A_41_100,0.1551825458327775,790.989179274512,740.4383863808827,13.985249274511943,-36.56554361911742
42,48,90,Mo,ee,False,4.481404746557164,0.06666666666666667,4.3265,0.0016,390625.0,main,1,0.4537014311039632,0.4537014311039632,0.0,773.732565,852.6891386669479,4.269563967117456,4.3806845498252205,0.05693603288254412,-0.05418454982522025,A_41_100,0.11638690937458311,815.02282663253,736.3819322416646,41.29026163253002,-37.35063275833545
36,55,91,Kr,eo,False,4.497941445275415,0.2087912087912088,4.2543,0.0081,15241.57902758726,main,1,0.4846209854913085,0.4846209854913085,0.0,777.2994229,801.966326439593,4.285318958459571,4.149157516752756,-0.03101895845957081,0.10514248324724385,A_41_100,0.3645084524368812,755.5918765042445,855.626609219034,-21.707546395755458,78.32718631903401
37,54,91,Rb,oe,False,4.497941445275415,0.18681318681318682,4.2723,0.0131,5827.166249053085,main,1,0.47672071952045664,0.47672071952045664,0.0,783.2881510999999,821.5377673199582,4.285318958459571,4.187526827535586,-0.013018958459570129,0.08477317246441451,A_41_100,0.3261391416540516,774.0315805830179,846.3299642161708,-9.256570516982038,63.04181311617083
38,53,91,Sr,eo,False,4.497941445275415,0.16483516483516483,4.274,0.0046,47258.979206049145,main,1,0.4759812724231243,0.4759812724231243,0.0,788.4127068999999,828.1971923877911,4.285318958459571,4.225896138318415,-0.011318958459570538,0.04810386168158498,A_41_100,0.287769830871222,780.3059181924066,823.8155259866496,-8.106788707593296,35.40281908664974
40,51,91,Zr,eo,False,4.497941445275415,0.12087912087912088,4.2845,0.0013,591715.976331361,main,1,0.47143945101282614,0.47143945101282614,0.0,791.0916558999999,839.0172419813856,4.285318958459571,4.302634759884075,-0.0008189584595701405,-0.018134759884074647,A_41_100,0.2110312093055628,790.5002883383318,778.0995677881575,-0.5913675616681076,-12.99208811184235
41,50,91,Nb,oe,True,4.497941445275415,0.0989010989010989,4.2878,0.004,62500.0,main,1,0.47002099167932637,0.47002099167932637,0.0,789.0517453000001,839.3792609994041,4.285318958459571,4.341004070666904,0.002481041540429274,-0.05320407066690436,A_41_100,0.17266189852273317,790.8413732693778,751.6342434888704,1.7896279693776478,-37.41750181112968
42,49,91,Mo,eo,False,4.497941445275415,0.07692307692307693,4.3182,0.0012,694444.4444444446,main,1,0.45715307693308777,0.45715307693308777,0.0,783.8402026,857.3060558386317,4.285318958459571,4.379373381449734,0.03288104154042948,-0.061173381449734165,A_41_100,0.1342925877399036,807.7315344964886,741.2560472872995,23.891331896488623,-42.584155312700545
36,56,92,Kr,ee,False,4.514357435474001,0.21739130434782608,4.2724,0.0099,10203.040506070807,main,1,0.476677190850578,0.476677190850578,0.0,783.1661,821.4847647760597,4.300958947302418,4.150616818101026,-0.028558947302418147,0.12178318189897386,A_41_100,0.37952253056929275,763.0067361181618,875.2839263505882,-20.159363881838203,92.11782635058819
37,55,92,Rb,oo,False,4.514357435474001,0.1956521739130435,4.2903,0.0163,3763.7848620572854,main,1,0.4689492432724582,0.4689492432724582,0.0,788.38687,840.5887004939141,4.300958947302418,4.188569071157956,-0.01065894730241812,0.10173092884204404,A_41_100,0.3415702775123635,780.7507433890269,865.1320736955392,-7.636126610973179,76.7452036955392
38,54,92,Sr,ee,False,4.514357435474001,0.17391304347826086,4.2924,0.0064,24414.0625,main,1,0.468050863421236,0.468050863421236,0.0,795.699444,850.0138619377859,4.300958947302418,4.226521324214885,-0.008558947302418574,0.06587867578511464,A_41_100,0.3036180244554342,789.5049674221844,845.0342261888851,-6.1944765778155215,49.33478218888513
39,53,92,Y,oo,False,4.514357435474001,0.15217391304347827,4.2887,0.005,40000.0,main,1,0.46963488037383483,0.46963488037383483,0.0,796.8662248,848.3890976812511,4.300958947302418,4.264473577271814,-0.012258947302417944,0.024226422728186314,A_41_100,0.26566577139850495,787.9958632665181,814.6907697313487,-8.870361533481969,17.82454493134867
40,52,92,Zr,ee,False,4.514357435474001,0.13043478260869565,4.3057,0.0013,591715.976331361,main,1,0.46240095519754676,0.46240095519754676,0.0,799.7264035999999,864.7542728997404,4.300958947302418,4.302425830328744,0.004741052697581516,0.003274169671255933,A_41_100,0.22771351834157566,803.1960708234596,802.120949613395,3.469667223459737,2.394546013395143
41,51,92,Nb,oo,False,4.514357435474001,0.10869565217391304,4.3026,0.0043,54083.28826392644,main,1,0.4637117250238499,0.4637117250238499,0.0,796.9383252,859.3036170899188,4.300958947302418,4.340378083385673,0.0016410526975816353,-0.0377780833856729,A_41_100,0.18976126528464637,798.13342416526,769.9157576317842,1.1950989652599446,-27.022567568215777
42,50,92,Mo,ee,True,4.514357435474001,0.08695652173913043,4.3151,0.0012,694444.4444444446,main,1,0.4584489705780082,0.4584489705780082,0.0,796.5112704000001,868.7022128065486,4.300958947302418,4.378330336442603,0.014141052697581813,-0.06323033644260256,A_41_100,0.1518090122277171,806.8629735730261,751.825275172184,10.351703173026067,-44.68599522781608
36,57,93,Kr,eo,False,4.530654896083492,0.22580645161290322,4.2794,0.0107,8734.387282732117,main,1,0.47364003997860143,0.47364003997860143,0.0,786.6040905,830.38174996305,4.316486009576196,4.152280058888818,-0.03708600957619623,0.1271199411111823,A_41_100,0.3942137253010073,760.41232768976,883.4208615441268,-26.191762810239993,96.81677104412677
37,56,93,Rb,oe,False,4.530654896083492,0.20430107526881722,4.3048,0.0187,2859.675712774171,main,1,0.4627811191162267,0.4627811191162267,0.0,794.3056437,858.1871762798856,4.316486009576196,4.1898242232032,-0.011686009576195922,0.11497577679680049,A_41_100,0.3566695609866257,785.8748200300986,882.2326687213497,-8.430823669901429,87.92702502134966
38,55,93,Sr,eo,False,4.530654896083492,0.1827956989247312,4.3026,0.0075,17777.777777777777,main,1,0.4637117250238499,0.4637117250238499,0.0,800.9892375,863.6715380216049,4.316486009576196,4.227368387517581,-0.013886009576196123,0.07523161248241905,A_41_100,0.31912539667224404,790.8970598349823,857.9480322592757,-10.09217766501763,56.95879475927575
39,54,93,Y,oe,False,4.530654896083492,0.16129032258064516,4.3052,0.0065,23668.63905325444,main,1,0.46261211880312136,0.46261211880312136,0.0,804.3482022000001,869.3548758309927,4.316486009576196,4.264912551831962,-0.011286009576195966,0.040287448168037976,A_41_100,0.28158123235786237,796.101509635181,834.489216120711,-8.246692564819114,30.141013920710975
41,52,93,Nb,oe,False,4.530654896083492,0.11827956989247312,4.324,0.0017,346020.76124567474,main,1,0.45473833177702166,0.45473833177702166,0.0,805.7691957000001,885.9701716273001,4.316486009576196,4.3400008804607255,0.00751399042380374,-0.016000880460725675,A_41_100,0.2064929037290991,811.3167714738307,794.0818228792195,5.547575773830658,-11.687372820780524
36,58,94,Kr,ee,False,4.546835943776344,0.23404255319148937,4.3002,0.0129,6009.254251547383,main,1,0.4647290658701694,0.4647290658701694,0.0,791.8871892,851.9880155518703,4.331902161895998,4.154139058398957,-0.03170216189599806,0.14606094160104366,A_41_100,0.4085923414214088,769.2921782020014,904.8698642593373,-22.595010997998543,112.98267505933734
37,57,94,Rb,oo,False,4.546835943776344,0.2127659574468085,4.3184,0.0211,2246.131039284832,main,1,0.457069596790234,0.457069596790234,0.0,798.3198536,873.3022926991775,4.331902161895998,4.191283816709994,-0.013502161895998732,0.1271161832900054,A_41_100,0.3714475831103716,788.5376445632062,896.5755472112326,-9.782209036793802,98.25569361123257
38,56,94,Sr,ee,False,4.546835943776344,0.19148936170212766,4.3191,0.0091,12075.836251660427,main,1,0.4567775363200756,0.4567775363200756,0.0,807.8204336,884.260246364151,4.331902161895998,4.228428575021031,-0.012802161895998587,0.09067142497896885,A_41_100,0.3343028247993345,798.4319950583873,877.5503448864359,-9.388438541612686,69.72991128643594
39,55,94,Y,oo,False,4.546835943776344,0.1702127659574468,4.3142,0.0074,18261.504747991232,main,1,0.45882588536421454,0.45882588536421454,0.0,810.5438392000001,883.2804175341948,4.331902161895998,4.2655733333320685,-0.017702161895998714,0.04862666666793114,A_41_100,0.2971580664882973,797.5472705774052,847.3448480067742,-12.99656862259485,36.80100880677412
40,54,94,Zr,ee,False,4.546835943776344,0.14893617021276595,4.332,0.0013,591715.976331361,main,1,0.4514285645640589,0.4514285645640589,0.0,814.6793504000001,902.3347372653852,4.331902161895998,4.302718091643105,9.783810400154636e-05,0.029281908356894704,A_41_100,0.26001330817726015,814.7521359776187,836.7561606158923,0.07278557761856064,22.076810215892237
42,52,94,Mo,ee,False,4.546835943776344,0.10638297872340426,4.3529,0.0013,591715.976331361,main,1,0.44289502916353135,0.44289502916353135,0.0,814.2594054000001,919.2464938451012,4.331902161895998,4.377007608265179,0.020997838104001687,-0.024107608265179437,A_41_100,0.1857237915551858,830.022400135037,796.5307113270587,15.762994735036841,-17.72869407294138
36,59,95,Kr,eo,False,4.562902635386966,0.24210526315789474,4.3067,0.0136,5406.574394463668,main,1,0.46197891710517675,0.46197891710517675,0.0,794.7696485000001,860.1795656392025,4.347209363867479,4.156186009752904,-0.0405093638674785,0.150513990247096,A_41_100,0.42266824983401236,765.9080530966065,911.8638709196358,-28.861595403393608,117.09422241963568
37,58,95,Rb,oe,False,4.562902635386966,0.22105263157894736,4.3391,0.0248,1625.910509885536,main,1,0.44851132877690736,0.44851132877690736,0.0,803.7186865000001,895.9848223809029,4.347209363867479,4.192939770608035,-0.008109363867478514,0.14616022939196505,A_41_100,0.38591448897888087,797.7892271876016,918.4726901134607,-5.929459312398535,114.75400361346055
38,57,95,Sr,eo,False,4.562902635386966,0.2,4.3305,0.0102,9611.687812379852,main,1,0.45204730564292417,0.45204730564292417,0.0,812.1633124999998,898.3167274328742,4.347209363867479,4.229693531463167,-0.0167093638674789,0.10080646853683284,A_41_100,0.3491607281237494,799.8655667447199,890.4710162653053,-12.297745755279948,78.3077037653054
39,56,95,Y,oe,False,4.562902635386966,0.17894736842105263,4.3284,0.0087,13211.784912141633,main,1,0.4529149681619512,0.4529149681619512,0.0,817.471618,902.4559525130248,4.347209363867479,4.266447292318299,-0.018809363867478446,0.06195270768170147,A_41_100,0.31240696726861783,803.551152811986,865.0496255149397,-13.920465188014077,47.57800751493971
42,53,95,Mo,eo,False,4.562902635386966,0.11578947368421053,4.3628,0.0018,308641.97530864197,main,1,0.4389093193655604,0.4389093193655604,0.0,821.6285140000001,935.9889135957025,4.347209363867479,4.3767085748836925,0.015590636132521318,-0.01390857488369246,A_41_100,0.2021456847032233,833.409063838171,811.2595726699392,11.780549838170941,-10.36894133006092
36,60,96,Kr,ee,False,4.5788569702133275,0.25,4.3267,0.0158,4005.76830636116,main,1,0.4536185812617711,0.4536185812617711,0.0,799.7637216,881.5376559040004,4.36240952027966,4.15841345962218,-0.03570952027966001,0.16828654037781998,A_41_100,0.4364509101546867,774.1061493139947,932.6064720296418,-25.657572286005347,132.8427504296418
37,59,96,Rb,oo,False,4.5788569702133275,0.22916666666666666,4.3501,0.026700000000000005,1402.7409558276868,main,1,0.44402885237821316,0.44402885237821316,0.0,807.2540448,909.0108001725081,4.36240952027966,4.194784368801737,-0.01230952027965948,0.1553156311982633,A_41_100,0.4000800009751294,798.2311878495672,930.2573986308129,-9.02285695043281,123.0033538308129
38,58,96,Sr,ee,False,4.5788569702133275,0.20833333333333334,4.3522,0.0125,6399.999999999999,main,1,0.4431782132524216,0.4431782132524216,0.0,818.0355936000001,922.9194589649993,4.36240952027966,4.231155277981294,-0.010209520279659934,0.12104472201870564,A_41_100,0.36370909179557226,810.4448218649361,913.6385699942385,-7.590771735063981,95.60297639423845
39,57,96,Y,oo,False,4.5788569702133275,0.1875,4.3402,0.0099,10203.040506070807,main,1,0.4480610523553376,0.4480610523553376,0.0,822.6649824,918.0277755402632,4.36240952027966,4.267526187160851,-0.0222095202796595,0.07267381283914887,A_41_100,0.327338182616015,806.1492796447885,879.1095072843978,-16.515702755211464,56.444524884397765
40,56,96,Zr,ee,False,4.5788569702133275,0.16666666666666666,4.3512,0.0015,444444.44444444444,main,1,0.44358307607359265,0.44358307607359265,0.0,828.9915168,934.4264485221998,4.36240952027966,4.303897096340409,-0.01120952027965938,0.04730290365959178,A_41_100,0.2909672734364578,820.5494740220652,865.5831847262646,-8.44204277793483,36.59166792626456
42,54,96,Mo,ee,False,4.5788569702133275,0.125,4.3847,0.0015,444444.44444444444,main,1,0.43021941589447654,0.43021941589447654,0.0,830.7828480000001,965.5338849278864,4.36240952027966,4.376638914699523,0.022290479720339818,0.008061085300476556,A_41_100,0.21822545507734334,847.8658996446802,836.9206318753668,17.083051644680154,6.137783875366722
44,52,96,Ru,ee,False,4.5788569702133275,0.08333333333333333,4.3908,0.0047,45269.35264825713,main,1,0.42782972310553036,0.42782972310553036,0.0,826.503648,965.9259319345268,4.36240952027966,4.4493807330586375,0.028390479720339812,-0.05858073305863787,A_41_100,0.1454836367182289,848.210168544174,783.4542595934931,21.706520544174055,-43.049388406506864
37,60,97,Rb,oe,False,4.594700892207039,0.23711340206185566,4.4231,0.0395,640.9229290177856,main,1,0.4153955796850437,0.4153955796850437,0.0,812.4901584,977.9715988023231,4.377504483191488,4.196810240578678,0.04559551680851204,0.2262897594213218,A_41_100,0.41395344055908423,847.0318523620713,998.9803375802002,34.541693962071236,186.49017918020013
38,59,97,Sr,eo,False,4.594700892207039,0.21649484536082475,4.3625,0.0135,5486.9684499314135,main,1,0.43902956982380004,0.43902956982380004,0.0,821.7693433000002,935.8929327127199,4.377504483191488,4.232806191931642,-0.01500448319148795,0.12969380806835762,A_41_100,0.37795748920612043,810.5870614024456,925.0859689796939,-11.182281897554617,103.31662567969374
39,58,97,Y,oe,False,4.594700892207039,0.1958762886597938,4.358,0.0116,7431.629013079668,main,1,0.44083728524007015,0.44083728524007015,0.0,828.5217752,939.7138161178965,4.377504483191488,4.268802143284606,-0.01950448319148812,0.08919785671539326,A_41_100,0.3419615378531566,813.8963701311548,898.8283598241871,-14.625405068845225,70.30658462418717
40,57,97,Zr,eo,False,4.594700892207039,0.17525773195876287,4.3792,0.0136,5406.574394463668,main,1,0.4323854979547644,0.4323854979547644,0.0,834.5606654,965.0655136996646,4.377504483191488,4.30479809463757,0.0016955168085122096,0.0744019053624303,A_41_100,0.3059655865001927,835.8537515004153,893.2297509744618,1.293086100415394,58.66908557446186
42,55,97,Mo,eo,False,4.594700892207039,0.13402061855670103,4.388,0.0015,444444.44444444444,main,1,0.42892497873055785,0.42892497873055785,0.0,837.6039822,976.3991650462565,4.377504483191488,4.376789997343497,0.010495516808512129,0.011210002656502738,A_41_100,0.233973683794265,845.6699503612883,846.2218592704535,8.06596816128831,8.61787707045346
